N	2gram	Nazirov_Tv_2	Myshleni
112	в пользу	3	4
113	на вопрос	1	4
114	в конечном	1	4
115	мы видим	4	4
116	так как	3	4
117	только в	2	4
118	который в	1	4
119	в начале	3	4
120	при помощи	2	4
121	как раз	1	4
122	в предисловии	1	4
123	а с	3	4
124	прежде всего	8	4
125	так же	5	4
126	предисловии к	1	4
127	все это	6	4
128	для нас	1	4
129	а в	4	4
130	по поводу	1	4
131	человека и	3	3
132	выводом из	1	3
133	и до	1	3
134	для которого	2	3
135	действительности и	1	3
136	и ее	2	3
137	он сам	3	3
138	точка зрения	2	3
139	должны были	1	3
140	что они	4	3
141	с этим	1	3
142	когда он	4	3
143	все эти	4	3
144	что она	4	3
145	при этом	8	3
146	что у	4	3
147	и по	2	3
148	об этом	4	3
149	лишь в	1	3
150	с другими	2	3
151	во время	1	3
152	таким же	1	3
153	в которых	3	3
154	но эта	2	3
155	уже говорили	1	3
156	в основе	2	3
157	числе и	1	3
158	для себя	1	3
159	и это	3	3
160	действия и	2	3
161	и сам	5	3
162	с собой	1	3
163	с ним	3	3
164	ничего не	4	3
165	утверждает что	1	3
166	и только	2	3
167	все время	2	3
168	значение в	1	3
169	одной из	3	3
170	но не	5	3
171	из них	2	3
172	для него	3	3
173	отличие от	2	3
174	во власти	1	3
175	со стороны	1	3
176	в отличие	2	3
177	что для	1	3
178	а не	6	3
179	и особенно	1	3
180	он говорит	1	3
181	этого слова	1	3
182	только для	2	3
183	об отношении	1	3
184	в результате	1	3
185	лежит в	1	3
186	бы с	1	3
187	не можем	1	3
188	тем самым	4	3
189	том числе	1	3
190	ту же	1	2
191	речь идет	1	2
192	с с	1	2
193	же как	3	2
194	и есть	2	2
195	в котором	3	2
196	той же	1	2
197	из всех	1	2
198	этот перелом	1	2
199	что если	1	2
200	в первый	1	2
201	на место	1	2
202	оба эти	1	2
203	говорить о	2	2
204	эта функция	1	2
205	в их	3	2
206	столь же	1	2
207	во всех	1	2
208	то он	1	2
209	не то	1	2
210	нет и	2	2
211	отнюдь не	4	2
212	в течение	1	2
213	наряду с	7	2
214	общего с	1	2
215	стороны и	1	2
216	ней в	1	2
217	перед нами	1	2
218	как уже	1	2
219	и как	1	2
220	его к	1	2
221	в противоположность	1	2
222	за собой	4	2
223	представляет собой	1	2
224	или во	1	2
225	в известном	1	2
226	с их	1	2
227	в себе	3	2
228	но ведь	2	2
229	после этого	1	2
230	моменты которые	1	2
231	же это	1	2
232	в силу	1	2
233	и более	1	2
234	речи или	1	2
235	в другом	1	2
236	и мы	3	2
237	нечто внешнее	1	2
238	в ином	1	2
239	ни в	1	2
240	с такой	1	2
241	должно быть	1	2
242	в один	1	2
243	и тогда	2	2
244	в этих	1	2
245	но если	2	2
246	в женеве	1	2
247	том же	2	2
248	в такой	2	2
249	всякий раз	1	2
250	быть может	3	2
251	и вообще	2	2
252	нас к	1	2
253	вопрос не	1	2
254	к ней	1	2
255	что на	2	2
256	к себе	1	2
257	не могут	1	2
258	могут быть	2	2
259	во все	1	2
260	как только	1	2
261	его с	1	2
262	той или	1	2
263	указывает на	1	2
264	говоря словами	1	2
265	в применении	1	2
266	должен быть	1	2
267	опираясь на	2	2
268	как по	2	2
269	в себя	1	2
270	живет в	1	2
271	когда в	1	2
272	как у	3	2
273	другом месте	1	2
274	всем протяжении	1	2
275	самому себе	1	2
276	социальной психологии	1	2
277	раньше чем	1	2
278	в его	10	2
279	что и	1	2
280	в споре	1	2
281	о своих	2	2
282	нас интересует	1	2
283	образом как	1	2
284	мне кажется	1	2
285	как нечто	1	2
286	в стороне	2	2
287	на всем	1	2
288	положение что	1	2
289	не дает	1	2
290	и других	2	2
291	в одном	2	2
292	у него	6	2
293	тем что	3	2
294	не понимают	1	2
295	или иной	1	2
296	именно в	6	2
297	с ней	1	2
298	в ущерб	1	2
299	нет никаких	1	2
300	связь с	2	2
301	человека к	1	2
302	только его	1	2
303	с логикой	1	2
304	что же	1	2
305	остается в	1	2
306	думается что	2	2
307	в первой	2	2
308	человек с	1	2
309	с этой	3	2
310	ребенка который	1	2
311	общественной жизни	1	2
312	в книге	1	2
313	и для	1	2
314	заключающийся в	1	2
315	вообще в	1	2
316	это все	2	2
317	видим в	2	2
318	от этой	2	1
319	неотделима от	2	1
320	в сфере	1	1
321	относится и	2	1
322	связи между	1	1
323	имеет в	2	1
324	извне не	1	1
325	по преимуществу	2	1
326	видеть в	1	1
327	и значение	1	1
328	возникли в	1	1
329	и о	1	1
330	что уже	1	1
331	сути дела	3	1
332	этот факт	2	1
333	открыть в	1	1
334	я не	2	1
335	реализм и	1	1
336	и со	1	1
337	личности с	1	1
338	же что	1	1
339	и он	2	1
340	и на	5	1
341	он был	1	1
342	от идеи	1	1
343	между собой	1	1
344	содержатся в	1	1
345	это действительно	1	1
346	когда же	1	1
347	в чем	4	1
348	во имя	1	1
349	действительно все	1	1
350	от современного	1	1
351	то мы	1	1
352	как правило	2	1
353	в ее	2	1
354	отказ от	1	1
355	но как	1	1
356	к которой	1	1
357	в противовес	1	1
358	ответ на	1	1
359	менее всего	1	1
360	это и	1	1
361	стал бы	1	1
362	это самое	1	1
363	чем же	1	1
364	одном из	2	1
365	опыта к	1	1
366	из области	1	1
367	однако не	1	1
368	и наконец	2	1
369	сказал бы	1	1
370	автора мы	1	1
371	себе не	1	1
372	и свою	1	1
373	можно в	1	1
374	еще на	1	1
375	автор в	1	1
376	отказывается от	2	1
377	сил в	1	1
378	думать что	1	1
379	что автор	1	1
380	того факта	1	1
381	характере этого	1	1
382	нами в	1	1
383	тому же	2	1
384	на стадии	1	1
385	так сказать	2	1
386	к человеческой	1	1
387	и если	2	1
388	по словам	2	1
389	привело нас	1	1
390	в нем	3	1
391	о которой	1	1
392	еще раньше	1	1
393	которой не	1	1
394	и еще	2	1
395	не являются	1	1
396	этого вопроса	1	1
397	не к	1	1
398	что нужно	1	1
399	и вот	1	1
400	любой из	1	1
401	теории и	1	1
402	и независимо	1	1
403	эта же	1	1
404	а затем	3	1
405	психологию в	1	1
406	а по	1	1
407	это объяснение	1	1
408	его в	3	1
409	входит в	1	1
410	того или	1	1
411	и настоящей	1	1
412	его личности	1	1
413	является общим	1	1
414	с так	1	1
415	известно что	2	1
416	должен был	1	1
417	с самого	1	1
418	приходит в	1	1
419	он приходит	1	1
420	в жизни	1	1
421	который по	1	1
422	что сама	1	1
423	основания для	1	1
424	для них	1	1
425	нет в	1	1
426	это положение	1	1
427	рядом с	2	1
428	не видно	1	1
429	тот самый	1	1
430	что не	3	1
431	всю жизнь	1	1
432	которой он	2	1
433	с социологической	1	1
434	произведение с	1	1
435	такой же	2	1
436	автора и	1	1
437	не выдерживает	2	1
438	в ходе	1	1
439	развития что	1	1
440	место в	3	1
441	еще с	1	1
442	ребенком с	1	1
443	мысли и	1	1
444	из своих	1	1
445	он сгибается	1	1
446	есть его	1	1
447	то это	1	1
448	однако в	1	1
449	задается вопросом	1	1
450	где нет	2	1
451	как видим	1	1
452	зрения и	1	1
453	тому что	1	1
454	эта мысль	2	1
455	в таких	1	1
456	с ребенком	1	1
457	в обоих	1	1
458	самого начала	1	1
459	как о	2	1
460	на него	2	1
461	говорит но	1	1
462	поэтому в	1	1
463	всей их	1	1
464	самой жизни	1	1
465	действительности но	1	1
466	он пытается	1	1
467	на землю	2	1
468	эпохи в	1	1
469	связано с	1	1
470	и лишь	2	1
471	не говорит	1	1
472	то у	2	1
473	вот что	1	1
474	сама себе	1	1
475	не находим	1	1
476	целом и	2	1
477	в самих	1	1
478	только с	2	1
479	в области	1	1
480	факта что	1	1
481	перед ним	1	1
482	у нас	2	1
483	личности в	2	1
484	если у	2	1
485	по нашему	4	1
486	в момент	1	1
487	начиная с	2	1
488	черта не	1	1
489	в среде	1	1
490	отличается от	1	1
491	для развития	1	1
492	глубокое и	1	1
493	всего что	1	1
494	бы он	1	1
495	не есть	1	1
496	на это	1	1
497	для автора	2	1
498	ничего общего	1	1
499	принять за	1	1
500	приходит к	1	1
501	с необходимостью	1	1
502	он утверждает	1	1
503	на другой	1	1
504	сознании человека	1	1
505	по сути	3	1
506	только то	1	1
507	в пределах	1	1
508	в дальнейшем	4	1
509	за тысячи	1	1
510	сознаний в	1	1
511	особенно в	2	1
512	к анализу	2	1
513	вопрос этот	1	1
514	но у	4	1
515	является в	1	1
516	это как	1	1
517	приводит его	1	1
518	по мере	1	1
519	а к	1	1
520	ее у	1	1
521	сводится к	2	1
522	именно потому	1	1
523	и здесь	1	1
524	и должно	1	1
525	и поэтому	2	1
526	функционировать и	1	1
527	одного из	1	1
528	до сих	3	1
529	может не	1	1
530	там же	9	1
531	она не	1	1
532	на точку	1	1
533	там нет	2	1
534	переходит в	1	1
535	и хорошо	1	1
536	а потому	1	1
537	внедряется в	1	1
538	выше в	1	1
539	и вполне	1	1
540	в свете	3	1
541	с а	1	1
542	эти наблюдения	2	1
543	в сферу	1	1
544	в современной	1	1
545	известном смысле	1	1
546	один из	3	1
547	том как	1	1
548	и одновременно	1	1
549	но ни	1	1
550	и является	1	1
551	по мнению	3	1
552	между тем	3	1
553	он действует	1	1
554	так что	2	1
555	в виде	2	1
556	этот момент	1	1
557	в сознании	1	1
558	еще одну	1	1
559	является не	1	1
560	здесь же	1	1
561	предположение что	1	1
562	или даже	2	1
563	по выражению	1	1
564	происходит то	1	1
565	мир в	1	1
566	был бы	1	1
567	сами по	1	1
568	в современном	3	1
569	у этих	1	1
570	при всей	1	1
571	как его	1	1
572	которым приводит	1	1
573	это общее	1	1
574	далее идут	1	1
575	которые играют	1	1
576	для исследователя	1	1
577	дело в	1	1
578	такое же	1	1
579	показывает что	4	1
580	рода не	1	1
581	нашему мнению	4	1
582	идеи в	2	1
583	выше и	1	1
584	зависит от	2	1
585	и психологии	1	1
586	для начала	1	1
587	говоря что	1	1
588	в психологическом	1	1
589	под влиянием	1	1
590	в речи	1	1
591	эти слова	1	1
592	и ограниченность	1	1
593	эта идея	1	1
594	и потому	4	1
595	играют в	1	1
596	как объективно	1	1
597	мы говорим	1	1
598	являются как	1	1
599	но этот	1	1
600	говорили что	1	1
601	который видит	1	1
602	и проблема	1	1
603	и мир	1	1
604	себя из	1	1
605	в жизнь	1	1
606	предположить что	1	1
607	не дают	1	1
608	образом и	1	1
609	но сам	1	1
610	применении к	1	1
611	самого себя	1	1
612	я с	1	1
613	мыслится как	1	1
614	том смысле	1	1
615	он начинает	1	1
616	и от	4	1
617	сих пор	3	1
618	личность как	1	1
619	так хорошо	1	1
620	ничего кроме	1	1
621	к другим	1	1
622	при всем	1	1
623	более того	2	1
624	одна из	3	1
625	отвечает на	1	1
626	должна была	1	1
627	этой книги	1	1
628	и человек	1	1
629	а все	1	1
630	как она	1	1
631	от него	1	1
632	огромную роль	1	1
633	или нет	1	1
634	еще более	1	1
635	я должен	1	1
636	мысль на	1	1
637	действительной жизни	1	1
638	но это	5	1
639	что вообще	1	1
640	же ли	1	1
641	в целях	1	1
642	он видит	1	1
643	жизни в	3	1
644	между ними	1	1
645	не знает	1	1
646	другой стороны	2	1
647	но можно	1	1
648	человек это	1	1
649	него в	2	1
650	из этого	2	1
651	включает в	2	1
652	частности в	1	1
653	а может	1	1
654	в своих	3	1
655	нас не	1	1
656	как на	1	1
657	точно так	1	1
658	и вновь	1	1
659	смысле что	1	1
