N	2gram	Ircho_Kome_3	Hudozhes
182	тем как	1	2
183	если в	1	2
184	ответ на	1	2
185	отношение к	5	2
186	более чем	5	2
187	все же	4	2
188	не думал	1	2
189	как уже	1	2
190	и к	3	2
191	но в	5	2
192	в нашем	1	2
193	из этих	1	2
194	тому же	6	2
195	т д	1	2
196	о которой	2	2
197	не как	2	2
198	чувства в	1	2
199	на этом	1	2
200	прежде чем	3	2
201	однако в	4	2
202	не будет	2	2
203	же не	1	2
204	а по	5	2
205	не с	2	2
206	его в	8	2
207	это было	1	2
208	который и	1	2
209	от которого	1	2
210	место в	1	2
211	в г	2	2
212	от своего	1	2
213	с точки	3	2
214	не столько	1	2
215	что я	1	2
216	начнем с	1	2
217	как видим	2	2
218	а вот	1	2
219	называет его	1	2
220	сам он	2	2
221	ибо в	1	2
222	дело не	2	2
223	того как	1	2
224	не по	7	2
225	до вечера	1	2
226	к ней	8	2
227	ему в	1	2
228	в основе	2	2
229	представляется нам	1	2
230	приходит к	1	2
231	как мы	2	2
232	приводит к	3	2
233	роль в	2	2
234	с собой	1	2
235	те же	1	2
236	которая была	1	2
237	до сих	9	2
238	том как	3	2
239	его присутствии	2	2
240	в другом	2	2
241	а также	2	2
242	любви к	5	2
243	во втором	1	2
244	нуждается в	2	2
245	и только	1	2
246	отношениях с	1	2
247	один из	3	2
248	себя с	1	2
249	здесь не	2	2
250	дело с	3	2
251	ли он	1	2
252	он уже	1	2
253	впрочем и	1	2
254	в т	3	2
255	и у	1	2
256	ни одного	1	2
257	с женой	2	2
258	нет я	1	2
259	его и	1	2
260	себе в	3	2
261	из них	5	2
262	противоречие между	1	2
263	т п	4	2
264	вовсе не	4	2
265	ее на	1	2
266	сих пор	9	2
267	в финале	1	2
268	не наделен	1	2
269	себя и	2	2
270	что не	3	2
271	мы знаем	2	2
272	ей не	1	2
273	однако и	1	2
274	когда же	1	2
275	разговор с	1	2
276	жизнь в	1	2
277	нет ничего	2	2
278	вместе с	9	2
279	видит в	1	2
280	не зная	3	2
281	сам не	1	2
282	и от	1	2
283	только для	2	2
284	о его	2	2
285	это был	1	2
286	не является	4	2
287	и для	4	2
288	еще одна	1	2
289	отнюдь не	4	2
290	и видит	1	2
291	в двух	3	2
292	в голову	1	2
293	за него	1	2
294	потому что	10	2
295	хотя бы	4	2
296	точки зрения	4	2
297	а о	2	2
298	между ними	2	2
299	и эта	1	2
300	сказать что	1	2
301	т е	16	2
302	самое что	1	2
303	к числу	1	2
304	этой связи	2	2
305	как на	1	2
306	но еще	1	2
307	эта новая	1	1
308	отношения к	2	1
309	одним из	2	1
310	например в	1	1
311	течение всей	1	1
312	утра до	1	1
313	перед лицом	2	1
314	свою жену	1	1
315	здесь и	2	1
316	к другому	1	1
317	с изображением	1	1
318	всех окружающих	1	1
319	не выдать	1	1
320	после слов	1	1
321	мы имеем	1	1
322	мы не	2	1
323	что между	1	1
324	говорил он	1	1
325	коренится в	1	1
326	же ты	1	1
327	в сущности	2	1
328	время как	2	1
329	принадлежит к	1	1
330	не совсем	2	1
331	на собственное	1	1
332	жизни это	1	1
333	сравнивает себя	1	1
334	из ее	1	1
335	это время	1	1
336	имя и	1	1
337	характером и	1	1
338	свой дом	1	1
339	он был	4	1
340	на них	3	1
341	между собой	4	1
342	со словами	1	1
343	узнав о	3	1
344	бы то	2	1
345	взгляде на	1	1
346	я на	1	1
347	во всех	2	1
348	могло быть	2	1
349	к которой	1	1
350	в сторону	1	1
351	свою жизнь	1	1
352	с отцом	2	1
353	себе и	1	1
354	друг от	1	1
355	нет и	4	1
356	за пределы	2	1
357	в поисках	1	1
358	в течение	3	1
359	не видно	1	1
360	в одной	1	1
361	только об	1	1
362	возникает между	1	1
363	собственного дома	2	1
364	как к	1	1
365	ней в	2	1
366	хотя и	5	1
367	когда он	4	1
368	никаких следов	1	1
369	самом начале	1	1
370	в герое	2	1
371	от этого	1	1
372	от своей	2	1
373	для которого	1	1
374	в которой	3	1
375	из жизни	1	1
376	отношения между	1	1
377	так или	2	1
378	представляет собой	3	1
379	все эти	1	1
380	и тот	3	1
381	говорить с	1	1
382	по имени	3	1
383	стоит у	1	1
384	человек не	1	1
385	ненависти и	1	1
386	сказать в	1	1
387	главное в	1	1
388	порядочного человека	1	1
389	еще раньше	1	1
390	из этой	2	1
391	при виде	3	1
392	с тобой	1	1
393	в восприятии	1	1
394	нее и	1	1
395	и когда	1	1
396	ушел в	1	1
397	в силу	2	1
398	уже говорилось	1	1
399	том чтобы	1	1
400	их в	3	1
401	на земле	1	1
402	свое время	1	1
403	на жизнь	1	1
404	картины мира	1	1
405	общей для	1	1
406	постольку поскольку	1	1
407	людей и	2	1
408	но все	4	1
409	в каждом	1	1
410	в косвенной	1	1
411	здесь мы	1	1
412	то ни	3	1
413	чем я	1	1
414	следующем за	1	1
415	противоречия между	1	1
416	г в	2	1
417	со слезами	1	1
418	и других	1	1
419	дома и	3	1
420	которого не	1	1
421	от смерти	1	1
422	город где	1	1
423	всю свою	1	1
424	а позднее	1	1
425	и тем	1	1
426	за ней	2	1
427	называла себя	1	1
428	который по	2	1
429	быть только	1	1
430	дочери но	1	1
431	этого персонажа	1	1
432	этого не	1	1
433	в слове	1	1
434	не всегда	1	1
435	на своего	1	1
436	он и	2	1
437	после стольких	1	1
438	при необходимости	1	1
439	к реальной	1	1
440	не мог	2	1
441	и еще	3	1
442	во время	6	1
443	никак не	1	1
444	таким же	1	1
445	человек и	1	1
446	в следующем	1	1
447	на месте	3	1
448	в город	1	1
449	человеком и	1	1
450	каким был	1	1
451	а потом	1	1
452	что хорошо	1	1
453	семейных отношений	1	1
454	знаем что	1	1
455	признать что	1	1
456	стало быть	1	1
457	одном из	1	1
458	еще из	1	1
459	с дочерью	3	1
460	образом и	1	1
461	но он	1	1
462	теми же	1	1
463	обращение к	1	1
464	далека от	1	1
465	видно что	2	1
466	в конце	7	1
467	том же	1	1
468	он увидел	1	1
469	любовь к	3	1
470	в атмосфере	1	1
471	о будущем	1	1
472	весь в	1	1
473	эта мысль	1	1
474	и притом	1	1
475	трудно было	2	1
476	что с	2	1
477	с радостью	2	1
478	виду что	1	1
479	в людях	1	1
480	что ему	2	1
481	то чего	1	1
482	самого начала	4	1
483	на себе	1	1
484	и остается	1	1
485	же его	1	1
486	не могло	1	1
487	был в	1	1
488	найти в	1	1
489	человека от	1	1
490	в отношениях	2	1
491	не лучше	1	1
492	такой и	1	1
493	того в	1	1
494	к концу	2	1
495	и любовь	2	1
496	прибегать к	1	1
497	хочет быть	2	1
498	в области	2	1
499	дом на	1	1
500	ему не	3	1
501	похож на	1	1
502	ли не	2	1
503	он ей	1	1
504	числе и	1	1
505	всего в	1	1
506	от нее	3	1
507	бы он	3	1
508	это я	1	1
509	все еще	2	1
510	на это	3	1
511	но сама	1	1
512	любовь в	1	1
513	обо всех	1	1
514	в ситуации	1	1
515	я тебя	1	1
516	а затем	2	1
517	от друга	1	1
518	лица не	1	1
519	быть вполне	1	1
520	себе самом	1	1
521	выдать своего	1	1
522	молодые люди	1	1
523	ухода из	2	1
524	нет никакой	1	1
525	в себя	1	1
526	с самого	4	1
527	образе и	1	1
528	времени и	1	1
529	особенно в	1	1
530	реальной жизни	1	1
531	всех кто	1	1
532	по ее	2	1
533	это только	1	1
534	жизнь и	1	1
535	мы в	1	1
536	он к	1	1
537	и всякого	1	1
538	на что	1	1
539	в настоящее	1	1
540	сама она	2	1
541	с утра	1	1
542	я теперь	1	1
543	именно потому	2	1
544	и здесь	4	1
545	настоящее время	1	1
546	как сам	1	1
547	и что	6	1
548	в глаза	3	1
549	после того	1	1
550	не позволяет	3	1
551	нас в	1	1
552	и лишь	1	1
553	путь к	1	1
554	которых в	1	1
555	к источнику	1	1
556	или иначе	2	1
557	этот момент	1	1
558	должно было	3	1
559	на одном	1	1
560	из своего	3	1
561	в другой	1	1
562	иначе в	1	1
563	я во	1	1
564	системы персонажей	1	1
565	она на	1	1
566	уходит в	1	1
567	по своей	1	1
568	стороны других	1	1
569	сразу же	4	1
570	в новой	1	1
571	меня и	1	1
572	отцу и	1	1
573	своего жизненного	1	1
574	и потому	1	1
575	бы его	1	1
576	на своей	2	1
577	драматический характер	1	1
578	к отцу	2	1
579	по мнению	2	1
580	но как	1	1
581	во времени	1	1
582	важный для	1	1
583	и теперь	1	1
584	не мешает	2	1
585	это же	1	1
586	со всеми	1	1
587	так что	6	1
588	о прошлом	1	1
589	уже в	2	1
590	больше не	1	1
591	же из	1	1
592	со временем	3	1
593	мешает ему	2	1
594	в нашей	1	1
595	в дом	14	1
596	действующего лица	1	1
597	в начале	3	1
598	отцов и	1	1
599	целого ряда	1	1
600	и дедов	1	1
601	участие в	1	1
602	за ним	2	1
603	к своим	1	1
604	следует что	3	1
605	стольких лет	1	1
606	над ними	1	1
607	ты меня	1	1
608	среди которых	3	1
609	так как	11	1
610	то время	2	1
611	при всей	2	1
612	не о	3	1
613	может служить	1	1
614	отношении к	1	1
615	независимо от	1	1
616	и никогда	1	1
617	этом отношении	2	1
618	от того	2	1
619	случае с	1	1
620	когда бы	1	1
621	выходил из	1	1
622	где в	1	1
623	чувствует себя	2	1
624	без того	1	1
625	умер и	2	1
626	ней и	1	1
627	и даже	3	1
628	это кстати	1	1
629	о своей	1	1
630	временем в	1	1
631	мы узнаём	1	1
632	кого ты	2	1
633	что человек	1	1
634	этого человека	1	1
635	а именно	1	1
636	человека а	1	1
637	действующих лиц	1	1
638	такое же	2	1
639	перед ним	3	1
640	для произведения	3	1
641	на смену	1	1
642	необходимости в	1	1
643	а на	2	1
644	у меня	1	1
645	на которых	1	1
646	до конца	4	1
647	с которым	1	1
648	своей любви	2	1
649	человека не	2	1
650	вторая половина	1	1
651	а так	1	1
652	теперь с	1	1
653	не видит	1	1
654	этот рассказ	1	1
655	несомненно она	1	1
656	теперь он	1	1
657	и она	1	1
658	эти слова	1	1
659	не удается	1	1
660	ли ее	1	1
661	в пределах	2	1
662	к жизни	1	1
663	взгляда на	1	1
664	чем в	3	1
665	такого рода	1	1
666	отца не	3	1
667	не обманывает	1	1
668	поскольку он	1	1
669	по существу	2	1
670	на свете	1	1
671	исходя из	2	1
672	с этой	3	1
673	лет назад	2	1
674	приобретает в	1	1
675	еще раз	1	1
676	сказать не	1	1
677	этом случае	2	1
678	и таким	1	1
679	не любил	1	1
680	видит себя	2	1
681	на человека	1	1
682	в с	1	1
683	самое главное	1	1
684	было ясно	1	1
685	котором он	1	1
686	в ноги	1	1
687	она уже	1	1
688	то не	1	1
689	как теперь	1	1
690	следующая за	1	1
691	из себя	3	1
692	вполне счастливым	1	1
693	бы в	4	1
694	что после	1	1
695	вспомнить что	1	1
696	из города	2	1
697	становится источником	1	1
698	по самой	1	1
699	сообщением о	1	1
700	обстоит дело	2	1
701	вернувшись из	1	1
702	в главном	1	1
703	отрекается от	1	1
704	от ее	1	1
705	сообщения о	1	1
706	с сыном	1	1
707	с ней	1	1
708	не знает	3	1
709	только как	2	1
710	другой стороны	2	1
711	что угодно	1	1
712	совершенно не	2	1
713	все к	2	1
714	жизни а	1	1
715	почему он	1	1
716	первом случае	1	1
717	в кругу	1	1
718	из этого	2	1
719	в действительности	1	1
720	в такое	1	1
721	не нуждается	1	1
722	к этой	2	1
723	в своих	2	1
724	том числе	1	1
725	это в	2	1
726	и сердится	1	1
727	знаю его	1	1
728	к этому	6	1
729	можно назвать	1	1
730	в таком	2	1
