N	2gram	Bakhtin_sl_1	FransuaR
369	сознания в	1	1
370	целый ряд	1	1
371	что по	1	1
372	и свою	1	1
373	имеют громадное	1	1
374	где все	1	1
375	сливается с	2	1
376	бы и	3	1
377	пародию на	2	1
378	бы не	1	1
379	иное слово	1	1
380	он наконец	1	1
381	романа но	2	1
382	нами в	2	1
383	в себе	3	1
384	другом случае	2	1
385	из распространеннейших	1	1
386	на то	1	1
387	так сказать	5	1
388	время и	2	1
389	части его	1	1
390	в понимании	3	1
391	чем у	1	1
392	очень велико	1	1
393	не как	4	1
394	он пользуется	3	1
395	для понимания	2	1
396	одной и	1	1
397	и по	2	1
398	в нее	1	1
399	именно это	1	1
400	ни был	1	1
401	в основу	1	1
402	человека в	1	1
403	как оно	3	1
404	значительной степени	1	1
405	а затем	1	1
406	на всю	3	1
407	значение в	1	1
408	них не	1	1
409	всех областях	1	1
410	форму и	1	1
411	и правды	1	1
412	чаще всего	1	1
413	в жизни	1	1
414	за отдельными	1	1
415	от процесса	1	1
416	вводит в	1	1
417	но уже	1	1
418	о которых	1	1
419	ни одной	1	1
420	гл iv	1	1
421	далеко не	5	1
422	наглядность и	1	1
423	он действительно	1	1
424	что не	1	1
425	брань и	1	1
426	автору и	1	1
427	говорили и	1	1
428	жизни но	2	1
429	и формы	4	1
430	они в	2	1
431	как таковой	1	1
432	и того	1	1
433	смысл и	1	1
434	между ними	2	1
435	об особом	1	1
436	в котором	2	1
437	что всякий	1	1
438	не от	1	1
439	мы сказали	4	1
440	и той	2	1
441	которые в	3	1
442	мире все	1	1
443	обращение к	1	1
444	не его	2	1
445	тем не	1	1
446	и используются	1	1
447	но было	1	1
448	и более	1	1
449	на его	8	1
450	уже сказали	2	1
451	не должно	3	1
452	значение получает	1	1
453	эта атмосфера	1	1
454	формами и	1	1
455	моментов их	1	1
456	сам он	1	1
457	и вся	1	1
458	тому что	2	1
459	которые обычно	1	1
460	наконец некоторые	1	1
461	а иногда	3	1
462	вовсе лишены	1	1
463	эти формы	1	1
464	мышления и	1	1
465	почти полностью	1	1
466	одна из	2	1
467	и способы	1	1
468	ее с	1	1
469	в процессе	4	1
470	он еще	1	1
471	есть еще	1	1
472	мы все	2	1
473	но здесь	3	1
474	все действие	1	1
475	для всего	1	1
476	из него	2	1
477	следовательно и	3	1
478	никогда не	3	1
479	правда в	1	1
480	характерна и	1	1
481	при всем	3	1
482	они вообще	1	1
483	к концу	1	1
484	связанное с	1	1
485	же он	1	1
486	его он	1	1
487	со своим	5	1
488	и форм	2	1
489	и позволяет	1	1
490	к той	1	1
491	у нас	2	1
492	в специальном	1	1
493	все то	1	1
494	как только	3	1
495	такой образ	1	1
496	той или	9	1
497	для его	1	1
498	всегда есть	1	1
499	социальные и	1	1
500	и потому	4	1
501	время он	1	1
502	и со	1	1
503	правда не	2	1
504	и самое	2	1
505	неподвижный быт	1	1
506	своим языком	1	1
507	всю последующую	1	1
508	и художественное	1	1
509	это единство	1	1
510	свою очередь	2	1
511	это только	1	1
512	себя до	1	1
513	без всякого	1	1
514	некоторые другие	1	1
515	свои стихи	1	1
516	формы и	3	1
517	особой точки	1	1
518	мертвым и	1	1
519	включает в	1	1
520	приводит к	1	1
521	и сам	3	1
522	говорит на	1	1
523	те же	2	1
524	еще не	4	1
525	подход к	1	1
526	стороне от	1	1
527	не были	3	1
528	в скрытой	1	1
529	если бы	1	1
530	для этого	1	1
531	остановимся на	2	1
532	смысле и	1	1
533	образом в	3	1
534	находится в	1	1
535	входит и	1	1
536	движения и	1	1
537	о нем	4	1
538	именно потому	1	1
539	представителей и	1	1
540	своей книге	1	1
541	в язык	1	1
542	и делается	1	1
543	притом в	1	1
544	или на	1	1
545	все его	4	1
546	там в	1	1
547	можно встретить	1	1
548	по их	1	1
549	на протяжении	2	1
550	стилем и	1	1
551	от них	1	1
552	также определяется	1	1
553	в языке	5	1
554	в форме	1	1
555	очень тесно	2	1
556	градаций между	1	1
557	он по	1	1
558	тем более	1	1
559	исторического развития	2	1
560	слов и	2	1
561	и всякое	2	1
562	скрытой форме	1	1
563	все формы	1	1
564	условия для	1	1
565	поэтому все	1	1
566	и тонов	1	1
567	быть и	4	1
568	но с	1	1
569	в двух	1	1
570	тот же	1	1
571	с ними	3	1
572	через которую	1	1
573	в стороне	1	1
574	между этими	2	1
575	и ее	3	1
576	именно на	1	1
577	себя в	9	1
578	выдержано в	1	1
579	и они	1	1
580	не дает	1	1
581	в душе	1	1
582	из них	3	1
583	слово принадлежит	1	1
584	его и	3	1
585	вводится в	2	1
586	в прозе	1	1
587	роль этих	1	1
588	с этими	2	1
589	к ним	1	1
590	друг друга	3	1
591	вперед в	1	1
592	случае не	1	1
593	на целое	1	1
594	в других	3	1
595	часто нарочито	1	1
596	эти явления	1	1
597	романа рядом	1	1
598	а потому	1	1
599	со всем	1	1
600	или иной	9	1
601	за ними	1	1
602	этого основного	1	1
603	как у	1	1
604	был в	1	1
605	есть таких	1	1
606	наконец в	2	1
607	а главное	1	1
608	что для	1	1
609	его из	1	1
610	более того	3	1
611	самом же	1	1
612	сплетается с	1	1
613	не знает	1	1
614	до конца	12	1
615	хотя он	1	1
616	очень велика	1	1
617	ни о	2	1
618	мы остановимся	1	1
619	когда она	1	1
620	мира в	1	1
621	форм которые	1	1
622	смысле на	2	1
623	эти особые	1	1
624	как ни	1	1
625	в это	1	1
626	но оно	3	1
627	в частности	2	1
628	о себе	1	1
629	до этого	1	1
630	и ограниченность	1	1
631	ко всем	1	1
632	у первых	1	1
633	его содержание	1	1
634	книге о	1	1
635	к своему	6	1
636	эпох и	1	1
637	именно для	1	1
638	в речах	2	1
639	и оценок	3	1
640	не существенно	1	1
641	в той	10	1
642	границ между	1	1
643	основное содержание	2	1
644	момент как	1	1
645	со всею	2	1
646	да и	1	1
647	своего времени	1	1
648	и ценностный	1	1
649	и самых	1	1
650	себе место	1	1
651	этого слова	1	1
652	и некоторые	1	1
653	с элементами	1	1
654	которые были	1	1
655	о мире	1	1
656	например у	1	1
657	пародии на	2	1
658	на одной	1	1
659	в более	1	1
660	не получает	1	1
661	будучи в	1	1
662	свою связь	1	1
663	слово от	1	1
664	этого рода	1	1
665	и другим	2	1
666	здесь они	1	1
667	и другими	1	1
668	очень распространено	1	1
669	своем пути	1	1
670	не переходит	1	1
671	которая в	1	1
672	оно ничего	1	1
673	но эти	3	1
674	от него	1	1
675	еще более	5	1
676	и могли	1	1
677	на языке	1	1
678	дана в	1	1
679	же деле	1	1
680	основе их	2	1
681	процессе своего	1	1
682	слово в	10	1
683	городов и	1	1
684	в свою	3	1
685	мира он	1	1
686	и эта	2	1
687	речи и	1	1
688	момент до	1	1
689	из этого	3	1
690	в свое	3	1
691	на своем	5	1
692	в виде	2	1
693	пути к	1	1
694	такое значение	1	1
695	в таком	1	1
696	во всяком	7	1
697	они не	1	1
