N	2gram	Tiupa_Disk_2	slovoVRo
130	перед нами	3	3
131	и как	3	3
132	с их	2	3
133	человеке и	1	3
134	на этом	1	3
135	сознание и	1	3
136	не с	2	3
137	лишь в	1	3
138	с точки	2	3
139	не столько	3	3
140	не была	1	3
141	его от	1	3
142	этом отношении	4	3
143	в ней	2	3
144	а также	8	3
145	к чужому	1	3
146	между тем	2	3
147	что и	2	3
148	слов и	1	3
149	быть и	1	3
150	в особенности	1	3
151	точек зрения	1	3
152	здесь в	3	3
153	может иметь	2	3
154	в некоторых	1	3
155	стремится к	2	3
156	и там	1	3
157	в контексте	3	3
158	и от	1	3
159	но это	3	3
160	слово здесь	1	3
161	что в	5	3
162	сказать что	1	3
163	речи и	1	3
164	одновременно и	1	3
165	героя в	5	3
166	во всяком	1	3
167	можно говорить	1	2
168	одним из	1	2
169	также и	3	2
170	своего и	3	2
171	каждом шагу	1	2
172	это и	1	2
173	в чужой	1	2
174	установка на	1	2
175	с таким	2	2
176	на материале	1	2
177	и само	1	2
178	мы не	1	2
179	но она	3	2
180	с ее	2	2
181	и чужого	2	2
182	становится объектом	1	2
183	не был	1	2
184	с авторским	1	2
185	роман и	1	2
186	в противовес	5	2
187	точка зрения	1	2
188	в новом	1	2
189	жанра но	2	2
190	из важнейших	2	2
191	за пределы	1	2
192	связи и	1	2
193	изображения и	1	2
194	и стилистически	1	2
195	хотя и	1	2
196	как уже	2	2
197	дальнейшем развитии	1	2
198	себе как	1	2
199	лежит на	2	2
200	в нашем	1	2
201	в себе	19	2
202	роль в	4	2
203	но прежде	1	2
204	он не	3	2
205	и более	1	2
206	самого автора	1	2
207	уже сказано	1	2
208	здесь это	1	2
209	далеко не	2	2
210	и вне	1	2
211	на каждом	1	2
212	даже в	1	2
213	дело в	2	2
214	того как	1	2
215	которого он	1	2
216	чем не	2	2
217	этого жанра	2	2
218	в одном	4	2
219	к ней	1	2
220	и поэтическое	1	2
221	в области	2	2
222	на границе	1	2
223	отличается от	1	2
224	должен быть	1	2
225	и образ	1	2
226	в себя	2	2
227	так в	1	2
228	как с	1	2
229	в другом	3	2
230	здесь как	1	2
231	о нем	1	2
232	риторические жанры	1	2
233	и здесь	1	2
234	на него	1	2
235	о том	4	2
236	и т.п	12	2
237	может не	1	2
238	ним и	1	2
239	в форме	1	2
240	еще более	1	2
241	ни к	5	2
242	что он	2	2
243	всяком случае	1	2
244	на мир	1	2
245	же и	1	2
246	в поэзии	1	2
247	проникает в	1	2
248	то что	5	2
249	не было	3	2
250	именно в	2	2
251	романного слова	1	2
252	действующих лиц	1	2
253	и между	1	2
254	более того	1	2
255	для романа	1	2
256	его как	1	2
257	как о	1	2
258	и слово	1	2
259	в одно	1	2
260	вместе с	2	2
261	требует от	1	2
262	в данном	7	2
263	романа почти	1	2
264	чужому слову	1	2
265	известной степени	1	2
266	не знаем	1	2
267	говорящего и	1	2
268	включает в	1	2
269	в результате	2	2
270	в языке	2	2
271	и ни	1	2
272	как слово	1	2
273	жизни в	3	2
274	на роль	2	2
275	может и	2	2
276	не знает	3	2
277	к его	4	2
278	только о	1	2
279	из романа	1	2
280	и оценкой	1	1
281	себя как	1	1
282	от личности	1	1
283	речь идет	1	1
284	но их	1	1
285	того же	2	1
286	от актуальной	1	1
287	идет о	2	1
288	слова эта	1	1
289	и есть	1	1
290	по преимуществу	2	1
291	и до	1	1
292	слово же	1	1
293	и могут	1	1
294	встречается и	1	1
295	всей ее	1	1
296	есть не	1	1
297	прислушаться к	1	1
298	время от	1	1
299	героя но	1	1
300	место в	2	1
301	высказывания в	1	1
302	он как	1	1
303	самого говорящего	1	1
304	своему герою	1	1
305	не знают	3	1
306	от времени	1	1
307	жанров в	2	1
308	самого героя	1	1
309	с внутренне	1	1
310	диалогического отношения	1	1
311	проявляется в	3	1
312	момент в	2	1
313	и быта	1	1
314	не нужно	2	1
315	и определяется	1	1
316	он сам	1	1
317	оно стоит	1	1
318	людей в	1	1
319	и служит	1	1
320	утверждения что	1	1
321	сохраняет свое	1	1
322	чем это	1	1
323	к которой	2	1
324	в сторону	1	1
325	всего он	1	1
326	речи различных	1	1
327	не просто	1	1
328	с диалогической	2	1
329	характер и	1	1
330	в одной	1	1
331	и выражения	1	1
332	до его	1	1
333	что как	2	1
334	пределах одной	1	1
335	исключает возможность	1	1
336	применении к	1	1
337	а со	1	1
338	в самом	1	1
339	в целом	2	1
340	почву для	1	1
341	в этой	4	1
342	рассказ о	2	1
343	говорят о	1	1
344	сливаются с	1	1
345	о других	1	1
346	человек не	1	1
347	общения с	1	1
348	время и	1	1
349	но именно	1	1
350	однако при	3	1
351	и только	1	1
352	и еще	1	1
353	речи в	2	1
354	и сам	1	1
355	у пушкина	2	1
356	своих персонажей	1	1
357	одно и	2	1
358	зоне контакта	1	1
359	подход к	3	1
360	в мире	11	1
361	об этом	1	1
362	круга в	1	1
363	высказывания и	1	1
364	к художественной	1	1
365	прозаических жанров	1	1
366	для нее	1	1
367	не соответствует	1	1
368	особое отношение	1	1
369	и романа	1	1
370	но уже	2	1
371	письменной речи	1	1
372	строятся на	1	1
373	несмотря на	1	1
374	как сказано	1	1
375	ведет к	3	1
376	пародия на	1	1
377	такой же	2	1
378	одного и	3	1
379	на первый	2	1
380	же второй	1	1
381	мифологического мышления	1	1
382	в своей	6	1
383	при изучении	1	1
384	в такой	1	1
385	оно до	1	1
386	по-видимому наиболее	1	1
387	где герой	3	1
388	тем не	1	1
389	произведения в	1	1
390	в таких	1	1
391	условного и	1	1
392	и герой	1	1
393	например и	1	1
394	необходимые предпосылки	1	1
395	до известной	1	1
396	была понята	1	1
397	самого начала	1	1
398	авторского слова	1	1
399	не о	2	1
400	от профанного	1	1
401	они же	1	1
402	непосредственно и	2	1
403	и имеет	1	1
404	чтобы стать	1	1
405	дело не	1	1
406	самого по	1	1
407	не стремится	1	1
408	ничего не	1	1
409	те моменты	1	1
410	таким путем	1	1
411	по своей	6	1
412	имеет два	1	1
413	и ценностями	1	1
414	звучит в	1	1
415	этом жанре	1	1
416	не столь	2	1
417	от их	1	1
418	рассказ от	1	1
419	к себе	1	1
420	и должно	1	1
421	было у	1	1
422	указать на	2	1
423	и смертью	2	1
424	числе и	1	1
425	совершенно иной	1	1
426	утверждать что	1	1
427	жанров и	2	1
428	в применении	1	1
429	и это	2	1
430	авторитетное слово	1	1
431	а предмет	1	1
432	в зоне	1	1
433	в окружающем	1	1
434	и слушателей	1	1
435	из главных	1	1
436	может восприниматься	2	1
437	с самого	1	1
438	приводит к	3	1
439	и может	3	1
440	слова а	1	1
441	например о	1	1
442	еще в	3	1
443	во второй	1	1
444	поэтому в	1	1
445	одно из	4	1
446	с человеком	1	1
447	не на	2	1
448	этой традиции	2	1
449	обращается к	1	1
450	никак не	1	1
451	и что	1	1
452	не стоит	1	1
453	можно сказать	3	1
454	самому себе	1	1
455	жанрах в	1	1
456	нас в	1	1
457	должно было	1	1
458	самый процесс	1	1
459	в игру	1	1
460	тем как	1	1
461	ее содержание	1	1
462	других культур	1	1
463	века и	1	1
464	и следовательно	1	1
465	является результатом	1	1
466	индивидуальный характер	1	1
467	не зная	1	1
468	как объект	1	1
469	того что	1	1
470	в формах	2	1
471	одной из	1	1
472	и две	1	1
473	в какой	1	1
474	друг друга	1	1
475	именно такой	1	1
476	от современной	1	1
477	до нас	1	1
478	и ее	3	1
479	в качестве	16	1
480	на всем	1	1
481	только на	1	1
482	это требует	1	1
483	но есть	1	1
484	окружающем его	1	1
485	мир в	1	1
486	и со	1	1
487	не для	1	1
488	может служить	1	1
489	случае не	1	1
490	как такового	1	1
491	тем что	1	1
492	и оценки	1	1
493	в других	1	1
494	становление и	1	1
495	которое может	1	1
496	не были	1	1
497	внутренней самостоятельности	1	1
498	его при	1	1
499	героев с	1	1
500	как у	1	1
501	с той	2	1
502	неотделим от	2	1
503	должно быть	2	1
504	касается самого	1	1
505	превращается в	1	1
506	этого не	1	1
507	и оценен	1	1
508	откровение его	1	1
509	другой стороны	2	1
510	отнюдь не	6	1
511	ведь для	1	1
512	оценки и	1	1
513	более глубокое	1	1
514	понимания этого	1	1
515	мира в	3	1
516	ближе к	1	1
517	влияние и	1	1
518	в частности	12	1
519	все то	1	1
520	можно утверждать	1	1
521	в рамках	7	1
522	в иных	1	1
523	она во	1	1
524	не одно	1	1
525	от содержания	1	1
526	этого типа	1	1
527	или иного	2	1
528	с миром	1	1
529	и формируется	1	1
530	в эпическом	1	1
531	да и	1	1
532	их внутренней	1	1
533	рассказ в	2	1
534	мира с	2	1
535	на пути	1	1
536	автором и	1	1
537	три момента	1	1
538	в условиях	1	1
539	того или	1	1
540	этом и	1	1
541	свою жизненную	1	1
542	однако не	1	1
543	и собственно	1	1
544	в наше	2	1
545	не является	4	1
546	слова но	1	1
547	живет и	1	1
548	становящегося человека	1	1
549	но на	1	1
550	лишь его	1	1
551	контакта с	1	1
552	человека это	1	1
553	сосредоточена на	1	1
554	себя самого	1	1
555	особого рода	1	1
556	интерес к	2	1
557	современной действительности	1	1
558	на языке	2	1
559	же в	1	1
560	но всегда	1	1
561	романом и	3	1
562	менее в	1	1
563	к самому	1	1
564	образ человека	2	1
565	выведена из	1	1
566	они были	1	1
567	высказываний на	1	1
568	сам в	1	1
569	жанровых формах	1	1
570	значение не	2	1
571	от слова	1	1
572	также не	1	1
573	в своих	6	1
574	два языка	1	1
575	к этому	4	1
576	том числе	1	1
577	которая не	1	1
