N	2gram	Trubetskoy_1	StatiiOP
258	одной из	3	2
259	в свою	1	2
260	быть назван	1	2
261	к этой	4	2
262	вряд ли	3	1
263	ту же	1	1
264	также и	1	1
265	и то	4	1
266	на самом	6	1
267	идет о	1	1
268	что когда	1	1
269	тем же	1	1
270	отличие этого	1	1
271	не хочет	1	1
272	свое место	1	1
273	должна быть	2	1
274	видеть в	2	1
275	был и	3	1
276	для этих	1	1
277	и искать	1	1
278	этом направлении	2	1
279	из всех	2	1
280	отношения к	2	1
281	есть не	1	1
282	смотреть на	4	1
283	к народу	3	1
284	своих целях	1	1
285	в последние	5	1
286	с новыми	1	1
287	ни у	1	1
288	многих случаях	1	1
289	вопрос о	5	1
290	их общей	2	1
291	от своих	1	1
292	ведет нас	1	1
293	ввести в	1	1
294	концепций с	1	1
295	на себя	2	1
296	событий и	1	1
297	один общий	1	1
298	с большим	1	1
299	проявляется в	2	1
300	если возможно	1	1
301	которую можно	1	1
302	национальную культуру	4	1
303	между собой	5	1
304	общих рассуждений	1	1
305	но этого	1	1
306	всего этого	1	1
307	тот или	1	1
308	в сторону	1	1
309	тех же	1	1
310	очевидно что	1	1
311	и небольшой	1	1
312	из таких	1	1
313	которые не	1	1
314	что хотя	1	1
315	в истории	1	1
316	трудно сказать	1	1
317	показать что	1	1
318	по которому	1	1
319	россии в	7	1
320	в своем	6	1
321	что ее	1	1
322	применении к	1	1
323	когда он	1	1
324	целый ряд	2	1
325	и как	3	1
326	не являются	1	1
327	более или	4	1
328	от этого	1	1
329	при таком	1	1
330	еще на	1	1
331	бы не	1	1
332	другим способом	1	1
333	всего необходимо	1	1
334	другом случае	2	1
335	дело так	1	1
336	но на	1	1
337	в нем	5	1
338	смотреть как	1	1
339	от которого	1	1
340	они в	1	1
341	он должен	5	1
342	же это	1	1
343	этого вопроса	1	1
344	не к	2	1
345	прочим и	1	1
346	пор мы	1	1
347	окрашены в	1	1
348	что ни	1	1
349	находит себе	1	1
350	как оно	1	1
351	подход к	1	1
352	что такой	4	1
353	к другу	1	1
354	не трудно	1	1
355	самим собой	12	1
356	на этой	2	1
357	интересов и	1	1
358	нельзя считать	2	1
359	следить за	1	1
360	которая как	1	1
361	она стала	1	1
362	обе стороны	1	1
363	чаще всего	1	1
364	остановиться на	1	1
365	этого не	2	1
366	а за	1	1
367	мы знаем	1	1
368	эта должна	1	1
369	и некоторые	1	1
370	и того	1	1
371	нисколько не	2	1
372	или менее	4	1
373	что значит	1	1
374	бы на	1	1
375	и при	6	1
376	не во	1	1
377	где мы	1	1
378	этому пути	1	1
379	могло бы	1	1
380	нельзя отрицать	1	1
381	ясностью и	2	1
382	эта не	1	1
383	друг другу	2	1
384	и эти	1	1
385	том же	2	1
386	по себе	2	1
387	даже в	1	1
388	этого мало	1	1
389	россии никогда	1	1
390	не о	2	1
391	принадлежат к	2	1
392	дело в	1	1
393	к новым	1	1
394	на него	1	1
395	народа к	1	1
396	чтобы стать	1	1
397	иметь в	1	1
398	того чтобы	8	1
399	не могло	1	1
400	для творчества	1	1
401	казалось бы	1	1
402	возможно и	1	1
403	преимущественно в	1	1
404	в разных	1	1
405	к вопросу	4	1
406	в самой	1	1
407	с одним	1	1
408	явление в	1	1
409	ее с	1	1
410	по своей	1	1
411	друг друга	3	1
412	а лишь	4	1
413	мы подходим	1	1
414	свидетельствуют о	1	1
415	чтобы вся	1	1
416	было не	1	1
417	вот в	1	1
418	всему этому	1	1
419	это два	1	1
420	свое собственное	2	1
421	зрения которая	1	1
422	нет ни	1	1
423	политической или	3	1
424	же самое	1	1
425	по возможности	1	1
426	той или	3	1
427	здесь же	1	1
428	для себя	2	1
429	приходит к	3	1
430	и о	2	1
431	свою очередь	1	1
432	значительной мере	2	1
433	на нем	1	1
434	и говорить	1	1
435	в ее	1	1
436	только при	1	1
437	совершенно ясно	1	1
438	в собственном	1	1
439	важно только	1	1
440	последнее время	2	1
441	всегда были	1	1
442	он с	1	1
443	своими средствами	1	1
444	во главе	2	1
445	приводит к	4	1
446	на том	3	1
447	до самого	1	1
448	и когда	1	1
449	можно было	4	1
450	не за	1	1
451	те же	1	1
452	ясно что	2	1
453	отчасти в	1	1
454	мы в	1	1
455	точно также	1	1
456	в эпоху	1	1
457	о котором	3	1
458	из одного	1	1
459	с ним	2	1
460	стремление к	7	1
461	на европейскую	1	1
462	образом в	1	1
463	в порядке	2	1
464	в применении	1	1
465	и должно	2	1
466	известной степени	1	1
467	и т.д	4	1
468	то они	1	1
469	язык и	1	1
470	его жизни	1	1
471	влияние на	1	1
472	в новую	1	1
473	может не	3	1
474	в значительной	3	1
475	вопросу о	3	1
476	должно было	1	1
477	как известную	1	1
478	на отдельные	1	1
479	что и	3	1
480	сил и	3	1
481	именно в	3	1
482	в свете	1	1
483	в лучшем	3	1
484	к правительству	1	1
485	его в	4	1
486	внутренней борьбы	1	1
487	россии что	1	1
488	в обществе	1	1
489	это же	1	1
490	же он	1	1
491	можно спорить	1	1
492	для всех	6	1
493	именно на	2	1
494	конечно не	5	1
495	с нею	3	1
496	не можем	2	1
497	является не	2	1
498	а это	1	1
499	в данной	1	1
500	из них	3	1
501	он принадлежит	1	1
502	от некоторых	1	1
503	это обстоятельство	1	1
504	и их	1	1
505	к соединению	4	1
506	в известной	1	1
507	свою точку	1	1
508	даже к	1	1
509	подходим к	1	1
510	идет в	1	1
511	того или	2	1
512	невозможно они	1	1
513	но совершенно	2	1
514	к той	2	1
515	в других	2	1
516	следует признать	1	1
517	даже и	2	1
518	в очень	1	1
519	тем чем	1	1
520	с общим	1	1
521	из двух	1	1
522	а сделать	1	1
523	то это	3	1
524	этот взгляд	1	1
525	для культуры	1	1
526	был в	1	1
527	связаны с	1	1
528	первый и	1	1
529	по своим	1	1
530	еще и	1	1
531	являются лишь	1	1
532	здесь дело	1	1
533	бы гибель	1	1
534	означало бы	1	1
535	именно так	1	1
536	могущества и	1	1
537	совершенно очевидно	2	1
538	в одно	1	1
539	если не	2	1
540	воплощение в	1	1
541	в те	1	1
542	в частности	2	1
543	в данном	7	1
544	и этот	3	1
545	смысле этого	1	1
546	что же	4	1
547	это его	1	1
548	по существу	5	1
549	то к	1	1
550	при ближайшем	1	1
551	из отдельных	1	1
552	в состоянии	1	1
553	должно быть	3	1
554	выше вполне	1	1
555	какие же	1	1
556	лучшем случае	3	1
557	этом и	2	1
558	но для	2	1
559	говорить что	1	1
560	с большой	1	1
561	кто они	1	1
562	однако и	1	1
563	всего с	1	1
564	том виде	1	1
565	это как	1	1
566	своей собственной	1	1
567	чтобы понять	2	1
568	для нас	2	1
569	и все	1	1
570	эти попытки	1	1
571	бы в	1	1
572	что народ	1	1
573	хотя бы	5	1
574	на такой	2	1
575	отношении к	2	1
576	собой все	2	1
577	политического и	1	1
578	а о	1	1
579	понимать как	1	1
580	но можно	1	1
581	время но	1	1
582	или иного	2	1
583	ко всему	1	1
584	есть и	2	1
585	жизни и	4	1
586	пути к	2	1
587	только не	1	1
588	так же	2	1
589	все что	4	1
590	они не	1	1
