N	2gram	Bakhtin_fo_2	Hudozhes
220	вовсе не	13	2
221	ее на	1	2
222	в любви	1	2
223	сих пор	2	2
224	никого не	1	2
225	или иной	2	2
226	в соответствующих	1	2
227	как у	3	2
228	именно в	2	2
229	еще и	1	2
230	личной жизни	1	2
231	себя и	3	2
232	что не	1	2
233	в воздухе	1	2
234	а за	1	2
235	вместе с	9	2
236	жизнь есть	1	2
237	в духе	2	2
238	в данном	2	2
239	в ряду	4	2
240	и от	2	2
241	только для	2	2
242	о его	2	2
243	не является	3	2
244	и для	9	2
245	отнюдь не	4	2
246	в двух	2	2
247	это уже	1	2
248	потому что	8	2
249	точки зрения	10	2
250	между ними	2	2
251	сказать что	1	2
252	что даже	1	2
253	как на	2	2
254	эта новая	1	1
255	отношения к	4	1
256	например в	1	1
257	не находя	1	1
258	своей жене	1	1
259	тех же	1	1
260	ее роль	1	1
261	это и	1	1
262	здесь и	1	1
263	и так	2	1
264	позволяла себе	1	1
265	которыми он	1	1
266	также и	4	1
267	и людей	2	1
268	самое замечательное	1	1
269	на материале	1	1
270	мы имеем	2	1
271	мы не	1	1
272	что если	1	1
273	говорил он	1	1
274	со смертью	1	1
275	время здесь	1	1
276	установкой на	1	1
277	в сущности	2	1
278	время как	1	1
279	принадлежит к	2	1
280	в будущем	1	1
281	в каждой	1	1
282	это время	1	1
283	разумеется не	1	1
284	он был	2	1
285	между собой	1	1
286	взгляде на	1	1
287	в различных	1	1
288	во всех	11	1
289	в сюжете	2	1
290	и рядом	2	1
291	и юности	1	1
292	иного рода	1	1
293	к нулю	1	1
294	и стало	1	1
295	могло быть	1	1
296	нею в	1	1
297	точка зрения	3	1
298	а он	1	1
299	в общем	1	1
300	себе и	1	1
301	друг от	2	1
302	нет и	3	1
303	за пределы	1	1
304	в настоящем	1	1
305	рассуждений о	1	1
306	в одной	2	1
307	в той	2	1
308	более и	1	1
309	остановиться на	1	1
310	хотя и	3	1
311	когда он	1	1
312	его к	1	1
313	от этого	2	1
314	и детей	2	1
315	человеческая жизнь	1	1
316	в которой	1	1
317	ни один	1	1
318	все эти	5	1
319	самое время	3	1
320	этого человеческого	1	1
321	и тот	1	1
322	ничего и	1	1
323	быть объяснена	1	1
324	ее как	1	1
325	ее этот	1	1
326	человек не	2	1
327	так сказать	7	1
328	с чем	1	1
329	его но	1	1
330	сказать в	1	1
331	здесь однако	1	1
332	при виде	3	1
333	же это	1	1
334	в корне	2	1
335	их в	4	1
336	на земле	2	1
337	смертью в	1	1
338	же становится	1	1
339	картины мира	2	1
340	людей и	2	1
341	ни был	1	1
342	но все	1	1
343	особую роль	1	1
344	в каждом	1	1
345	здесь мы	3	1
346	и характер	1	1
347	и внутренняя	1	1
348	то есть	10	1
349	в будущее	1	1
350	и других	2	1
351	дома и	1	1
352	что один	1	1
353	как ранее	1	1
354	лучше чем	1	1
355	и тем	1	1
356	бы уже	1	1
357	человека здесь	1	1
358	этому ряду	1	1
359	служит в	1	1
360	быть только	1	1
361	которой он	2	1
362	анекдот о	1	1
363	он и	1	1
364	для чего	2	1
365	обычно у	1	1
366	жизни но	2	1
367	и такая	1	1
368	такою же	1	1
369	других и	1	1
370	в один	1	1
371	не мог	2	1
372	и еще	1	1
373	комнате и	1	1
374	во время	10	1
375	никак не	1	1
376	женщин и	2	1
377	этом новом	1	1
378	художественное мышление	1	1
379	и смерть	4	1
380	и толстого	1	1
381	а потом	2	1
382	от его	1	1
383	рядом в	2	1
384	характерное для	2	1
385	стало быть	1	1
386	одном из	2	1
387	художественного мира	1	1
388	образом и	1	1
389	своей судьбой	1	1
390	другом и	1	1
391	но он	2	1
392	обращение к	1	1
393	видно что	1	1
394	и более	2	1
395	не могли	3	1
396	в конце	2	1
397	том же	4	1
398	случае мы	1	1
399	раз и	1	1
400	о будущем	1	1
401	и притом	1	1
402	виду что	1	1
403	что ему	1	1
404	самого начала	1	1
405	дело в	1	1
406	людей от	1	1
407	притча о	1	1
408	чем не	2	1
409	остановимся подробнее	1	1
410	и всегда	2	1
411	контакт с	2	1
412	в самой	2	1
413	этих двух	1	1
414	того в	1	1
415	сама жизнь	1	1
416	к определенному	1	1
417	как она	1	1
418	такая же	1	1
419	к вам	1	1
420	глубокого чувства	1	1
421	может показаться	1	1
422	с разными	1	1
423	когда мы	1	1
424	во все	2	1
425	похож на	2	1
426	числе и	2	1
427	всего в	3	1
428	его с	1	1
429	от нее	1	1
430	бы он	1	1
431	той или	1	1
432	тот и	1	1
433	я тебя	1	1
434	героев в	1	1
435	а затем	3	1
436	от друга	2	1
437	для читателя	1	1
438	себе самом	1	1
439	смерти в	11	1
440	в себя	2	1
441	с самого	1	1
442	в дальнейшем	5	1
443	к смерти	4	1
444	и необходимости	1	1
445	в личной	1	1
446	времени и	1	1
447	это состояние	1	1
448	особенно в	2	1
449	в плоскости	2	1
450	еще в	1	1
451	что от	1	1
452	жизнь и	3	1
453	мы в	1	1
454	этой жизни	1	1
455	в настоящее	1	1
456	по себе	2	1
457	это обычно	1	1
458	в разных	1	1
459	здорового тела	1	1
460	и здесь	1	1
461	но мы	1	1
462	и что	1	1
463	в глаза	1	1
464	времени в	7	1
465	в значительной	1	1
466	на всех	1	1
467	все в	2	1
468	и лишь	1	1
469	этот момент	1	1
470	и хорошо	1	1
471	на одном	1	1
472	бы она	2	1
473	борьбе с	2	1
474	другого в	1	1
475	еще более	4	1
476	даже для	1	1
477	ряд с	1	1
478	не позволяла	1	1
479	того что	3	1
480	быть и	2	1
481	по своей	1	1
482	в новой	1	1
483	контакта с	2	1
484	и одновременно	1	1
485	в человеческой	1	1
486	было что	1	1
487	даже его	1	1
488	показать всю	1	1
489	двух приведенных	1	1
490	в самое	1	1
491	и потому	2	1
492	но как	1	1
493	во времени	3	1
494	ему самому	1	1
495	он слышит	1	1
496	в уста	2	1
497	это же	1	1
498	тот или	1	1
499	похожа на	1	1
500	со всеми	2	1
501	так что	4	1
502	внимание в	1	1
503	для всех	1	1
504	человека поэтому	1	1
505	оказывается в	1	1
506	уже в	4	1
507	со временем	1	1
508	вернуться к	1	1
509	на свое	1	1
510	во внутреннем	1	1
511	еще одну	1	1
512	эта особенность	1	1
513	него и	2	1
514	собой на	1	1
515	участие в	1	1
516	глубину и	1	1
517	превращаются в	1	1
518	над ними	2	1
519	ведь это	1	1
520	не для	2	1
521	так как	6	1
522	то время	1	1
523	от радости	1	1
524	этом отношении	2	1
525	чувствует себя	3	1
526	и неизвестно	2	1
527	д он	1	1
528	и даже	3	1
529	временем в	3	1
530	и т.п	2	1
531	формы ее	1	1
532	длинный ряд	1	1
533	бытия в	1	1
534	наконец в	2	1
535	такое же	1	1
536	когда герой	1	1
537	а на	2	1
538	которых мы	1	1
539	до конца	2	1
540	более того	1	1
541	отчего и	1	1
542	а так	1	1
543	выражением его	1	1
544	там где	2	1
545	и мотив	2	1
546	и силы	1	1
547	время обеда	1	1
548	вовлекается в	1	1
549	настоящее и	1	1
550	в речи	1	1
551	стороны в	1	1
552	все более	1	1
553	живущих в	1	1
554	какая же	1	1
555	он тем	1	1
556	места для	1	1
557	себе самому	3	1
558	внутреннего человека	1	1
559	значении этого	1	1
560	при переходе	1	1
561	в пределах	5	1
562	еще нет	3	1
563	взгляда на	1	1
564	чем в	1	1
565	истина добро	1	1
566	в тот	1	1
567	по существу	5	1
568	это наконец	1	1
569	человек с	1	1
570	одной фразе	2	1
571	исходя из	1	1
572	распадается на	1	1
573	лежит в	2	1
574	дело здесь	1	1
575	цели не	1	1
576	и смерти	1	1
577	во всю	1	1
578	с этой	4	1
579	слова и	3	1
580	этом случае	2	1
581	в условиях	1	1
582	но это	2	1
583	в аспекте	2	1
584	вокруг него	1	1
585	в полном	1	1
586	он видел	1	1
587	этого ряда	6	1
588	в пределе	1	1
589	котором он	1	1
590	и среди	1	1
591	мира и	9	1
592	ее и	2	1
593	из себя	1	1
594	здесь по	1	1
595	интерес к	1	1
596	бы в	1	1
597	приведенных выше	1	1
598	весьма относительное	1	1
599	и дело	1	1
600	же в	4	1
601	обстоит дело	1	1
602	бросающиеся в	1	1
603	и вдруг	1	1
604	образ человека	2	1
605	от ее	1	1
606	нам не	1	1
607	и умер	1	1
608	не знает	2	1
609	другой стороны	1	1
610	совершенно не	1	1
611	но когда	1	1
612	жизнь жизнь	1	1
613	жизни а	2	1
614	и жизнь	1	1
615	том числе	3	1
616	к этому	3	1
617	в таком	1	1
