N	2gram	Bakhtin_fo_2	Komedia
124	было бы	2	3
125	по всему	3	3
126	в них	7	3
127	все равно	1	3
128	далеко не	2	3
129	как и	8	3
130	чем в	1	3
131	и еще	1	3
132	том как	3	3
133	себе в	1	3
134	с точки	8	3
135	их в	4	3
136	к ним	2	3
137	не имеет	1	3
138	никогда не	6	3
139	же самое	3	3
140	он так	2	3
141	в глаза	1	3
142	тех пор	1	3
143	в двух	2	3
144	нисколько не	1	3
145	с одной	2	3
146	со временем	1	3
147	что не	1	3
148	мы можем	1	3
149	и даже	3	3
150	на ее	1	3
151	на которые	1	3
152	на этот	1	3
153	один из	2	3
154	если не	2	3
155	в частности	5	3
156	не может	2	3
157	конечно не	4	3
158	по своему	2	3
159	одной стороны	1	3
160	как бы	10	3
161	с этой	4	3
162	из себя	1	3
163	бы он	1	3
164	не знает	2	3
165	дело с	1	3
166	все что	2	3
167	во всяком	2	3
168	отношения к	4	2
169	человека и	4	2
170	такое же	1	2
171	здесь и	1	2
172	мы не	1	2
173	в сущности	2	2
174	время как	1	2
175	представление о	2	2
176	и он	4	2
177	но при	1	2
178	меньше чем	1	2
179	и на	7	2
180	во всех	11	2
181	в изображении	1	2
182	его а	1	2
183	отличие от	1	2
184	за пределы	1	2
185	что они	4	2
186	как в	4	2
187	целый ряд	3	2
188	в результате	1	2
189	бы не	1	2
190	только один	2	2
191	на его	1	2
192	после этого	2	2
193	чтобы в	1	2
194	людей и	2	2
195	человека в	6	2
196	исходя из	1	2
197	а затем	3	2
198	в мире	4	2
199	является конечно	1	2
200	а как	1	2
201	это не	2	2
202	не мог	2	2
203	в котором	4	2
204	единственной целью	1	2
205	в их	3	2
206	начиная от	1	2
207	в одном	7	2
208	сам он	1	2
209	тому что	1	2
210	она не	2	2
211	вплоть до	2	2
212	что ему	1	2
213	в основе	6	2
214	больше чем	1	2
215	если же	1	2
216	и это	2	2
217	как мы	6	2
218	и о	2	2
219	в виду	3	2
220	здесь не	2	2
221	без всякого	2	2
222	за пределами	1	2
223	то время	1	2
224	роль в	3	2
225	в образе	4	2
226	действующим лицом	2	2
227	меч и	1	2
228	она была	1	2
229	наряду с	2	2
230	в эпоху	4	2
231	а также	3	2
232	в другом	3	2
233	как этот	1	2
234	аналогии с	1	2
235	и во	6	2
236	между тем	1	2
237	нуждается в	1	2
238	не как	1	2
239	тот же	3	2
240	могло быть	1	2
241	должен быть	1	2
242	у тебя	1	2
243	и ее	1	2
244	в качестве	3	2
245	уже в	4	2
246	чем они	2	2
247	был бы	1	2
248	до того	2	2
249	этом отношении	2	2
250	чувствует себя	3	2
251	себя и	3	2
252	вином и	1	2
253	не было	3	2
254	а на	2	2
255	под влиянием	1	2
256	он и	1	2
257	в присутствии	1	2
258	его на	1	2
259	в пределах	5	2
260	не могут	1	2
261	сравнению с	1	2
262	по существу	5	2
263	в уже	1	2
264	его от	1	2
265	этом случае	2	2
266	только для	2	2
267	о его	2	2
268	видно что	1	2
269	выходит из	1	2
270	все остальные	1	2
271	и дают	1	2
272	с известной	1	2
273	и все	6	2
274	конце концов	1	2
275	обстоит дело	1	2
276	между ними	2	2
277	его дочери	1	2
278	другой стороны	1	2
279	совершенно не	1	2
280	равно как	2	2
281	по сравнению	1	2
282	в таком	1	2
283	формы и	1	1
284	эта новая	1	1
285	жизни где	1	1
286	например в	1	1
287	чтобы не	1	1
288	и грубой	1	1
289	не считая	2	1
290	за которым	1	1
291	под открытым	1	1
292	которую они	1	1
293	и до	2	1
294	свое место	1	1
295	видеть в	1	1
296	особенно часто	1	1
297	мы имеем	2	1
298	мне больше	1	1
299	своих сомнений	1	1
300	вопрос о	1	1
301	начинается с	1	1
302	принадлежит к	2	1
303	отношении других	1	1
304	они были	2	1
305	ему в	3	1
306	комедию и	1	1
307	в числе	1	1
308	это время	1	1
309	и говорить	1	1
310	в большинстве	3	1
311	он сам	1	1
312	первый план	2	1
313	все эти	5	1
314	не был	2	1
315	взгляде на	1	1
316	в чем	1	1
317	тем как	1	1
318	но не	5	1
319	другой пример	3	1
320	но как	1	1
321	не входит	1	1
322	если в	2	1
323	они конечно	1	1
324	себе и	1	1
325	друг от	2	1
326	друга и	1	1
327	она у	1	1
328	в истории	4	1
329	тем больше	1	1
330	в одной	2	1
331	одном из	2	1
332	где и	1	1
333	бы при	1	1
334	на земле	2	1
335	как уже	3	1
336	и как	3	1
337	что по	1	1
338	и наконец	6	1
339	всех предыдущих	1	1
340	связанный с	1	1
341	может послужить	1	1
342	и верность	1	1
343	от этого	2	1
344	в этот	3	1
345	роль играет	1	1
346	стороны мы	1	1
347	он дал	1	1
348	говорил он	1	1
349	чем больше	1	1
350	в нашем	1	1
351	из этих	4	1
352	связанного с	1	1
353	выражение в	1	1
354	еще один	1	1
355	им в	1	1
356	имеем в	3	1
357	и те	1	1
358	частности на	1	1
359	в случае	1	1
360	у женщин	1	1
361	выйти на	1	1
362	сказать в	1	1
363	т д	3	1
364	было с	1	1
365	человек не	2	1
366	не являются	1	1
367	картины мира	2	1
368	или вовсе	1	1
369	смех и	2	1
370	на этом	2	1
371	в каждом	1	1
372	для всей	1	1
373	что все	2	1
374	для характеристики	1	1
375	ссылаясь на	2	1
376	этом свидетельствует	1	1
377	и дальше	1	1
378	них не	1	1
379	это было	1	1
380	еще вернемся	3	1
381	и тем	1	1
382	чаще всего	1	1
383	в это	3	1
384	участие в	1	1
385	был поставлен	1	1
386	для своего	1	1
387	со своими	2	1
388	когда я	1	1
389	а потом	2	1
390	речь на	1	1
391	очень важный	2	1
392	пана и	1	1
393	бога и	2	1
394	такой же	1	1
395	затем когда	1	1
396	как все	1	1
397	место в	4	1
398	не столько	1	1
399	в отличие	1	1
400	для всякого	1	1
401	стало быть	1	1
402	точку зрения	1	1
403	образом и	1	1
404	которые в	1	1
405	такую же	1	1
406	времени не	1	1
407	но он	2	1
408	над ними	2	1
409	друг другу	2	1
410	обращение к	1	1
411	более двадцати	1	1
412	вещей и	7	1
413	том же	4	1
414	ним в	1	1
415	в устах	1	1
416	вернемся к	3	1
417	ему как	1	1
418	быть лишь	1	1
419	о будущем	1	1
420	как можно	3	1
421	с которой	1	1
422	виду что	1	1
423	я тебя	1	1
424	о причине	1	1
425	и притом	1	1
426	душе и	2	1
427	и снова	1	1
428	себе самом	1	1
429	на котором	2	1
430	так много	1	1
431	почему в	1	1
432	и весь	2	1
433	и лишь	1	1
434	и по	3	1
435	пьян и	1	1
436	он хочет	1	1
437	по своей	1	1
438	во всем	1	1
439	и дурной	1	1
440	действия но	1	1
441	что на	3	1
442	в бою	1	1
443	это новое	2	1
444	с другом	4	1
445	мы встречаем	1	1
446	в трагедии	1	1
447	жизни которая	1	1
448	могут быть	2	1
449	похож на	2	1
450	как только	1	1
451	о таких	1	1
452	числе и	2	1
453	всего в	3	1
454	они становятся	1	1
455	о браке	1	1
456	здесь мы	3	1
457	в греческом	5	1
458	они стали	1	1
459	приходит к	1	1
460	на помощь	1	1
461	от друга	2	1
462	эпизод с	1	1
463	отношений и	1	1
464	и от	2	1
465	вино и	2	1
466	в себя	2	1
467	действия и	1	1
468	и чаще	1	1
469	и совершенно	3	1
470	уже за	1	1
471	с собой	1	1
472	те же	6	1
473	времени и	1	1
474	особенно в	2	1
475	которые он	1	1
476	этим в	1	1
477	могла быть	1	1
478	жизнь и	3	1
479	мы в	1	1
480	строго говоря	2	1
481	из одного	1	1
482	в настоящее	1	1
483	не меньше	1	1
484	сводится к	1	1
485	то они	1	1
486	этих условиях	1	1
487	и та	2	1
488	никак не	1	1
489	в риме	1	1
490	его жизни	4	1
491	сам а	1	1
492	все их	1	1
493	все его	4	1
494	диалога с	1	1
495	может не	1	1
496	там же	1	1
497	затем в	3	1
498	каждом из	2	1
499	как нет	1	1
500	то в	2	1
501	двух сторон	1	1
502	этот момент	1	1
503	ее на	1	1
504	того в	1	1
505	точнее к	1	1
506	которой в	1	1
507	для самого	1	1
508	что здесь	2	1
509	рассуждение о	1	1
510	мы видим	2	1
511	ли он	1	1
512	только в	11	1
513	моменты в	1	1
514	о женитьбе	2	1
515	во времени	3	1
516	по этому	1	1
517	это же	1	1
518	сына он	1	1
519	со всеми	2	1
520	лишь бы	1	1
521	образов в	1	1
522	более тонкой	1	1
523	и у	5	1
524	достоинства и	1	1
525	действий и	1	1
526	является не	1	1
527	как более	1	1
528	этому вопросу	1	1
529	рассказывает о	1	1
530	и других	2	1
531	им как-нибудь	1	1
532	и их	4	1
533	руки и	1	1
534	на одном	1	1
535	в прошлом	3	1
536	человека из	1	1
537	как его	2	1
538	в некоторых	2	1
539	женщин в	1	1
540	не были	2	1
541	выходит за	1	1
542	временем в	3	1
543	после смерти	1	1
544	мы еще	3	1
545	и аналогий	1	1
546	не на	3	1
547	в руках	1	1
548	а так	1	1
549	нет даже	1	1
550	на время	1	1
551	ребенка и	1	1
552	против нее	1	1
553	было в	1	1
554	у лукиана	1	1
555	человек в	2	1
556	и шутки	1	1
557	и потому	2	1
558	надо было	1	1
559	площади и	1	1
560	частности о	1	1
561	для создания	1	1
562	из уст	1	1
563	ей и	1	1
564	одновременно с	2	1
565	в тех	1	1
566	быть только	1	1
567	только чтобы	1	1
568	для человека	1	1
569	да и	1	1
570	открытым небом	1	1
571	друг с	4	1
572	в состоянии	1	1
573	в реальном	3	1
574	призыв к	1	1
575	можно сказать	2	1
576	в основном	8	1
577	в так	1	1
578	от героев	1	1
579	об авторстве	1	1
580	в смысле	5	1
581	и новой	1	1
582	к вопросу	3	1
583	а мне	1	1
584	не похож	2	1
585	пор еще	1	1
586	и гибнет	1	1
587	войти в	1	1
588	в новой	1	1
589	котором он	1	1
590	это как	1	1
591	чтобы понять	1	1
592	его происхождение	1	1
593	на первый	3	1
594	же что	1	1
595	у них	2	1
596	всякого рода	1	1
597	в этих	3	1
598	мог быть	1	1
599	мы вернемся	1	1
600	все они	3	1
601	хотя в	1	1
602	соображение что	1	1
603	бы на	1	1
604	к самому	1	1
605	жизни в	4	1
606	от ее	1	1
607	является источником	1	1
608	сказать что	1	1
609	и только	2	1
610	это на	1	1
611	но этот	1	1
612	жизни а	2	1
613	взгляда на	1	1
614	ко времени	1	1
615	на своем	1	1
616	основа всего	1	1
617	жизни и	8	1
618	по поводу	1	1
619	существу не	1	1
620	под тем	1	1
621	как на	2	1
622	этой точки	1	1
623	том числе	3	1
624	они не	1	1
