N	2gram	Bakhtin_sl_1	Literetu
288	вследствие этого	1	1
289	так сказать	5	1
290	язык поэзии	2	1
291	его внутренняя	1	1
292	задний план	1	1
293	он не	3	1
294	от которого	1	1
295	в диалоге	1	1
296	в понимании	3	1
297	уже об	1	1
298	к одному	1	1
299	в начале	1	1
300	почти исключительно	1	1
301	и более	1	1
302	например стихотворение	1	1
303	в зависимости	3	1
304	в плане	6	1
305	какой бы	1	1
306	в творческом	1	1
307	ориентация на	1	1
308	и по	2	1
309	или иных	1	1
310	не бывает	1	1
311	ни был	1	1
312	не должно	3	1
313	человека в	1	1
314	значительной степени	1	1
315	бы они	1	1
316	в каждом	4	1
317	подход к	1	1
318	оно и	4	1
319	то ни	1	1
320	а затем	1	1
321	как автор	1	1
322	самого автора	2	1
323	и с	4	1
324	бы быть	1	1
325	большинстве случаев	6	1
326	это было	1	1
327	может стать	1	1
328	чаще всего	1	1
329	смерть и	1	1
330	произведение как	1	1
331	в них	6	1
332	в ее	2	1
333	мы имеем	1	1
334	и уже	1	1
335	художественное сознание	1	1
336	должно быть	2	1
337	всем своем	1	1
338	и некоторые	1	1
339	автора и	4	1
340	в один	1	1
341	автора или	2	1
342	в эту	2	1
343	в этих	2	1
344	места в	1	1
345	в отношении	6	1
346	к предмету	4	1
347	в условиях	2	1
348	не от	1	1
349	в которых	1	1
350	до последнего	2	1
351	быть он	1	1
352	одном из	1	1
353	по крайней	1	1
354	если бы	1	1
355	ни было	2	1
356	быть не	1	1
357	вовсе не	7	1
358	например и	1	1
359	весь в	1	1
360	случае в	1	1
361	произведения как	3	1
362	она не	3	1
363	язык язык	1	1
364	авторскому замыслу	1	1
365	самого начала	1	1
366	ее с	1	1
367	к изучению	1	1
368	обычно квалифицируются	1	1
369	во всякой	1	1
370	но только	1	1
371	на котором	1	1
372	при наличии	1	1
373	к концу	1	1
374	другой стороны	4	1
375	тех или	1	1
376	для нас	2	1
377	рождается в	1	1
378	языка который	1	1
379	о нем	4	1
380	для осуществления	1	1
381	сущности только	1	1
382	самой этой	1	1
383	только с	1	1
384	и позволяет	1	1
385	в каком	1	1
386	с другом	2	1
387	стиля как	1	1
388	в стиле	1	1
389	все то	1	1
390	целого в	1	1
391	данного произведения	1	1
392	для литературы	1	1
393	в среде	1	1
394	отличается от	1	1
395	с авторской	1	1
396	и другим	2	1
397	героя во	1	1
398	от последней	1	1
399	смыслового ядра	1	1
400	поэт не	1	1
401	на предмет	4	1
402	как мы	8	1
403	но по	2	1
404	свою очередь	2	1
405	с каким	1	1
406	и от	4	1
407	так в	2	1
408	с самого	1	1
409	культуры и	1	1
410	не те	1	1
411	сознания с	1	1
412	и иные	1	1
413	в произведение	2	1
414	что может	1	1
415	или в	8	1
416	каждого из	1	1
417	собой в	1	1
418	языком не	1	1
419	в диалог	1	1
420	на всю	3	1
421	оно определяется	1	1
422	и здесь	3	1
423	не был	1	1
424	голоса в	2	1
425	и что	1	1
426	его жизни	1	1
427	в материале	1	1
428	можно сказать	2	1
429	в значительной	1	1
430	не умеет	1	1
431	к нему	5	1
432	в евгении	2	1
433	во всех	17	1
434	от них	1	1
435	и во	3	1
436	борьба с	1	1
437	на границах	1	1
438	адекватного подхода	1	1
439	на одном	1	1
440	не исчерпывается	2	1
441	крайней мере	1	1
442	и других	3	1
443	непосредственно в	1	1
444	наконец в	2	1
445	в художественной	1	1
446	единого и	4	1
447	не мешает	1	1
448	в литературе	1	1
449	тот же	1	1
450	другого чужого	1	1
451	среди других	2	1
452	одной из	3	1
453	поэтические явления	1	1
454	в какой	1	1
455	исключают друг	1	1
456	в литературу	1	1
457	между этими	2	1
458	бы ни	3	1
459	литературе и	1	1
460	со всеми	1	1
461	однако с	1	1
462	своего собственного	1	1
463	со своим	5	1
464	он их	2	1
465	квалифицируются как	1	1
466	и у	2	1
467	в большинстве	10	1
468	в поэзии	3	1
469	вернуться к	1	1
470	языка как	4	1
471	в виде	2	1
472	от других	2	1
473	самому и	1	1
474	слова в	8	1
475	в котором	2	1
476	бальмонт в	1	1
477	в одном	2	1
478	произведения и	2	1
479	слово как	5	1
480	каковы бы	2	1
481	себя от	2	1
482	среди которых	1	1
483	так как	3	1
484	отношении к	6	1
485	и перестает	1	1
486	как такового	3	1
487	автора как	1	1
488	и всякое	2	1
489	особый язык	1	1
490	со всем	1	1
491	что и	1	1
492	выходит за	3	1
493	до сих	2	1
494	язык только	1	1
495	в обращении	1	1
496	именно в	3	1
497	чем он	2	1
498	а с	2	1
499	и признается	1	1
500	себя и	1	1
501	него из	1	1
502	глубокое различие	1	1
503	эти идеи	1	1
504	живет на	1	1
505	а на	2	1
506	до конца	12	1
507	более того	3	1
508	диалогическим взаимодействием	1	1
509	однако и	1	1
510	легко и	1	1
511	момент своего	1	1
512	сколько в	1	1
513	синтаксических конструкций	1	1
514	воспринимаются как	1	1
515	от жанра	2	1
516	в разрушении	1	1
517	и если	1	1
518	эти слова	2	1
519	звучать как	1	1
520	подхода к	5	1
521	себе самому	1	1
522	ряд явлений	1	1
523	в особенности	8	1
524	жизни но	2	1
525	к своему	6	1
526	установкой на	1	1
527	в той	10	1
528	несовместимы в	1	1
529	и на	14	1
530	точкам зрения	1	1
531	на эту	1	1
532	мастерства в	1	1
533	вокруг себя	1	1
534	по существу	3	1
535	слова все	2	1
536	евгении онегине	2	1
537	в состоянии	1	1
538	поэзия в	1	1
539	в это	1	1
540	с ее	4	1
541	не выходит	3	1
542	в тень	1	1
543	столько в	1	1
544	и о	2	1
545	сих пор	2	1
546	над языком	1	1
547	и единственного	4	1
548	лучшем случае	2	1
549	между прочим	1	1
550	его становления	1	1
551	максим максимыч	1	1
552	сознания это	1	1
553	которые были	1	1
554	и ему	1	1
555	потому не	1	1
556	на задний	1	1
557	основе этой	1	1
558	и другими	1	1
559	в отдельных	1	1
560	последнего времени	2	1
561	к чужому	6	1
562	от него	1	1
563	и все	4	1
564	это может	1	1
565	у них	2	1
566	находит свое	1	1
567	его тем	1	1
568	как явление	1	1
569	из существеннейших	3	1
570	на языке	1	1
571	в общем	1	1
572	целый ряд	1	1
573	в лучшем	2	1
574	себя один	1	1
575	в свою	3	1
576	в романе	21	1
577	между ними	2	1
578	героя и	1	1
579	с ней	2	1
580	не знает	1	1
581	сказать что	2	1
582	только как	1	1
583	состоит из	1	1
584	от всех	1	1
585	совершенно не	2	1
586	своей направленности	1	1
587	языка на	3	1
588	сознания на	1	1
589	из этого	3	1
590	в действительности	1	1
591	пути к	1	1
592	но эти	3	1
593	к действительности	1	1
594	вместе с	1	1
595	к этому	2	1
596	значение в	1	1
597	все что	1	1
598	они не	1	1
