N	2gram	Vinokur_Ku_1	PoTuStor
371	за которой	1	1
372	связи с	7	1
373	языка который	2	1
374	в сознании	1	1
375	в виду	5	1
376	следует что	4	1
377	уже и	3	1
378	и делает	1	1
379	легко убедиться	1	1
380	только одним	1	1
381	мы и	1	1
382	и социального	1	1
383	и со	1	1
384	от того	1	1
385	в духе	3	1
386	одно только	1	1
387	должны быть	2	1
388	к тому	5	1
389	бы он	1	1
390	той или	1	1
391	как некое	1	1
392	ничего общего	1	1
393	в применении	1	1
394	своего развития	1	1
395	всем этим	1	1
396	говорит и	1	1
397	без всякого	1	1
398	в себя	1	1
399	роль в	4	1
400	и что	5	1
401	если они	1	1
402	и сам	1	1
403	можно было	6	1
404	мог бы	1	1
405	именно этот	1	1
406	к тем	1	1
407	это только	3	1
408	если бы	9	1
409	из одного	3	1
410	в разных	2	1
411	связанная с	2	1
412	желания в	1	1
413	о нем	2	1
414	часто и	1	1
415	в известных	3	1
416	и здесь	3	1
417	этих внутренних	1	1
418	внимание на	4	1
419	любви к	2	1
420	нас в	1	1
421	конечно нужно	1	1
422	деле в	1	1
423	работу к	1	1
424	все время	1	1
425	на наших	1	1
426	для самого	1	1
427	в которую	1	1
428	его основное	1	1
429	хорошо известны	1	1
430	что здесь	1	1
431	и история	1	1
432	законы которые	1	1
433	что только	1	1
434	сомнению что	1	1
435	тот же	2	1
436	дело с	1	1
437	мы увидим	3	1
438	к их	1	1
439	при некоторых	1	1
440	сознания можно	1	1
441	это же	1	1
442	теперь в	1	1
443	остановиться подробнее	1	1
444	с одной	1	1
445	совершается механически	2	1
446	в качестве	7	1
447	себя в	1	1
448	же и	2	1
449	уже в	3	1
450	то и	2	1
451	в нашей	1	1
452	а это	3	1
453	рано или	2	1
454	не дает	1	1
455	его и	1	1
456	в известной	1	1
457	наука о	2	1
458	в конце	1	1
459	вовсе не	10	1
460	как его	1	1
461	не случайно	6	1
462	как раз	8	1
463	этом отношении	5	1
464	даже и	3	1
465	несколько иное	1	1
466	для того	16	1
467	науки в	1	1
468	или поздно	2	1
469	со всем	1	1
470	без всякой	1	1
471	со стороны	4	1
472	или иной	3	1
473	с другой	7	1
474	навыков и	1	1
475	которые можно	2	1
476	и тех	1	1
477	здесь в	1	1
478	в каких	1	1
479	в свою	3	1
480	а с	3	1
481	на которые	1	1
482	что для	1	1
483	говорит о	1	1
484	в некоторых	1	1
485	связано с	3	1
486	лица по	1	1
487	у нас	10	1
488	основной вопрос	1	1
489	одной стороны	1	1
490	на этот	2	1
491	зависит от	1	1
492	а не	8	1
493	своем месте	1	1
494	именно так	2	1
495	жизнь в	1	1
496	но никогда	1	1
497	из моментов	1	1
498	для человека	1	1
499	не всегда	2	1
500	в связи	3	1
501	и законы	1	1
502	и представлений	1	1
503	утверждение что	1	1
504	многих случаях	1	1
505	предположить что	1	1
506	в данном	4	1
507	применении к	1	1
508	что же	6	1
509	быть только	1	1
510	даже с	1	1
511	этих особых	1	1
512	у самого	1	1
513	из этой	1	1
514	наконец и	1	1
515	в состоянии	2	1
516	том смысле	1	1
517	сейчас же	1	1
518	несколько слов	3	1
519	о его	1	1
520	этом и	1	1
521	точно и	1	1
522	так ли	1	1
523	примыкают к	2	1
524	в более	2	1
525	это уже	1	1
526	понятно не	1	1
527	только одна	1	1
528	не подлежит	1	1
529	которая в	1	1
530	это часто	1	1
531	интерес к	1	1
532	еще более	1	1
533	только что	1	1
534	я в	1	1
535	же в	4	1
536	таких образований	1	1
537	к ее	1	1
538	процессы в	1	1
539	здесь только	2	1
540	является его	1	1
541	жизни в	1	1
542	ее только	1	1
543	нет ничего	1	1
544	а ведь	1	1
545	в точности	1	1
546	сказали бы	1	1
547	пр это	1	1
548	не что	1	1
549	на своем	1	1
550	тянет к	1	1
551	же приходится	1	1
552	с прочими	2	1
553	в своих	1	1
554	этой точки	2	1
555	как на	3	1
