N	2gram	Vinokur_Ku_1	Tragedij
154	ту же	1	1
155	также что	1	1
156	и т	33	1
157	одним из	2	1
158	например в	5	1
159	в сфере	1	1
160	а из	1	1
161	самом деле	9	1
162	канцелярского стиля	1	1
163	к своей	1	1
164	это и	4	1
165	на деле	1	1
166	и есть	2	1
167	что когда	1	1
168	смысл этого	1	1
169	исходит из	1	1
170	должна быть	3	1
171	той же	3	1
172	на пороге	1	1
173	для достижения	1	1
174	слов как	1	1
175	относится еще	1	1
176	к маркса	1	1
177	на себя	3	1
178	по определению	1	1
179	вместо того	1	1
180	очень широкое	1	1
181	в виду	5	1
182	как свой	1	1
183	в ней	6	1
184	относит к	1	1
185	быть в	2	1
186	это же	1	1
187	позицию по	1	1
188	в чем	1	1
189	во всех	1	1
190	но не	5	1
191	но как	1	1
192	в быту	1	1
193	в противовес	3	1
194	значение и	2	1
195	с совершенно	1	1
196	к проблемам	1	1
197	тогда как	2	1
198	большое значение	2	1
199	к сожалению	1	1
200	в истории	3	1
201	что именно	1	1
202	что ее	1	1
203	достоевского не	1	1
204	со своей	1	1
205	в которой	6	1
206	автор в	1	1
207	столь широкое	1	1
208	бы не	1	1
209	за себя	1	1
210	имеет своих	1	1
211	от матфея	1	1
212	как он	1	1
213	в братьях	1	1
214	чтобы установить	1	1
215	и если	3	1
216	вообще не	1	1
217	идей и	1	1
218	и критики	1	1
219	в переводе	1	1
220	так сказать	5	1
221	роли в	2	1
222	время о	1	1
223	и еще	2	1
224	не значит	1	1
225	к одному	1	1
226	что нужно	2	1
227	в россии	1	1
228	так часто	1	1
229	и по	1	1
230	на этом	1	1
231	во французской	1	1
232	таким образом	12	1
233	я вам	1	1
234	от нее	1	1
235	эта книга	1	1
236	же не	1	1
237	ввел в	1	1
238	за то	1	1
239	конечно в	1	1
240	ними как	1	1
241	на ту	1	1
242	на все	1	1
243	лишь в	2	1
244	это было	2	1
245	заключается в	2	1
246	а это	3	1
247	лишь на	1	1
248	но уже	5	1
249	в них	7	1
250	литературных образцов	1	1
251	что ему	1	1
252	этого не	2	1
253	для чего	1	1
254	с такой	1	1
255	в развитии	1	1
256	или вообще	1	1
257	не выдерживает	1	1
258	но если	2	1
259	и при	2	1
260	в своей	2	1
261	взгляд на	1	1
262	в такой	1	1
263	наших дней	1	1
264	в котором	3	1
265	если можно	1	1
266	говорю что	1	1
267	не столько	2	1
268	представление о	3	1
269	должны были	1	1
270	и собирает	1	1
271	и вот	1	1
272	но он	1	1
273	и один	1	1
274	тем не	4	1
275	речи в	4	1
276	это чувство	1	1
277	с такими	1	1
278	по себе	2	1
279	тому что	3	1
280	истории по	1	1
281	перед собою	1	1
282	не менее	7	1
283	не раз	2	1
284	этого социального	1	1
285	того как	4	1
286	как его	1	1
287	виду не	1	1
288	например что	1	1
289	без конца	1	1
290	но только	1	1
291	только не	1	1
292	в самой	4	1
293	его речи	1	1
294	иными словами	4	1
295	и притом	1	1
296	рассказом о	1	1
297	для нас	2	1
298	и теперь	1	1
299	связи с	7	1
300	у э	1	1
301	что на	1	1
302	в области	7	1
303	ли это	2	1
304	нашей эпохи	1	1
305	перед ним	1	1
306	и далее	1	1
307	мы встречаем	1	1
308	один раз	1	1
309	xx века	1	1
310	к себе	4	1
311	могут быть	1	1
312	в недрах	1	1
313	обратно в	1	1
314	что вместе	1	1
315	что оно	3	1
316	указывает на	1	1
317	части романа	1	1
318	не есть	4	1
319	свое значение	1	1
320	как некое	1	1
321	где он	1	1
322	в применении	1	1
323	вы не	1	1
324	как мы	1	1
325	того чтобы	17	1
326	как система	1	1
327	он понял	1	1
328	роль в	4	1
329	можно было	6	1
330	не нравится	1	1
331	в борьбе	1	1
332	во многом	1	1
333	случае что	1	1
334	когда в	2	1
335	известной мере	1	1
336	по сравнению	1	1
337	в последней	1	1
338	в прошлое	1	1
339	часто и	1	1
340	и должно	2	1
341	ему нужно	3	1
342	случае как	1	1
343	после того	1	1
344	а также	1	1
345	связь между	1	1
346	между тем	5	1
347	нуждается в	3	1
348	говорит он	1	1
349	в форме	1	1
350	все время	1	1
351	общем смысле	1	1
352	нет он	1	1
353	для самого	1	1
354	в литературе	1	1
355	того что	9	1
356	он есть	3	1
357	при самом	1	1
358	он стал	1	1
359	и дело	1	1
360	с ними	4	1
361	ответа на	1	1
362	что даже	1	1
363	только в	11	1
364	становится не	1	1
365	с одной	1	1
366	вот что	1	1
367	устной речи	2	1
368	и хочу	1	1
369	есть в	4	1
370	только на	1	1
371	дело с	1	1
372	свидетельствует о	2	1
373	в общем	3	1
374	является ее	1	1
375	одно из	2	1
376	и их	1	1
377	всяком случае	5	1
378	могло бы	1	1
379	слова в	1	1
380	т п	18	1
381	не для	1	1
382	к ним	1	1
383	которая составляет	1	1
384	братьях карамазовых	1	1
385	случайное и	1	1
386	русский язык	4	1
387	это слова	1	1
388	это по	2	1
389	и вместе	1	1
390	в особую	1	1
391	рядом с	5	1
392	в особенности	3	1
393	даже не	1	1
394	и эту	1	1
395	вопрос об	1	1
396	необходимую меру	1	1
397	именно в	6	1
398	совершенно ином	1	1
399	в каких	1	1
400	что не	5	1
401	социальной жизни	2	1
402	не было	3	1
403	а на	2	1
404	на этот	2	1
405	а не	8	1
406	именно так	2	1
407	его как	1	1
408	школы с	1	1
409	этом случае	2	1
410	в связи	3	1
411	с помощью	7	1
412	я хочу	1	1
413	эти слова	1	1
414	вместе с	7	1
415	и потому	4	1
416	в духе	3	1
417	не из	1	1
418	xix века	5	1
419	в моей	1	1
420	наряду с	1	1
421	в той	5	1
422	смысле этого	3	1
423	применении к	1	1
424	матери и	1	1
425	этого слова	3	1
426	с этой	2	1
427	и от	1	1
428	в условиях	1	1
429	так ли	1	1
430	я очень	1	1
431	любовь к	2	1
432	не является	2	1
433	на улице	2	1
434	об отношении	1	1
435	в результате	5	1
436	это как	1	1
437	в двух	1	1
438	о нем	2	1
439	это часто	1	1
440	бы в	7	1
441	но у	1	1
442	хотя бы	10	1
443	только что	1	1
444	я в	1	1
445	обстоит дело	1	1
446	в стихах	1	1
447	к ее	1	1
448	гораздо больше	1	1
449	жизни в	1	1
450	имеет целью	1	1
451	нужно для	1	1
452	совершенно не	1	1
453	в точности	1	1
454	при его	1	1
455	конфликт между	1	1
456	сколько угодно	1	1
457	т е	38	1
458	есть и	1	1
459	но еще	3	1
460	это понятие	1	1
461	во всяком	5	1
