N	2gram	Vygotskiy__6	VrazhdaK
119	в это	1	2
120	но это	2	2
121	что я	2	2
122	а в	2	2
123	в свою	1	2
124	это в	2	2
125	как известно	7	1
126	ко всем	4	1
127	того же	7	1
128	это и	3	1
129	едва ли	1	1
130	в их	3	1
131	той же	4	1
132	что уже	2	1
133	развитие в	1	1
134	начинается с	3	1
135	еще до	1	1
136	совпадает с	4	1
137	это отношение	1	1
138	ему в	1	1
139	что мог	1	1
140	объяснить то	1	1
141	как ему	1	1
142	первый план	1	1
143	его ума	1	1
144	влияния на	1	1
145	по своему	2	1
146	но не	10	1
147	и т.д	3	1
148	как показал	1	1
149	что они	2	1
150	к сожалению	1	1
151	как по	4	1
152	из которого	2	1
153	независимо от	3	1
154	как в	3	1
155	с этим	4	1
156	сильные стороны	1	1
157	для всех	2	1
158	как к	1	1
159	что как	1	1
160	в мысли	4	1
161	и наконец	2	1
162	не являются	2	1
163	каким-то образом	1	1
164	то в	5	1
165	поэтому он	2	1
166	в самом	8	1
167	предстоит еще	1	1
168	прямое выражение	1	1
169	что это	1	1
170	мы получаем	1	1
171	в целом	3	1
172	что же	1	1
173	только два	1	1
174	как он	1	1
175	ключ к	2	1
176	всех этих	1	1
177	пор мы	1	1
178	в силу	17	1
179	свои собственные	1	1
180	приведенного выше	1	1
181	в плане	3	1
182	одно и	1	1
183	это было	1	1
184	заключается в	7	1
185	было бы	9	1
186	не ясно	1	1
187	в высшей	2	1
188	его отношения	1	1
189	во внимание	2	1
190	которой он	1	1
191	он и	1	1
192	в развитии	24	1
193	одного и	4	1
194	в этих	2	1
195	и их	1	1
196	представление о	1	1
197	его отношение	3	1
198	тем не	1	1
199	без всяких	1	1
200	не могли	5	1
201	раз и	2	1
202	жизнь его	2	1
203	но они	1	1
204	тем самым	8	1
205	что эта	2	1
206	не имеет	6	1
207	в процессе	9	1
208	в уме	2	1
209	только не	3	1
210	через него	1	1
211	того как	5	1
212	как новый	1	1
213	иными словами	1	1
214	мыслей и	2	1
215	по своей	3	1
216	потому что	22	1
217	до того	3	1
218	существуют в	1	1
219	этом отношении	3	1
220	в каком	1	1
221	этот закон	2	1
222	один раз	5	1
223	этот факт	2	1
224	могут быть	5	1
225	ли не	1	1
226	отличается от	3	1
227	сходство с	1	1
228	ничего общего	1	1
229	свою очередь	1	1
230	в ее	1	1
231	не могло	2	1
232	другой раз	5	1
233	на той	1	1
234	но мы	3	1
235	то время	6	1
236	этот период	2	1
237	так и	6	1
238	не с	2	1
239	ясно что	4	1
240	еще в	2	1
241	во второй	2	1
242	том как	2	1
243	но у	1	1
244	жизнь и	1	1
245	короче говоря	1	1
246	и вообще	2	1
247	может в	1	1
248	можно объяснить	1	1
249	это влияние	1	1
250	второй половине	1	1
251	до сих	3	1
252	не стоит	1	1
253	как эта	2	1
254	нас в	2	1
255	к нему	1	1
256	доходит до	1	1
257	во всех	4	1
258	что исследователи	1	1
259	во всей	1	1
260	в другой	3	1
261	все основания	1	1
262	и можно	1	1
263	возникает вопрос	2	1
264	в свете	5	1
265	не знаю	1	1
266	и самые	1	1
267	и психологическое	1	1
268	к которому	2	1
269	этом смысле	2	1
270	один из	3	1
271	но с	2	1
272	оказалось что	1	1
273	во всем	1	1
274	он уже	1	1
275	в качестве	4	1
276	же он	1	1
277	своим собственным	1	1
278	тем чтобы	1	1
279	хотя в	2	1
280	а это	3	1
281	предположение что	1	1
282	этот раз	1	1
283	между обоими	2	1
284	говорит о	1	1
285	в известной	1	1
286	в одном	2	1
287	для правильного	1	1
288	считать что	1	1
289	привела к	1	1
290	ее не	1	1
291	друг друга	4	1
292	как при	1	1
293	не просто	1	1
294	от того	10	1
295	гораздо больше	1	1
296	нужно было	1	1
297	этот пробел	1	1
298	и из	1	1
299	с другой	2	1
300	именно в	4	1
301	что тот	1	1
302	все равно	1	1
303	прежде всего	2	1
304	только по	4	1
305	на этот	4	1
306	до конца	3	1
307	одну из	1	1
308	обычно не	1	1
309	не об	1	1
310	с помощью	13	1
311	в частности	4	1
312	с первого	1	1
313	из которых	1	1
314	что за	1	1
315	в ответ	1	1
316	того что	24	1
317	и другом	1	1
318	сих пор	3	1
319	в основном	1	1
320	об одном	2	1
321	под влиянием	1	1
322	ближе к	1	1
323	более того	2	1
324	и от	2	1
325	но на	2	1
326	что общие	1	1
327	котором он	1	1
328	это как	1	1
329	работы над	1	1
330	хотя и	3	1
331	бы в	3	1
332	конце концов	1	1
333	позволяет нам	1	1
334	только что	2	1
335	но вот	1	1
336	отношении к	3	1
337	нам не	1	1
338	и начинается	1	1
339	а о	1	1
340	только как	1	1
341	другой стороны	2	1
342	из этого	2	1
343	только о	1	1
344	об отношениях	1	1
345	как на	3	1
346	точно так	1	1
347	все что	1	1
348	они не	4	1
349	он часто	1	1
