N	2gram	Savitsky_E_1	StatiiOP
169	значит что	1	3
170	но с	2	3
171	в двух	1	3
172	в какой	2	3
173	по этому	1	3
174	с одной	8	3
175	в виде	5	3
176	в начале	1	3
177	а именно	2	3
178	что для	1	3
179	говорит о	3	3
180	на этот	2	3
181	применении к	3	3
182	в тех	1	3
183	с этой	6	3
184	вопрос в	1	3
185	не является	3	3
186	и для	3	3
187	в результате	3	3
188	культуры в	4	3
189	в таком	3	3
190	мы не	4	2
191	или же	1	2
192	время как	1	2
193	из того	2	2
194	литературы и	1	2
195	быть в	1	2
196	конечно это	1	2
197	в сторону	2	2
198	за пределы	1	2
199	идет о	3	2
200	более чем	2	2
201	что как	1	2
202	в своем	14	2
203	есть в	2	2
204	что нет	1	2
205	смысле этого	1	2
206	целый ряд	2	2
207	к числу	1	2
208	от этого	5	2
209	чуть ли	1	2
210	думать что	8	2
211	в себе	9	2
212	и те	1	2
213	но на	3	2
214	в случае	2	2
215	вообще не	3	2
216	при этом	1	2
217	но именно	2	2
218	он не	2	2
219	всех этих	1	2
220	сожалению не	1	2
221	и более	2	2
222	что все	2	2
223	при помощи	2	2
224	в данной	3	2
225	в свой	1	2
226	и творчества	2	2
227	перед собой	1	2
228	в такой	1	2
229	далее в	1	2
230	которые в	1	2
231	части этого	1	2
232	тем самым	5	2
233	что эта	1	2
234	она не	2	2
235	что с	1	2
236	говорить о	1	2
237	больше чем	1	2
238	к концу	1	2
239	в сознании	1	2
240	что на	2	2
241	начиная с	2	2
242	есть только	1	2
243	ли не	1	2
244	числе и	1	2
245	что при	1	2
246	и это	1	2
247	говорит об	1	2
248	то время	1	2
249	на свой	1	2
250	и сам	1	2
251	каждого из	1	2
252	для этого	1	2
253	то есть	6	2
254	а также	7	2
255	может не	1	2
256	и все	2	2
257	и во	2	2
258	отметить что	3	2
259	и можно	2	2
260	также в	2	2
261	следовало бы	2	2
262	к нему	2	2
263	быть и	1	2
264	по своей	2	2
265	с которыми	1	2
266	конечно не	1	2
267	уже в	1	2
268	если в	2	2
269	как более	1	2
270	этот раз	1	2
271	одно из	1	2
272	в других	2	2
273	или иначе	1	2
274	одной стороны	8	2
275	так называемой	1	2
276	несомненным что	1	2
277	о реальном	1	2
278	который не	1	2
279	если не	1	2
280	стороны в	2	2
281	ни на	3	2
282	что во	1	2
283	и потому	5	2
284	многих случаях	1	2
285	и их	1	2
286	а если	1	2
287	том смысле	1	2
288	этого слова	1	2
289	в свое	1	2
290	между прочим	7	2
291	при таком	1	2
292	о котором	1	2
293	то не	2	2
294	в этих	2	2
295	несмотря на	4	2
296	дело с	1	2
297	сам в	1	2
298	в своих	2	2
299	можно назвать	1	2
300	том числе	1	2
301	даже более	1	1
302	до него	1	1
303	чтобы не	1	1
304	сомнения что	1	1
305	как известно	1	1
306	многих отношениях	1	1
307	что эти	2	1
308	исходит из	1	1
309	от которых	1	1
310	и этот	2	1
311	поэзии и	1	1
312	смотреть на	1	1
313	в лучшем	1	1
314	области собственно	1	1
315	историческое явление	1	1
316	и другая	2	1
317	с но	1	1
318	от друга	2	1
319	но даже	4	1
320	из перечисленных	1	1
321	революции в	1	1
322	и на	6	1
323	на них	2	1
324	между собой	2	1
325	бы еще	1	1
326	время в	3	1
327	бы то	4	1
328	с его	1	1
329	бы она	1	1
330	но как	2	1
331	тех же	1	1
332	очевидно что	3	1
333	случай в	1	1
334	друг от	2	1
335	общего правила	1	1
336	в свои	2	1
337	теперь не	1	1
338	и таким	2	1
339	современности но	1	1
340	в одной	1	1
341	стороны и	6	1
342	кроме того	1	1
343	конечно но	1	1
344	хотя и	2	1
345	что по	1	1
346	та и	1	1
347	и к	3	1
348	или иную	3	1
349	значения как	1	1
350	бы с	1	1
351	он в	1	1
352	в нашем	1	1
353	лучшем случае	1	1
354	в известном	3	1
355	с их	1	1
356	значение так	1	1
357	бы только	1	1
358	и до	1	1
359	xviii и	2	1
360	имеет для	1	1
361	случае она	1	1
362	сейчас и	1	1
363	и общеобязательности	1	1
364	на одну	2	1
365	не как	1	1
366	в корне	1	1
367	вникнуть в	1	1
368	чтобы в	1	1
369	какой бы	2	1
370	значительной степени	1	1
371	том же	1	1
372	бы они	1	1
373	находятся и	1	1
374	том случае	1	1
375	должны будут	1	1
376	что создание	1	1
377	входит в	1	1
378	большее значение	1	1
379	если при	1	1
380	ведь в	1	1
381	в ином	1	1
382	только одно	2	1
383	ошибках и	1	1
384	для них	2	1
385	в них	3	1
386	о которых	1	1
387	соответствии с	1	1
388	далеко не	2	1
389	которое имеет	1	1
390	на основании	2	1
391	с тем	3	1
392	во внимание	1	1
393	всегда и	1	1
394	в развитии	2	1
395	можно считать	3	1
396	и было	1	1
397	значение как	1	1
398	иначе говоря	2	1
399	и некоторые	3	1
400	на себя	3	1
401	когда в	1	1
402	бы на	1	1
403	всякая иная	1	1
404	представить себе	1	1
405	мы приходим	1	1
406	место в	3	1
407	или вернее	2	1
408	от себя	1	1
409	центра и	1	1
410	значение для	1	1
411	одном из	2	1
412	как их	2	1
413	на другую	1	1
414	с такими	1	1
415	и наоборот	1	1
416	по себе	4	1
417	дошла до	2	1
418	нас к	2	1
419	если и	1	1
420	но они	1	1
421	и другое	1	1
422	в обоих	1	1
423	считает что	1	1
424	тогда когда	2	1
425	одна из	1	1
426	и притом	4	1
427	в процессе	4	1
428	чем та	1	1
429	и имеет	2	1
430	без посредства	2	1
431	можно предвидеть	1	1
432	к отысканию	1	1
433	казалось бы	1	1
434	правда в	1	1
435	на язык	2	1
436	в разных	1	1
437	только и	1	1
438	от плоти	1	1
439	плоть от	1	1
440	они являются	1	1
441	совершенно неправильно	1	1
442	того в	1	1
443	ту мысль	1	1
444	за исключением	1	1
445	при обсуждении	1	1
446	бы по	1	1
447	е не	1	1
448	считать что	1	1
449	уже и	3	1
450	так то	1	1
451	но все-таки	1	1
452	всех прочих	2	1
453	и далее	1	1
454	xx века	1	1
455	не могут	2	1
456	когда мы	1	1
457	другой и	2	1
458	прочих равных	1	1
459	с полной	1	1
460	к тому	8	1
461	отказаться от	1	1
462	не дала	1	1
463	то ни	4	1
464	всех случаях	3	1
465	как мы	5	1
466	и о	1	1
467	констатировать что	2	1
468	говоря уже	2	1
469	на основе	2	1
470	как по	1	1
471	последнее время	1	1
472	россии в	4	1
473	мысль о	1	1
474	оказаться в	1	1
475	ли с	1	1
476	и когда	1	1
477	то как	1	1
478	которыми мы	1	1
479	мог бы	2	1
480	во многом	2	1
481	чем все	1	1
482	заключалась в	1	1
483	господствующей в	1	1
484	еще в	1	1
485	является в	1	1
486	той области	1	1
487	на востоке	1	1
488	некоторых из	1	1
489	и та	2	1
490	язык и	1	1
491	притом в	2	1
492	что его	1	1
493	можно сказать	4	1
494	времени в	1	1
495	однако с	1	1
496	которые мы	1	1
497	которая должна	1	1
498	и всякая	1	1
499	иными словами	4	1
500	во всей	2	1
501	и наука	1	1
502	в другой	2	1
503	при прочих	1	1
504	о положении	2	1
505	каких бы	2	1
506	что тот	1	1
507	тот же	1	1
508	будут встречаться	1	1
509	x и	1	1
510	в угоду	1	1
511	как нечто	1	1
512	это стремление	1	1
513	который в	1	1
514	одних и	1	1
515	бы ни	3	1
516	простое и	1	1
517	об их	1	1
518	тот что	1	1
519	уже не	1	1
520	ряде случаев	1	1
521	и насколько	1	1
522	если мы	1	1
523	всем его	1	1
524	каком же	1	1
525	и других	2	1
526	например к	1	1
527	ту или	3	1
528	был бы	1	1
529	себе в	3	1
530	в одном	2	1
531	быть установлены	1	1
532	в прошлом	3	1
533	значении которое	1	1
534	к ним	3	1
535	не о	1	1
536	на долю	3	1
537	в случаях	1	1
538	чем меньше	1	1
539	от того	1	1
540	именно об	1	1
541	г д	1	1
542	ни была	1	1
543	и научное	1	1
544	где в	1	1
545	в ошибках	1	1
546	и неизвестно	1	1
547	или иной	4	1
548	с той	1	1
549	в ряде	1	1
550	оценку той	1	1
551	обратиться к	1	1
552	в некоторых	2	1
553	в соответствии	1	1
554	связано с	3	1
555	которых мы	1	1
556	более того	1	1
557	не на	4	1
558	не означает	2	1
559	общим правилом	1	1
560	чем на	2	1
561	которые по	1	1
562	него не	1	1
563	бы совершенно	2	1
564	оснований для	1	1
565	ближе к	1	1
566	именно поэтому	1	1
567	можно утверждать	2	1
568	вместе с	2	1
569	вопрос можно	1	1
570	и xix	2	1
571	в перспективе	4	1
572	некоторые из	1	1
573	в потенции	2	1
574	довольно близко	1	1
575	чем то	1	1
576	не дают	2	1
577	в течение	5	1
578	с некоторыми	1	1
579	на такие	1	1
580	и впредь	1	1
581	будто к	1	1
582	и всей	1	1
583	это были	1	1
584	для понимания	2	1
585	в остальном	3	1
586	в последнем	1	1
587	при условии	2	1
588	в культуре	3	1
589	ни для	1	1
590	и новой	1	1
591	этом смысле	3	1
592	каждой из	1	1
593	относиться к	1	1
594	случаях когда	2	1
595	указать на	1	1
596	самое простое	1	1
597	и от	3	1
598	или в	2	1
599	которая в	1	1
600	в отдельных	1	1
601	это может	1	1
602	но еще	2	1
603	той или	4	1
604	в третьем	1	1
605	бы в	2	1
606	пришлось бы	1	1
607	исключительно в	2	1
608	потребность в	3	1
609	отношении к	15	1
610	одной из	5	1
611	с ней	1	1
612	не говоря	2	1
613	же будет	1	1
614	не быть	1	1
615	оно не	1	1
616	время не	1	1
617	включает в	1	1
618	и другие	1	1
619	как на	3	1
620	только путем	1	1
621	смысле что	1	1
