N	2gram	Bakhtin_fo_1	Formalny
390	но конечно	2	1
391	то он	1	1
392	они имеют	1	1
393	мы будем	2	1
394	точка зрения	1	1
395	в противоречии	1	1
396	в эти	1	1
397	вступают в	1	1
398	основные моменты	1	1
399	п такая	1	1
400	место занимают	1	1
401	его развития	1	1
402	работа в	1	1
403	что во	1	1
404	увидим далее	1	1
405	значение его	1	1
406	встречи с	2	1
407	в своем	4	1
408	более и	1	1
409	и нет	2	1
410	и есть	1	1
411	широком и	1	1
412	его специфической	1	1
413	проблема истории	1	1
414	даже просто	1	1
415	слова он	1	1
416	нет никакой	1	1
417	в этот	2	1
418	развития это	1	1
419	тяготеет к	1	1
420	где все	1	1
421	решающее значение	1	1
422	в нашем	2	1
423	бы не	1	1
424	или во	1	1
425	которые в	1	1
426	выражение в	2	1
427	отчасти и	1	1
428	с их	2	1
429	от нормального	1	1
430	всего необходимо	3	1
431	и тот	1	1
432	но он	2	1
433	удельный вес	2	1
434	имеем в	1	1
435	и резко	1	1
436	как он	2	1
437	на то	1	1
438	но на	4	1
439	всей его	2	1
440	смыслом и	1	1
441	не могла	1	1
442	а вовсе	1	1
443	форма и	1	1
444	в первых	1	1
445	связанные с	1	1
446	по самому	2	1
447	вера в	2	1
448	она входит	1	1
449	и еще	2	1
450	нее и	1	1
451	он должен	2	1
452	речи в	2	1
453	и которые	1	1
454	осуществляется путем	1	1
455	встречаются в	1	1
456	от других	1	1
457	могла бы	1	1
458	в определенном	3	1
459	значение в	5	1
460	в другом	1	1
461	определенном направлении	1	1
462	знаем не	1	1
463	самим собой	2	1
464	сказать в	1	1
465	в последующем	4	1
466	этом романе	2	1
467	к определенным	1	1
468	и основные	1	1
469	например с	1	1
470	подходы и	1	1
471	ведь в	1	1
472	охарактеризованного нами	1	1
473	в новое	3	1
474	здесь это	3	1
475	то увидим	1	1
476	человека на	1	1
477	такие события	1	1
478	в них	4	1
479	рядом с	2	1
480	же мы	1	1
481	были в	2	1
482	в самую	1	1
483	ряду развития	1	1
484	лишенным всяких	1	1
485	и вне	3	1
486	очень важное	1	1
487	в данном	2	1
488	чем в	2	1
489	здесь все	2	1
490	и некоторые	1	1
491	этих мотивов	2	1
492	в эту	1	1
493	можно только	2	1
494	места в	2	1
495	и при	1	1
496	выступает на	1	1
497	раз за	1	1
498	нас не	1	1
499	лежат в	2	1
500	теперь мы	1	1
501	быть названы	1	1
502	все они	1	1
503	вопрос о	2	1
504	не путем	1	1
505	является только	1	1
506	своему существу	1	1
507	друг другу	2	1
508	не должно	1	1
509	в словах	1	1
510	жанр и	1	1
511	возвращается к	1	1
512	не для	2	1
513	материала ни	1	1
514	случае в	1	1
515	его целом	2	1
516	того если	1	1
517	но они	3	1
518	иной раз	1	1
519	последнем счете	1	1
520	не характеризуют	1	1
521	который был	1	1
522	дело в	2	1
523	бытия и	1	1
524	вовсе ничего	1	1
525	и имеет	1	1
526	во всякой	2	1
527	которых и	1	1
528	чем не	3	1
529	не могло	5	1
530	тем чем	1	1
531	анализа этих	1	1
532	нет места	1	1
533	помощи которой	1	1
534	была сделана	2	1
535	и вещи	1	1
536	в русском	1	1
537	к ней	2	1
538	в другую	2	1
539	на те	1	1
540	самому своему	1	1
541	и является	2	1
542	во всем	2	1
543	не похож	1	1
544	далеко не	2	1
545	отношение и	1	1
546	вопрос в	1	1
547	здесь же	1	1
548	и сами	1	1
549	произведениях например	1	1
550	по функциям	2	1
551	эта логика	2	1
552	конкретным и	2	1
553	одним из	1	1
554	у нас	1	1
555	и оно	1	1
556	и определений	1	1
557	во все	2	1
558	и такие	1	1
559	похож на	1	1
560	как только	1	1
561	отличается от	1	1
562	более существенной	1	1
563	так называемого	1	1
564	здесь они	1	1
565	этого и	1	1
566	как изнанка	1	1
567	различных типов	1	1
568	той или	2	1
569	они и	1	1
570	канона и	1	1
571	в каждом	1	1
572	бы дело	1	1
573	него как	1	1
574	должен быть	1	1
575	для себя	7	1
576	учение об	1	1
577	существенное значение	1	1
578	и образ	3	1
579	же так	1	1
580	свою очередь	1	1
581	след в	1	1
582	данном случае	1	1
583	самим собою	3	1
584	представителем этого	1	1
585	характер и	7	1
586	уже с	1	1
587	и осмысливаются	1	1
588	правильно но	1	1
589	во главе	1	1
590	степени и	1	1
591	и сам	1	1
592	необходимо учесть	1	1
593	с собой	1	1
594	те же	2	1
595	ясно что	2	1
596	с самим	5	1
597	в последующих	1	1
598	событие как	1	1
599	во многом	2	1
600	где впервые	1	1
601	этим в	1	1
602	быть лишь	1	1
603	на них	2	1
604	и пространстве	1	1
605	не создает	1	1
606	смысле и	1	1
607	для превращения	2	1
608	образом в	1	1
609	жанрах и	1	1
610	и особого	1	1
611	является существенным	1	1
612	в порядке	3	1
613	что самая	1	1
614	это то	2	1
615	о том	1	1
616	существенной и	1	1
617	и поэтому	1	1
618	и являются	1	1
619	до сих	3	1
620	с одной	3	1
621	иное значение	1	1
622	время не	2	1
623	вне всякой	1	1
624	и во	7	1
625	события его	1	1
626	препятствия и	1	1
627	все в	1	1
628	на отдельные	1	1
629	всего на	1	1
630	чуждость этого	1	1
631	не чувствует	1	1
632	моментами и	1	1
633	романа не	2	1
634	в форме	3	1
635	и ни	1	1
636	на развитие	2	1
637	из одних	1	1
638	и были	2	1
639	и смысл	1	1
640	и следовательно	4	1
641	может иметь	1	1
642	не зная	2	1
643	ровно ничего	1	1
644	происходит в	2	1
645	этой отрицательной	1	1
646	моменты в	1	1
647	и дело	1	1
648	тот же	1	1
649	сфер и	1	1
650	важное значение	2	1
651	связей с	1	1
652	мы увидим	1	1
653	что даже	1	1
654	в себе	3	1
655	не имеющих	1	1
656	оторвано от	1	1
657	поэтому и	3	1
658	в литературу	1	1
659	от оков	1	1
660	их не	1	1
661	жить и	1	1
662	от них	1	1
663	значение можно	1	1
664	так что	1	1
665	для всех	2	1
666	его существенных	1	1
667	события и	1	1
668	конечно не	4	1
669	литературы в	1	1
670	этому вопросу	1	1
671	почти полностью	1	1
672	так называемый	2	1
673	и понимание	1	1
674	нем частично	1	1
675	него нет	1	1
676	был бы	3	1
677	никто не	2	1
678	пока не	1	1
679	ведь это	1	1
680	он весь	2	1
681	моментов в	1	1
682	с этими	2	1
683	богов и	1	1
684	к ним	2	1
685	но характерно	1	1
686	и оценки	1	1
687	деле и	1	1
688	этого понятия	1	1
689	не обладает	1	1
690	нет в	2	1
691	лишь один	2	1
692	сама по	1	1
693	произведениями искусства	1	1
694	и приобрела	1	1
695	других же	1	1
696	момент в	2	1
697	это будет	1	1
698	случая и	2	1
699	с другим	1	1
700	сюда же	1	1
701	но нельзя	1	1
702	не обязательно	2	1
703	здесь в	2	1
704	и нельзя	1	1
705	историей все	1	1
706	в свою	2	1
707	характерно для	1	1
708	об образе	1	1
709	имеет место	3	1
710	говорит о	1	1
711	а на	1	1
712	здесь эта	1	1
713	стремится к	1	1
714	от различных	2	1
715	и самый	1	1
716	не на	1	1
717	находились в	1	1
718	у всех	1	1
719	что из	1	1
720	характерно здесь	1	1
721	ближе к	1	1
722	если не	1	1
723	из разветвлений	1	1
724	все основные	1	1
725	функции и	1	1
726	так же	6	1
727	и приобретает	1	1
728	литературы но	1	1
729	действие романа	1	1
730	к своему	2	1
731	влияния на	2	1
732	о чем	1	1
733	одной стороны	2	1
734	поэтому же	1	1
735	слагается из	2	1
736	этой игры	1	1
737	смысле этого	1	1
738	искусстве и	3	1
739	нашего анализа	1	1
740	типа как	1	1
741	изучать ее	1	1
742	в литературе	16	1
743	остановимся прежде	1	1
744	эта проблема	1	1
745	да и	3	1
746	существу и	1	1
747	об особенностях	1	1
748	особенно важное	1	1
749	других областях	1	1
750	и нетворческим	1	1
751	с необходимостью	2	1
752	этого слова	1	1
753	сливалась с	1	1
754	этом случае	1	1
755	событие которое	1	1
756	в условиях	7	1
757	сих пор	3	1
758	автора и	2	1
759	но для	2	1
760	должны быть	1	1
761	виду что	1	1
762	в более	2	1
763	этих положений	1	1
764	бы между	1	1
765	процессе разрешения	1	1
766	выражением того	1	1
767	могло не	1	1
768	не существует	1	1
769	узком смысле	1	1
770	только определенные	1	1
771	или другой	1	1
772	в данное	1	1
773	для нас	2	1
774	из себя	1	1
775	для его	1	1
776	мы должны	2	1
777	ее основных	2	1
778	же оно	1	1
779	или не	2	1
780	же в	3	1
781	вступает в	2	1
782	но оно	2	1
783	его к	1	1
784	одной из	3	1
785	всецело определяется	1	1
786	возможно лишь	1	1
787	является и	1	1
788	он лишь	1	1
789	того на	1	1
790	нет но	2	1
791	в последнем	1	1
792	в последующей	4	1
793	героя в	1	1
794	в каком	2	1
795	можно назвать	2	1
796	но эти	1	1
797	увидим что	1	1
798	в своих	1	1
799	и эта	2	1
800	выработанных в	1	1
801	и последовательная	1	1
802	им и	1	1
803	гораздо более	1	1
