N	2gram	Trubetskoy_1	Morfolog
119	также может	1	2
120	является результатом	1	2
121	может не	3	2
122	в другом	3	2
123	в собственном	1	2
124	о том	7	2
125	можно сказать	1	2
126	что эти	1	2
127	на первый	1	2
128	или не	1	2
129	этого не	2	2
130	на другие	1	2
131	большинстве случаев	2	2
132	ход и	1	2
133	же может	1	2
134	в виде	3	2
135	настоящее время	2	2
136	из двух	1	2
137	в большинстве	3	2
138	что такое	2	2
139	его и	2	2
140	хотя бы	5	2
141	что действительно	2	2
142	что эта	1	2
143	как это	1	2
144	от него	2	2
145	а на	1	2
146	для него	6	2
147	с тем	6	2
148	то в	3	2
149	самого себя	7	2
150	и только	5	2
151	одной из	3	2
152	путь к	4	2
153	первый взгляд	1	2
154	того что	3	2
155	если они	2	2
156	в таких	2	2
157	что ни	1	2
158	чему не	1	2
159	и к	6	2
160	играют в	1	2
161	для того	6	2
162	в отдельных	1	2
163	не исключает	1	2
164	а с	2	2
165	ясно что	2	2
166	и таким	1	2
167	и за	1	2
168	уже не	2	2
169	вопроса о	1	2
170	более или	4	2
171	мы уже	2	2
172	в настоящее	2	2
173	себя и	5	2
174	и что	2	2
175	только в	5	2
176	нельзя было	1	2
177	ни к	7	2
178	в различных	1	2
179	быть и	2	2
180	по их	1	2
181	в частности	2	2
182	есть и	2	2
183	себя в	4	2
184	или менее	4	2
185	к этому	1	2
186	что он	6	2
187	тем же	1	2
188	к себе	2	2
189	и более	2	2
190	одному из	2	2
191	точно так	2	2
192	благодаря этому	2	2
193	так например	1	2
194	состоит в	2	2
195	этот вопрос	2	2
196	можно было	4	2
197	и тогда	2	2
198	одна из	3	2
199	но для	2	2
200	и при	6	2
201	переносится в	1	1
202	эти задачи	1	1
203	и тот	2	1
204	практически это	2	1
205	в которой	1	1
206	о которых	3	1
207	может и	1	1
208	и этот	3	1
209	главным образом	3	1
210	в полном	1	1
211	для всех	6	1
212	лишь постольку	1	1
213	может только	3	1
214	приводит к	4	1
215	и все	1	1
216	или другие	1	1
217	но она	2	1
218	основанный на	2	1
219	и с	7	1
220	всего о	1	1
221	бы в	1	1
222	для нас	2	1
223	если с	1	1
224	и вот	2	1
225	же время	10	1
226	данном случае	3	1
227	тогда как	2	1
228	должны быть	1	1
229	надо было	1	1
230	говорить о	3	1
231	от своих	1	1
232	всякому человеку	1	1
233	друг к	1	1
234	ее он	2	1
235	бы на	1	1
236	первый случай	1	1
237	бы то	4	1
238	и ни	3	1
239	мы прежде	1	1
240	значение и	1	1
241	даже не	2	1
242	больше чем	2	1
243	лишь к	4	1
244	оно является	1	1
245	второй вид	1	1
246	дает ему	1	1
247	как на	8	1
248	и многие	1	1
249	к данной	1	1
250	этой цели	1	1
251	и хочет	1	1
252	по пути	1	1
253	еще и	1	1
254	чрезвычайно разнообразны	1	1
255	и действительно	1	1
256	и их	1	1
257	образом как	1	1
258	а этой	1	1
259	во что	3	1
260	она может	3	1
261	если о	1	1
262	человека а	1	1
263	на ее	1	1
264	так чтобы	3	1
265	исходить из	1	1
266	том случае	4	1
267	на то	5	1
268	в этой	4	1
269	при отсутствии	2	1
270	сих пор	5	1
271	что это	3	1
272	те или	1	1
273	то придется	1	1
274	его можно	1	1
275	не в	4	1
276	но мы	3	1
277	другом случае	2	1
278	даже в	1	1
279	и сама	1	1
280	иное как	1	1
281	же он	1	1
282	не так	2	1
283	на ряду	1	1
284	это будет	1	1
285	нисколько не	2	1
286	с другими	1	1
287	друг с	14	1
288	в их	4	1
289	между прочим	1	1
290	что такой	4	1
291	церковь и	1	1
292	того или	2	1
293	если он	1	1
294	всех других	1	1
295	а потому	5	1
296	собой только	1	1
297	может ли	1	1
298	те же	1	1
299	неожиданно и	1	1
300	следует считаться	1	1
301	собой в	1	1
302	были бы	2	1
303	всех людей	2	1
304	на некотором	1	1
305	там и	2	1
306	как видно	1	1
307	случае если	3	1
308	которое будет	1	1
309	что же	4	1
310	решить вопрос	1	1
311	ничем не	1	1
312	с своим	1	1
313	что ее	1	1
314	прочим и	1	1
315	есть не	1	1
316	не удалось	1	1
317	не две	1	1
318	при ближайшем	1	1
319	здесь мы	1	1
320	его жизнь	1	1
321	с другом	14	1
322	что касается	1	1
323	и некоторые	1	1
324	задачи а	1	1
325	во всяком	9	1
326	иметь в	1	1
327	самостоятельно и	1	1
328	отношения к	2	1
329	как не	1	1
330	в таком	2	1
331	быть не	1	1
332	они принадлежат	2	1
333	постольку поскольку	1	1
334	к тому	7	1
335	для данного	1	1
336	к ней	1	1
337	других и	1	1
338	на это	2	1
339	имеет свою	1	1
340	в его	4	1
341	для решения	1	1
342	что с	2	1
343	существовать и	1	1
344	на все	1	1
345	в россии	6	1
346	те элементы	1	1
347	и материал	1	1
348	имеет в	1	1
349	и наконец	2	1
350	приходит к	3	1
351	себе представить	1	1
352	он может	1	1
353	на каком	1	1
354	в совершенно	4	1
355	противном случае	1	1
356	на которой	2	1
357	до сих	5	1
358	мог бы	1	1
359	следить за	1	1
360	с ее	1	1
361	за другой	1	1
362	из этих	3	1
363	что при	1	1
364	но как	1	1
365	что не	1	1
366	иногда соединяется	1	1
367	указывается и	1	1
368	где есть	1	1
369	не нужна	2	1
370	стремления к	2	1
371	эта задача	1	1
372	не на	1	1
373	то ни	4	1
374	в применении	1	1
375	с этой	1	1
376	для нее	2	1
377	именно по	1	1
378	принадлежат к	2	1
379	особой формой	1	1
380	в течение	2	1
381	остановиться на	1	1
382	в другое	4	1
383	во многих	2	1
384	но на	1	1
385	оказывается что	1	1
386	элементы для	1	1
387	в одной	1	1
388	на основании	2	1
389	к другу	1	1
390	теми же	1	1
391	одна не	1	1
392	он был	1	1
393	данный момент	1	1
394	со своей	1	1
395	и даже	2	1
396	свое место	1	1
397	не столько	1	1
398	их и	1	1
399	но ведь	1	1
400	при этом	5	1
401	только такое	1	1
402	то все	1	1
403	в основе	1	1
404	могло бы	1	1
405	со стороны	4	1
406	что так	1	1
407	сведения о	1	1
408	же и	1	1
409	приводят к	2	1
410	без всякого	1	1
411	она могла	1	1
412	по своему	1	1
413	не вызывает	1	1
414	быть достигнуто	1	1
415	с ними	1	1
416	к соединению	4	1
417	и тем	2	1
418	исходят из	1	1
419	не будет	7	1
420	из нее	1	1
421	всяком случае	6	1
422	всех этих	3	1
423	у него	2	1
424	формы в	1	1
425	ни стало	3	1
426	именно в	3	1
427	на которых	1	1
428	что данный	1	1
429	происходит при	1	1
430	силу и	1	1
431	оно есть	1	1
432	в тот	1	1
433	ряду с	1	1
434	она не	2	1
435	тому что	2	1
436	в данной	1	1
437	с большой	1	1
438	у кого	1	1
439	в лице	1	1
440	роль в	1	1
441	может создать	1	1
442	это его	1	1
443	их в	2	1
444	то они	1	1
445	этой новой	1	1
446	в противном	1	1
447	помнить что	2	1
448	какие же	1	1
449	о себе	1	1
450	лишь с	1	1
451	самого начала	1	1
452	само собой	1	1
453	все они	3	1
454	с самого	1	1
455	же самое	1	1
456	время и	1	1
457	ее не	1	1
458	на эти	1	1
459	только для	2	1
460	на этот	1	1
461	мы говорили	3	1
462	все это	6	1
463	и у	1	1
464	всего в	1	1
465	людей в	1	1
466	которые не	1	1
467	таким же	3	1
468	борьбы с	1	1
469	на свое	1	1
470	одним общим	1	1
471	наталкиваемся на	1	1
472	и то	4	1
473	эту мысль	1	1
474	что бы	3	1
475	самых различных	1	1
476	бы показать	1	1
477	за ним	1	1
478	как будто	2	1
479	только на	2	1
480	или иной	5	1
481	как же	1	1
482	он как	1	1
483	никак нельзя	1	1
484	игру в	1	1
485	привести к	1	1
486	и просто	1	1
487	и задача	1	1
488	может спасти	1	1
489	мысль о	1	1
490	которых каждый	2	1
491	вообще не	1	1
492	применении к	1	1
493	задачи и	1	1
494	не есть	3	1
495	к освобождению	1	1
496	той или	3	1
497	в данном	7	1
498	к своей	1	1
