N	2gram	Potebnia_M_1	DiskursI
483	утверждая что	1	1
484	и там	1	1
485	самого себя	4	1
486	в мир	1	1
487	для человека	2	1
488	да и	1	1
489	их взаимодействия	1	1
490	бы стать	1	1
491	даже в	1	1
492	он от	1	1
493	слова и	4	1
494	бытия с	1	1
495	и от	3	1
496	видно что	2	1
497	и развития	2	1
498	что касается	1	1
499	но для	1	1
500	один из	1	1
501	говорящего и	1	1
502	при всем	1	1
503	но с	2	1
504	более того	1	1
505	то будет	1	1
506	от слова	1	1
507	слова но	2	1
508	мысли не	1	1
509	ли в	2	1
510	от субъекта	1	1
511	человека для	1	1
512	его не	1	1
513	когда он	1	1
514	но об	1	1
515	еще более	2	1
516	стороны в	1	1
517	будто бы	1	1
518	ни было	2	1
519	же в	2	1
520	хотя в	3	1
521	но всегда	2	1
522	человека не	2	1
523	даже при	1	1
524	вытесняется из	1	1
525	слово в	1	1
526	не говоря	1	1
527	сказать что	3	1
528	речи и	10	1
529	их с	1	1
530	он предполагает	1	1
531	из этого	2	1
532	только о	1	1
533	в какой	1	1
534	в голову	1	1
535	к другим	2	1
536	нас не	1	1
537	во всяком	3	1
