N	2gram	Bakhtin_fo_1	Literetu
252	как с	1	1
253	себя самого	1	1
254	он становится	2	1
255	и политического	1	1
256	об исторической	1	1
257	вовсе не	13	1
258	и все	6	1
259	гораздо более	1	1
260	самому и	1	1
261	сюда же	1	1
262	внешнее и	2	1
263	по которым	1	1
264	характер это	3	1
265	на то	1	1
266	к концу	3	1
267	с ней	1	1
268	с самим	5	1
269	сих пор	3	1
270	наконец в	1	1
271	произведения и	1	1
272	в большинстве	1	1
273	этапы его	2	1
274	самой жизни	1	1
275	в каждом	1	1
276	но такова	1	1
277	и во	7	1
278	является здесь	1	1
279	героем и	1	1
280	не знал	1	1
281	в условиях	7	1
282	мы не	3	1
283	в частной	3	1
284	жизни это	2	1
285	и чужого	1	1
286	до сих	3	1
287	в некоторых	2	1
288	в понимании	1	1
289	затем в	1	1
290	уже на	2	1
291	в центре	2	1
292	всех ее	1	1
293	во всех	6	1
294	другом месте	1	1
295	тогда когда	2	1
296	а на	1	1
297	в этих	3	1
298	ориентировано на	1	1
299	вследствие этого	3	1
300	во главе	1	1
301	между прочим	1	1
302	так сказать	7	1
303	во всякой	2	1
304	становится ясным	1	1
305	остается вне	1	1
306	более того	3	1
307	и он	1	1
308	в одном	3	1
309	эпохи или	1	1
310	и с	4	1
311	бы между	1	1
312	в нашем	2	1
313	если не	1	1
314	со всеми	3	1
315	собой в	1	1
316	романы достоевского	1	1
317	жизни к	1	1
318	в эту	1	1
319	он сам	1	1
320	но все	5	1
321	человеческих характеров	1	1
322	отдельного человека	1	1
323	общественной жизни	1	1
324	жизни в	8	1
325	пока не	1	1
326	места и	1	1
327	одной из	3	1
328	путь к	1	1
329	все то	2	1
330	от так	1	1
331	есть не	3	1
332	одного и	5	1
333	времени если	1	1
334	в ее	6	1
335	когда это	1	1
336	резко отличается	1	1
337	к жизни	2	1
338	и сама	1	1
339	отношение к	2	1
340	например что	1	1
341	с другом	1	1
342	и некоторые	1	1
343	совершенно не	2	1
344	между ними	3	1
345	но зато	1	1
346	в начале	3	1
347	три существенных	1	1
348	на три	1	1
349	изменений не	1	1
350	отступление от	1	1
351	корни этого	1	1
352	она лишь	1	1
353	от него	1	1
354	человек как	1	1
355	время не	2	1
356	и времени	3	1
357	в той	4	1
358	могли бы	1	1
359	тот же	1	1
360	к своему	2	1
361	значительной степени	1	1
362	в литературу	1	1
363	этом и	1	1
364	момент является	1	1
365	в момент	1	1
366	более и	1	1
367	имеет в	2	1
368	себе самому	4	1
369	соответствии с	2	1
370	вместе с	3	1
371	себя к	1	1
372	не имеет	4	1
373	к построению	1	1
374	они не	3	1
375	чаще всего	1	1
376	в дальнейшем	6	1
377	цели с	1	1
378	свою первоначальную	1	1
379	героя и	7	1
380	с ее	6	1
381	о жизни	1	1
382	как мы	14	1
383	бы себя	1	1
384	в свою	2	1
385	но как	1	1
386	воспринимаются как	1	1
387	ничто в	2	1
388	подхода к	3	1
389	на берегу	1	1
390	и у	5	1
391	и внутреннее	3	1
392	в отношении	3	1
393	в чем	2	1
394	свою очередь	1	1
395	и от	1	1
396	он лишь	1	1
397	этого романа	4	1
398	можно назвать	2	1
399	к этой	1	1
400	зависимости от	1	1
401	для которой	1	1
402	в одноименном	1	1
403	автора и	2	1
404	в отдельных	1	1
405	того не	2	1
406	решающее значение	1	1
407	но эти	1	1
408	в романе	32	1
409	фольклора и	1	1
410	сказать что	3	1
411	это именно	1	1
412	имеет место	3	1
413	перед смертью	1	1
414	так в	1	1
415	которые были	1	1
416	из ряда	1	1
417	жизни его	1	1
418	нам в	1	1
419	в жертву	1	1
420	он был	1	1
421	со своей	3	1
422	должно быть	1	1
423	на основе	2	1
424	строится как	1	1
425	у которого	1	1
426	не о	2	1
427	это было	1	1
428	в эпоху	1	1
429	мы имеем	1	1
430	человек в	3	1
431	времени на	1	1
432	герой в	1	1
433	стороны он	1	1
434	служит только	1	1
435	случае в	1	1
436	и т.д	1	1
437	не был	1	1
438	в которых	2	1
439	на первый	1	1
440	в котором	4	1
441	в один	1	1
442	иной раз	1	1
443	не делает	1	1
444	оно было	1	1
445	он достаточно	1	1
446	все последующее	1	1
447	к другому	2	1
448	же как	2	1
449	на всю	1	1
450	значение в	5	1
451	как человек	4	1
452	не должно	1	1
453	именно в	3	1
454	в соответствии	2	1
455	поэтому для	1	1
456	иной характер	2	1
457	в историческом	1	1
458	его жизни	8	1
459	во всей	3	1
460	что и	3	1
461	не для	2	1
462	жизненный путь	8	1
463	и на	8	1
464	в зависимости	1	1
465	что даже	1	1
466	с тем	3	1
467	и искусства	1	1
468	в последующем	4	1
469	мы можем	1	1
470	она не	1	1
471	и неизбежно	1	1
472	до конца	4	1
473	он не	5	1
474	как мыслитель	1	1
475	я был	2	1
476	это делает	1	1
477	сохраняется в	2	1
478	любви или	1	1
479	в это	2	1
480	процесс в	2	1
481	от других	1	1
482	в различных	2	1
483	вопрос о	2	1
484	как о	1	1
485	этого чужого	1	1
486	от них	1	1
487	самого начала	2	1
488	до него	1	1
489	и лучше	1	1
490	с самого	2	1
491	и за	1	1
492	между этими	4	1
493	в состав	1	1
494	на одном	1	1
495	мира такое	1	1
496	том числе	4	1
497	тот внешний	1	1
498	вернуться к	1	1
499	но по	2	1
500	единого и	1	1
501	по существу	12	1
502	в каком	2	1
503	не бывает	1	1
504	была бы	2	1
505	вовне в	3	1
506	не подлежит	1	1
507	самого человека	3	1
508	к месту	1	1
509	счастья оно	1	1
510	между двумя	6	1
511	вся жизнь	1	1
512	к этому	3	1
513	к настоящему	2	1
514	оказались бы	3	1
515	жизни по	2	1
516	между собою	1	1
517	я так	1	1
518	как я	1	1
519	и уже	3	1
520	оно ориентировано	1	1
521	идет о	1	1
522	и более	1	1
523	у них	2	1
524	бытие и	1	1
525	тут же	1	1
526	нового типа	2	1
527	входит как	1	1
528	стремится к	1	1
529	ни был	1	1
530	перед нами	1	1
531	уже у	1	1
532	для этой	1	1
533	и иные	2	1
534	из которых	1	1
535	конца не	1	1
536	время у	1	1
537	если мы	2	1
538	имел в	1	1
539	так как	6	1
540	себя во	1	1
541	начинается и	1	1
542	человека в	17	1
543	если бы	5	1
544	но для	2	1
545	жизни как	1	1
546	все в	1	1
547	и как	10	1
548	от всего	1	1
549	однако не	1	1
550	во время	1	1
551	герой и	1	1
552	в xix	1	1
553	когда они	1	1
554	и по	2	1
555	оно вообще	1	1
556	всего это	2	1
557	в особенности	9	1
558	и других	3	1
559	жизни но	5	1
