N	2gram	Losev_Dial_3	Otkroven
159	можно и	3	1
160	чтобы не	1	1
161	от самой	2	1
162	в виду	7	1
163	сам по	5	1
164	на нем	1	1
165	не могу	1	1
166	на самом	1	1
167	кто хочет	1	1
168	но тем	1	1
169	чего не	4	1
170	нет никакой	4	1
171	уже с	1	1
172	из самых	3	1
173	к другому	1	1
174	человеческой и	1	1
175	не те	1	1
176	откровение и	1	1
177	не имеют	2	1
178	должна быть	6	1
179	и больше	4	1
180	и когда	2	1
181	к чему	1	1
182	не с	1	1
183	есть не	9	1
184	мы не	5	1
185	можно подходить	1	1
186	ту же	1	1
187	выходе из	1	1
188	человек по	1	1
189	если бы	6	1
190	своего ума	1	1
191	все и	1	1
192	все есть	1	1
193	в сущности	10	1
194	но может	1	1
195	не вполне	2	1
196	бы даже	1	1
197	ее у	1	1
198	о нем	4	1
199	изображена в	1	1
200	и религиозное	1	1
201	себе что	1	1
202	гибели и	1	1
203	но к	1	1
204	в ней	2	1
205	и что	15	1
206	почему же	2	1
207	это потому	1	1
208	вообще кроме	2	1
209	самом деле	6	1
210	и вопрос	1	1
211	но не	2	1
212	то он	1	1
213	духа как	1	1
214	и всякий	3	1
215	христа в	1	1
216	иногда и	1	1
217	себе и	1	1
218	есть просто	4	1
219	и можно	2	1
220	глубине человеческой	1	1
221	вообще и	1	1
222	все время	3	1
223	у одного	1	1
224	и я	3	1
225	пред собою	1	1
226	в одной	3	1
227	и мир	1	1
228	своей и	2	1
229	что как	1	1
230	как например	2	1
231	в частности	2	1
232	своей глубине	1	1
233	что нет	4	1
234	его собственная	1	1
235	что только	1	1
236	сознания в	2	1
237	и как	8	1
238	природой и	1	1
239	духа и	1	1
240	силе и	1	1
241	вот где	1	1
242	от этого	1	1
243	чего же	1	1
244	то в	2	1
245	религиозное откровение	1	1
246	и раньше	1	1
247	из жизни	1	1
248	бы и	1	1
249	что это	12	1
250	от бога	2	1
251	вопрос об	3	1
252	есть для	1	1
253	со всеми	2	1
254	себе есть	1	1
255	думать что	2	1
256	с какой	1	1
257	же и	2	1
258	но о	2	1
259	есть уже	1	1
260	откровения и	1	1
261	только один	1	1
262	чувств и	1	1
263	уже не	5	1
264	говорят о	1	1
265	на то	3	1
266	что она	9	1
267	бы от	1	1
268	бытия но	1	1
269	да и	1	1
270	из них	3	1
271	после этого	1	1
272	но от	1	1
273	раз навсегда	2	1
274	возможности для	1	1
275	иного но	1	1
276	мир в	3	1
277	они в	1	1
278	опять-таки не	1	1
279	был бы	1	1
280	он должен	3	1
281	чем у	1	1
282	что нужно	2	1
283	в силу	3	1
284	в корне	1	1
285	в одном	1	1
286	вовсе не	13	1
287	и сам	1	1
288	у нее	1	1
289	само по	5	1
290	из него	1	1
291	людей и	2	1
292	этом отношении	1	1
293	вещей и	6	1
294	от того	4	1
295	я бы	3	1
296	в совершенно	1	1
297	бытие и	3	1
298	границы и	3	1
299	бесконечность и	1	1
300	и даже	13	1
301	со стороны	2	1
302	есть момент	2	1
303	чтобы все	1	1
304	а именно	2	1
305	он ни	1	1
306	с той	1	1
307	и прежде	3	1
308	а это	1	1
309	в свой	1	1
310	истории и	4	1
311	же существование	1	1
312	на людей	1	1
313	в это	1	1
314	говорит о	4	1
315	не нужна	1	1
316	и пр	6	1
317	в них	5	1
318	она и	2	1
319	может ли	3	1
320	что природа	1	1
321	стремится к	1	1
322	находятся и	1	1
323	всегда и	1	1
324	а ведь	1	1
325	о чем	1	1
326	в чистом	1	1
327	бога и	1	1
328	в мире	1	1
329	и тогда	5	1
330	нисколько не	1	1
331	но почему	2	1
332	мира в	1	1
333	он и	3	1
334	я хочу	1	1
335	не так	1	1
336	связь с	1	1
337	и тут	3	1
338	исходит от	2	1
339	его как	3	1
340	и без	3	1
341	как это	5	1
342	в котором	1	1
343	ничего нет	5	1
344	не уничтожает	1	1
345	оказывается что	1	1
346	та самая	1	1
347	нет вещей	1	1
348	одном из	1	1
349	в сферу	3	1
350	мир и	3	1
351	плоти и	2	1
352	тут опять	2	1
353	это есть	8	1
354	тьмой и	1	1
355	того ни	1	1
356	образ и	1	1
357	что было	1	1
358	всяком случае	2	1
359	видно что	1	1
360	и более	1	1
361	как от	1	1
362	ней не	1	1
363	а потому	1	1
364	быть не	2	1
365	это вопрос	1	1
366	и формы	2	1
367	да ведь	1	1
368	нет никакого	7	1
369	устроения и	1	1
370	в отношении	1	1
371	с гордостью	1	1
372	и здесь	2	1
373	вообще но	1	1
374	но это	5	1
375	оба они	1	1
376	а иногда	1	1
377	отличается от	8	1
378	отличается в	1	1
379	она не	3	1
380	того как	1	1
381	одна из	3	1
382	тогда все	2	1
383	в науке	1	1
384	ближе к	1	1
385	она должна	2	1
386	в процессе	1	1
387	движения но	1	1
388	указать на	1	1
389	в нас	1	1
390	не существует	10	1
391	отречения от	1	1
392	а что	4	1
393	есть одно	1	1
394	но остается	1	1
395	в силах	1	1
396	жизни не	1	1
397	христа и	1	1
398	особого рода	3	1
399	это часто	1	1
400	что их	2	1
401	но еще	2	1
402	бы в	2	1
403	по своей	1	1
404	дух от	1	1
405	ни к	3	1
406	во всем	3	1
407	е от	1	1
408	вот что	1	1
409	но всегда	1	1
410	же всегда	1	1
411	личность и	2	1
412	это все	1	1
413	перед ним	1	1
414	у нас	4	1
415	в движении	1	1
416	и эта	1	1
417	состоит из	1	1
418	была бы	3	1
419	совершенно не	2	1
420	но оно	1	1
421	это конечно	1	1
422	та же	1	1
423	сила и	1	1
424	его с	1	1
425	жизни и	5	1
426	это так	1	1
427	во всяком	2	1
428	бога он	1	1
