N	2gram	Savitsky_P_1	Problema
252	исторического прошлого	1	1
253	вопросом о	1	1
254	к другим	1	1
255	тем же	1	1
256	духа и	2	1
257	не связаны	1	1
258	настоящую минуту	1	1
259	бы и	1	1
260	думать что	2	1
261	в известном	1	1
262	xviii и	1	1
263	этот вывод	1	1
264	если он	1	1
265	но на	1	1
266	в наших	1	1
267	что каждая	1	1
268	в определенном	1	1
269	связанные с	1	1
270	и осуществить	1	1
271	должна быть	1	1
272	идеи и	1	1
273	не к	2	1
274	в силу	2	1
275	ни были	1	1
276	чтобы в	1	1
277	выражается и	1	1
278	одно и	1	1
279	в каждом	1	1
280	заключается в	3	1
281	и других	2	1
282	везде и	1	1
283	народов как	1	1
284	на свои	1	1
285	в настоящую	1	1
286	называли себя	1	1
287	и вся	1	1
288	узости и	1	1
289	и без	3	1
290	прийти к	1	1
291	место в	1	1
292	который конечно	1	1
293	вопрос о	1	1
294	что было	1	1
295	чтобы это	1	1
296	что эта	1	1
297	какой угодно	1	1
298	иной раз	1	1
299	есть прежде	1	1
300	тогда когда	1	1
301	если в	2	1
302	та или	1	1
303	на путях	4	1
304	недостаточно для	1	1
305	одна из	2	1
306	находятся в	1	1
307	этих двух	1	1
308	они являются	1	1
309	что жизнь	1	1
310	на человеческую	1	1
311	составляющих ее	1	1
312	в момент	1	1
313	исходить из	1	1
314	сравнении с	3	1
315	какой она	1	1
316	все еще	1	1
317	где он	1	1
318	в настоящий	3	1
319	должен быть	1	1
320	это такое	1	1
321	с ее	1	1
322	дело касается	1	1
323	мысль о	2	1
324	в пределах	8	1
325	идет речь	1	1
326	человека с	1	1
327	в условиях	1	1
328	на нее	1	1
329	не с	1	1
330	начала и	2	1
331	приближением к	1	1
332	веры в	1	1
333	в которые	1	1
334	он был	1	1
335	момента и	1	1
336	мира а	1	1
337	находится в	1	1
338	сводится к	3	1
339	притом в	1	1
340	обстоятельство это	2	1
341	за последние	1	1
342	это в	1	1
343	переходит в	1	1
344	чем говорить	1	1
345	не более	1	1
346	которая и	1	1
347	ни к	1	1
348	отдельности и	1	1
349	известном смысле	1	1
350	к сожалению	1	1
351	может оказаться	1	1
352	тот или	1	1
353	история и	1	1
354	себя в	1	1
355	о смысле	1	1
356	в начале	2	1
357	в душе	1	1
358	выражена в	1	1
359	мы знаем	1	1
360	мир в	1	1
361	только это	2	1
362	в прошлом	1	1
363	богов и	1	1
364	друг друга	1	1
365	из нее	1	1
366	каждый из	1	1
367	что то	1	1
368	душе своей	1	1
369	бы это	1	1
370	в последние	2	1
371	со стороны	2	1
372	них в	1	1
373	здесь нужно	2	1
374	было и	1	1
375	с которым	1	1
376	бы ее	1	1
377	в россии	3	1
378	на какие	1	1
379	что из	2	1
380	но идея	1	1
381	и к	4	1
382	xix века	6	1
383	наряду с	3	1
384	этой последней	1	1
385	образом на	2	1
386	в процесс	1	1
387	многих других	1	1
388	в основном	1	1
389	в смысле	6	1
390	и конца	1	1
391	она должна	1	1
392	центральную область	1	1
393	многие из	1	1
394	о котором	1	1
395	значило бы	1	1
396	монастыря в	1	1
397	что по	1	1
398	в свете	1	1
399	как осуществление	1	1
400	бы за	1	1
401	тот же	3	1
402	как некоего	1	1
403	взывает к	1	1
404	из тех	1	1
405	только как	1	1
406	по одному	1	1
407	одновременно и	1	1
408	в сравнении	3	1
409	т е	3	1
410	в трех	1	1
411	к этой	1	1
412	а я	5	1
413	как на	2	1
