N	2gram	Bakhtin_sl_1	Vvedenie
378	и ничего	1	1
379	та же	1	1
380	приводят к	1	1
381	она звучит	1	1
382	таковы например	1	1
383	слово не	2	1
384	меньшей степени	4	1
385	которые он	1	1
386	он был	1	1
387	наоборот как	1	1
388	которое он	1	1
389	этим не	1	1
390	жанровым и	2	1
391	более того	3	1
392	различия между	2	1
393	системы языка	4	1
394	но как	1	1
395	в сторону	1	1
396	в противовес	1	1
397	к слову	1	1
398	как в	8	1
399	в новом	1	1
400	этого типа	2	1
401	а через	1	1
402	отличие от	1	1
403	и раскрытии	1	1
404	нет и	1	1
405	или иное	1	1
406	произведение в	1	1
407	и речи	2	1
408	что они	2	1
409	связи и	1	1
410	языка см	1	1
411	заключено в	1	1
412	к автору	2	1
413	систему и	1	1
414	у автора	1	1
415	как к	2	1
416	в одних	1	1
417	и исторические	1	1
418	кроме того	4	1
419	ними и	1	1
420	что по	1	1
421	социально-политической и	1	1
422	более или	3	1
423	все возможные	1	1
424	то в	2	1
425	них как	2	1
426	из самых	1	1
427	еще на	1	1
428	в которой	4	1
429	них прямо	1	1
430	он в	5	1
431	у каждого	2	1
432	иным путем	1	1
433	и тот	1	1
434	только один	1	1
435	имеем в	1	1
436	на то	1	1
437	филология с	1	1
438	не могла	2	1
439	вследствие этого	1	1
440	на его	8	1
441	с чем	1	1
442	направлено на	1	1
443	выражается в	1	1
444	оно было	2	1
445	время и	2	1
446	и задачи	1	1
447	перестает быть	2	1
448	не значит	1	1
449	язык дан	1	1
450	он должен	1	1
451	как увидим	2	1
452	из него	2	1
453	хотя все	1	1
454	именно это	1	1
455	одно и	2	1
456	подход к	1	1
457	то ни	1	1
458	а затем	1	1
459	что все	2	1
460	в определенном	1	1
461	различие между	1	1
462	особенности в	1	1
463	литературного языка	20	1
464	зрения на	7	1
465	лишь в	4	1
466	того или	2	1
467	лишь на	3	1
468	чаще всего	1	1
469	ведь в	1	1
470	его и	3	1
471	ни одной	1	1
472	что совершенно	1	1
473	он действительно	1	1
474	и судьбами	1	1
475	в слове	7	1
476	значит не	1	1
477	от языка	3	1
478	дает ей	1	1
479	действительно не	2	1
480	языка которая	1	1
481	этим в	1	1
482	автора и	4	1
483	и того	1	1
484	язык но	1	1
485	и становится	1	1
486	или менее	3	1
487	в эту	2	1
488	что между	1	1
489	котором идет	1	1
490	и без	1	1
491	целого но	1	1
492	к предмету	4	1
493	подлинного философского	1	1
494	не от	1	1
495	вещи и	1	1
496	в отличие	1	1
497	о языке	1	1
498	от его	3	1
499	мог действительно	1	1
500	точку зрения	3	1
501	свои собственные	2	1
502	но он	2	1
503	но во	1	1
504	труда и	1	1
505	зависимости от	3	1
506	не его	2	1
507	сделала бы	1	1
508	всего именно	1	1
509	и эти	2	1
510	речи в	4	1
511	языков и	9	1
512	не должно	3	1
513	ним в	1	1
514	как язык	1	1
515	произведений не	1	1
516	же мы	1	1
517	например и	1	1
518	и разновидности	1	1
519	в атмосфере	2	1
520	такого исследования	1	1
521	непосредственно и	2	1
522	мышления и	1	1
523	самого начала	1	1
524	ее с	1	1
525	случае не	1	1
526	в самых	2	1
527	не могло	3	1
528	прошлого между	1	1
529	следовательно и	3	1
530	на язык	2	1
531	правда в	1	1
532	в самой	1	1
533	и способы	1	1
534	слова как	6	1
535	его отношение	1	1
536	показывает как	1	1
537	не понимать	1	1
538	к концу	1	1
539	во всем	1	1
540	входят в	1	1
541	в некотором	1	1
542	целое это	1	1
543	из пределов	1	1
544	ему не	2	1
545	требует также	1	1
546	в действительности	1	1
547	в специальном	1	1
548	в духе	2	1
549	человека в	1	1
550	отличается от	1	1
551	всего в	1	1
552	того о	1	1
553	не предполагает	2	1
554	оно не	6	1
555	смысле в	3	1
556	правда не	2	1
557	или научной	1	1
558	и о	2	1
559	свою очередь	2	1
560	жизни языка	1	1
561	без всякого	1	1
562	с каким	1	1
563	каждая такая	1	1
564	то или	1	1
565	и этим	3	1
566	с самого	1	1
567	культуры и	1	1
568	с языком	2	1
569	на свой	1	1
570	и различного	1	1
571	языку как	4	1
572	и которые	1	1
573	как таковые	3	1
574	и глубины	1	1
575	этого целого	1	1
576	двух лиц	1	1
577	жизнь и	1	1
578	между собой	2	1
579	видящая в	1	1
580	образом в	3	1
581	но здесь	3	1
582	в построении	2	1
583	дальнейшего развития	1	1
584	оно направлено	2	1
585	именно потому	1	1
586	быть более	1	1
587	какие бы	1	1
588	одного из	2	1
589	бы то	1	1
590	может не	8	1
591	в вопросах	1	1
592	данного языка	1	1
593	это было	1	1
594	смысле не	1	1
595	данного круга	2	1
596	замкнутое и	1	1
597	непосредственно в	1	1
598	наконец в	2	1
599	слова по	2	1
600	язык явление	1	1
601	и стилистические	2	1
602	в лучшем	2	1
603	условия для	1	1
604	поэтому его	1	1
605	в литературе	1	1
606	за этой	1	1
607	правом можно	1	1
608	мы видим	2	1
609	через которую	1	1
610	эти разнородные	1	1
611	явления в	1	1
612	могло быть	1	1
613	а лишь	1	1
614	иной степени	9	1
615	всех его	7	1
616	сложности и	1	1
617	или же	1	1
618	не мешает	1	1
619	с которыми	2	1
620	которой оно	1	1
621	достигается и	1	1
622	себя в	9	1
623	есть в	1	1
624	и у	2	1
625	с языками	1	1
626	вернуться к	1	1
627	языка как	4	1
628	носа и	1	1
629	сложные взаимоотношения	1	1
630	слова не	1	1
631	или даже	2	1
632	языка но	4	1
633	и понимание	1	1
634	его из	1	1
635	котором можно	1	1
636	для него	3	1
637	и художественно	1	1
638	слова в	8	1
639	содержание и	1	1
640	к ним	1	1
641	и язык	1	1
642	у него	3	1
643	бесспорным и	1	1
644	чтобы не	1	1
645	самом же	1	1
646	ближайшим образом	1	1
647	момент в	1	1
648	мало-помалу начали	1	1
649	с известным	1	1
650	здесь в	4	1
651	известным правом	1	1
652	и прежде	1	1
653	а с	2	1
654	на которые	2	1
655	в настоящем	1	1
656	своего собственного	1	1
657	слово но	1	1
658	не на	5	1
659	его исторического	1	1
660	он только	1	1
661	которые не	1	1
662	а главное	1	1
663	однако и	1	1
664	момент своего	1	1
665	слова для	2	1
666	в руках	1	1
667	среди них	1	1
668	между разными	1	1
669	на эту	1	1
670	устная речь	1	1
671	лица которые	1	1
672	которая лежит	1	1
673	всегда и	1	1
674	жизнь в	2	1
675	мира в	1	1
676	д можно	1	1
677	смысле на	2	1
678	связей и	1	1
679	формах и	3	1
680	бы оно	1	1
681	входить в	1	1
682	и теми	1	1
683	все то	1	1
684	автора с	1	1
685	действительности иными	1	1
686	сделать его	1	1
687	эта идея	1	1
688	и потому	4	1
689	как одно	1	1
690	его содержание	1	1
691	как та	1	1
692	философии языка	3	1
693	к своему	6	1
694	и языки	1	1
695	именно для	1	1
696	обычно считают	1	1
697	в практике	1	1
698	культурой в	1	1
699	а между	2	1
700	в среде	1	1
701	быть только	2	1
702	языке и	2	1
703	своего времени	1	1
704	быть не	1	1
705	слова и	13	1
706	впрочем не	1	1
707	каждое из	1	1
708	лучшем случае	2	1
709	с большой	1	1
710	на одной	1	1
711	встречающихся и	1	1
712	и часто	4	1
713	и более	1	1
714	слова но	1	1
715	и от	4	1
716	диалектов и	2	1
717	он по	1	1
718	попытки создания	1	1
719	своему предмету	2	1
720	которая в	1	1
721	языке не	1	1
722	для нас	2	1
723	из различных	1	1
724	и все	4	1
725	лишь как	3	1
726	находит свое	1	1
727	бесспорного факта	1	1
728	еще более	5	1
729	мастерства и	1	1
730	как явление	1	1
731	разной степени	2	1
732	на языке	1	1
733	ни было	2	1
734	же в	1	1
735	язык это	3	1
736	не дает	1	1
737	потребность в	1	1
738	самому и	1	1
739	отношении к	6	1
740	в системе	1	1
741	непосредственно как	1	1
742	становления и	1	1
743	в высшем	1	1
744	и прямо	3	1
745	в свою	3	1
746	от своего	1	1
747	противоречий и	1	1
748	состоит из	1	1
749	своего предмета	5	1
750	совершенно не	2	1
751	себе самому	1	1
752	встречается с	1	1
753	автора в	2	1
754	эта установка	2	1
755	или иного	2	1
756	одновременно и	2	1
757	первом случае	2	1
758	включает в	1	1
759	и эта	2	1
760	в таком	1	1
761	все что	1	1
762	этой точки	1	1
763	они не	1	1
764	которая не	3	1
