N	2gram	Ircho_Kome_1	TeoriaLi
390	служит для	1	1
391	под именем	2	1
392	жизни он	1	1
393	я думаю	1	1
394	нуждается в	1	1
395	ибо и	1	1
396	и только	1	1
397	наконец в	1	1
398	иначе в	2	1
399	всех сторон	1	1
400	один из	5	1
401	в двух	1	1
402	тот же	3	1
403	дело с	1	1
404	природой и	1	1
405	принято говорить	1	1
406	путь к	2	1
407	даже если	2	1
408	самые разнообразные	1	1
409	к миру	1	1
410	мира как	1	1
411	который в	2	1
412	тот что	1	1
413	так что	1	1
414	для всех	2	1
415	только на	1	1
416	не дает	1	1
417	две другие	1	1
418	из них	10	1
419	за ним	1	1
420	никто не	1	1
421	представить себе	1	1
422	и мир	2	1
423	и прежде	1	1
424	в одном	8	1
425	части и	1	1
426	так как	4	1
427	тому же	6	1
428	может служить	1	1
429	не говорит	1	1
430	в первую	2	1
431	ее на	1	1
432	для того	1	1
433	точек зрения	2	1
434	как у	1	1
435	на ее	1	1
436	войны и	5	1
437	одновременно не	1	1
438	отказаться от	1	1
439	по своим	1	1
440	который впрочем	1	1
441	на чем	1	1
442	еще и	2	1
443	такое же	1	1
444	нередко в	1	1
445	к более	1	1
446	она предстает	1	1
447	противоречие между	1	1
448	превращается в	1	1
449	автором в	1	1
450	из наиболее	2	1
451	долгое время	1	1
452	когда же	5	1
453	собой ср	1	1
454	что из	1	1
455	молод и	1	1
456	ближе к	1	1
457	его как	1	1
458	время для	1	1
459	нет никаких	1	1
460	между участниками	1	1
461	к сфере	1	1
462	каждая из	1	1
463	к своему	1	1
464	одновременно с	1	1
465	было и	1	1
466	тому как	1	1
467	да и	3	1
468	в это	1	1
469	с этой	1	1
470	и формы	2	1
471	даже самых	2	1
472	каждого из	1	1
473	о его	1	1
474	все это	5	1
475	в теорию	1	1
476	ее содержание	1	1
477	при всем	2	1
478	это уже	1	1
479	еще одна	1	1
480	видно из	2	1
481	и право	2	1
482	в результате	4	1
483	которой я	1	1
484	в третьем	1	1
485	места в	1	1
486	бы в	1	1
487	значительное место	1	1
488	стороны в	1	1
489	за его	1	1
490	следит за	1	1
491	ни было	2	1
492	же в	4	1
493	однако герой	1	1
494	может и	1	1
495	на поле	1	1
496	сообщения о	1	1
497	с ней	1	1
498	совершенно не	1	1
499	автора в	1	1
500	восприятие которое	1	1
501	страшно и	1	1
502	жизни и	1	1
503	ее в	2	1
504	и другие	1	1
505	в своих	2	1
506	по поводу	4	1
507	в таком	1	1
508	все что	2	1
509	этой точки	1	1
