N	2gram	Bakhtin_sl_1	NovoeSre
123	в смысле	4	2
124	в то	14	2
125	одна из	2	2
126	того чтобы	1	2
127	жизнью в	1	2
128	формы и	3	2
129	и от	4	2
130	хотя бы	3	2
131	все они	7	2
132	а в	6	2
133	от всякого	2	2
134	могут быть	19	2
135	все категории	2	2
136	от этой	2	1
137	оно может	2	1
138	и через	1	1
139	лишь там	1	1
140	сознание должно	1	1
141	он может	2	1
142	россию и	1	1
143	характер и	1	1
144	по преимуществу	4	1
145	приводит к	1	1
146	и до	1	1
147	мы уже	2	1
148	не с	2	1
149	и которые	1	1
150	все свои	2	1
151	совершенно невозможно	1	1
152	по-новому и	1	1
153	с ним	7	1
154	можно сказать	2	1
155	смысле и	1	1
156	о самом	1	1
157	погружается в	1	1
158	движения и	1	1
159	только так	1	1
160	не был	1	1
161	в виду	1	1
162	зависимости от	3	1
163	эпох и	1	1
164	на их	1	1
165	и во	3	1
166	на всех	1	1
167	не могут	3	1
168	к нему	5	1
169	только изнутри	1	1
170	есть своя	1	1
171	переходит в	3	1
172	в его	13	1
173	в эти	1	1
174	менее всего	1	1
175	к своеобразному	1	1
176	отличие от	1	1
177	ориентироваться в	1	1
178	и только	1	1
179	принадлежит конечно	1	1
180	и она	1	1
181	дня а	1	1
182	в значительной	1	1
183	тему и	1	1
184	и явлениях	1	1
185	в своем	3	1
186	и нет	1	1
187	известном смысле	2	1
188	человека в	1	1
189	всего как	1	1
190	только в	6	1
191	во всем	1	1
192	по своей	1	1
193	отнесены к	1	1
194	и объединения	1	1
195	от этого	2	1
196	в этот	1	1
197	и такое	1	1
198	в самом	5	1
199	то время	2	1
200	он в	5	1
201	из этих	3	1
202	в известном	2	1
203	же и	2	1
204	эпоху не	1	1
205	но во	1	1
206	и у	2	1
207	в большинстве	10	1
208	отнести к	1	1
209	союзы и	1	1
210	все ее	1	1
211	вообще не	3	1
212	от других	2	1
213	большинстве случаев	6	1
214	из них	3	1
215	к своим	1	1
216	одному из	2	1
217	для того	2	1
218	и их	1	1
219	века не	1	1
220	всяком случае	5	1
221	нуждается в	1	1
222	к одному	1	1
223	свою энергию	1	1
224	слова в	8	1
225	жизнью и	1	1
226	по всем	1	1
227	друг друга	3	1
228	всех своих	2	1
229	людей и	1	1
230	к той	1	1
231	в нее	1	1
232	от того	1	1
233	вот что	1	1
234	в основу	1	1
235	значительной степени	1	1
236	в последние	2	1
237	значение в	1	1
238	не были	3	1
239	социальная жизнь	1	1
240	выходит за	3	1
241	из всех	1	1
242	них не	1	1
243	оно лишь	2	1
244	сторонами жизни	1	1
245	лишь те	1	1
246	с другими	5	1
247	был в	1	1
248	было бы	3	1
249	и правды	1	1
250	лишь на	3	1
251	себя и	1	1
252	в отличие	1	1
253	что не	1	1
254	но оно	3	1
255	социальной жизни	1	1
256	все слова	3	1
257	для них	2	1
258	протекающей в	1	1
259	а на	2	1
260	они не	1	1
261	в этой	1	1
262	ничем не	1	1
263	не на	5	1
264	этого не	1	1
265	жизнь в	2	1
266	как ни	1	1
267	сферах жизни	1	1
268	долгое время	1	1
269	когда она	1	1
270	что мы	1	1
271	и того	1	1
272	ближе к	1	1
273	он и	1	1
274	и ему	1	1
275	в эту	2	1
276	в этих	2	1
277	может иметь	1	1
278	возможности в	2	1
279	но если	1	1
280	отцы и	1	1
281	до этого	1	1
282	на это	1	1
283	в котором	2	1
284	всего они	1	1
285	ничего нет	1	1
286	нужно отнести	1	1
287	не столько	1	1
288	и мир	5	1
289	не должно	3	1
290	у нас	2	1
291	в зависимости	3	1
292	оно должно	1	1
293	но он	2	1
294	быть только	2	1
295	и более	1	1
296	есть еще	1	1
297	слова все	2	1
298	в состоянии	1	1
299	быть не	1	1
300	в это	1	1
301	в той	10	1
302	и вся	1	1
303	он создает	1	1
304	в атмосфере	2	1
305	сих пор	2	1
306	так как	3	1
307	и развивается	1	1
308	в сущности	13	1
309	в более	1	1
310	за его	1	1
311	до сих	2	1
312	того и	1	1
313	формах и	3	1
314	которая в	1	1
315	не признают	1	1
316	должен вступить	1	1
317	явление в	2	1
318	привело к	1	1
319	и его	14	1
320	а также	2	1
321	есть уже	1	1
322	так называемый	1	1
323	основе их	2	1
324	потребность в	1	1
325	вступает в	1	1
326	смысле в	3	1
327	или к	3	1
328	нет ничего	1	1
329	в каком	1	1
330	в высшем	1	1
331	и периодов	1	1
332	ему не	2	1
333	в свою	3	1
334	замкнутой и	1	1
335	на смену	1	1
336	лежал в	1	1
337	воспринимаются как	1	1
338	от всех	1	1
339	того же	6	1
340	вступить в	1	1
341	в речах	2	1
342	есть только	1	1
343	во все	1	1
344	есть и	1	1
345	ли он	4	1
346	в которой	4	1
347	всегда есть	1	1
348	эти слова	2	1
349	во всяком	7	1
350	быть отнесены	1	1
351	социальные и	1	1
352	свое и	1	1
353	оно не	6	1
354	который не	1	1
355	но сама	1	1
356	как на	1	1
357	все что	1	1
358	он часто	1	1
