N	2gram	Losev_Dial_3	Marksizm
215	все существенное	1	2
216	далеко не	1	2
217	и потому	2	2
218	всегда и	1	2
219	он и	3	2
220	мы не	5	2
221	зрения самого	1	2
222	и тогда	5	2
223	или менее	1	2
224	нас не	1	2
225	место в	1	2
226	они уже	1	2
227	все –	2	2
228	точку зрения	1	2
229	по крайней	5	2
230	но они	2	2
231	как от	1	2
232	только здесь	1	2
233	как о	4	2
234	в учении	1	2
235	в коем	3	2
236	и является	2	2
237	находит себе	1	2
238	ли это	1	2
239	должны быть	3	2
240	если же	8	2
241	должен быть	1	2
242	и о	3	2
243	не с	1	2
244	все то	1	2
245	и даже	13	2
246	но к	1	2
247	другими словами	7	2
248	лишь как	2	2
249	ее от	2	2
250	крайней мере	5	2
251	всяком случае	2	2
252	все время	3	2
253	или может	1	2
254	будет ли	1	2
255	мы вовсе	1	2
256	но не	2	2
257	целое не	2	2
258	коем случае	3	2
259	или же	3	2
260	это же	3	2
261	себя в	2	2
262	и у	2	2
263	в виде	8	2
264	мы отвечаем	1	2
265	но для	2	2
266	мы знаем	3	2
267	не так	1	2
268	ведь это	2	2
269	допустим что	16	2
270	друг друга	3	2
271	но что	7	2
272	у него	2	2
273	тем что	3	2
274	даже и	7	2
275	это будет	4	2
276	в особенности	7	2
277	именно как	3	2
278	характерен для	1	2
279	именно в	2	2
280	здесь в	1	2
281	мы никогда	1	2
282	и прежде	3	2
283	– к	1	2
284	бытия в	2	2
285	что не	5	2
286	они не	2	2
287	стремится к	1	2
288	не на	6	2
289	о чем	1	2
290	вместе с	1	2
291	из форм	1	2
292	конечно –	2	2
293	вне этой	1	2
294	и философии	1	2
295	того или	3	2
296	или в	2	2
297	себя самого	2	2
298	от него	1	2
299	следовательно и	2	2
300	с жизненной	1	2
301	между ними	1	2
302	не знает	3	2
303	а ведь	1	2
304	или иного	2	2
305	жизни и	5	2
306	что в	7	2
307	и эта	1	2
308	как на	5	2
309	история всегда	1	1
310	речь идет	1	1
311	также и	2	1
312	например в	2	1
313	сам по	5	1
314	бытия а	1	1
315	в разные	2	1
316	дело вовсе	1	1
317	факт и	2	1
318	к сказанному	1	1
319	но тем	1	1
320	для науки	2	1
321	то в	2	1
322	и принципиально	1	1
323	конечно с	1	1
324	из другого	1	1
325	что эти	1	1
326	уже по	2	1
327	существо а	1	1
328	и за	1	1
329	его не	2	1
330	не слышим	1	1
331	конечно нет	1	1
332	в единой	2	1
333	и живых	1	1
334	на изучение	1	1
335	не приходится	1	1
336	категории например	1	1
337	что уже	1	1
338	этот предмет	1	1
339	сущности это	1	1
340	говорить о	4	1
341	что иное	6	1
342	эпохи в	1	1
343	и становление	1	1
344	из того	2	1
345	которое не	2	1
346	мы и	4	1
347	то это	9	1
348	что существует	6	1
349	из ее	1	1
350	откуда же	1	1
351	нет то	1	1
352	начало и	2	1
353	ложная теория	1	1
354	всего этого	2	1
355	что его	5	1
356	так если	1	1
357	существенного для	1	1
358	нему и	1	1
359	а следовательно	1	1
360	из этих	2	1
361	– можно	1	1
362	то он	1	1
363	а только	1	1
364	точка зрения	5	1
365	только при	1	1
366	только тогда	3	1
367	при условии	3	1
368	и каждому	1	1
369	и я	3	1
370	основан на	1	1
371	его на	2	1
372	что именно	3	1
373	всего –	1	1
374	этим мы	1	1
375	положить в	1	1
376	и нет	7	1
377	что история	2	1
378	кроме того	6	1
379	и где	2	1
380	в единый	1	1
381	а чисто	1	1
382	и наконец	1	1
383	об истории	1	1
384	показали что	1	1
385	в каком-то	1	1
386	мир и	3	1
387	себе не	1	1
388	данной эпохи	1	1
389	нет никакой	4	1
390	в этот	1	1
391	к чему	1	1
392	другой –	1	1
393	в которой	1	1
394	как это	5	1
395	так или	2	1
396	и догматичности	1	1
397	в последнее	1	1
398	всем его	1	1
399	различные моменты	1	1
400	есть но	2	1
401	построения мы	1	1
402	и если	2	1
403	вообще не	2	1
404	случае все	1	1
405	что она	9	1
406	а просто	1	1
407	сами эти	2	1
408	перестает быть	2	1
409	они в	1	1
410	всех этих	1	1
411	не значит	3	1
412	первым и	1	1
413	в силу	3	1
414	и вот	2	1
415	языком и	1	1
416	человека –	1	1
417	в основу	1	1
418	но все	1	1
419	в совершенно	1	1
420	сознание и	3	1
421	не сможет	1	1
422	со всеми	2	1
423	связанных с	1	1
424	сознание не	1	1
425	ясно что	7	1
426	с целью	1	1
427	ко второму	2	1
428	исходным пунктом	1	1
429	он есть	3	1
430	всю свою	1	1
431	только одно	2	1
432	из нее	2	1
433	в них	5	1
434	нет в	1	1
435	– эти	1	1
436	такое мы	1	1
437	восприятие и	1	1
438	место и	1	1
439	которой он	1	1
440	несмотря на	2	1
441	выйти за	3	1
442	и целые	1	1
443	может идти	1	1
444	все это	6	1
445	и какая	1	1
446	его живыми	1	1
447	речь может	1	1
448	свою собственную	1	1
449	что такое	21	1
450	к истории	2	1
451	– чисто	2	1
452	и помимо	1	1
453	почти не	1	1
454	бы к	1	1
455	– определенное	1	1
456	формы если	1	1
457	от его	2	1
458	конечном счете	1	1
459	не менее	11	1
460	– только	2	1
461	выше мы	1	1
462	особого рода	3	1
463	но он	1	1
464	вот уже	1	1
465	друг другу	1	1
466	что было	1	1
467	тем не	10	1
468	возможно только	6	1
469	уже сказали	1	1
470	же мы	2	1
471	же такое	2	1
472	же самого	1	1
473	нет никакого	7	1
474	существует и	1	1
475	принципов и	1	1
476	особенно ярко	1	1
477	что эта	1	1
478	что с	1	1
479	иной раз	2	1
480	можно понимать	2	1
481	и проч	1	1
482	тогда когда	5	1
483	и притом	5	1
484	во время	1	1
485	и сама	5	1
486	и часто	1	1
487	– ибо	1	1
488	но она	3	1
489	для кого	1	1
490	восприятия но	1	1
491	но только	4	1
492	этого явления	1	1
493	– для	2	1
494	в самой	1	1
495	его структуры	1	1
496	на себя	3	1
497	история не	2	1
498	ровно ничего	3	1
499	связанное с	1	1
500	такая же	1	1
501	правда это	1	1
502	представление об	1	1
503	не столь	1	1
504	так то	1	1
505	этом отношении	1	1
506	и делает	1	1
507	за ними	1	1
508	раз все	2	1
509	– что	3	1
510	уже о	2	1
511	что можно	2	1
512	его внутренней	2	1
513	не могут	4	1
514	когда мы	2	1
515	восприятия а	1	1
516	есть только	12	1
517	что все	14	1
518	существует таким	2	1
519	уже было	1	1
520	есть вещь	1	1
521	его с	1	1
522	как для	1	1
523	оно не	6	1
524	этого второго	1	1
525	и силу	1	1
526	в некоторых	1	1
527	говоря уже	2	1
528	здесь не	1	1
529	учении о	1	1
530	же –	1	1
531	последнее время	1	1
532	чтобы быть	4	1
533	уже с	1	1
534	в себя	1	1
535	так в	2	1
536	нуждается во	1	1
537	и когда	2	1
538	и сам	1	1
539	только через	1	1
540	было в	1	1
541	можно различать	1	1
542	чему не	1	1
543	можно только	4	1
544	с реальными	1	1
545	остается только	1	1
546	и вообще	2	1
547	с ним	1	1
548	но может	1	1
549	могут стать	1	1
550	только и	2	1
551	самую живую	1	1
552	и поэтому	1	1
553	рассчитана на	1	1
554	внимание на	1	1
555	и что	15	1
556	или на	1	1
557	еще дальше	1	1
558	социальная среда	2	1
559	можно сказать	1	1
560	как чисто	1	1
561	в вопросах	1	1
562	этих двух	1	1
563	нет это	2	1
564	нельзя ни	3	1
565	он исходит	2	1
566	является здесь	1	1
567	мы понимаем	1	1
568	– во	1	1
569	существования но	1	1
570	на каждой	1	1
571	тем или	1	1
572	говорящего на	1	1
573	по типу	1	1
574	в конечном	1	1
575	эти два	1	1
576	и только	6	1
577	в другой	1	1
578	из сферы	1	1
579	спокойно а	1	1
580	историю история	1	1
581	в него	1	1
582	в другую	1	1
583	в лице	1	1
584	ощущения и	1	1
585	и мир	1	1
586	ни к	3	1
587	всегда в	1	1
588	но с	1	1
589	оно и	1	1
590	есть часть	1	1
591	всякого рода	1	1
592	тот же	1	1
593	которым мы	1	1
594	же системы	1	1
595	менее в	1	1
596	в свой	1	1
597	же оно	1	1
598	и так	1	1
599	для нее	1	1
600	в обществе	1	1
601	или его	1	1
602	их не	2	1
603	дуализм между	1	1
604	то откуда	1	1
605	тот или	2	1
606	с какой	1	1
607	так что	8	1
608	же и	2	1
609	только оно	1	1
610	есть в	3	1
611	уже не	5	1
612	ибо всякий	1	1
613	вопроса о	1	1
614	ни одного	1	1
615	или не	5	1
616	мы получим	1	1
617	невозможно то	1	1
618	же в	2	1
619	только слово	1	1
620	– фикция	2	1
621	от живой	1	1
622	из них	3	1
623	был бы	1	1
624	одно из	5	1
625	эти три	1	1
626	в одном	1	1
627	сами по	3	1
628	выразить в	1	1
629	у нее	1	1
630	оно –	4	1
631	к ним	1	1
632	не о	2	1
633	случае не	3	1
634	само по	5	1
635	никакого отношения	3	1
636	нужна особая	1	1
637	от того	4	1
638	в других	1	1
639	были бы	1	1
640	субъективизм и	2	1
641	со стороны	2	1
642	и точно	1	1
643	или иначе	2	1
644	если только	4	1
645	а именно	2	1
646	эти две	3	1
647	в каких	1	1
648	вообще для	1	1
649	к которому	1	1
650	сам себя	1	1
651	с той	1	1
652	следовательно не	2	1
653	как же	5	1
654	еще и	2	1
655	себя и	2	1
656	и существует	2	1
657	больше и	1	1
658	говорит о	4	1
659	не говоря	2	1
660	превращается в	6	1
661	в стиле	1	1
662	чтобы убедиться	1	1
663	этого не	2	1
664	а наоборот	1	1
665	самое слово	1	1
666	другой стороны	2	1
667	его как	3	1
668	мы все	1	1
669	что обычно	1	1
670	эти пределы	1	1
671	на основании	2	1
672	во внимание	2	1
673	или с	1	1
674	реальности в	1	1
675	если не	3	1
676	здесь именно	2	1
677	но оно	1	1
678	нет ничего	9	1
679	исходить из	1	1
680	ни на	3	1
681	ответить на	1	1
682	от предмета	1	1
683	то другим	1	1
684	мы говорим	2	1
685	если оно	4	1
686	в течение	1	1
687	существует не	1	1
688	мы сразу	1	1
689	здесь имеется	1	1
690	что же	11	1
691	и всей	1	1
692	может исходить	1	1
693	отношения не	1	1
694	быть не	2	1
695	в это	1	1
696	в условиях	2	1
697	жизни или	1	1
698	но это	5	1
699	становление бытия	2	1
700	силу и	1	1
701	однако не	2	1
702	говорить что	4	1
703	дает возможность	1	1
704	мы совершенно	1	1
705	мертвого и	1	1
706	живет и	1	1
707	слова из	1	1
708	об отношении	1	1
709	может выйти	1	1
710	и самому	1	1
711	людьми и	1	1
712	живыми силами	1	1
713	о котором	1	1
714	личности особенно	1	1
715	хотя и	5	1
716	пр в	1	1
717	но когда	1	1
718	это часто	1	1
719	или нет	5	1
720	то о	1	1
721	из своего	1	1
722	и ни	3	1
723	мы как	2	1
724	на нем	1	1
725	зрения в	2	1
726	потому что	7	1
727	конечно нельзя	1	1
728	объяснение должно	1	1
729	на части	1	1
730	ибо они	2	1
731	к ее	1	1
732	себе никакого	1	1
733	нам не	1	1
734	слово слово	1	1
735	же самой	1	1
736	не сами	1	1
737	сознания на	1	1
738	не что	6	1
739	это и	7	1
740	из этого	2	1
741	но самый	1	1
742	самое что	1	1
743	но вот	2	1
744	природу на	1	1
745	а может	1	1
746	ее в	2	1
747	как таковое	3	1
748	все категории	1	1
749	также не	3	1
750	смысле что	1	1
