N	2gram	Propp_Isto_1	KFilosof
311	исторический факт	1	1
312	и будет	1	1
313	не просто	3	1
314	к телу	1	1
315	действительности а	1	1
316	и берутся	1	1
317	никого и	1	1
318	в истории	1	1
319	мы дадим	1	1
320	с этим	4	1
321	выйти из	1	1
322	как начало	1	1
323	что ее	1	1
324	помнить что	1	1
325	это отнюдь	1	1
326	в единый	1	1
327	должны видеть	1	1
328	хотя и	1	1
329	он находится	1	1
330	и к	1	1
331	в действительности	2	1
332	в этот	1	1
333	в первом	1	1
334	действие также	1	1
335	за собой	2	1
336	поэтому он	2	1
337	здесь возникает	1	1
338	в которой	1	1
339	ни один	6	1
340	знать и	1	1
341	вообще а	1	1
342	но его	1	1
343	ее как	1	1
344	научных и	1	1
345	на то	4	1
346	их развития	1	1
347	его но	2	1
348	что она	5	1
349	главным образом	1	1
350	жизни вообще	1	1
351	а просто	1	1
352	образом и	1	1
353	нем но	1	1
354	содержит в	1	1
355	их в	5	1
356	я с	1	1
357	его от	1	1
358	и по	3	1
359	на этом	3	1
360	все с	1	1
361	значительной степени	1	1
362	а затем	2	1
363	же не	3	1
364	том случае	1	1
365	об этом	4	1
366	связанных с	1	1
367	и с	4	1
368	формальной а	1	1
369	предположение что	2	1
370	с целью	1	1
371	это было	2	1
372	а есть	1	1
373	ее действительно	1	1
374	должен был	3	1
375	смерть и	2	1
376	это положение	2	1
377	этого не	1	1
378	и уже	1	1
379	несмотря на	1	1
380	чем в	1	1
381	из проявлений	1	1
382	возникнуть и	1	1
383	же мысль	1	1
384	в один	1	1
385	не мог	1	1
386	лучше всего	2	1
387	в этих	7	1
388	еще менее	1	1
389	лежат в	1	1
390	он должен	2	1
391	она в	1	1
392	не будем	5	1
393	но он	1	1
394	быть правильно	1	1
395	есть еще	2	1
396	нет никакого	1	1
397	в отношении	1	1
398	с которой	1	1
399	она не	1	1
400	как о	2	1
401	одна из	2	1
402	так чтобы	2	1
403	например что	1	1
404	к другим	1	1
405	через него	1	1
406	которые могут	3	1
407	по своей	2	1
408	такая же	1	1
409	здесь же	2	1
410	иногда не	4	1
411	другого но	1	1
412	есть исторически	1	1
413	точке зрения	1	1
414	у меня	3	1
415	и должно	3	1
416	есть только	3	1
417	оно именно	1	1
418	и всех	1	1
419	конца в	1	1
420	зависимости от	2	1
421	всего в	2	1
422	к тому	6	1
423	всего что	1	1
424	так она	1	1
425	него как	1	1
426	данной области	1	1
427	каждое движение	1	1
428	оно может	2	1
429	если мы	3	1
430	нас от	1	1
431	человеку в	1	1
432	и от	2	1
433	только со	1	1
434	мысль о	2	1
435	но мы	2	1
436	приводит к	2	1
437	можно говорить	1	1
438	как с	1	1
439	на том	1	1
440	вышла из	1	1
441	иной мир	3	1
442	только через	3	1
443	с собой	1	1
444	не с	3	1
445	здесь как	1	1
446	живет в	2	1
447	этой мысли	2	1
448	в весьма	1	1
449	можно только	1	1
450	в последней	1	1
451	и социальные	1	1
452	основана на	1	1
453	поэтому в	2	1
454	собой и	1	1
455	и даже	4	1
456	мы живем	1	1
457	образом в	1	1
458	находится в	4	1
459	все дело	1	1
460	здесь я	1	1
461	но фактически	1	1
462	другими словами	4	1
463	не содержит	2	1
464	в значительной	1	1
465	не выходит	2	1
466	в конечном	2	1
467	все в	1	1
468	связь между	3	1
469	один момент	1	1
470	одном случае	1	1
471	которой мы	1	1
472	тем или	1	1
473	и требует	1	1
474	что теория	1	1
475	связь но	1	1
476	причем они	1	1
477	уходят в	1	1
478	приводит и	1	1
479	но нельзя	1	1
480	если это	1	1
481	к ней	1	1
482	это приводит	2	1
483	и другую	1	1
484	значит что	1	1
485	один из	4	1
486	содержится в	1	1
487	или нет	1	1
488	но с	1	1
489	что конечно	1	1
490	задача и	1	1
491	мы видим	11	1
492	до ее	1	1
493	одной из	2	1
494	в какой	3	1
495	не само	1	1
496	и так	1	1
497	же на	1	1
498	их не	2	1
499	а только	2	1
500	что сто	1	1
501	всего мы	1	1
502	же и	1	1
503	можно установить	1	1
504	не можем	3	1
505	в большинстве	4	1
506	только на	1	1
507	ее а	1	1
508	безотносительно к	2	1
509	только тогда	1	1
510	большинстве случаев	4	1
511	в данной	2	1
512	и вопрос	1	1
513	факт но	1	1
514	одно из	1	1
515	никто не	2	1
516	случае когда	1	1
517	смысле этого	1	1
518	так как	6	1
519	друг друга	1	1
520	мы можем	1	1
521	само по	2	1
522	но уже	2	1
523	как раз	2	1
524	они будут	1	1
525	но из	1	1
526	этой задачи	1	1
527	это будет	1	1
528	от акта	1	1
529	не теряя	1	1
530	он живет	1	1
531	этом пути	1	1
532	в действительность	1	1
533	здесь в	2	1
534	а именно	4	1
535	мы никогда	1	1
536	и др	7	1
537	и затем	1	1
538	противном случае	1	1
539	этот термин	1	1
540	превращается в	4	1
541	не решает	1	1
542	уже давно	1	1
543	ничем не	1	1
544	зависит от	2	1
545	меня есть	2	1
546	принципиально иначе	1	1
547	что мы	7	1
548	это дело	3	1
549	себя от	1	1
550	связь с	4	1
551	нет ничего	1	1
552	есть общая	1	1
553	эти слова	1	1
554	вместе с	6	1
555	как одно	1	1
556	книге о	1	1
557	что именно	1	1
558	из которых	3	1
559	еще на	1	1
560	он будет	1	1
561	не существенно	1	1
562	когда мы	2	1
563	и всей	1	1
564	лежит в	1	1
565	он начинает	1	1
566	ссылки на	4	1
567	как из	1	1
568	только для	2	1
569	влечет за	1	1
570	к двум	1	1
571	же самое	3	1
572	в противном	1	1
573	что историческое	1	1
574	миров в	1	1
575	должны быть	4	1
576	не раз	1	1
577	вне его	1	1
578	относиться к	1	1
579	к пониманию	1	1
580	при таком	1	1
581	не существует	2	1
582	где и	1	1
583	она может	1	1
584	имеет какую-то	1	1
585	или в	5	1
586	он за	1	1
587	когда он	6	1
588	совершенно иной	1	1
589	это может	1	1
590	в эту	1	1
591	не более	2	1
592	мы должны	13	1
593	не непосредственно	3	1
594	жизни что	1	1
595	или не	1	1
596	за этим	1	1
597	трудная задача	1	1
598	но оно	4	1
599	требует чтобы	1	1
600	между ними	2	1
601	неотделим от	1	1
602	с ней	2	1
603	поэтому мы	1	1
604	средние века	1	1
605	была бы	2	1
606	равно как	1	1
607	и живет	1	1
608	в иной	4	1
609	день и	1	1
610	жизни а	1	1
611	нет но	1	1
612	первом случае	1	1
613	бы его	1	1
614	самое что	2	1
615	утверждать что	3	1
616	ней в	1	1
617	должен знать	2	1
618	ее в	5	1
619	это понятие	1	1
620	как себя	3	1
621	гораздо более	1	1
622	во всяком	1	1
623	они не	4	1
