N	2gram	Vinokur_Vv_1	Narrotol
240	была и	1	2
241	во второй	3	2
242	ничего не	2	2
243	с чем	2	2
244	как к	1	2
245	этого понятия	5	2
246	о чем	4	2
247	наряду с	2	2
248	каким он	1	2
249	и др	2	2
250	совершенно не	1	2
251	себе не	1	2
252	этого слова	2	2
253	различие между	1	2
254	что именно	2	2
255	приходит к	1	2
256	по существу	2	2
257	не что	4	2
258	или иную	1	2
259	и сейчас	2	2
260	что мы	2	2
261	несмотря на	2	2
262	времени в	3	2
263	не как	3	2
264	истории и	4	2
265	тем более	2	2
266	в известном	3	2
267	которая в	1	2
268	встречается в	1	2
269	подобно тому	1	2
270	всех его	1	2
271	одну из	1	2
272	не могло	1	2
273	представляют собой	6	2
274	не имеет	4	2
275	на свой	1	2
276	в какой	4	2
277	или иного	1	2
278	самом деле	6	2
279	это не	8	2
280	хотя в	2	2
281	так или	4	2
282	не то	1	2
283	но от	1	2
284	точно так	2	2
285	тому как	1	2
286	именно это	1	2
287	будет по	2	2
288	или ином	1	2
289	можно было	7	2
290	том или	1	2
291	мы имеем	3	2
292	в своем	3	2
293	и до	2	2
294	а если	2	2
295	зависит от	3	2
296	что оно	2	1
297	внутреннее единство	1	1
298	об ее	1	1
299	его от	1	1
300	для современной	1	1
301	и совершенно	2	1
302	может и	1	1
303	преимущественно в	2	1
304	какой бы	2	1
305	данного текста	1	1
306	чтобы определить	1	1
307	или иных	3	1
308	на его	1	1
309	почему в	1	1
310	процесса то	1	1
311	в свое	2	1
312	взгляда на	4	1
313	в другом	3	1
314	что несмотря	2	1
315	входит в	2	1
316	если же	2	1
317	надо было	2	1
318	как наука	2	1
319	так называемого	1	1
320	но он	1	1
321	это то	1	1
322	которой в	2	1
323	знаний и	4	1
324	ни одна	2	1
325	о котором	8	1
326	историю и	2	1
327	от этого	5	1
328	на данный	1	1
329	к концу	1	1
330	имеет своим	1	1
331	которое здесь	1	1
332	для себя	1	1
333	с прошлым	3	1
334	т.д в	1	1
335	и основана	1	1
336	внимание на	4	1
337	к этим	1	1
338	есть нечто	1	1
339	и является	1	1
340	не могли	2	1
341	обратим внимание	1	1
342	и ничего	1	1
343	в настоящем	1	1
344	крайней мере	4	1
345	также ее	1	1
346	сообщение о	1	1
347	нельзя признать	2	1
348	как такового	2	1
349	чтобы сделать	1	1
350	понимать как	1	1
351	вовсе не	6	1
352	в новейшее	1	1
353	культуры как	6	1
354	одна за	1	1
355	к языку	1	1
356	таким образом	19	1
357	знания как	1	1
358	не по	1	1
359	это может	2	1
360	сих пор	5	1
361	отличная от	1	1
362	автора с	1	1
363	свое время	2	1
364	с ним	1	1
365	этой системе	1	1
366	той мере	4	1
367	видит в	4	1
368	это еще	2	1
369	и вообще	3	1
370	бы именовать	1	1
371	др в	1	1
372	в тех	2	1
373	это дает	1	1
374	дает нам	1	1
375	если это	2	1
376	мы не	2	1
377	в конце	3	1
378	до сих	5	1
379	дело не	3	1
380	представляла собой	1	1
381	в системе	1	1
382	рассказа в	1	1
383	что когда-то	1	1
384	признать вполне	1	1
385	в специальном	1	1
386	с другими	1	1
387	двоякого рода	2	1
388	и соответствующими	1	1
389	во всех	2	1
390	только то	1	1
391	о возможности	1	1
392	нем не	1	1
393	двух рядов	1	1
394	об этом	5	1
395	в их	11	1
396	и того	2	1
397	согласно которой	1	1
398	содержания это	1	1
399	само по	3	1
400	с текстами	2	1
401	и составляют	1	1
402	в спальню	1	1
403	более того	1	1
404	и должна	1	1
405	не ограничивается	1	1
406	ли это	1	1
407	слова не	1	1
408	по его	2	1
409	из четырех	1	1
410	осуществляется в	1	1
411	есть система	1	1
412	текст и	3	1
413	ответ на	3	1
414	обоих этих	1	1
415	слов с	1	1
416	уже более	1	1
417	совсем не	3	1
418	как произведение	1	1
419	культурной жизни	2	1
420	обнаруживают за	1	1
421	его и	1	1
422	отношения между	1	1
423	с историей	3	1
424	этом качестве	1	1
425	есть не	3	1
426	различными его	1	1
427	можно охарактеризовать	1	1
428	или же	3	1
429	собой лишь	1	1
430	одного и	2	1
431	этом смысле	11	1
432	героического эпоса	1	1
433	по слову	1	1
434	и сама	1	1
435	с этой	4	1
436	здесь в	1	1
437	до нас	3	1
438	того что	12	1
439	потому что	14	1
440	но зато	2	1
441	а лишь	1	1
442	культуры в	5	1
443	в начале	3	1
444	как не	1	1
445	истории но	1	1
446	быть не	1	1
447	он почувствовал	1	1
448	для такого	1	1
449	в какой-нибудь	1	1
450	что ни	1	1
451	было не	1	1
452	произведение в	1	1
453	как об	9	1
454	от содержания	1	1
455	нам представляется	1	1
456	относительно которых	1	1
457	бытии но	1	1
458	этом и	1	1
459	тех или	3	1
460	из его	2	1
461	с позиций	1	1
462	мысли и	2	1
463	в россии	1	1
464	жить в	1	1
465	себе самому	1	1
466	соответствии с	2	1
467	как они	1	1
468	что этот	1	1
469	общая идея	1	1
470	в новом	1	1
471	и ставит	1	1
472	и сам	2	1
473	и прежде	1	1
474	на всем	1	1
475	слова а	1	1
476	фактической стороны	1	1
477	которых первые	1	1
478	и более	1	1
479	ее а	1	1
480	это бывает	1	1
481	а как	3	1
482	не видеть	1	1
483	состоящий в	1	1
484	всякий текст	1	1
485	в уста	1	1
486	на самом	1	1
487	и при	2	1
488	больше всего	1	1
489	о жизни	1	1
490	достаточно одного	1	1
491	за другой	1	1
492	однако для	1	1
493	все время	1	1
494	из существенных	1	1
495	в целом	5	1
496	что если	2	1
497	у нас	2	1
498	этих двух	1	1
499	есть то	1	1
500	дело здесь	1	1
501	что понятие	1	1
502	поэтика и	1	1
503	оно имеет	1	1
504	но смысл	1	1
505	идет об	2	1
506	лишь в	1	1
507	тот же	1	1
508	целое и	2	1
509	то только	1	1
510	мы видели	2	1
511	именно как	3	1
512	своего предмета	1	1
513	в чем	4	1
514	но уже	2	1
515	дело в	3	1
516	и от	1	1
517	можно назвать	1	1
518	всего к	2	1
519	от его	1	1
520	с которыми	1	1
521	до наших	1	1
522	также как	1	1
523	того же	3	1
524	не дает	1	1
525	никакой истории	1	1
526	того не	2	1
527	человека к	1	1
528	очевидно что	1	1
529	как только	1	1
530	наших дней	1	1
531	изменение в	1	1
532	ростом и	1	1
533	на историю	3	1
534	исторического характера	1	1
535	филологии в	7	1
536	и за	1	1
537	или меньшую	1	1
538	это требует	1	1
539	любви и	1	1
540	что все	1	1
541	именно такого	1	1
542	в обстановке	1	1
543	приводят к	1	1
544	по поводу	1	1
545	могло оказаться	1	1
546	с соответствующими	1	1
547	она могла	1	1
548	а во-вторых	2	1
549	по своему	5	1
550	однако и	1	1
551	превратился в	1	1
552	в них	4	1
553	не должен	1	1
554	нередко встречается	1	1
555	сам по	1	1
556	слова в	1	1
557	только потому	1	1
558	в котором	4	1
559	мы уже	1	1
560	и тех	1	1
561	разумеется не	1	1
562	по крайней	4	1
563	традиции как	1	1
564	отдельных ее	1	1
565	мере в	4	1
566	от того	3	1
567	действительности и	1	1
568	что вообще	1	1
569	том же	2	1
570	не мешает	1	1
571	текстах и	1	1
572	также не	1	1
573	так сказать	1	1
574	ними и	1	1
575	для первого	1	1
576	однако с	2	1
577	в действительности	1	1
578	особое отношение	1	1
579	в ходе	1	1
580	в историческом	1	1
581	в самом	12	1
582	ни с	2	1
583	впрочем не	1	1
584	же здесь	1	1
585	что и	3	1
586	как уже	2	1
587	научной дисциплины	1	1
588	новейшее время	1	1
589	не могут	5	1
590	может служить	3	1
591	которых в	1	1
592	как когда-то	1	1
593	мы можем	2	1
594	становления и	1	1
595	которой необходимо	1	1
596	истории не	2	1
597	его из	1	1
598	случае с	1	1
599	следует понимать	1	1
600	сказанное можно	1	1
601	в работах	2	1
602	имеет возможность	1	1
603	должен был	4	1
604	еще раз	1	1
605	на этом	3	1
606	нельзя было	1	1
607	с чисто	2	1
608	обратиться к	1	1
609	этот текст	1	1
610	с собственно	1	1
611	них в	1	1
612	таковы например	1	1
613	от других	2	1
614	если например	1	1
615	отношений между	3	1
616	быть и	2	1
617	выше но	1	1
618	в различных	2	1
619	что могло	3	1
620	же самое	2	1
621	практически не	1	1
622	на две	1	1
623	текста это	1	1
624	также и	16	1
625	в общем	12	1
626	и к	1	1
627	искусства как	1	1
628	в текст	1	1
629	было на	1	1
630	большую или	1	1
631	ему не	1	1
632	видеть в	1	1
633	в некотором	1	1
634	могло быть	1	1
635	в вопросах	1	1
636	сообщениями о	1	1
637	все равно	1	1
638	для второго	1	1
639	не бывает	2	1
640	и у	1	1
641	всего в	1	1
642	в следующем	1	1
643	быть квалифицированы	1	1
644	далеком прошлом	1	1
645	но еще	1	1
646	и со	1	1
647	а от	1	1
648	в области	4	1
649	которое в	2	1
650	которая не	1	1
651	в какой-то	1	1
652	и есть	3	1
653	тексте не	1	1
654	бы уже	1	1
655	традиции это	1	1
656	связь и	1	1
657	в которых	6	1
658	составляет один	1	1
659	это было	1	1
660	как иногда	1	1
661	и то	5	1
662	которых он	1	1
663	своей природе	3	1
664	и уже	3	1
665	второго рода	1	1
666	в самой	1	1
667	новое и	1	1
668	могло не	1	1
669	проблем в	1	1
670	не могла	1	1
671	чего нельзя	1	1
672	меньшей степени	1	1
673	в виду	4	1
674	и соответствующую	1	1
675	как своего	1	1
676	но во	1	1
677	в значении	1	1
678	в соответствии	2	1
679	вытекает из	1	1
680	если бы	2	1
681	ограничивается рамками	1	1
682	и эта	1	1
683	как о	4	1
684	и тогда	3	1
685	как сказано	2	1
686	для читателя	1	1
687	объект и	1	1
688	от филологии	2	1
689	но также	14	1
690	том чтобы	6	1
691	он и	2	1
692	но это	1	1
693	и другого	1	1
694	форме и	1	1
695	к предмету	1	1
696	с ними	1	1
