N	2gram	Nazirov_Tr_1	Problema
255	я не	4	1
256	ему в	1	1
257	а теперь	1	1
258	он был	2	1
259	на них	1	1
260	столь же	2	1
261	с его	2	1
262	у которой	1	1
263	автора но	2	1
264	концов сам	1	1
265	отношение к	2	1
266	большое значение	1	1
267	в настоящем	1	1
268	опирается на	1	1
269	как в	3	1
270	что именно	1	1
271	он перестает	1	1
272	с такими	1	1
273	и думать	1	1
274	свое происхождение	1	1
275	что это	5	1
276	за себя	1	1
277	имеет для	1	1
278	если он	1	1
279	не могла	1	1
280	так сказать	1	1
281	в нем	4	1
282	и еще	1	1
283	что нужно	1	1
284	для понимания	1	1
285	на земле	1	1
286	что тут	1	1
287	на этом	1	1
288	же не	1	1
289	для характеристики	1	1
290	в другом	1	1
291	и чтобы	1	1
292	в глазах	2	1
293	это не	5	1
294	он есть	1	1
295	ни разу	1	1
296	с такой	1	1
297	очень важный	1	1
298	не мог	2	1
299	но я	1	1
300	если можно	1	1
301	то для	1	1
302	она тоже	1	1
303	сам же	1	1
304	я скажу	1	1
305	речи в	1	1
306	не могли	1	1
307	не раз	1	1
308	но они	2	1
309	что эта	1	1
310	из тех	1	1
311	я буду	2	1
312	и непосредственного	1	1
313	никогда не	2	1
314	и всегда	1	1
315	символическое значение	1	1
316	бы сказали	1	1
317	предстает перед	1	1
318	по своей	1	1
319	и его	6	1
320	и теперь	1	1
321	без их	1	1
322	и далее	1	1
323	никакого значения	1	1
324	человека с	1	1
325	по нашему	1	1
326	в момент	1	1
327	такая точка	1	1
328	от нее	1	1
329	мы отнюдь	1	1
330	вы не	1	1
331	с ее	3	1
332	всего этого	1	1
333	как система	1	1
334	говорили что	1	1
335	в дальнейшем	5	1
336	литературы и	1	1
337	iii в	3	1
338	с собой	1	1
339	на нее	1	1
340	во многом	1	1
341	я знаю	1	1
342	они подчеркивают	1	1
343	собою но	1	1
344	выходящее за	1	1
345	с ним	3	1
346	вот почему	1	1
347	случае как	1	1
348	только за	1	1
349	и который	1	1
350	это должно	1	1
351	времени в	2	1
352	мы понимаем	1	1
353	между тем	1	1
354	теперь уже	1	1
355	такие слова	1	1
356	которое уже	1	1
357	какой-то мере	1	1
358	и она	1	1
359	о своих	1	1
360	критики в	1	1
361	и дело	1	1
362	дело с	1	1
363	что даже	1	1
364	большее что	1	1
365	то в	1	1
366	это очень	5	1
367	нечто не	1	1
368	это же	1	1
369	устной речи	1	1
370	так можно	1	1
371	чтобы он	1	1
372	и чисто	1	1
373	но от	1	1
374	в известной	2	1
375	слова в	1	1
376	в одном	2	1
377	и один	1	1
378	не для	1	1
379	перед собой	1	1
380	к ним	1	1
381	друг друга	2	1
382	ведь уже	1	1
383	и ленина	1	1
384	до начала	1	1
385	в сфере	1	1
386	с другим	1	1
387	не знать	1	1
388	именно в	1	1
389	в каких	1	1
390	есть смысл	1	1
391	говорит о	2	1
392	самой действительности	1	1
393	а на	1	1
394	нашему мнению	1	1
395	до конца	2	1
396	все время	1	1
397	для чего	1	1
398	по контрасту	2	1
399	только к	2	1
400	с первого	2	1
401	и потому	1	1
402	как это	3	1
403	мы опять	1	1
404	к образу	1	1
405	т е	1	1
406	думать о	1	1
407	и общий	1	1
408	еще раз	2	1
409	о его	2	1
410	здесь есть	1	1
411	целей а	1	1
412	известной мере	1	1
413	самое главное	1	1
414	тем и	1	1
415	именно такого	1	1
416	это может	1	1
417	не понимая	1	1
418	я даже	1	1
419	обстоит дело	1	1
420	время даже	1	1
421	не быть	1	1
422	сколько угодно	1	1
423	но этот	1	1
424	этом мы	1	1
425	есть и	1	1
426	в литературе	1	1
427	к этой	1	1
428	разговоре с	1	1
429	и эта	1	1
