N	2gram	Tiupa_Narr_1	Komedia
252	из четырех	1	2
253	отношения к	2	1
254	переходит к	1	1
255	о любви	1	1
256	самом деле	2	1
257	говорилось выше	1	1
258	мере в	1	1
259	отношения между	1	1
260	и чрезвычайно	1	1
261	как результат	1	1
262	общественных отношений	1	1
263	по его	1	1
264	не происходит	1	1
265	вызвано тем	1	1
266	на первый	2	1
267	та же	2	1
268	была предпринята	1	1
269	самую сущность	1	1
270	в сущности	3	1
271	всех без	1	1
272	ему в	2	1
273	о роли	1	1
274	и самого	3	1
275	между собой	2	1
276	все эти	2	1
277	время в	2	1
278	в различных	1	1
279	в чем	1	1
280	там и	1	1
281	во внешнем	2	1
282	в юности	2	1
283	его собственным	1	1
284	после обеда	1	1
285	в область	2	1
286	о смерти	1	1
287	свою жизнь	1	1
288	с отцом	1	1
289	конечном счете	2	1
290	в общем	1	1
291	с совершенно	1	1
292	из опыта	1	1
293	друг от	1	1
294	первый взгляд	2	1
295	в рамках	12	1
296	в художественном	1	1
297	как к	2	1
298	в полном	2	1
299	как уже	1	1
300	не являются	2	1
301	более или	2	1
302	в герое	1	1
303	с нею	1	1
304	жизни в	3	1
305	юноши в	1	1
306	шире и	1	1
307	из жизни	1	1
308	проблем в	1	1
309	представляет собой	13	1
310	всего к	1	1
311	лишний раз	1	1
312	о матери	3	1
313	в себе	8	1
314	в опознании	1	1
315	самым существенным	1	1
316	о ее	1	1
317	имеет для	1	1
318	не могла	1	1
319	лет тому	1	1
320	на его	1	1
321	больше всего	1	1
322	ей в	1	1
323	связей между	1	1
324	состояние текста	1	1
325	видеть в	1	1
326	и более	1	1
327	не могли	1	1
328	свою силу	1	1
329	его от	1	1
330	в характере	1	1
331	в понятие	1	1
332	для характеристики	1	1
333	в другом	1	1
334	бы быть	3	1
335	а по	2	1
336	входит в	1	1
337	в соответствии	1	1
338	жизненную позицию	2	1
339	за другой	1	1
340	всю свою	1	1
341	по себе	5	1
342	от отца	1	1
343	х гг	1	1
344	но уже	1	1
345	героя или	1	1
346	соответствии с	1	1
347	и определяет	1	1
348	и уже	1	1
349	он и	1	1
350	на две	1	1
351	мы видели	1	1
352	ни с	1	1
353	с такой	1	1
354	какую бы	1	1
355	как таковой	1	1
356	и тогда	1	1
357	не мог	4	1
358	или менее	2	1
359	во второй	2	1
360	и при	1	1
361	таким же	1	1
362	свою речь	1	1
363	за которым	1	1
364	между людьми	1	1
365	историю в	1	1
366	является однако	1	1
367	представляла собой	1	1
368	не столько	4	1
369	быть сформулирована	1	1
370	и действиях	1	1
371	от его	1	1
372	в интригу	1	1
373	в памяти	2	1
374	нельзя было	1	1
375	образом и	1	1
376	другом и	2	1
377	тем не	3	1
378	чего нельзя	1	1
379	их в	1	1
380	бы достаточно	1	1
381	как от	1	1
382	том же	1	1
383	со многими	1	1
384	вместе со	1	1
385	игра случая	1	1
386	любви и	1	1
387	с точки	2	1
388	тем самым	6	1
389	она могла	1	1
390	это дает	1	1
391	за всех	1	1
392	как о	1	1
393	в основе	5	1
394	что ей	1	1
395	иметь в	1	1
396	вытекает из	1	1
397	однако если	1	1
398	никогда не	3	1
399	ничего не	2	1
400	имеем дело	2	1
401	детей и	1	1
402	более что	1	1
403	и является	1	1
404	у аристотеля	1	1
405	сводится к	3	1
406	и оказывается	1	1
407	интересующие нас	1	1
408	тогда в	2	1
409	в области	2	1
410	настаивает на	1	1
411	перед ними	1	1
412	представляется нам	1	1
413	к себе	5	1
414	чтобы сделать	1	1
415	отличается от	4	1
416	числе и	4	1
417	как для	1	1
418	бы он	1	1
419	той или	4	1
420	они и	1	1
421	все еще	1	1
422	для себя	1	1
423	приходит к	2	1
424	опоры на	1	1
425	то она	2	1
426	от друга	1	1
427	происходит и	2	1
428	в собственном	2	1
429	мысль о	1	1
430	некоторых деталей	1	1
431	причиной его	1	1
432	в себя	6	1
433	в пределах	2	1
434	приводит к	2	1
435	на свой	2	1
436	фоне которых	1	1
437	нельзя сказать	1	1
438	времени и	7	1
439	не отражает	1	1
440	было в	2	1
441	в последующих	1	1
442	мог бы	3	1
443	сюжетную схему	1	1
444	в ноги	1	1
445	собравшихся в	1	1
446	является в	1	1
447	о котором	1	1
448	с ним	1	1
449	с человеком	2	1
450	а также	7	1
451	возможна только	1	1
452	зрения на	2	1
453	внимание на	1	1
454	за пределами	1	1
455	единственный в	1	1
456	его жизни	2	1
457	одного из	4	1
458	имеет значения	1	1
459	там же	1	1
460	типов или	1	1
461	нас в	1	1
462	этих двух	1	1
463	служит для	1	1
464	будто он	3	1
465	ему было	1	1
466	лица и	2	1
467	нуждается в	5	1
468	почти полное	1	1
469	во всей	2	1
470	сюжетная схема	1	1
471	с матерью	1	1
472	них в	1	1
473	если это	1	1
474	впрочем не	1	1
475	в литературе	2	1
476	облике и	1	1
477	к которому	2	1
478	по своей	3	1
479	тезис в	1	1
480	даже если	1	1
481	однако она	1	1
482	место из	1	1
483	тот или	1	1
484	типов но	1	1
485	человека с	1	1
486	внимание что	1	1
487	то и	1	1
488	самую суть	1	1
489	ни одного	1	1
490	этого понятия	2	1
491	свидетельствует о	1	1
492	не все	5	1
493	от других	1	1
494	мир в	1	1
495	не так	1	1
496	для него	2	1
497	не о	3	1
498	при отсутствии	1	1
499	как раз	2	1
500	протяжении всего	1	1
501	к самому	2	1
502	из двух	3	1
503	и даже	3	1
504	или иной	5	1
505	на ее	1	1
506	не обязательно	3	1
507	выступает в	2	1
508	на чем	2	1
509	а с	3	1
510	имело место	1	1
511	по всей	2	1
512	что не	4	1
513	говорит о	2	1
514	действующими лицами	1	1
515	полное забвение	1	1
516	у нас	1	1
517	не на	2	1
518	а не	12	1
519	однако и	1	1
520	другой стороны	4	1
521	признать вполне	1	1
522	его по	2	1
523	одну из	2	1
524	таковой и	1	1
525	речи и	1	1
526	оснований для	1	1
527	свидетельствует не	1	1
528	несмотря на	2	1
529	свою очередь	3	1
530	связь с	1	1
531	времени а	1	1
532	текста в	2	1
533	без помощи	1	1
534	персонажи не	1	1
535	над ним	1	1
536	к своему	1	1
537	в столь	1	1
538	однако эти	1	1
539	такого рода	7	1
540	и там	1	1
541	там они	1	1
542	именно в	6	1
543	образом на	1	1
544	по существу	2	1
545	исходя из	2	1
546	в состоянии	1	1
547	в современной	1	1
548	быть не	1	1
549	двух наиболее	1	1
550	еще раз	1	1
551	человека который	1	1
552	а то	1	1
553	является как	1	1
554	от конца	1	1
555	может служить	1	1
556	всего они	1	1
557	случаях когда	1	1
558	того кому	1	1
559	было ясно	2	1
560	само по	1	1
561	в результате	2	1
562	когда он	3	1
563	не с	3	1
564	фрагменты в	1	1
565	но о	3	1
566	напомнить что	1	1
567	тем более	2	1
568	не должен	1	1
569	и как	5	1
570	жизнь он	1	1
571	будто бы	3	1
572	том чтобы	1	1
573	вот этот	1	1
574	обстоит дело	1	1
575	хотя в	2	1
576	тому назад	1	1
577	но всегда	1	1
578	встречается в	2	1
579	в системе	1	1
580	к ее	1	1
581	на фоне	1	1
582	нет ничего	1	1
583	между ними	2	1
584	героя и	4	1
585	не знает	1	1
586	сказать что	4	1
587	в свою	3	1
588	о себе	1	1
589	или иного	2	1
590	первом случае	2	1
591	жизни мы	1	1
592	а может	1	1
593	точно так	2	1
594	того или	2	1
595	и эта	1	1
596	так же	2	1
597	событий в	2	1
