N	2gram	Medvedev_V_1	Hudozhes
117	та или	1	3
118	о природе	1	3
119	или иная	1	3
120	тем что	1	3
121	этом отношении	13	3
122	что при	2	3
123	в театре	1	3
124	как мы	1	3
125	того чтобы	3	3
126	в пределах	5	3
127	приводит к	5	3
128	что у	2	3
129	еще в	1	3
130	том как	3	3
131	если бы	3	3
132	о нем	1	3
133	из рассказа	2	3
134	а также	1	3
135	это в	1	3
136	романа в	1	3
137	же в	6	3
138	но не	2	3
139	м достоевского	1	3
140	будто бы	2	3
141	и даже	2	3
142	в связи	3	3
143	в творчестве	3	3
144	по своему	1	3
145	и для	2	3
146	от него	1	3
147	в таком	1	3
148	к этой	1	3
149	ф м	1	3
150	говоря о	1	2
151	например в	3	2
152	же как	2	2
153	начинается с	1	2
154	в их	5	2
155	вопрос о	1	2
156	порой и	1	2
157	но как	3	2
158	если в	2	2
159	конечном счете	5	2
160	к творчеству	1	2
161	себе и	2	2
162	в художественном	10	2
163	хотя и	2	2
164	или иную	1	2
165	в целом	4	2
166	так или	1	2
167	только на	1	2
168	как он	2	2
169	так сказать	2	2
170	жизнью и	1	2
171	на его	1	2
172	не следует	8	2
173	они в	1	2
174	когда все	1	2
175	заключает в	1	2
176	под воздействием	1	2
177	и ей	1	2
178	в другом	2	2
179	того или	2	2
180	приходит в	1	2
181	по себе	2	2
182	одной из	1	2
183	должно быть	2	2
184	не столько	2	2
185	сих пор	1	2
186	все это	10	2
187	как от	2	2
188	личного опыта	1	2
189	они не	2	2
190	не о	2	2
191	не имеет	1	2
192	одна из	4	2
193	на себе	1	2
194	мышления и	1	2
195	а порой	1	2
196	заметить что	1	2
197	со своим	2	2
198	на него	1	2
199	что на	1	2
200	об одном	1	2
201	с ее	1	2
202	здесь не	1	2
203	на основе	5	2
204	произведения не	2	2
205	за этими	1	2
206	остановимся на	2	2
207	о своей	1	2
208	на вопрос	2	2
209	и поэтому	1	2
210	внимание на	1	2
211	никак не	1	2
212	и что	1	2
213	до сих	1	2
214	с того	1	2
215	в значительной	3	2
216	в конечном	7	2
217	в форме	3	2
218	деле в	1	2
219	в него	1	2
220	но с	2	2
221	каждого человека	1	2
222	согласиться с	1	2
223	с ними	4	2
224	и потому	2	2
225	и так	1	2
226	в начале	1	2
227	по выражению	1	2
228	ту или	1	2
229	а и	1	2
230	мы знаем	3	2
231	при всей	2	2
232	внутреннего мира	1	2
233	или иначе	1	2
234	действующих лиц	5	2
235	себя и	1	2
236	что не	3	2
237	в данной	1	2
238	не означает	1	2
239	или с	1	2
240	и ему	1	2
241	да и	1	2
242	и не	19	2
243	с этой	1	2
244	еще раз	1	2
245	каждого из	1	2
246	только для	1	2
247	нет ничего	1	2
248	пока еще	2	2
249	в результате	5	2
250	о котором	1	2
251	то о	2	2
252	своих героев	2	2
253	ни к	1	2
254	личности и	1	2
255	в системе	2	2
256	или иного	1	2
257	и повести	1	2
258	с анной	1	2
259	которая не	2	2
260	а между	1	1
261	смысле слова	2	1
262	частности к	1	1
263	как известно	2	1
264	слышит их	1	1
265	можно говорить	1	1
266	в сфере	2	1
267	таком случае	1	1
268	человека и	3	1
269	связана с	2	1
270	и то	1	1
271	этот предварительный	1	1
272	и др	9	1
273	художественных произведений	1	1
274	это и	6	1
275	достоевского в	1	1
276	из его	3	1
277	он всегда	1	1
278	войну и	1	1
279	видеть в	2	1
280	по его	2	1
281	также и	2	1
282	его не	3	1
283	мы из	1	1
284	ответить на	1	1
285	именно к	1	1
286	не слишком	1	1
287	но она	1	1
288	что характер	1	1
289	хотя бы	19	1
290	похожи на	1	1
291	в каждой	1	1
292	писал о	1	1
293	это время	1	1
294	а другие	1	1
295	на другом	1	1
296	его индивидуальной	1	1
297	сходные с	1	1
298	что его	2	1
299	в чем	2	1
300	сообщая о	1	1
301	у н	1	1
302	бы в	3	1
303	от характера	2	1
304	явлений и	3	1
305	его сознания	1	1
306	не все	1	1
307	ответ на	1	1
308	в общем	2	1
309	отношение к	1	1
310	нет и	3	1
311	в свои	1	1
312	несколько наиболее	1	1
313	к сожалению	2	1
314	относится к	2	1
315	художника перед	1	1
316	чем же	4	1
317	душевное состояние	1	1
318	оказывается не	1	1
319	общего с	1	1
320	вот как	4	1
321	стороны и	2	1
322	человека вообще	1	1
323	еще больше	1	1
324	понять и	1	1
325	сознания в	1	1
326	и как	3	1
327	в футляре	1	1
328	не являются	1	1
329	что этим	1	1
330	художников не	1	1
331	не каждому	1	1
332	видения мира	1	1
333	в которой	2	1
334	он в	1	1
335	бы не	2	1
336	из этих	7	1
337	вопрос что	1	1
338	ни одна	2	1
339	поэтому же	1	1
340	наиболее существенные	2	1
341	но ведь	1	1
342	п все	1	1
343	но на	1	1
344	н в	1	1
345	например как	1	1
346	три года	2	1
347	в определенном	1	1
348	главным образом	7	1
349	всех этих	2	1
350	не пишет	2	1
351	воспроизведение в	1	1
352	его самого	1	1
353	не как	1	1
354	понятий и	1	1
355	что еще	1	1
356	почти то	1	1
357	в силу	11	1
358	мы полагаем	1	1
359	сказал что	1	1
360	ее и	1	1
361	том чтобы	2	1
362	к каждому	1	1
363	его от	2	1
364	что ни	2	1
365	и этот	2	1
366	своих персонажей	1	1
367	мысль то	1	1
368	в специальных	1	1
369	поскольку она	1	1
370	что все	3	1
371	том случае	1	1
372	следующими словами	1	1
373	их и	4	1
374	или даже	1	1
375	творчества к	1	1
376	а как	2	1
377	входит в	1	1
378	этом смысле	1	1
379	роль в	4	1
380	произведения а	1	1
381	всю его	1	1
382	в итоге	1	1
383	мы встречаемся	1	1
384	не чем	1	1
385	к области	1	1
386	для них	1	1
387	он же	5	1
388	достоевского и	2	1
389	и характера	1	1
390	соответствии с	1	1
391	далеко не	2	1
392	как об	2	1
393	систему персонажей	1	1
394	этого не	1	1
395	с тем	3	1
396	в слове	3	1
397	со своими	1	1
398	этим и	1	1
399	которой он	1	1
400	он и	2	1
401	между собою	2	1
402	к а	1	1
403	в чистом	1	1
404	духовной жизни	1	1
405	в саду	1	1
406	или менее	6	1
407	пяти лет	1	1
408	имеет ничего	1	1
409	еще недостаточно	1	1
410	художественное мышление	1	1
411	и без	1	1
412	это делает	3	1
413	работая над	3	1
414	как произведение	1	1
415	в которых	3	1
416	знаем что	2	1
417	признать что	1	1
418	есть его	1	1
419	в одном	4	1
420	друг другу	1	1
421	иным как	1	1
422	не его	1	1
423	по ее	1	1
424	их в	6	1
425	и наоборот	1	1
426	что этот	1	1
427	бы быть	1	1
428	во времени	1	1
429	мере и	1	1
430	между прочим	2	1
431	это вопрос	1	1
432	был прав	1	1
433	вовсе не	3	1
434	вплоть до	2	1
435	как можно	1	1
436	что эта	1	1
437	самого начала	1	1
438	этими двумя	1	1
439	как о	2	1
440	мысли в	1	1
441	характер так	1	1
442	что их	1	1
443	в науке	2	1
444	в плане	5	1
445	в основе	1	1
446	например что	3	1
447	и имеет	1	1
448	в самых	2	1
449	художественной деятельности	2	1
450	не могло	1	1
451	только не	2	1
452	каждый из	1	1
453	однако если	1	1
454	нельзя не	1	1
455	при отсутствии	1	1
456	жизни не	1	1
457	в самой	1	1
458	и весь	2	1
459	наблюдения не	1	1
460	или как	1	1
461	и чувства	1	1
462	мышления в	2	1
463	если первая	1	1
464	логика художественного	1	1
465	данного произведения	3	1
466	к сфере	1	1
467	не могут	7	1
468	могут быть	5	1
469	единства в	1	1
470	же самое	2	1
471	анализа и	1	1
472	что оно	3	1
473	для его	4	1
474	не случайное	1	1
475	не противоречит	1	1
476	обращение к	1	1
477	на это	2	1
478	если же	1	1
479	ничего общего	1	1
480	сквозь призму	1	1
481	говорит о	7	1
482	четыре года	1	1
483	теперь на	1	1
484	и которая	1	1
485	приходит к	1	1
486	по определению	1	1
487	в виду	4	1
488	свою очередь	1	1
489	и мысль	1	1
490	и служит	1	1
491	же не	1	1
492	им она	1	1
493	данном случае	1	1
494	в в	1	1
495	реальной действительности	10	1
496	затрудняется в	1	1
497	н толстой	1	1
498	очень существенно	1	1
499	в дальнейшем	1	1
500	художником и	1	1
501	для своей	1	1
502	однако эта	1	1
503	в течении	2	1
504	в образе	2	1
505	по аналогии	1	1
506	наблюдения и	3	1
507	и прочих	1	1
508	но у	1	1
509	жизнь и	1	1
510	этой жизни	1	1
511	он сам	2	1
512	только у	2	1
513	даже не	2	1
514	сводится к	3	1
515	или только	1	1
516	его художественной	1	1
517	может не	2	1
518	сущности в	1	1
519	говорит об	2	1
520	воображение и	2	1
521	саду и	1	1
522	все его	2	1
523	для нас	1	1
524	с другой	11	1
525	толстой и	1	1
526	как было	1	1
527	как у	2	1
528	нет это	1	1
529	во всех	6	1
530	по наблюдениям	1	1
531	переходит в	1	1
532	творчества в	7	1
533	на одном	1	1
534	находит свое	1	1
535	не сводимо	1	1
536	наконец в	1	1
537	вот например	6	1
538	с а	1	1
539	все зависит	1	1
540	как например	2	1
541	романа и	1	1
542	жизнь их	1	1
543	в какой	1	1
544	в стороне	1	1
545	верно и	1	1
546	начинает свой	1	1
547	всяком случае	1	1
548	ему самому	1	1
549	между этими	1	1
550	и ее	4	1
551	процессов в	1	1
552	с одной	2	1
553	человеческой личности	1	1
554	же и	2	1
555	есть в	1	1
556	более или	6	1
557	и у	2	1
558	уже в	1	1
559	оно в	1	1
560	в жизни	2	1
561	является не	4	1
562	не составляет	1	1
563	не дает	1	1
564	этого процесса	1	1
565	его и	1	1
566	но для	2	1
567	характерно что	1	1
568	и заканчивается	1	1
569	в письме	13	1
570	представить себе	2	1
571	то следует	1	1
572	в прозе	1	1
573	могло бы	2	1
574	и та	1	1
575	сами по	1	1
576	произведения и	7	1
577	себя от	1	1
578	содержания а	1	1
579	художника и	7	1
580	и никогда	1	1
581	пишет например	1	1
582	плана в	2	1
583	быть образом	1	1
584	в целях	2	1
585	что они	3	1
586	в особенности	2	1
587	себе ту	1	1
588	и из	1	1
589	о внутреннем	1	1
590	не один	1	1
591	и тех	1	1
592	вслед за	2	1
593	человека а	1	1
594	писателя и	2	1
595	против теории	1	1
596	еще и	2	1
597	же о	2	1
598	в романе	4	1
599	что для	3	1
600	можно назвать	1	1
601	связано с	1	1
602	них и	1	1
603	одной стороны	2	1
604	потом в	1	1
605	из наиболее	1	1
606	действительности как	1	1
607	что мы	2	1
608	жизнь в	1	1
609	наблюдениям в	1	1
610	как это	12	1
611	неотделимо от	1	1
612	из которых	2	1
613	о чем	2	1
614	в данном	1	1
615	пишет в	3	1
616	столь резко	2	1
617	которая служит	1	1
618	происходит в	1	1
619	вторая тенденция	1	1
620	реакции на	1	1
621	и менее	1	1
622	том смысле	1	1
623	в художественную	1	1
624	повестей белкина	1	1
625	с очень	1	1
626	только о	2	1
627	него в	3	1
628	является для	1	1
629	остается один	1	1
630	но это	1	1
631	к двум	1	1
632	в формировании	1	1
633	письме к	9	1
634	искусства это	1	1
635	он обычно	1	1
636	формы и	2	1
637	его творчества	1	1
638	когда он	3	1
639	которой я	1	1
640	чехова и	1	1
641	у которого	1	1
642	конце концов	2	1
643	как сказал	1	1
644	как показывает	1	1
645	хотя в	1	1
646	этого писателя	1	1
647	но вот	1	1
648	к ее	1	1
649	о своем	2	1
650	художника однако	1	1
651	необходимое условие	1	1
652	сказать что	5	1
653	это на	1	1
654	в свою	1	1
655	к его	2	1
656	забывать что	1	1
657	в характере	1	1
658	в последнем	2	1
659	его произведений	2	1
660	чем иным	1	1
661	и другие	1	1
662	случае если	1	1
663	автора как	1	1
664	на сознание	1	1
665	во всяком	1	1
666	в роли	1	1
667	этой точки	2	1
