N	2gram	Ircho_Kome_1	Otkroven
316	как будто	2	1
317	ты не	1	1
318	тысячи лет	1	1
319	у нас	3	1
320	и эта	1	1
321	это два	1	1
322	совершенно не	1	1
323	к его	1	1
324	ко всему	1	1
325	это конечно	1	1
326	особенно в	1	1
327	поток и	1	1
328	стремлением к	1	1
329	его с	1	1
330	жизни и	1	1
331	будто бы	2	1
332	во всяком	2	1
333	указывает на	2	1
334	кем и	1	1
335	доступ к	1	1
