N	2gram	Voloshinov_1	UchenyiS
232	вне его	1	1
233	она должна	1	1
234	тот же	2	1
235	более или	1	1
236	верно но	1	1
237	как таковое	2	1
238	нам достаточно	1	1
239	и действительно	1	1
240	этого конечно	1	1
241	не существует	4	1
242	в точном	2	1
243	организации этого	1	1
244	он уже	1	1
245	так много	1	1
246	т.д в	1	1
247	в которой	7	1
248	о котором	1	1
249	от самых	2	1
250	не было	2	1
251	находятся в	1	1
252	он в	1	1
253	это же	2	1
254	тогда когда	1	1
255	в качестве	4	1
256	только этот	1	1
257	тем более	1	1
258	построения и	3	1
259	бы только	1	1
260	уже не	4	1
261	творчество и	2	1
262	имеем в	1	1
263	со смысловой	1	1
264	же в	1	1
265	они находятся	1	1
266	в процессе	6	1
267	в виде	1	1
268	широком смысле	1	1
269	и искусства	1	1
270	не обладает	2	1
271	только одним	2	1
272	что было	3	1
273	в нем	4	1
274	связанные с	2	1
275	точном смысле	2	1
276	или даже	2	1
277	но если	1	1
278	удивительного что	1	1
279	он не	2	1
280	где бы	1	1
281	о которой	1	1
282	сказать что	3	1
283	только как	1	1
284	не связанных	1	1
285	состоит из	1	1
286	формы слова	2	1
287	не значит	1	1
288	равно как	2	1
289	и так	6	1
290	этот процесс	2	1
291	те основные	1	1
292	содержание и	3	1
293	с каждым	1	1
294	но что	3	1
295	у него	1	1
296	само по	1	1
297	мы можем	7	1
298	и делает	1	1
299	что нельзя	1	1
300	и эта	3	1
301	что при	1	1
302	к этому	2	1
303	что в	1	1
304	в таком	1	1
305	все что	1	1
