N	2gram	Medvedev_V_1	Formalny
669	и тех	1	1
670	а именно	1	1
671	в следующих	1	1
672	и создает	1	1
673	его развития	1	1
674	что не	3	1
675	что для	3	1
676	основные тенденции	2	1
677	связано с	1	1
678	романа т	1	1
679	эти идеи	1	1
680	смысла и	1	1
681	потом в	1	1
682	зависит от	2	1
683	к таким	1	1
684	так называемой	1	1
685	основное и	1	1
686	в слове	3	1
687	или с	1	1
688	взглядах на	1	1
689	несмотря на	1	1
690	к его	2	1
691	о различных	1	1
692	приводит в	1	1
693	неотделимо от	1	1
694	из которых	2	1
695	основных чертах	4	1
696	по своему	1	1
697	по поводу	2	1
698	сравнению с	1	1
699	в той	1	1
700	и основной	1	1
701	реальной действительностью	1	1
702	ней не	1	1
703	реакции на	1	1
704	значит что	2	1
705	это значит	1	1
706	всего может	1	1
707	произведения или	1	1
708	с бытием	1	1
709	но даже	3	1
710	этого замысла	2	1
711	поэтому что	1	1
712	между прочим	2	1
713	объективной данности	1	1
714	романа с	1	1
715	в противном	2	1
716	между собой	1	1
717	кроме того	1	1
718	положение его	1	1
719	при всем	3	1
720	в шкловский	1	1
721	в более	1	1
722	не является	5	1
723	процессе художественного	3	1
724	и для	2	1
725	анализа и	1	1
726	не подлежит	2	1
727	или в	3	1
728	что оно	3	1
729	по принципу	1	1
730	мира и	3	1
731	том что	8	1
732	чтобы понять	1	1
733	эти тенденции	1	1
734	ее и	1	1
735	для нас	1	1
736	интерпретацией их	1	1
737	романа в	1	1
738	что некоторые	1	1
739	из себя	2	1
740	еще более	1	1
741	и смысл	1	1
742	в совокупности	1	1
743	ни к	1	1
744	и психологии	1	1
745	отличия от	2	1
746	только что	4	1
747	и всесторонне	1	1
748	них и	1	1
749	процесса как	3	1
750	это свойственно	1	1
751	можно конечно	1	1
752	они и	1	1
753	сложную систему	1	1
754	е в	2	1
755	а о	2	1
756	своем творчестве	3	1
757	не говоря	1	1
758	сказать что	5	1
759	другой стороны	8	1
760	в материальной	2	1
761	обычно не	1	1
762	совершенно не	1	1
763	часто встречается	1	1
764	авантюрного романа	1	1
765	в последнем	2	1
766	одновременно и	1	1
767	религии и	1	1
768	есть и	1	1
769	структуры в	1	1
770	ее в	4	1
771	это в	1	1
772	это понятие	1	1
773	к этому	9	1
774	этой точки	2	1
775	том числе	2	1
776	творчество как	3	1
