N	2gram	Bakhtin_Pr_5	Otkroven
338	там это	1	1
339	его собственного	2	1
340	и даже	5	1
341	к другу	3	1
342	самим собой	7	1
343	и человека	1	1
344	обычном смысле	2	1
345	сам что	1	1
346	главное и	1	1
347	жизни нет	1	1
348	чтобы все	2	1
349	а именно	1	1
350	он ни	1	1
351	и прежде	4	1
352	действующих лиц	1	1
353	и кто	3	1
354	он во	2	1
355	приходит в	1	1
356	самостоятельного существования	1	1
357	люди что	1	1
358	в жизни	2	1
359	кажется что	2	1
360	говорит о	2	1
361	он больше	1	1
362	и пр	1	1
363	эксперимент в	1	1
364	в них	4	1
365	этого слова	5	1
366	достоевский и	1	1
367	она и	1	1
368	а с	3	1
369	может ли	1	1
370	был в	1	1
371	на этот	2	1
372	стремится к	6	1
373	всю жизнь	2	1
374	человек в	1	1
375	версилова с	1	1
376	а ведь	1	1
377	ставрогина как	3	1
378	о чем	1	1
379	строгом смысле	1	1
380	и скажет	1	1
381	в мире	4	1
382	нисколько не	1	1
383	под влиянием	3	1
384	но почему	1	1
385	он и	5	1
386	его образ	1	1
387	которые будут	1	1
388	я хочу	2	1
389	места в	2	1
390	и тут	2	1
391	чему бы	1	1
392	все основные	1	1
393	и без	4	1
394	сам и	3	1
395	в котором	3	1
396	в строгом	1	1
397	человеком и	1	1
398	всего только	1	1
399	с каким-то	2	1
400	что говорит	1	1
401	он говорит	1	1
402	он ведет	1	1
403	смысле этого	2	1
404	гордый человек	1	1
405	в истерике	1	1
406	говорит с	1	1
407	будет одно	1	1
408	вы скажете	2	1
409	героя из	3	1
410	тех которые	1	1
411	того ни	1	1
412	образ и	1	1
413	в мир	1	1
414	всяком случае	4	1
415	с тобой	2	1
416	и более	1	1
417	в конце	5	1
418	друг с	4	1
419	что сам	2	1
420	других романах	1	1
421	которым он	4	1
422	старца зосимы	1	1
423	да ведь	1	1
424	любви и	1	1
425	в отношении	9	1
426	но это	6	1
427	но у	1	1
428	отличается от	1	1
429	она не	1	1
430	мысли в	2	1
431	дело в	1	1
432	одна из	1	1
433	на два	1	1
434	этими двумя	2	1
435	в процессе	1	1
436	не случайно	2	1
437	творчества достоевского	1	1
438	великого инквизитора	1	1
439	действующие лица	1	1
440	его творчества	1	1
441	а что	2	1
442	от власти	2	1
443	в силах	2	1
444	и весь	1	1
445	в форму	1	1
446	что их	1	1
447	и лишь	2	1
448	бы в	4	1
449	еще более	1	1
450	быть что	1	1
451	для его	2	1
452	по своей	2	1
453	во всем	4	1
454	вот что	1	1
455	его он	1	1
456	и дело	1	1
457	внутренней жизни	2	1
458	заключает в	1	1
459	человек существует	1	1
460	отношении к	7	1
461	как будто	4	1
462	всех тех	2	1
463	ты не	1	1
464	это все	1	1
465	с другом	4	1
466	перед ним	1	1
467	не ты	8	1
468	есть у	1	1
469	и эта	1	1
470	среди них	1	1
471	но там	1	1
472	свое собственное	1	1
473	к его	1	1
474	и заключается	1	1
475	я уверен	2	1
476	ко всему	1	1
477	чтобы сделать	1	1
478	но оно	1	1
479	это конечно	1	1
480	одно только	1	1
481	та же	4	1
482	в свое	1	1
483	особенно в	2	1
484	ставрогина и	1	1
485	ведь может	1	1
486	души человеческой	1	1
487	его с	5	1
488	будто бы	2	1
489	бы он	2	1
490	во всяком	4	1
491	они и	1	1
492	а ее	1	1
493	лиц в	1	1
494	филипповны и	1	1
