N	2gram	Tiupa_Lite_1	Problema
227	нам представляется	1	2
228	во всех	1	2
229	то он	2	2
230	и будет	1	2
231	первый взгляд	1	2
232	и нет	2	2
233	просто как	1	2
234	на нас	1	2
235	тем же	3	2
236	если брать	1	2
237	еще на	1	2
238	в которой	1	2
239	он в	1	2
240	с их	3	2
241	когда это	1	2
242	с чем	2	2
243	вернуться к	1	2
244	у гончарова	1	2
245	в другом	2	2
246	а как	2	2
247	для них	2	2
248	чего бы	1	2
249	например и	1	2
250	на основании	1	2
251	в слове	2	2
252	он и	3	2
253	между собою	1	2
254	жизни но	1	2
255	в этих	1	2
256	в котором	1	2
257	с точки	2	2
258	в их	3	2
259	не столько	5	2
260	в отличие	5	2
261	от себя	2	2
262	и более	1	2
263	и общества	1	2
264	однако в	2	2
265	для нее	2	2
266	в отношении	1	2
267	при условии	1	2
268	дело не	2	2
269	на котором	1	2
270	и сама	1	2
271	в основе	3	2
272	отличное от	1	2
273	и всегда	1	2
274	и по	1	2
275	со своим	1	2
276	самой этой	1	2
277	и искусства	1	2
278	чистом виде	1	2
279	свое собственное	3	2
280	могут быть	2	2
281	в стихотворении	4	2
282	и за	1	2
283	что при	1	2
284	для себя	5	2
285	каким угодно	1	2
286	с ее	1	2
287	только то	2	2
288	трактуется как	1	2
289	искусства и	5	2
290	это вполне	1	2
291	и многих	1	2
292	это было	1	2
293	является здесь	1	2
294	и во	1	2
295	который в	1	2
296	с одной	2	2
297	себя в	6	2
298	и у	1	2
299	в нашей	2	2
300	в начале	1	2
301	за счет	1	2
302	из них	4	2
303	никто не	1	2
304	произведения и	1	2
305	от тех	2	2
306	друг друга	4	2
307	между прочим	1	2
308	или ином	1	2
309	о каком	1	2
310	до сих	1	2
311	нельзя сказать	1	2
312	именно в	1	2
313	чем он	1	2
314	а с	1	2
315	собой а	1	2
316	произведение в	2	2
317	в частности	15	2
318	эти слова	1	2
319	вместе с	1	2
320	и особенно	1	2
321	как это	8	2
322	путь от	1	2
323	из которых	1	2
324	по существу	1	2
325	многих других	1	2
326	сих пор	1	2
327	о его	1	2
328	ничего кроме	2	2
329	пока еще	1	2
330	при таком	1	2
331	своей собственной	2	2
332	а к	1	2
333	от него	1	2
334	у них	1	2
335	только что	1	2
336	все они	2	2
337	есть от	1	2
338	и состоит	1	2
339	по поводу	2	2
340	этой точки	3	2
341	стороны к	1	1
342	такое произведение	2	1
343	одним из	5	1
344	не остается	2	1
345	не идет	1	1
346	идет о	1	1
347	а попросту	1	1
348	об искусстве	1	1
349	от самого	2	1
350	оно было	1	1
351	должна быть	2	1
352	художественности не	2	1
353	то самое	1	1
354	и этот	1	1
355	одним и	1	1
356	жизни для	1	1
357	той же	3	1
358	например в	3	1
359	от всякой	2	1
360	и само	2	1
361	вопрос о	1	1
362	нам в	1	1
363	них художественной	1	1
364	а для	2	1
365	в медном	1	1
366	и он	1	1
367	произведение и	1	1
368	и на	1	1
369	бы не	3	1
370	своего рода	11	1
371	имеет здесь	1	1
372	он говорит	1	1
373	стихотворения в	1	1
374	в сторону	1	1
375	ответ на	1	1
376	один и	1	1
377	относится к	2	1
378	его на	1	1
379	от собственного	1	1
380	такова же	1	1
381	однако не	1	1
382	целом но	2	1
383	бы весьма	1	1
384	и художественного	1	1
385	имеет в	1	1
386	следующим образом	2	1
387	как таковое	1	1
388	на какой	1	1
389	или иную	2	1
390	как то	1	1
391	а во-вторых	1	1
392	произведения искусства	3	1
393	так или	8	1
394	из этих	2	1
395	собой в	1	1
396	их смыслового	1	1
397	тому же	2	1
398	во многих	2	1
399	как он	2	1
400	оказывается не	2	1
401	а скорее	1	1
402	от которого	1	1
403	перестает быть	4	1
404	в понимании	1	1
405	и читателя	1	1
406	не к	2	1
407	однако он	1	1
408	нашего времени	2	1
409	чтобы в	1	1
410	очевидным что	1	1
411	жизни здесь	1	1
412	какой бы	1	1
413	но дело	1	1
414	так например	1	1
415	не должно	1	1
416	бы они	1	1
417	произведение искусства	8	1
418	различие между	2	1
419	произведения с	2	1
420	лишь в	4	1
421	первой главе	1	1
422	каждого элемента	1	1
423	может стать	1	1
424	время у	1	1
425	быть не	1	1
426	с начала	1	1
427	в жизни	6	1
428	само собою	1	1
429	произведение как	1	1
430	в них	1	1
431	и вы	1	1
432	на второй	2	1
433	ничего о	1	1
434	человек который	1	1
435	далеко не	3	1
436	не всегда	1	1
437	в своих	4	1
438	быть каким	1	1
439	духовной жизни	4	1
440	потому и	1	1
441	автора и	1	1
442	в один	1	1
443	и того	2	1
444	со всей	1	1
445	перед собой	1	1
446	во время	1	1
447	в войне	1	1
448	к тем	1	1
449	у тютчева	3	1
450	от своего	2	1
451	это делает	1	1
452	на свою	1	1
453	классической литературы	3	1
454	не как	4	1
455	слова в	1	1
456	войне и	2	1
457	представлений о	1	1
458	нам для	1	1
459	даже в	2	1
460	имел в	1	1
461	от данного	2	1
462	альфа и	1	1
463	среди которых	1	1
464	вплоть до	2	1
465	он остается	1	1
466	другом но	1	1
467	и начинает	1	1
468	тогда когда	1	1
469	только из	1	1
470	например что	1	1
471	нет необходимости	1	1
472	было у	2	1
473	о них	1	1
474	иметь в	1	1
475	во всякой	1	1
476	лишнего человека	1	1
477	казалось бы	5	1
478	подобно тому	2	1
479	при наличии	1	1
480	это именно	1	1
481	не ставит	1	1
482	на него	1	1
483	как эмблема	1	1
484	не нуждается	1	1
485	вот в	1	1
486	виду не	2	1
487	бог и	1	1
488	только от	1	1
489	данном стихотворении	1	1
490	данного произведения	1	1
491	с разными	1	1
492	вещью что	1	1
493	указание на	1	1
494	в одну	1	1
495	поэт не	1	1
496	более не	2	1
497	быть может	1	1
498	но при	2	1
499	самим собою	2	1
500	с каким	1	1
501	по сути	1	1
502	реальной действительности	1	1
503	и самого	2	1
504	в пределах	3	1
505	в дальнейшем	1	1
506	сознания с	1	1
507	на том	2	1
508	на нее	1	1
509	мог бы	1	1
510	есть произведение	1	1
511	и мыслится	1	1
512	а все	1	1
513	что от	1	1
514	не исчерпывается	1	1
515	строго говоря	1	1
516	в эпоху	1	1
517	другого и	1	1
518	новых и	2	1
519	но может	1	1
520	никогда и	1	1
521	того еще	1	1
522	произведения как	1	1
523	бы но	1	1
524	к одному	1	1
525	особого рода	2	1
526	в евгении	1	1
527	все в	1	1
528	образом если	1	1
529	искусства с	1	1
530	во втором	2	1
531	или иными	1	1
532	нуждается в	3	1
533	этом как	3	1
534	герой нашего	1	1
535	резко отличается	1	1
536	что-то другое	2	1
537	и окончательно	1	1
538	из моментов	1	1
539	бы вполне	1	1
540	предполагать что	1	1
541	второй план	1	1
542	в литературе	1	1
543	слов или	1	1
544	например есть	1	1
545	и мире	1	1
546	в полтаве	1	1
547	и весьма	2	1
548	он уже	1	1
549	впрочем и	1	1
550	бы ни	1	1
551	не сказать	1	1
552	от них	1	1
553	со всеми	1	1
554	своего собственного	1	1
555	от автора	2	1
556	для всех	1	1
557	не можем	1	1
558	если и	1	1
559	или не	1	1
560	человеческого духа	2	1
561	языка как	1	1
562	свидетельствует о	1	1
563	полтаве и	1	1
564	в душе	3	1
565	и других	1	1
566	ту или	2	1
567	этом в	3	1
568	себе в	2	1
569	от читателя	2	1
570	которая может	1	1
571	в одном	1	1
572	не аллегория	1	1
573	и перестает	1	1
574	у него	3	1
575	и бесконечно	1	1
576	как носитель	2	1
577	как такового	1	1
578	не обладает	2	1
579	а потому	2	1
580	нами не	1	1
581	трактовать как	1	1
582	или иначе	9	1
583	может показаться	1	1
584	себя и	1	1
585	что не	2	1
586	что будет	1	1
587	впоследствии в	1	1
588	исторического момента	1	1
589	стремится к	1	1
590	до конца	1	1
591	не на	2	1
592	однако и	1	1
593	была бы	1	1
594	их как	1	1
595	всего пушкинского	1	1
596	для этой	1	1
597	которое в	1	1
598	символизма как	1	1
599	к своему	1	1
600	и пусть	1	1
601	одной стороны	2	1
602	но сам	1	1
603	однако эти	1	1
604	поскольку он	2	1
605	в первой	1	1
606	ней не	1	1
607	евгении онегине	1	1
608	действительности не	1	1
609	только для	1	1
610	но для	1	1
611	искусства это	2	1
612	одного и	1	1
613	это как	2	1
614	в отдельных	1	1
615	обращается к	2	1
616	себя самого	1	1
617	но эти	1	1
618	не должен	3	1
619	обобщению и	1	1
620	у которого	1	1
621	от всего	1	1
622	несмотря на	3	1
623	привносит в	1	1
624	только как	1	1
625	а во	1	1
626	медном всаднике	1	1
627	понимается как	1	1
628	для любого	1	1
629	как человеческий	1	1
630	к этой	1	1
631	к этому	1	1
632	можно назвать	1	1
633	они не	1	1
