N	2gram	Ircho_Kome_1	Hudozhes
113	было бы	2	3
114	в это	1	3
115	в них	3	3
116	соответствии с	1	3
117	несмотря на	4	3
118	в этих	1	3
119	чувствовала себя	1	3
120	на него	4	3
121	и внутренней	2	3
122	со своим	5	3
123	к себе	1	3
124	же самое	2	3
125	и это	1	3
126	что у	2	3
127	когда в	1	3
128	все его	1	3
129	это была	1	3
130	к нему	2	3
131	в родном	1	3
132	одной из	3	3
133	и ее	3	3
134	с одной	3	3
135	в одном	8	3
136	что на	1	3
137	с другой	5	3
138	на ее	1	3
139	а с	1	3
140	прежде всего	5	3
141	в соответствии	1	3
142	так же	3	3
143	одной стороны	3	3
144	в состоянии	2	3
145	все это	5	3
146	всего лишь	1	3
147	или в	2	3
148	будто бы	2	3
149	по поводу	4	3
150	все что	2	3
151	к людям	2	2
152	же как	3	2
153	той же	1	2
154	а как	1	2
155	который в	2	2
156	на душе	1	2
157	который был	1	2
158	говорить о	1	2
159	на кого	2	2
160	тем как	2	2
161	различия между	1	2
162	если в	1	2
163	ответ на	1	2
164	отношение к	3	2
165	а всего	1	2
166	все же	3	2
167	и к	1	2
168	но в	4	2
169	говорится в	1	2
170	со своей	2	2
171	бы с	1	2
172	художественного мышления	2	2
173	из этих	1	2
174	тому же	6	2
175	т д	4	2
176	о которой	1	2
177	в принципе	2	2
178	на этом	2	2
179	однако в	3	2
180	же не	1	2
181	зрения на	1	2
182	его в	3	2
183	это было	1	2
184	от которого	1	2
185	становится свидетелем	1	2
186	о которых	5	2
187	со всей	1	2
188	место в	3	2
189	в г	11	2
190	того как	3	2
191	одна из	2	2
192	не по	1	2
193	к ней	2	2
194	ему в	1	2
195	не вспомнить	1	2
196	как мы	4	2
197	данном случае	1	2
198	приводит к	1	2
199	роль в	1	2
200	с собой	1	2
201	те же	1	2
202	и опять	4	2
203	до сих	2	2
204	во второй	3	2
205	в последней	1	2
206	один человек	1	2
207	одно это	1	2
208	о нем	1	2
209	в другом	4	2
210	а также	4	2
211	жизни он	1	2
212	нуждается в	1	2
213	и только	1	2
214	один из	5	2
215	идет по	1	2
216	дело с	1	2
217	ли он	1	2
218	не видеть	1	2
219	именно на	2	2
220	в т	1	2
221	и у	3	2
222	ни одного	1	2
223	в виде	3	2
224	потребность в	1	2
225	себе в	1	2
226	из них	10	2
227	противоречие между	1	2
228	т п	5	2
229	вовсе не	2	2
230	ее на	1	2
231	сих пор	2	2
232	в финале	2	2
233	как у	1	2
234	именно в	4	2
235	еще и	2	2
236	личностью в	1	2
237	мы знаем	2	2
238	именно так	1	2
239	когда же	5	2
240	вместе с	2	2
241	и а	1	2
242	в духе	1	2
243	в данном	1	2
244	с такой	1	2
245	сам не	1	2
246	что же	1	2
247	о его	1	2
248	и для	1	2
249	еще одна	1	2
250	отнюдь не	1	2
251	в двух	1	2
252	это уже	1	2
253	потому что	5	2
254	хотя бы	1	2
255	точки зрения	4	2
256	и эта	1	2
257	сказать что	1	2
258	т е	13	2
259	к числу	2	2
260	как на	1	2
261	разговоре с	1	2
262	гораздо более	1	2
263	в роли	1	2
264	одним из	1	1
265	течение всей	1	1
266	не остается	1	1
267	тех же	2	1
268	трагедия скажем	1	1
269	перед лицом	3	1
270	здесь и	2	1
271	за все	1	1
272	его же	1	1
273	на две	2	1
274	высшей степени	1	1
275	также и	1	1
276	и людей	2	1
277	мужьям в	1	1
278	мы не	3	1
279	ответить на	1	1
280	видно как	1	1
281	же ты	1	1
282	не была	1	1
283	в сущности	2	1
284	время как	4	1
285	принадлежит к	2	1
286	чисто внешней	1	1
287	в каждой	1	1
288	это время	2	1
289	и самого	2	1
290	на базаре	1	1
291	он был	2	1
292	упускать из	1	1
293	прячется в	1	1
294	бы то	2	1
295	во всех	1	1
296	к которой	1	1
297	в общем	1	1
298	поскольку в	1	1
299	в наиболее	1	1
300	друг от	1	1
301	в свои	3	1
302	за пределы	2	1
303	была большая	1	1
304	в настоящем	2	1
305	в поисках	1	1
306	в течение	3	1
307	в той	1	1
308	из облаков	1	1
309	остановиться на	1	1
310	хотя и	3	1
311	когда он	1	1
312	мнения и	1	1
313	его к	1	1
314	нового и	1	1
315	самом начале	1	1
316	и недовольство	1	1
317	для ее	2	1
318	за собой	1	1
319	жизни к	1	1
320	в которой	6	1
321	из жизни	1	1
322	так или	1	1
323	представляет собой	1	1
324	он в	1	1
325	этом что	2	1
326	и тот	1	1
327	быть объяснена	1	1
328	ее как	1	1
329	по имени	3	1
330	претендует на	1	1
331	что одна	1	1
332	в поэтике	1	1
333	к миру	1	1
334	готовности к	1	1
335	которой на	1	1
336	и когда	1	1
337	в силу	2	1
338	у читателя	1	1
339	людей и	1	1
340	но все	1	1
341	значительной степени	1	1
342	не следует	2	1
343	в каждом	1	1
344	здесь мы	3	1
345	то ни	2	1
346	им как	1	1
347	противоречия между	2	1
348	а его	1	1
349	то есть	1	1
350	г в	4	1
351	и других	7	1
352	дома и	1	1
353	которая как	1	1
354	и тем	2	1
355	даже в	3	1
356	за ней	1	1
357	на уровне	1	1
358	в самую	1	1
359	всю жизнь	1	1
360	которой он	1	1
361	и выявляется	1	1
362	жизни но	1	1
363	не мог	3	1
364	и еще	3	1
365	во время	5	1
366	была поставлена	2	1
367	в ходе	1	1
368	женщин и	1	1
369	в следующем	2	1
370	наших дней	1	1
371	в город	1	1
372	вызывает сомнений	1	1
373	он понимал	1	1
374	в мы	1	1
375	каким был	1	1
376	а потом	1	1
377	читателю то	1	1
378	стало быть	1	1
379	одном из	4	1
380	но он	2	1
381	с негодованием	2	1
382	теми же	1	1
383	видно что	1	1
384	и более	1	1
385	абсолютная истина	1	1
386	не могли	1	1
387	в конце	6	1
388	том же	1	1
389	любовь к	1	1
390	и притом	2	1
391	и другое	1	1
392	самого начала	1	1
393	на себе	1	1
394	своего героя	1	1
395	лермонтова не	1	1
396	не вызывает	1	1
397	можно судить	4	1
398	чем не	1	1
399	о ней	1	1
400	к концу	1	1
401	хотел сказать	1	1
402	предстает в	2	1
403	не столь	1	1
404	за его	1	1
405	в области	2	1
406	ему не	1	1
407	может показаться	1	1
408	в разговоре	1	1
409	мы узнаем	1	1
410	последнее слово	1	1
411	ли не	4	1
412	решающая роль	1	1
413	всего в	3	1
414	его с	1	1
415	на это	1	1
416	времени или	1	1
417	такова в	1	1
418	литературного творчества	1	1
419	в театре	1	1
420	и толстой	1	1
421	от друга	1	1
422	в себя	2	1
423	с самого	1	1
424	в дальнейшем	1	1
425	есть мера	1	1
426	в годы	6	1
427	времени и	2	1
428	особенно в	1	1
429	каждого из	1	1
430	участия в	1	1
431	иногда в	1	1
432	еще в	5	1
433	по ее	1	1
434	это только	1	1
435	наше внимание	1	1
436	жизнь и	1	1
437	собой и	2	1
438	по себе	1	1
439	образом в	2	1
440	она могла	1	1
441	именно потому	2	1
442	и здесь	2	1
443	простой народ	1	1
444	в драматическом	1	1
445	и внутреннее	1	1
446	и что	1	1
447	в глаза	1	1
448	после того	3	1
449	размышляя о	1	1
450	в значительной	1	1
451	как было	1	1
452	внешней и	2	1
453	нас в	2	1
454	места и	1	1
455	жили в	1	1
456	путь к	2	1
457	или иначе	1	1
458	по случаю	1	1
459	в третьем	1	1
460	ко всей	1	1
461	борьбе с	1	1
462	еще более	1	1
463	даже для	1	1
464	внешнее и	1	1
465	иначе в	2	1
466	судить по	3	1
467	того что	1	1
468	по своей	2	1
469	сразу же	1	1
470	и одновременно	3	1
471	время когда	2	1
472	всю ее	1	1
473	но ни	1	1
474	здесь ни	1	1
475	и потому	1	1
476	по мнению	1	1
477	во времени	1	1
478	и теперь	2	1
479	сюда и	1	1
480	так что	1	1
481	что хотел	1	1
482	для всех	2	1
483	оказывается в	1	1
484	завершение в	1	1
485	уже в	5	1
486	самую суть	1	1
487	больше не	1	1
488	же из	1	1
489	со временем	1	1
490	вернуться к	2	1
491	действующего лица	1	1
492	в начале	3	1
493	не принимает	1	1
494	собой на	1	1
495	участие в	4	1
496	за ним	1	1
497	где бы	1	1
498	к своим	1	1
499	следует что	1	1
500	представить себе	1	1
501	согласно которой	1	1
502	среди которых	1	1
503	так как	4	1
504	то время	5	1
505	может служить	1	1
506	отношении к	1	1
507	независимо от	2	1
508	этом отношении	3	1
509	от того	1	1
510	на том	1	1
511	песни в	3	1
512	когда бы	2	1
513	на мать	1	1
514	и даже	5	1
515	объяснение в	1	1
516	последнего в	1	1
517	этого человека	1	1
518	по своим	1	1
519	действующих лиц	4	1
520	наконец в	1	1
521	такое же	1	1
522	этой роли	1	1
523	воспоминания о	1	1
524	которых мы	2	1
525	на которых	1	1
526	до конца	2	1
527	не означает	1	1
528	человек есть	1	1
529	долгое время	1	1
530	вторая половина	1	1
531	стороны в	1	1
532	все более	3	1
533	и она	1	1
534	эти слова	1	1
535	человека к	1	1
536	к жизни	1	1
537	это были	2	1
538	такого рода	6	1
539	по существу	1	1
540	с этой	1	1
541	слова и	1	1
542	ориентации на	1	1
543	в условиях	1	1
544	но это	2	1
545	и таким	2	1
546	видят в	1	1
547	к которому	3	1
548	в полном	1	1
549	ее внешней	1	1
550	узнаем о	1	1
551	мира и	1	1
552	что нет	1	1
553	как теперь	2	1
554	бы в	1	1
555	что после	3	1
556	вспомнить что	1	1
557	в поле	1	1
558	но зато	1	1
559	ты это	1	1
560	мы ничего	1	1
561	каких-то людей	1	1
562	которым можно	1	1
563	же в	4	1
564	обстоит дело	1	1
565	чем же	2	1
566	нам не	1	1
567	сообщения о	1	1
568	деревья и	1	1
569	с ней	1	1
570	не знает	1	1
571	другой стороны	5	1
572	но чем	1	1
573	совершенно не	1	1
574	своего друга	1	1
575	не замечать	1	1
576	за столом	1	1
577	до высшей	1	1
578	спор о	1	1
579	в действительности	2	1
580	об отношении	2	1
581	над собой	1	1
582	к этой	1	1
583	в своих	2	1
584	том числе	1	1
585	это в	1	1
586	к этому	4	1
587	в таком	1	1
