N	2gram	Vinokur_St_3	Literetu
295	это вредно	1	1
296	в истории	1	1
297	в центре	4	1
298	независимо от	5	1
299	с этим	7	1
300	в своем	1	1
301	что касается	7	1
302	что по	3	1
303	самом начале	1	1
304	более или	1	1
305	духа в	1	1
306	состоит как	1	1
307	году он	1	1
308	принадлежал к	1	1
309	бы не	1	1
310	т п	6	1
311	уже в	3	1
312	в творческих	1	1
313	как он	1	1
314	за рамки	2	1
315	так сказать	2	1
316	что эти	4	1
317	по словам	1	1
318	к искусству	1	1
319	тем не	2	1
320	он не	5	1
321	именно то	1	1
322	отходит от	2	1
323	и еще	1	1
324	свою собственную	1	1
325	существу это	1	1
326	а то	2	1
327	начинается словами	1	1
328	его не	2	1
329	о в	1	1
330	творчества он	1	1
331	второй половины	1	1
332	они по	1	1
333	а просто	1	1
334	еще одно	1	1
335	я хотел	1	1
336	только одно	1	1
337	в них	5	1
338	нет в	3	1
339	о которых	3	1
340	этого не	1	1
341	говорится о	1	1
342	жизни но	2	1
343	темой для	1	1
344	чем в	1	1
345	и того	1	1
346	на пути	1	1
347	во время	3	1
348	что создает	1	1
349	русская поэзия	2	1
350	что такое	7	1
351	нас не	2	1
352	но сила	1	1
353	где мы	1	1
354	на месте	1	1
355	в их	3	1
356	не столько	2	1
357	не к	1	1
358	но это	4	1
359	но он	3	1
360	в россии	6	1
361	друг другу	1	1
362	и эти	1	1
363	была не	2	1
364	в устах	4	1
365	бы быть	1	1
366	вовсе не	2	1
367	сам он	2	1
368	тому что	3	1
369	в отношении	2	1
370	а а	6	1
371	при всей	2	1
372	в русской	6	1
373	тогда когда	2	1
374	чтобы в	2	1
375	к новым	1	1
376	для кого	1	1
377	что вы	1	1
378	он мог	1	1
379	он с	1	1
380	только не	1	1
381	борьба с	2	1
382	не имеет	2	1
383	слова как	2	1
384	эпохи в	1	1
385	с нами	1	1
386	писал в	1	1
387	присутствие в	1	1
388	всей жизни	1	1
389	на мой	1	1
390	в книге	1	1
391	исторического процесса	2	1
392	своего творчества	1	1
393	к той	1	1
394	свое собственное	1	1
395	начиная с	2	1
396	когда мы	1	1
397	ему все	1	1
398	его с	1	1
399	чем говорят	1	1
400	чтобы стать	1	1
401	приходит к	1	1
402	в театре	1	1
403	и о	1	1
404	в виду	2	1
405	свою очередь	1	1
406	с каким	1	1
407	время его	1	1
408	не человек	1	1
409	свои силы	1	1
410	во главе	1	1
411	так в	1	1
412	материала для	1	1
413	на том	1	1
414	нельзя не	3	1
415	не за	1	1
416	времени и	2	1
417	века как	1	1
418	здесь нет	2	1
419	она была	1	1
420	том как	1	1
421	разного рода	1	1
422	был не	1	1
423	для этого	2	1
424	по мере	1	1
425	трактуется как	1	1
426	его поэтический	1	1
427	тем чем	1	1
428	уже были	1	1
429	тех кто	1	1
430	и т.д	1	1
431	на этой	1	1
432	на вопрос	3	1
433	и который	1	1
434	в значительной	1	1
435	времени в	1	1
436	произведение является	1	1
437	на нее	2	1
438	собственно говоря	1	1
439	однако с	1	1
440	эти два	1	1
441	ним и	1	1
442	бы в	1	1
443	времени х	1	1
444	которая и	1	1
445	также в	1	1
446	по своим	1	1
447	человека как	1	1
448	и она	1	1
449	к пушкину	1	1
450	вообще в	1	1
451	в литературе	1	1
452	к нему	4	1
453	но так	1	1
454	в двух	1	1
455	одной из	2	1
456	согласно которой	1	1
457	последнем из	1	1
458	по мнению	3	1
459	в обществе	1	1
460	за себя	2	1
461	именно на	1	1
462	так что	11	1
463	для всех	1	1
464	есть в	2	1
465	с двумя	1	1
466	и у	2	1
467	ее а	1	1
468	то и	2	1
469	в значении	1	1
470	вопрос что	1	1
471	на протяжении	4	1
472	за счет	1	1
473	и других	2	1
474	но совершенно	1	1
475	не стал	1	1
476	который сам	1	1
477	остаться самим	1	1
478	истории для	1	1
479	и их	1	1
480	с различными	1	1
481	в котором	5	1
482	так как	3	1
483	столетия а	1	1
484	друг друга	1	1
485	у него	9	1
486	связано с	5	1
487	на долю	2	1
488	именно этой	1	1
489	в каждом	4	1
490	где в	1	1
491	до самого	1	1
492	русской поэзии	2	1
493	с общим	1	1
494	из двух	1	1
495	не были	1	1
496	ней и	1	1
497	пришли к	2	1
498	влияние на	1	1
499	в обращении	1	1
500	есть не	1	1
501	что они	2	1
502	и тех	1	1
503	в ряде	2	1
504	совпадает с	1	1
505	о пушкине	1	1
506	а с	2	1
507	окружающей его	1	1
508	что для	3	1
509	к более	1	1
510	не было	4	1
511	с тем	4	1
512	и далее	3	1
513	не на	2	1
514	жить без	1	1
515	что несмотря	1	1
516	в свете	1	1
517	и я	1	1
518	строк с	4	1
519	общественного и	1	1
520	и ему	1	1
521	в связи	3	1
522	в те	1	1
523	именно поэтому	2	1
524	на фоне	1	1
525	внимания к	1	1
526	из трех	1	1
527	в историю	1	1
528	нет ни	1	1
529	конечно не	1	1
530	для искусства	2	1
531	в той	1	1
532	в европейской	2	1
533	стихотворений и	2	1
534	это значит	1	1
535	в контексте	1	1
536	что здесь	4	1
537	в первые	1	1
538	как поэт	1	1
539	направления в	1	1
540	все это	8	1
541	этом и	1	1
542	точно и	1	1
543	характерные для	1	1
544	слова с	1	1
545	и где	1	1
546	это уже	1	1
547	этот образ	2	1
548	склонность к	1	1
549	и более	3	1
550	мой взгляд	1	1
551	совершается в	1	1
552	потому не	1	1
553	иной мере	1	1
554	о котором	1	1
555	годы когда	1	1
556	данного стихотворения	1	1
557	вредно для	1	1
558	для нас	1	1
559	на границах	1	1
560	или менее	1	1
561	и все	1	1
562	у них	1	1
563	насилия над	1	1
564	в этих	11	1
565	хотя бы	1	1
566	с ума	1	1
567	отношении к	1	1
568	нисколько не	1	1
569	в общем	4	1
570	быть выражено	1	1
571	нет ничего	1	1
572	в период	1	1
573	какой степени	1	1
574	сказать что	4	1
575	от собственной	1	1
576	из этого	4	1
577	от романтической	1	1
578	есть и	1	1
579	к этой	2	1
580	того времени	3	1
581	что за	1	1
582	без принуждения	1	1
583	он писал	2	1
584	этой точки	1	1
585	они не	1	1
586	которая не	1	1
