N	2gram	Medvedev_F_2	Narrotol
118	но при	1	3
119	когда в	1	3
120	сводится к	5	3
121	о нем	1	3
122	лишь в	7	3
123	между тем	2	3
124	что он	5	3
125	в прозе	1	3
126	именно в	5	3
127	не было	6	3
128	как это	2	3
129	но для	1	3
130	не является	3	3
131	не существует	1	3
132	и все	3	3
133	жизни а	1	3
134	героя в	1	3
135	что в	7	3
136	а о	3	2
137	именно эта	1	2
138	и через	1	2
139	тем же	3	2
140	в зависимости	3	2
141	иным как	1	2
142	язык как	8	2
143	и для	5	2
144	высказывания в	1	2
145	в сущности	4	2
146	не вполне	1	2
147	зависимости от	3	2
148	меньшей степени	1	2
149	столько же	1	2
150	в чем	2	2
151	события в	1	2
152	чем это	1	2
153	для обозначения	1	2
154	если в	3	2
155	отличие от	2	2
156	один и	1	2
157	отнюдь не	8	2
158	в той	2	2
159	если она	1	2
160	сознания в	1	2
161	глава вторая	1	2
162	них как	1	2
163	та же	2	2
164	роль в	3	2
165	на то	1	2
166	не могла	1	2
167	так сказать	3	2
168	и еще	1	2
169	не будет	2	2
170	входит в	4	2
171	это было	3	2
172	и иных	2	2
173	для них	3	2
174	все равно	1	2
175	он и	3	2
176	в этих	2	2
177	в отличие	2	2
178	сих пор	1	2
179	она не	2	2
180	не имеет	2	2
181	или изменения	1	2
182	дело в	1	2
183	не могло	1	2
184	ничего не	4	2
185	этих двух	2	2
186	как она	2	2
187	и является	1	2
188	связи с	13	2
189	истории как	1	2
190	ни о	5	2
191	ли не	1	2
192	они и	1	2
193	оно не	4	2
194	как мы	7	2
195	значения и	2	2
196	свою очередь	1	2
197	здесь не	4	2
198	другой стороны	4	2
199	в произведении	1	2
200	в пределах	12	2
201	с языком	1	2
202	особенно в	3	2
203	она была	1	2
204	с ним	2	2
205	точек зрения	1	2
206	со словами	1	2
207	до сих	1	2
208	с другой	3	2
209	в форме	1	2
210	и только	5	2
211	от этих	2	2
212	же в	1	2
213	большей или	1	2
214	чем он	4	2
215	с ними	2	2
216	он уже	1	2
217	всяком случае	5	2
218	где они	1	2
219	только на	3	2
220	до конца	2	2
221	сами по	2	2
222	в конце	2	2
223	к ним	1	2
224	не о	4	2
225	каждый из	3	2
226	глава первая	1	2
227	в особенности	4	2
228	и даже	4	2
229	в области	3	2
230	в результате	6	2
231	или просто	1	2
232	было и	2	2
233	и притом	1	2
234	что не	4	2
235	а на	1	2
236	зависит от	1	2
237	если не	1	2
238	вместе с	6	2
239	к его	2	2
240	по своим	1	2
241	установкой на	2	2
242	да и	1	2
243	в первой	1	2
244	встречи с	1	2
245	быть и	3	2
246	о его	1	2
247	в связи	10	2
248	и от	2	2
249	с установкой	1	2
250	хотя бы	6	2
251	между ними	2	2
252	сказать что	2	2
253	в свою	1	2
254	чем иным	1	2
255	в таком	2	2
256	во всяком	5	2
257	и наиболее	1	1
258	говоря о	1	1
259	он стоит	1	1
260	и т	14	1
261	одним из	1	1
262	для образования	1	1
263	же как	3	1
264	сам по	3	1
265	на самом	3	1
266	только потому	1	1
267	это и	5	1
268	в самостоятельный	1	1
269	и есть	1	1
270	характерное для	1	1
271	и до	3	1
272	общения однако	1	1
273	например в	3	1
274	полагает что	1	1
275	еще можно	2	1
276	не приходится	3	1
277	в первый	5	1
278	пока только	1	1
279	этом не	1	1
280	то и	3	1
281	что иное	1	1
282	из того	1	1
283	но даже	1	1
284	этого термина	2	1
285	слово не	1	1
286	практики а	1	1
287	и сами	1	1
288	он был	2	1
289	иное как	1	1
290	в последних	2	1
291	бы то	1	1
292	в различных	1	1
293	сознания а	1	1
294	поэтики к	1	1
295	бы она	3	1
296	различия между	1	1
297	от лица	1	1
298	роль принадлежит	1	1
299	мы будем	1	1
300	а только	2	1
301	не то	3	1
302	дело обстоит	2	1
303	не входит	3	1
304	значение и	3	1
305	отношение к	2	1
306	важное для	1	1
307	в м	1	1
308	и соответствующих	1	1
309	что именно	2	1
310	с этим	5	1
311	и лишь	2	1
312	в некую	1	1
313	исторической жизни	1	1
314	целый ряд	1	1
315	и наконец	4	1
316	а непосредственно	1	1
317	и к	4	1
318	в действительности	1	1
319	следующим образом	1	1
320	это то	1	1
321	не смысл	1	1
322	что слово	1	1
323	за собой	1	1
324	со своей	2	1
325	знаменательно что	1	1
326	в которой	2	1
327	в литературном	1	1
328	что это	3	1
329	смыслом а	3	1
330	это за	1	1
331	же слово	1	1
332	бы не	1	1
333	то я	1	1
334	на территории	1	1
335	ни одна	2	1
336	к своей	1	1
337	приводит к	2	1
338	речи но	2	1
339	что к	1	1
340	и тот	1	1
341	особое место	1	1
342	что даже	1	1
343	но ведь	3	1
344	как он	1	1
345	но на	1	1
346	всей его	1	1
347	направлено на	1	1
348	лишится своего	1	1
349	языком в	1	1
350	задний план	1	1
351	главным образом	3	1
352	т д	5	1
353	не роман	2	1
354	она входит	1	1
355	не как	4	1
356	в корне	7	1
357	евгения онегина	1	1
358	какой бы	1	1
359	его от	4	1
360	и по	2	1
361	именно это	1	1
362	говоря в	1	1
363	таким образом	20	1
364	но все	3	1
365	значительной степени	3	1
366	этом последнем	1	1
367	то ни	2	1
368	могла бы	1	1
369	его словесная	1	1
370	значение в	1	1
371	том случае	2	1
372	той же	1	1
373	особенности в	2	1
374	говорить не	2	1
375	его в	3	1
376	с другими	10	1
377	он есть	1	1
378	например с	1	1
379	в большей	1	1
380	произведение как	2	1
381	он является	1	1
382	период его	1	1
383	далеко не	1	1
384	в ее	2	1
385	с тем	11	1
386	со смыслом	2	1
387	первые два	1	1
388	и само	1	1
389	мы видели	4	1
390	ведет к	1	1
391	без этой	1	1
392	автора и	1	1
393	или менее	1	1
394	его нельзя	3	1
395	отрыве от	1	1
396	не подвергается	1	1
397	в котором	2	1
398	с точки	7	1
399	не находит	1	1
400	в их	6	1
401	и языка	1	1
402	возможна как	1	1
403	себе а	2	1
404	нельзя понять	1	1
405	от его	2	1
406	должны были	2	1
407	нельзя было	1	1
408	рассказа как	1	1
409	по крайней	1	1
410	значимость в	1	1
411	только внешней	1	1
412	для нее	2	1
413	языки более	1	1
414	любовь к	1	1
415	даже в	2	1
416	что эта	2	1
417	случае мы	1	1
418	тому что	2	1
419	самого рассказа	2	1
420	раз и	4	1
421	этих факторов	1	1
422	как будет	1	1
423	так как	4	1
424	не раз	1	1
425	до известной	3	1
426	не говоря	1	1
427	из их	1	1
428	это еще	1	1
429	бы между	1	1
430	для всех	1	1
431	слова как	2	1
432	вследствие того	1	1
433	за исключением	1	1
434	во всем	1	1
435	не останется	2	1
436	как не	1	1
437	с читателем	1	1
438	мы бы	1	1
439	так называемый	1	1
440	будет зависеть	1	1
441	только с	1	1
442	образом не	2	1
443	события но	1	1
444	и со	1	1
445	же рассказывания	1	1
446	мы узнаем	1	1
447	она формирует	1	1
448	могут быть	6	1
449	отличается от	1	1
450	для развития	1	1
451	не встречается	1	1
452	для его	1	1
453	любопытно что	1	1
454	подчеркнуть что	1	1
455	если же	2	1
456	должен быть	1	1
457	словами в	1	1
458	в виду	2	1
459	такую возможность	1	1
460	для всего	2	1
461	только то	1	1
462	в более	1	1
463	и совершенно	2	1
464	и сам	1	1
465	что каждый	1	1
466	в другом	1	1
467	по аналогии	2	1
468	ясно что	1	1
469	каждого из	1	1
470	в последующих	1	1
471	речь как	1	1
472	с собой	1	1
473	вопрос не	1	1
474	во второй	2	1
475	том как	1	1
476	является в	2	1
477	был не	1	1
478	и форме	1	1
479	и чтобы	1	1
480	была определена	1	1
481	и вся	1	1
482	лишь одно	1	1
483	два способа	1	1
484	произведения как	2	1
485	и здесь	3	1
486	зависеть от	1	1
487	и та	1	1
488	ее и	2	1
489	для нас	1	1
490	в значительной	3	1
491	его языку	1	1
492	слова фразы	2	1
493	в отрыве	1	1
494	во всех	5	1
495	теперь уже	1	1
496	что и	8	1
497	неизбежно будет	1	1
498	крайней мере	1	1
499	в художественной	1	1
500	все время	6	1
501	к ней	1	1
502	и мы	1	1
503	и борьбы	1	1
504	словами как	1	1
505	тот же	1	1
506	или когда	1	1
507	одной из	1	1
508	мы увидим	1	1
509	и иными	1	1
510	правда и	1	1
511	между этими	3	1
512	не происходит	2	1
513	их не	1	1
514	с одной	1	1
515	его истории	1	1
516	на предмет	1	1
517	к одному	1	1
518	того же	1	1
519	уже в	2	1
520	вопроса о	2	1
521	героя с	1	1
522	русского языка	1	1
523	языка как	11	1
524	от других	1	1
525	не из	1	1
526	мог стать	1	1
527	предположение что	1	1
528	но совершенно	2	1
529	и понимание	1	1
530	или даже	2	1
531	произведения и	3	1
532	живет не	1	1
533	бытия и	1	1
534	тем что	8	1
535	не просто	2	1
536	рассказа не	1	1
537	момент в	1	1
538	это будет	1	1
539	новизна и	1	1
540	даже не	2	1
541	же самым	1	1
542	вследствие этой	1	1
543	не обязательно	1	1
544	и нельзя	1	1
545	а именно	2	1
546	значения в	2	1
547	и создает	1	1
548	для этого	2	1
549	или меньшей	1	1
550	отдельного слова	1	1
551	что для	2	1
552	говорит о	1	1
553	по тем	1	1
554	одной стороны	1	1
555	на литературу	2	1
556	на этот	1	1
557	из слова	1	1
558	стремится к	1	1
559	не на	1	1
560	как системы	1	1
561	быть искренним	1	1
562	сдвиг в	1	1
563	его как	2	1
564	а так	1	1
565	ведь для	1	1
566	там где	4	1
567	ближе к	1	1
568	художественного целого	1	1
569	с помощью	10	1
570	на фоне	4	1
571	связь с	1	1
572	так же	1	1
573	в историю	1	1
574	надо было	1	1
575	его слово	1	1
576	перехода от	2	1
577	в тех	2	1
578	и смысла	3	1
579	автором на	1	1
580	как средство	1	1
581	начинает приобретать	1	1
582	не можем	1	1
583	материал для	1	1
584	в контексте	1	1
585	слова и	7	1
586	художественное произведение	2	1
587	в использовании	1	1
588	как один	1	1
589	но это	2	1
590	все это	3	1
591	здесь следует	1	1
592	и где	1	1
593	в книге	1	1
594	известной степени	4	1
595	которых он	1	1
596	не изображает	1	1
597	и восприятия	2	1
598	мышления в	1	1
599	не имея	1	1
600	при таком	1	1
601	необходимо отличать	1	1
602	собственно и	1	1
603	в пределе	1	1
604	как для	1	1
605	она уже	1	1
606	или другой	1	1
607	собственно говоря	1	1
608	взаимодействия и	1	1
609	еще более	5	1
610	все они	1	1
611	вот этот	1	1
612	его произведениях	1	1
613	не утрачивая	1	1
614	и конструкция	1	1
615	это все	1	1
616	слова с	1	1
617	на сцену	1	1
618	была бы	3	1
619	речи и	3	1
620	совершенно не	4	1
621	него нет	1	1
622	им не	1	1
623	только о	1	1
624	более или	1	1
625	в искусстве	2	1
626	случае если	1	1
627	вся эта	1	1
628	следует сказать	1	1
629	к этому	4	1
630	русской литературы	1	1
631	это время	2	1
632	они не	4	1
633	которая не	1	1
