N	2gram	Vinokur_St_3	Problemy
357	поэтому он	1	1
358	подхода к	1	1
359	собственном смысле	1	1
360	и больше	1	1
361	видеть в	1	1
362	иной если	1	1
363	но те	1	1
364	уже по	1	1
365	одним из	1	1
366	есть не	1	1
367	к народу	1	1
368	это совершенно	1	1
369	при анализе	1	1
370	собой как	1	1
371	для идеи	1	1
372	положения в	1	1
373	дан в	1	1
374	из своих	1	1
375	стиля в	1	1
376	выходит из	2	1
377	этом не	1	1
378	и тем	4	1
379	на тему	3	1
380	сложнее и	1	1
381	ему в	1	1
382	в некотором	1	1
383	первого и	1	1
384	без труда	2	1
385	себя а	1	1
386	от себя	1	1
387	этой почве	1	1
388	тем как	2	1
389	это имеет	1	1
390	то мы	1	1
391	или этот	1	1
392	с одной	2	1
393	то он	2	1
394	но как	2	1
395	точка зрения	4	1
396	с самой	1	1
397	если в	2	1
398	в общем	4	1
399	в новом	2	1
400	нет и	2	1
401	большое значение	2	1
402	к сожалению	2	1
403	в собственном	1	1
404	идет о	1	1
405	выражения как	2	1
406	вследствие чего	1	1
407	в рамках	2	1
408	каждая из	3	1
409	одном из	1	1
410	что как	1	1
411	в одних	1	1
412	однако не	1	1
413	сюда относятся	2	1
414	и художественного	1	1
415	сказать вот	1	1
416	я выше	1	1
417	речи на	1	1
418	в романтической	1	1
419	и органическим	1	1
420	отношения с	1	1
421	тон в	1	1
422	так или	1	1
423	которые в	2	1
424	в этой	14	1
425	элементов в	1	1
426	другом случае	1	1
427	тон речи	1	1
428	человек не	1	1
429	все они	3	1
430	и если	3	1
431	что она	1	1
432	оперу то	1	1
433	и социальной	1	1
434	свою собственную	1	1
435	он должен	1	1
436	не к	1	1
437	у пушкина	22	1
438	в плане	2	1
439	его другим	1	1
440	хотя все	1	1
441	что ни	1	1
442	и по	2	1
443	на этом	3	1
444	говорит следующее	1	1
445	от нее	3	1
446	в нескольких	1	1
447	тем с	1	1
448	что все	3	1
449	всегда строится	1	1
450	самого автора	1	1
451	творчества он	1	1
452	во множественном	1	1
453	друг другу	1	1
454	видит в	1	1
455	связанная с	1	1
456	должен был	2	1
457	делает его	1	1
458	большим количеством	1	1
459	в ином	1	1
460	что сама	1	1
461	он пользовался	1	1
462	нет в	3	1
463	в прямом	2	1
464	к которым	1	1
465	в ее	1	1
466	несмотря на	3	1
467	о чем	1	1
468	к последней	1	1
469	чем в	1	1
470	мере не	1	1
471	и тогда	2	1
472	не мог	2	1
473	этих произведений	1	1
474	мы как	1	1
475	в г	12	1
476	какое место	1	1
477	эта тема	2	1
478	в книге	1	1
479	что еще	1	1
480	точку зрения	2	1
481	по крайней	4	1
482	и эти	1	1
483	и простого	1	1
484	что есть	1	1
485	не раз	1	1
486	но они	2	1
487	что ему	1	1
488	друг друга	1	1
489	тогда когда	2	1
490	ее с	1	1
491	смысле конечно	1	1
492	героев и	1	1
493	что вы	1	1
494	иметь в	1	1
495	того чтобы	1	1
496	действующие лица	3	1
497	значение этого	1	1
498	не могло	1	1
499	это с	1	1
500	только не	1	1
501	не имеет	2	1
502	нельзя не	3	1
503	классицизма в	2	1
504	и каково	1	1
505	этих двух	2	1
506	явление в	1	1
507	по своей	1	1
508	пушкина но	3	1
509	к вам	1	1
510	связи с	3	1
511	сюжет в	1	1
512	до того	1	1
513	свое собственное	1	1
514	очень часто	1	1
515	п в	1	1
516	все то	1	1
517	да рядом	1	1
518	зрения своей	1	1
519	же самое	1	1
520	всего в	4	1
521	его с	1	1
522	для его	2	1
523	это а	1	1
524	на это	2	1
525	здесь еще	1	1
526	он ищет	1	1
527	с ее	2	1
528	так в	1	1
529	в классической	1	1
530	в рамки	1	1
531	являются лишь	1	1
532	явления о	1	1
533	на нее	2	1
534	здесь он	1	1
535	те же	1	1
536	здесь как	1	1
537	во многом	2	1
538	является в	1	1
539	поэтому в	1	1
540	был не	1	1
541	и вообще	1	1
542	стремление к	1	1
543	в содержании	1	1
544	но может	1	1
545	в позднейшем	1	1
546	же он	1	1
547	все дело	1	1
548	автор не	1	1
549	в смысле	4	1
550	всегда у	1	1
551	голос в	1	1
552	зрения на	1	1
553	воспроизводится с	1	1
554	в драматическом	2	1
555	чего она	1	1
556	типа в	1	1
557	не стоит	1	1
558	на что	2	1
559	и берет	1	1
560	можно сказать	4	1
561	может не	1	1
562	в значительной	1	1
563	не выходит	1	1
564	такими же	1	1
565	он берет	1	1
566	он его	2	1
567	позднейшем творчестве	1	1
568	звучат в	2	1
569	в драме	2	1
570	является одним	1	1
571	а у	2	1
572	и во	2	1
573	во втором	2	1
574	в языке	8	1
575	тему о	2	1
576	крайней мере	4	1
577	из одних	1	1
578	человека как	1	1
579	и самые	1	1
580	одно место	1	1
581	сюда относится	2	1
582	что здесь	4	1
583	о рассказе	1	1
584	один из	2	1
585	ничего а	1	1
586	мы видим	4	1
587	стиль в	1	1
588	менее в	1	1
589	одной из	2	1
590	в какой	3	1
591	в устах	4	1
592	то в	4	1
593	еще и	1	1
594	это очень	1	1
595	он уже	1	1
596	тема в	1	1
597	всяком случае	4	1
598	все действующие	1	1
599	между этими	1	1
600	но то	1	1
601	в уста	2	1
602	место из	1	1
603	именно на	1	1
604	с которыми	2	1
605	в качестве	4	1
606	где они	1	1
607	отражение в	1	1
608	вот что	3	1
609	с нею	1	1
610	раз в	1	1
611	со своим	1	1
612	он заставляет	1	1
613	как человека	1	1
614	сюжет из	1	1
615	этого нового	1	1
616	возникает вопрос	1	1
617	к слову	2	1
618	здесь же	1	1
619	в данной	1	1
620	мы знаем	1	1
621	старался угадать	1	1
622	бы совершенно	3	1
623	автора но	1	1
624	в известной	1	1
625	мы находим	2	1
626	при всей	2	1
627	не о	1	1
628	в выборе	2	1
629	но что	1	1
630	не случайно	1	1
631	но уже	1	1
632	во всей	1	1
633	голоса но	1	1
634	в других	1	1
635	о которых	3	1
636	умел придать	1	1
637	не было	4	1
638	из двух	1	1
639	связан с	3	1
640	одной стороны	3	1
641	и из	1	1
642	или иначе	1	1
643	и тех	1	1
644	а именно	1	1
645	том как	1	1
646	лица в	1	1
647	к которому	3	1
648	он часто	1	1
649	более резкой	1	1
650	такое же	2	1
651	на которые	1	1
652	что для	3	1
653	говорит о	1	1
654	связано с	5	1
655	от этого	1	1
656	был в	1	1
657	однако и	1	1
658	его как	3	1
659	все время	2	1
660	нужно иметь	1	1
661	что из	2	1
662	совершенно очевидно	1	1
663	но есть	2	1
664	в связи	3	1
665	совершенно иное	1	1
666	с помощью	1	1
667	на этой	1	1
668	все более	2	1
669	человек в	1	1
670	в центре	4	1
671	вместе с	2	1
672	в духе	2	1
673	или стилизация	1	1
674	из которых	4	1
675	не знал	1	1
676	быть это	3	1
677	в речах	5	1
678	из уст	1	1
679	смысле этого	1	1
680	это есть	4	1
681	даже с	1	1
682	об особенностях	1	1
683	то к	1	1
684	указание на	1	1
685	форма в	1	1
686	в это	2	1
687	эти вопросы	1	1
688	на другое	2	1
689	сплошь да	1	1
690	занимает в	1	1
691	о его	1	1
692	в начале	4	1
693	здесь есть	2	1
694	нисколько не	1	1
695	хуже для	1	1
696	служит также	1	1
697	этот образ	2	1
698	ведет его	1	1
699	известной степени	1	1
700	множественном числе	1	1
701	совершается в	1	1
702	его разновидности	1	1
703	тем более	3	1
704	может использовать	1	1
705	о котором	1	1
706	это как	1	1
707	своей собственной	1	1
708	работы над	2	1
709	а к	1	1
710	в двух	1	1
711	совершенно иной	1	1
712	обращается к	3	1
713	стиле есть	1	1
714	и ни	2	1
715	своих героев	1	1
716	что другое	1	1
717	места в	1	1
718	впечатление которое	1	1
719	чем этот	1	1
720	сверх того	1	1
721	отношением к	1	1
722	они как	1	1
723	но можно	1	1
724	автора в	1	1
725	из этого	4	1
726	и другой	1	1
727	эти слова	1	1
728	можно назвать	4	1
729	жизни и	1	1
730	вполне понятно	1	1
731	все что	1	1
732	но каждая	1	1
733	и другие	1	1
734	этой точки	1	1
735	это в	4	1
736	нет здесь	1	1
737	к этому	3	1
738	как на	6	1
739	они не	1	1
