N	2gram	Medvedev_V_1	Narrotol
317	и к	3	1
318	это определение	1	1
319	лет а	1	1
320	себе хотя	1	1
321	видения мира	1	1
322	в самом	4	1
323	но по	1	1
324	ни один	7	1
325	а во-вторых	1	1
326	таковы например	1	1
327	формы в	1	1
328	следует понимать	5	1
329	определена как	1	1
330	без ее	1	1
331	процесса не	1	1
332	рассказ о	1	1
333	нового персонажа	1	1
334	в конкретной	2	1
335	можно определить	2	1
336	из его	3	1
337	но на	1	1
338	так сказать	2	1
339	на его	1	1
340	это явление	1	1
341	всем своем	1	1
342	в понимании	1	1
343	том чтобы	2	1
344	наконец наиболее	1	1
345	в плане	5	1
346	его от	2	1
347	что ни	2	1
348	в комнату	2	1
349	и по	3	1
350	на этом	1	1
351	в специальных	1	1
352	от других	1	1
353	таким образом	31	1
354	для характеристики	1	1
355	и может	2	1
356	этом свидетельствует	1	1
357	в другом	2	1
358	чего он	1	1
359	об этом	9	1
360	входит в	1	1
361	это состояние	1	1
362	личного опыта	1	1
363	с другими	2	1
364	этом смысле	1	1
365	свести к	1	1
366	что один	1	1
367	закономерно и	1	1
368	смерть и	1	1
369	в них	4	1
370	отклонений от	1	1
371	достоевского и	2	1
372	соответствии с	1	1
373	как об	2	1
374	и определяет	1	1
375	в слове	3	1
376	он и	2	1
377	мы видели	3	1
378	в чистом	1	1
379	может идти	1	1
380	их на	1	1
381	отрыве от	1	1
382	что если	1	1
383	в ходе	1	1
384	научного или	1	1
385	в котором	3	1
386	интерпретации в	1	1
387	в их	5	1
388	часто не	2	1
389	как произведение	1	1
390	на свою	1	1
391	в которых	3	1
392	от его	2	1
393	признать что	1	1
394	процессов и	1	1
395	есть его	1	1
396	образом и	1	1
397	но он	1	1
398	по крайней	2	1
399	было предложено	1	1
400	их в	6	1
401	в конце	3	1
402	произведения в	7	1
403	как от	2	1
404	том же	6	1
405	что этот	1	1
406	и то	1	1
407	ни одна	2	1
408	необходимо учитывать	1	1
409	без участия	1	1
410	содержания поэтому	1	1
411	отметить что	2	1
412	может служить	1	1
413	дело не	1	1
414	ними не	1	1
415	в процессе	16	1
416	к изучению	1	1
417	материала в	1	1
418	не составляет	1	1
419	жизни не	1	1
420	это то	1	1
421	к ней	1	1
422	от начала	1	1
423	ее событий	1	1
424	лишь в	2	1
425	потому что	1	1
426	к этим	2	1
427	сознание это	1	1
428	свидетельствуют о	2	1
429	в книге	2	1
430	не по	2	1
431	на некоторые	1	1
432	в области	2	1
433	ли это	2	1
434	а как	2	1
435	от того	2	1
436	у нас	2	1
437	очень часто	1	1
438	начиная с	2	1
439	данного произведения	3	1
440	не могут	7	1
441	что общая	1	1
442	же самое	2	1
443	для такого	1	1
444	что оно	3	1
445	они и	1	1
446	любопытно что	1	1
447	всей специфике	1	1
448	что все	3	1
449	в виду	4	1
450	у чехова	1	1
451	и от	3	1
452	мысль о	2	1
453	только то	2	1
454	однако эта	1	1
455	в классической	1	1
456	и сам	1	1
457	по аналогии	1	1
458	с кристаллизацией	1	1
459	не ограничивается	1	1
460	к его	2	1
461	произведения не	2	1
462	высшие силы	1	1
463	является в	1	1
464	строго говоря	1	1
465	если бы	3	1
466	с ним	1	1
467	в самой	1	1
468	следует иметь	2	1
469	внимание на	1	1
470	аналогии с	1	1
471	и во	1	1
472	подлежит сомнению	1	1
473	служит для	1	1
474	грань между	1	1
475	на одном	1	1
476	что и	3	1
477	крайней мере	2	1
478	частью в	1	1
479	текста этот	1	1
480	по слову	1	1
481	если это	1	1
482	может иметь	1	1
483	в него	1	1
484	того что	3	1
485	оно и	1	1
486	и характерное	1	1
487	с ними	4	1
488	как целого	3	1
489	хотя оно	1	1
490	до нас	2	1
491	этой системе	1	1
492	образом на	1	1
493	с нею	2	1
494	и у	2	1
495	ее а	1	1
496	теория художественного	1	1
497	в нашей	4	1
498	одном полюсе	1	1
499	в начале	1	1
500	свидетельствует о	1	1
501	отцов и	1	1
502	и протекает	1	1
503	предполагает наличие	1	1
504	в понятие	1	1
505	слова не	1	1
506	не дает	1	1
507	ответ на	1	1
508	его и	1	1
509	характерно что	1	1
510	вовсе не	3	1
511	живет не	2	1
512	при отсутствии	1	1
513	бы все	1	1
514	образом не	3	1
515	достаточно напомнить	1	1
516	не противоречит	1	1
517	оснований видеть	1	1
518	этой проблемы	3	1
519	анекдота о	1	1
520	до сих	1	1
521	работы л	1	1
522	как у	2	1
523	связаны с	1	1
524	и тех	1	1
525	чем он	1	1
526	действующих лиц	5	1
527	и быть	2	1
528	как же	1	1
529	же о	2	1
530	рассказа а	1	1
531	интуиции художника	1	1
532	понимать как	2	1
533	в соответствии	1	1
534	процесс в	1	1
535	не подлежит	2	1
536	как о	2	1
537	не об	2	1
538	и ему	1	1
539	умирающего героя	1	1
540	деталей и	1	1
541	нет ничего	1	1
542	некоторые из	3	1
543	полагая что	1	1
544	неотделимо от	1	1
545	очевидно что	7	1
546	однако если	1	1
547	которые будто	1	1
548	ней не	1	1
549	в состоянии	1	1
550	с этой	1	1
551	и формы	2	1
552	еще раз	1	1
553	до читателя	1	1
554	быть и	1	1
555	благодаря этому	1	1
556	является для	1	1
557	представляется не	1	1
558	сих пор	1	1
559	о его	2	1
560	наиболее простой	1	1
561	этом и	2	1
562	к двум	1	1
563	процесс не	2	1
564	которых он	1	1
565	и очевидно	1	1
566	место для	1	1
567	о котором	1	1
568	ни одного	2	1
569	для нас	1	1
570	от него	1	1
571	бы он	1	1
572	процесса с	1	1
573	от всего	1	1
574	но это	1	1
575	быть определена	1	1
576	вот этот	1	1
577	если все	1	1
578	в системе	2	1
579	в общем	2	1
580	а о	2	1
581	не быть	2	1
582	и при	5	1
583	в характере	1	1
584	случайного и	1	1
585	находился при	1	1
586	есть то	1	1
587	если же	1	1
588	быть признана	1	1
589	это было	1	1
590	по поводу	2	1
591	от которой	1	1
592	автора как	1	1
593	во сне	21	1
594	можно назвать	1	1
595	собственно говоря	1	1
596	которая не	2	1
