N	3gram	Tiupa_Vved_1	Hudozhes
240	в этих случаях	2	1
241	речи хотя и	1	1
242	едины судьба выражает	1	1
243	и который известен	1	1
244	вероятностная картина мира	1	1
245	местом временем действия	1	1
246	в данном контексте	1	1
247	не что иное	1	1
248	в области литературы	1	1
249	в поле зрения	1	1
250	той мере в	2	1
251	в соответствии с	6	1
252	ракурс видения в	1	1
253	не может быть	3	1
254	в полной мере	1	1
255	кадр внутреннего зрения	1	1
256	временных примет в	1	1
257	единства фразы устанавливает	1	1
258	опыт присутствия в	1	1
259	как и в	2	1
260	при всей своей	2	1
261	и составом участников	1	1
262	к тому же	4	1
263	они едины судьба	1	1
264	с легкой руки	2	1
265	в каждый малый	1	1
266	временем действия и	1	1
267	в рамках одного	1	1
