N	2gram	Losev_Vlad_3	Dialekti
326	отдельные вещи	1	2
327	говорить не	1	2
328	есть ничто	2	2
329	ко второму	2	2
330	в человечестве	1	2
331	все равно	1	2
332	этого не	3	2
333	как абсолют	1	2
334	во внимание	1	2
335	несмотря на	7	2
336	если иметь	1	2
337	она была	4	2
338	вещи в	1	2
339	от своего	1	2
340	всяком случае	3	2
341	в их	2	2
342	их в	1	2
343	что этот	3	2
344	всего а	2	2
345	же мы	1	2
346	с которой	1	2
347	иной раз	6	2
348	не меньше	2	2
349	что их	1	2
350	тогда и	1	2
351	иметь в	2	2
352	следовательно и	1	2
353	того и	1	2
354	только и	5	2
355	о ней	1	2
356	учения о	4	2
357	очень мало	1	2
358	и является	1	2
359	как не	2	2
360	же он	1	2
361	не вполне	2	2
362	личности в	1	2
363	когда мы	1	2
364	той или	2	2
365	все еще	1	2
366	гласит что	1	2
367	для себя	5	2
368	как мы	8	2
369	говоря уже	1	2
370	раз мы	1	2
371	о некоей	2	2
372	так в	1	2
373	как с	2	2
374	то как	3	2
375	тут мы	1	2
376	и многое	1	2
377	разного рода	3	2
378	и всякого	2	2
379	на что	1	2
380	и вообще	3	2
381	и нужно	1	2
382	и здесь	6	2
383	никак не	4	2
384	не содержит	2	2
385	почему же	6	2
386	она всегда	1	2
387	и во	1	2
388	однако что	1	2
389	смысле не	1	2
390	в его	14	2
391	и можно	4	2
392	и следовательно	1	2
393	и она	1	2
394	же можно	1	2
395	тех пор	1	2
396	как например	2	2
397	о бытии	1	2
398	в вопросе	2	2
399	к отцу	1	2
400	их не	1	2
401	и тем	3	2
402	же и	2	2
403	многое не	1	2
404	не можем	2	2
405	и у	3	2
406	же в	3	2
407	и чисто	3	2
408	хочет быть	2	2
409	есть душа	1	2
410	не о	2	2
411	бытия и	2	2
412	у него	24	2
413	и никакой	1	2
414	он один	1	2
415	так или	2	2
416	со стороны	2	2
417	или иначе	2	2
418	говорить и	1	2
419	именно в	3	2
420	а именно	12	2
421	что учение	2	2
422	еще и	18	2
423	сына божия	1	2
424	души и	1	2
425	но о	3	2
426	себя и	1	2
427	только к	2	2
428	вопросе о	3	2
429	в природе	1	2
430	без которых	1	2
431	только от	1	2
432	но как	2	2
433	как именно	3	2
434	и потому	10	2
435	мы говорим	1	2
436	нет ни	2	2
437	ли его	1	2
438	в данном	5	2
439	с тех	1	2
440	вера и	3	2
441	по существу	4	2
442	было ни	1	2
443	но для	3	2
444	в смысле	6	2
445	она должна	2	2
446	и для	3	2
447	делает ее	1	2
448	для нас	5	2
449	бы в	2	2
450	зрения в	1	2
451	я думаю	1	2
452	но вот	3	2
453	а в	7	2
454	может и	1	2
455	не говоря	1	2
456	другой стороны	2	2
457	совершенно не	2	2
458	бы его	1	2
459	из этого	2	2
460	самых обыкновенных	2	2
461	но еще	2	2
462	точно так	4	2
463	к этой	2	2
464	ее в	3	2
465	в своих	7	2
466	они не	1	2
467	который не	1	2
468	во всяком	3	2
469	этой точки	1	2
470	и эмпиризм	1	1
471	за ее	1	1
472	говорит это	1	1
473	новое время	1	1
474	скажет что	1	1
475	собственное существо	1	1
476	речь идет	1	1
477	отношения к	5	1
478	в сфере	1	1
479	чтобы не	1	1
480	начинается с	1	1
481	этом отношении	2	1
482	и простым	1	1
483	на самом	3	1
484	на одно	1	1
485	к понятию	1	1
486	живое и	2	1
487	и так	2	1
488	конечно с	1	1
489	по преимуществу	2	1
490	он всегда	2	1
491	едва ли	11	1
492	и этот	2	1
493	самых существенных	1	1
494	и за	2	1
495	по его	2	1
496	нет ровно	2	1
497	отличается и	1	1
498	для своего	1	1
499	и само	2	1
500	на первом	3	1
501	всякая вещь	2	1
502	превратилась в	1	1
503	говоря и	1	1
504	опоры на	1	1
505	науки и	1	1
506	и совсем	1	1
507	меньше как	2	1
508	время говорят	1	1
509	на свою	1	1
510	категории и	1	1
511	конечно и	1	1
512	лиц божества	1	1
513	что тело	1	1
514	себе что	1	1
515	быть никаких	1	1
516	философии но	4	1
517	учение об	4	1
518	бесконечен и	1	1
519	ибо это	1	1
520	и самого	1	1
521	ровно никаких	1	1
522	и понимает	1	1
523	истории в	2	1
524	отцов церкви	1	1
525	конечно это	1	1
526	во всех	1	1
527	то мы	1	1
528	ли также	1	1
529	а следовательно	1	1
530	сказать и	1	1
531	учении о	5	1
532	а только	7	1
533	не то	1	1
534	в общем	1	1
535	себе и	2	1
536	считать ее	1	1
537	и будет	1	1
538	тут же	5	1
539	в свои	1	1
540	христианское учение	2	1
541	же раз	1	1
542	отличаются от	1	1
543	из факта	1	1
544	если она	1	1
545	независимо от	3	1
546	неизвестно что	1	1
547	стороны и	2	1
548	абсолют и	1	1
549	просто как	1	1
550	кто не	1	1
551	и наконец	2	1
552	это тоже	2	1
553	это вообще	1	1
554	об истории	1	1
555	духа и	1	1
556	ней должны	1	1
557	более или	5	1
558	себе не	1	1
559	это определение	1	1
560	от этого	2	1
561	в этот	2	1
562	тут нет	1	1
563	к чему	1	1
564	та же	1	1
565	в которой	2	1
566	как то	1	1
567	мира но	1	1
568	же невозможно	1	1
569	если мы	4	1
570	в последнее	1	1
571	если есть	3	1
572	реальности а	1	1
573	дальше и	2	1
574	же вдруг	1	1
575	мы пользуемся	1	1
576	он ни	2	1
577	после этого	1	1
578	только логически	1	1
579	творца и	2	1
580	именно то	1	1
581	ничего специфически	1	1
582	нужно говорить	1	1
583	же это	2	1
584	никакому сомнению	1	1
585	не к	2	1
586	на точке	1	1
587	отношения ни	1	1
588	в корне	1	1
589	духа св	1	1
590	мало того	1	1
591	что тут	1	1
592	которые только	1	1
593	христианство и	3	1
594	его от	1	1
595	что ни	1	1
596	постольку поскольку	1	1
597	о таком	1	1
598	что является	2	1
599	то ни	3	1
600	есть все	4	1
601	в мире	2	1
602	и духовное	2	1
603	каждой отдельной	1	1
604	свободного и	1	1
605	они тоже	1	1
606	его в	2	1
607	знает что	1	1
608	это вовсе	1	1
609	платона и	1	1
610	на почве	2	1
611	всю свою	1	1
612	как логическая	1	1
613	она становится	1	1
614	однако помнить	1	1
615	то сердце	1	1
616	не чем	1	1
617	о характере	1	1
618	ее признаки	1	1
619	далеко не	3	1
620	восприятие и	1	1
621	как об	1	1
622	природе но	1	1
623	мы имеем	3	1
624	не всегда	1	1
625	которой он	1	1
626	о чем	1	1
627	если первый	2	1
628	жизни но	1	1
629	с такой	2	1
630	что такого	1	1
631	бога и	1	1
632	такой же	4	1
633	нисколько не	3	1
634	субъекта без	1	1
635	но я	1	1
636	или менее	5	1
637	во время	1	1
638	всем своем	1	1
639	я увидел	1	1
640	не зависит	1	1
641	в отношении	5	1
642	взгляд на	2	1
643	в такой	1	1
644	в котором	4	1
645	то для	1	1
646	она в	1	1
647	что вся	1	1
648	место в	1	1
649	все и	2	1
650	бытие в	1	1
651	представление о	1	1
652	и понятия	1	1
653	оказывается что	2	1
654	не как	2	1
655	всех вещей	2	1
656	бы мы	1	1
657	по своей	2	1
658	признать что	1	1
659	свое существование	2	1
660	если многое	1	1
661	выше мы	2	1
662	точку зрения	1	1
663	и полная	1	1
664	но он	1	1
665	друг другу	1	1
666	бытие а	1	1
667	без всяких	1	1
668	и более	2	1
669	не тем	1	1
670	свобода и	1	1
671	для нее	1	1
672	даже в	4	1
673	и необходимость	1	1
674	содержит в	5	1
675	вещи не	2	1
676	его пусть	1	1
677	случае эта	1	1
678	что эта	2	1
679	впадает в	1	1
680	что с	1	1
681	виду что	1	1
682	еще до	2	1
683	особенно ярко	1	1
684	считает что	1	1
685	или жизнь	1	1
686	того как	1	1
687	все есть	1	1
688	душа есть	1	1
689	а тогда	1	1
690	на него	2	1
691	такую категорию	1	1
692	категорию и	1	1
693	и бытия	2	1
694	и имеет	1	1
695	пусть он	4	1
696	не имели	1	1
697	больше чем	2	1
698	в самой	1	1
699	по вопросу	2	1
700	в науке	1	1
701	для философии	1	1
702	есть она	2	1
703	гораздо богаче	1	1
704	правда это	1	1
705	найдем ее	1	1
706	связи с	2	1
707	природы то	1	1
708	историческом процессе	1	1
709	эти три	5	1
710	и при	1	1
711	не столь	1	1
712	и веры	1	1
713	что на	2	1
714	характерен для	1	1
715	ли это	1	1
716	но учение	1	1
717	точке зрения	2	1
718	только мы	1	1
719	именно оно	1	1
720	которых он	2	1
721	исходить из	1	1
722	все то	3	1
723	но все	3	1
724	что чисто	2	1
725	же самое	3	1
726	всего в	1	1
727	тех кто	3	1
728	мифологии но	1	1
729	в каждой	1	1
730	на нечто	1	1
731	объединить с	1	1
732	и убедительно	1	1
733	которого мы	1	1
734	это учение	5	1
735	с ее	1	1
736	нужно однако	1	1
737	без всякого	1	1
738	в ее	1	1
739	данном случае	2	1
740	только при	4	1
741	не природа	1	1
742	последнее время	1	1
743	только то	2	1
744	в себя	1	1
745	имеет никакого	1	1
746	материи и	1	1
747	и сам	1	1
748	iii в	1	1
749	вещи и	1	1
750	не с	4	1
751	было в	1	1
752	и которые	1	1
753	мог бы	4	1
754	что идея	1	1
755	во многом	2	1
756	об абсолютном	2	1
757	веры в	1	1
758	строго говоря	1	1
759	даны в	1	1
760	о воплощении	1	1
761	другого и	1	1
762	мира а	1	1
763	и строить	1	1
764	трактуется как	1	1
765	говорит здесь	3	1
766	невозможно в	1	1
767	то есть	24	1
768	в личности	1	1
769	возможна только	2	1
770	рационалистическая метафизика	1	1
771	на вопрос	1	1
772	и поэтому	1	1
773	свое изложение	1	1
774	внимание на	1	1
775	можно объединить	1	1
776	что каждый	2	1
777	ясным что	1	1
778	то не	2	1
779	или на	1	1
780	нечто сущее	1	1
781	можно сказать	1	1
782	общество есть	1	1
783	не выходит	1	1
784	все их	1	1
785	то тут	1	1
786	все в	1	1
787	является здесь	1	1
788	мы о	1	1
789	вся эта	1	1
790	пресвятой троице	2	1
791	эти два	1	1
792	а потому	1	1
793	мы ни	1	1
794	тотчас же	1	1
795	вообще и	1	1
796	бы и	4	1
797	борьба в	1	1
798	есть тоже	1	1
799	он был	2	1
800	если эта	1	1
801	еще только	1	1
802	знания и	2	1
803	если это	1	1
804	которую к	1	1
805	раз на	1	1
806	метафизика с	1	1
807	но тут	2	1
808	но так	1	1
809	но с	2	1
810	что только	1	1
811	чрезвычайно мало	1	1
812	всякого рода	3	1
813	но например	1	1
814	здесь не	3	1
815	которым мы	1	1
816	одной из	2	1
817	абсолютном и	2	1
818	в свой	1	1
819	сущности а	1	1
820	как нечто	3	1
821	то он	4	1
822	в обществе	2	1
823	сущего и	1	1
824	никак нельзя	1	1
825	этот факт	1	1
826	если бог	1	1
827	форме та	1	1
828	без объекта	1	1
829	в качестве	3	1
830	общей концепцией	1	1
831	самой обыкновенной	2	1
832	как рассуждает	1	1
833	в сторону	2	1
834	вот что	3	1
835	вопроса о	1	1
836	эту самую	1	1
837	чтобы он	1	1
838	невозможно то	1	1
839	просто к	1	1
840	обществе а	1	1
841	бог не	1	1
842	а это	1	1
843	а то	2	1
844	бытия но	1	1
845	ряд трудностей	1	1
846	был бы	3	1
847	не так	3	1
848	представить себе	1	1
849	содержания и	2	1
850	мы находим	2	1
851	в одном	5	1
852	ипостасей в	1	1
853	очевидно не	1	1
854	при всей	1	1
855	далек от	1	1
856	и никогда	1	1
857	заметить что	2	1
858	тогда в	1	1
859	характерны для	1	1
860	указание на	1	1
861	нему и	2	1
862	само собой	3	1
863	самого же	3	1
864	или идея	1	1
865	и материальная	2	1
866	таком виде	1	1
867	живой жизни	2	1
868	до сих	1	1
869	истина и	3	1
870	в каких	2	1
871	от этих	1	1
872	к которому	1	1
873	с той	1	1
874	обвинения в	1	1
875	нами не	1	1
876	такое же	1	1
877	между ними	1	1
878	больше и	2	1
879	от другого	1	1
880	в некоторых	1	1
881	церкви и	3	1
882	она вовсе	1	1
883	поскольку она	1	1
884	а наоборот	3	1
885	в христианской	1	1
886	а так	1	1
887	и вопреки	1	1
888	если эти	2	1
889	покамест мы	1	1
890	ближе к	1	1
891	в связи	3	1
892	конечно он	1	1
893	уже давно	1	1
894	но оно	2	1
895	какая же	1	1
896	состоит мир	1	1
897	вместе с	7	1
898	если взять	1	1
899	всякого живого	1	1
900	конечно есть	1	1
901	следовательно что	1	1
902	того чем	1	1
903	мало и	2	1
904	вы верите	1	1
905	по своему	1	1
906	в течение	4	1
907	чем в	4	1
908	этим мы	1	1
909	заговорил о	1	1
910	себя то	1	1
911	я хочу	1	1
912	самого себя	2	1
913	да и	6	1
914	для понимания	2	1
915	чисто логическими	1	1
916	мыслится как	1	1
917	том смысле	1	1
918	в это	2	1
919	все живое	2	1
920	внешнего мира	1	1
921	первом плане	3	1
922	слова и	1	1
923	мы могли	1	1
924	что из	1	1
925	поскольку история	1	1
926	сих пор	1	1
927	оба они	1	1
928	видно что	1	1
929	и таким	1	1
930	ничего кроме	1	1
931	примате материи	1	1
932	тут тоже	2	1
933	не мог	6	1
934	здесь в	4	1
935	на одной	2	1
936	вопрос с	1	1
937	процесса в	1	1
938	и часто	1	1
939	указать на	4	1
940	объекта и	1	1
941	потому не	1	1
942	ему только	1	1
943	на небе	1	1
944	имеют для	1	1
945	об отношении	2	1
946	мы только	1	1
947	в результате	4	1
948	за что	1	1
949	которая в	2	1
950	тот кто	1	1
951	бог как	1	1
952	но когда	2	1
953	души в	1	1
954	в этих	2	1
955	отношении не	1	1
956	именно сущность	1	1
957	они имеют	1	1
958	но зато	1	1
959	отцы церкви	1	1
960	своего бытия	1	1
961	с таким	2	1
962	существует ли	1	1
963	мы мыслим	2	1
964	ни было	1	1
965	есть уже	1	1
966	нам не	1	1
967	это все	1	1
968	состоит из	1	1
969	а ведь	1	1
970	легко заметить	1	1
971	и материалист	1	1
972	сила и	1	1
973	что способно	1	1
974	не говорится	1	1
975	вопрос что	1	1
976	об этих	2	1
977	а может	1	1
978	бы даже	1	1
979	то оно	1	1
980	в процессе	1	1
981	и эта	3	1
982	как результат	1	1
983	с самим	1	1
