N	2gram	Nazirov_Tv_1	VrazhdaK
161	году в	2	2
162	же не	1	2
163	в в	2	2
164	этот роман	2	2
165	так в	1	2
166	еще не	1	2
167	году и	1	2
168	там же	3	2
169	этот момент	1	2
170	тем более	1	2
171	пришел к	1	2
172	молодого достоевского	5	2
173	по мнению	3	2
174	что ж	1	2
175	и наказания	5	2
176	уже не	3	2
177	при помощи	2	2
178	из них	2	2
179	его и	1	2
180	для него	6	2
181	записки из	6	2
182	к ним	1	2
183	как раз	1	2
184	и стал	1	2
185	с которым	2	2
186	о чем	1	2
187	эти годы	1	2
188	начиная с	1	2
189	этот рассказ	1	2
190	не может	4	2
191	вместе с	2	2
192	в него	2	2
193	но это	5	2
194	что я	3	2
195	о достоевском	1	2
196	же в	1	2
197	очень хорошо	1	2
198	а в	6	2
199	в свою	7	2
200	это в	3	2
201	себя как	2	1
202	и рассказы	2	1
203	как известно	1	1
204	от этой	1	1
205	к людям	1	1
206	вряд ли	2	1
207	сам факт	1	1
208	этого в	1	1
209	также и	1	1
210	человека и	4	1
211	рассматривать в	3	1
212	и писатель	1	1
213	того же	2	1
214	герцена и	1	1
215	к своей	1	1
216	это и	3	1
217	и есть	1	1
218	а от	1	1
219	по преимуществу	2	1
220	о забитой	1	1
221	уже по	1	1
222	за достоевским	1	1
223	в их	3	1
224	из всех	4	1
225	той же	3	1
226	эпохой романтизма	1	1
227	преступления и	5	1
228	что никто	1	1
229	развитие в	1	1
230	не слишком	1	1
231	мнению достоевского	1	1
232	он как	1	1
233	равно как	1	1
234	говорить о	1	1
235	в полной	1	1
236	в разные	1	1
237	событий и	1	1
238	с исторической	1	1
239	всего романа	1	1
240	и наказание	4	1
241	в канонический	1	1
242	разобраться в	1	1
243	это время	2	1
244	меня в	1	1
245	достоевского был	1	1
246	о летних	1	1
247	собой в	2	1
248	ту эпоху	2	1
249	в преступлении	6	1
250	по своему	1	1
251	как правило	1	1
252	одним словом	1	1
253	совершенно прав	1	1
254	в петербурге	4	1
255	совсем не	1	1
256	но не	3	1
257	не все	1	1
258	если в	2	1
259	в комедии	1	1
260	некоторые черты	1	1
261	преступление и	5	1
262	говорилось выше	1	1
263	я только	1	1
264	произведений достоевского	1	1
265	к сожалению	1	1
266	искал в	1	1
267	и я	1	1
268	как по	1	1
269	выясняется что	1	1
270	как говорит	1	1
271	первый взгляд	1	1
272	же с	2	1
273	как в	8	1
274	с этим	1	1
275	для создания	1	1
276	для всех	1	1
277	как к	2	1
278	что как	2	1
279	город в	1	1
280	в мысли	1	1
281	героев достоевского	3	1
282	и наконец	2	1
283	себе не	2	1
284	них он	1	1
285	то в	2	1
286	человеком в	1	1
287	с просьбой	1	1
288	в самом	3	1
289	что это	1	1
290	в целом	4	1
291	не был	3	1
292	что же	1	1
293	романа это	1	1
294	еще один	1	1
295	почти одновременно	1	1
296	еще бы	1	1
297	тому же	1	1
298	инженерном училище	1	1
299	это такая	1	1
300	как он	1	1
301	в инженерном	1	1
302	в записках	4	1
303	а россия	1	1
304	да и	1	1
305	в первой	2	1
306	ключ к	1	1
307	всех этих	1	1
308	же это	1	1
309	чем у	1	1
310	сердце и	1	1
311	достоевскому он	1	1
312	в плане	1	1
313	и этот	1	1
314	людей и	2	1
315	ним на	1	1
316	однако в	2	1
317	не будет	2	1
318	этом он	2	1
319	мировой литературе	1	1
320	их и	1	1
321	в глубине	1	1
322	самим собой	4	1
323	фурье во	1	1
324	это было	1	1
325	заключается в	1	1
326	дома и	1	1
327	как пример	1	1
328	года на	1	1
329	было бы	1	1
330	на пороге	1	1
331	в жизни	2	1
332	соответствии с	3	1
333	всю жизнь	1	1
334	жития великого	1	1
335	он и	1	1
336	достоевского далеко	1	1
337	достоевский говорит	1	1
338	такой же	2	1
339	одного и	1	1
340	в этих	2	1
341	в войне	1	1
342	и их	1	1
343	м о	1	1
344	к маленькому	1	1
345	достоевский с	2	1
346	человеком и	1	1
347	как указывает	1	1
348	вторая часть	1	1
349	из пьесы	1	1
350	представление о	3	1
351	году когда	1	1
352	своего рода	4	1
353	многочисленны и	1	1
354	писателя для	1	1
355	и уж	1	1
356	сам же	1	1
357	войне и	1	1
358	тем не	2	1
359	по крайней	2	1
360	что этот	1	1
361	времени а	2	1
362	а вот	1	1
363	жизнь его	1	1
364	вплоть до	1	1
365	на воздух	5	1
366	тем самым	7	1
367	что эта	1	1
368	человека но	3	1
369	не имеет	1	1
370	писал он	1	1
371	этой повести	1	1
372	в процессе	1	1
373	дневника писателя	1	1
374	героев и	3	1
375	в уме	1	1
376	в могиле	1	1
377	только не	1	1
378	нельзя не	1	1
379	все свои	1	1
380	забитой лошади	1	1
381	через него	1	1
382	не лучше	1	1
383	автора к	1	1
384	приближаемся к	1	1
385	вне его	1	1
386	что константин	1	1
387	иными словами	2	1
388	того в	1	1
389	в другую	1	1
390	он хочет	1	1
391	и мире	1	1
392	которой обычно	1	1
393	потому что	5	1
394	хочет быть	1	1
395	до того	1	1
396	существуют в	1	1
397	никуда не	2	1
398	отношение автора	1	1
399	ли это	1	1
400	в бою	1	1
401	вот в	2	1
402	такие же	1	1
403	зимнего дворца	1	1
404	следует рассматривать	1	1
405	среди них	1	1
406	один раз	1	1
407	в мировой	1	1
408	в духе	2	1
409	явился одним	1	1
410	надежды на	1	1
411	могут быть	2	1
412	во все	1	1
413	достоевский добивается	1	1
414	ли не	1	1
415	сама жизнь	1	1
416	отличается от	1	1
417	в недрах	1	1
418	этой легенды	1	1
419	гоголя и	2	1
420	контраст между	1	1
421	не есть	1	1
422	уже на	1	1
423	творчества достоевского	4	1
424	он ищет	1	1
425	не совсем	1	1
426	с ее	3	1
427	свою очередь	1	1
428	но при	1	1
429	в ее	1	1
430	сей день	1	1
431	но мы	1	1
432	роль в	1	1
433	он заявил	1	1
434	достоевским как	1	1
435	верит в	2	1
436	веру в	1	1
437	и сам	1	1
438	человека он	1	1
439	так и	2	1
440	было в	2	1
441	живет в	2	1
442	отразилась в	1	1
443	достоевский при	1	1
444	еще в	2	1
445	во второй	2	1
446	романтизм подлости	1	1
447	но у	1	1
448	жизнь и	1	1
449	быть может	2	1
450	вышел в	1	1
451	освободительной эры	1	1
452	м бахтин	6	1
453	до сих	1	1
454	представляющий собой	1	1
455	при полном	1	1
456	нас в	1	1
457	вопросу о	1	1
458	любви бедного	1	1
459	к нему	1	1
460	во всех	1	1
461	преступлении и	4	1
462	от них	1	1
463	во всей	2	1
464	любил и	1	1
465	крайней мере	2	1
466	вслед за	2	1
467	достоевского это	4	1
468	неожиданно для	1	1
469	белых ночей	3	1
470	человека как	2	1
471	и любит	1	1
472	и самые	1	1
473	реальные черты	1	1
474	в литературе	2	1
475	м достоевский	1	1
476	к которому	1	1
477	бедные люди	2	1
478	этих строк	1	1
479	один из	4	1
480	но с	1	1
481	достоевского то	1	1
482	он стал	1	1
483	романа и	1	1
484	действие в	1	1
485	и резкое	1	1
486	из записных	1	1
487	н м	2	1
488	в литературу	1	1
489	петербурга и	1	1
490	в качестве	2	1
491	же он	1	1
492	себя в	1	1
493	сколько в	1	1
494	выступают как	1	1
495	больше не	4	1
496	прямо в	2	1
497	записках из	3	1
498	хотя в	1	1
499	а это	1	1
500	в душе	1	1
501	к своим	1	1
502	что для	2	1
503	говорит о	3	1
504	мы находим	2	1
505	указывает н	1	1
506	в одном	1	1
507	ее не	1	1
508	от апреля	1	1
509	философию подполья	1	1
510	творчеству достоевского	1	1
511	ф м	2	1
512	шатов в	1	1
513	лишь один	1	1
514	никого не	1	1
515	белые ночи	3	1
516	связан с	3	1
517	из мертвого	1	1
518	возникший в	1	1
519	показал г	1	1
520	и из	1	1
521	с другой	3	1
522	именно в	2	1
523	все равно	1	1
524	к роману	1	1
525	книгу в	1	1
526	души и	1	1
527	тогда же	1	1
528	прежде всего	4	1
529	в соответствии	3	1
530	имя которого	1	1
531	на этот	1	1
532	нашему мнению	5	1
533	до конца	2	1
534	и самый	1	1
535	в рассказе	3	1
536	предположения о	1	1
537	в ту	3	1
538	из героев	1	1
539	с помощью	1	1
540	в частности	2	1
541	литературоведение давно	1	1
542	вышла в	1	1
543	него в	1	1
544	человека к	1	1
545	он ее	1	1
546	да я	2	1
547	этот мотив	1	1
548	момент создания	1	1
549	не дают	1	1
550	с типом	1	1
551	несравненно более	2	1
552	злостного неучастия	1	1
553	того что	3	1
554	в хозяйке	2	1
555	еще раз	1	1
556	известном смысле	1	1
557	сих пор	1	1
558	в основном	4	1
559	оба они	1	1
560	между прочим	1	1
561	летних впечатлениях	1	1
562	этом романе	2	1
563	к вопросу	1	1
564	лежал в	1	1
565	глубине души	1	1
566	героини и	1	1
567	восходящая к	1	1
568	и от	4	1
569	но на	1	1
570	о котором	2	1
571	это как	3	1
572	человек и	1	1
573	хотя и	3	1
574	и перед	1	1
575	ее и	2	1
576	еще более	2	1
577	романа идиот	1	1
578	у которого	1	1
579	конце концов	1	1
580	для достоевского	4	1
581	только что	2	1
582	юмор достоевского	2	1
583	канонический текст	1	1
584	отношении к	1	1
585	мести он	1	1
586	только как	1	1
587	другой стороны	1	1
588	автора в	1	1
589	его произведений	2	1
590	ночей с	1	1
591	когда писатель	1	1
592	бы его	1	1
593	мертвого дома	2	1
594	героя в	1	1
595	жизни и	3	1
596	к этой	1	1
597	и наказании	4	1
598	он лишь	1	1
599	по сей	1	1
600	во сне	1	1
601	в таком	1	1
602	точно так	2	1
