N	2gram	Medvedev_V_1	Problema
236	уже в	1	2
237	свидетельствует о	1	2
238	из них	9	2
239	разума и	3	2
240	всяком случае	1	2
241	до сих	1	2
242	ее в	4	2
243	стороны он	1	2
244	вообще и	2	2
245	человека а	1	2
246	представляет собою	11	2
247	что не	3	2
248	мы и	1	2
249	образом у	1	2
250	он говорит	5	2
251	в данном	1	2
252	да и	1	2
253	чем иным	1	2
254	по существу	3	2
255	бросается в	1	2
256	с этой	1	2
257	сих пор	1	2
258	только для	1	2
259	но для	2	2
260	один из	5	2
261	мира и	3	2
262	у которого	1	2
263	в большей	2	2
264	хотя бы	19	2
265	в целях	2	2
266	в свою	1	2
267	из тех	1	2
268	отношению к	7	2
269	в заключение	1	2
270	жизни и	3	2
271	по поводу	2	2
272	к этому	9	2
273	во всяком	1	2
274	в роли	1	2
275	том числе	2	2
276	они не	2	2
277	и т	23	1
278	должен быть	4	1
279	приходит и	1	1
280	сам по	1	1
281	в стороне	1	1
282	это и	6	1
283	и есть	5	1
284	из его	3	1
285	в их	5	1
286	или ее	1	1
287	а как	2	1
288	пока он	1	1
289	что если	1	1
290	и свой	1	1
291	вопрос о	1	1
292	из своих	2	1
293	при создании	3	1
294	автора так	1	1
295	проявляется не	1	1
296	и стиль	1	1
297	образом уже	1	1
298	под ним	1	1
299	не вполне	2	1
300	на себя	1	1
301	женщину а	1	1
302	и ее	4	1
303	в достаточно	1	1
304	увидим ниже	1	1
305	разобраться в	2	1
306	жизни это	1	1
307	теперь на	1	1
308	а другие	1	1
309	становится в	1	1
310	не был	1	1
311	с его	3	1
312	а только	1	1
313	бы в	3	1
314	силы и	1	1
315	если в	2	1
316	к творчеству	1	1
317	у них	2	1
318	оно является	2	1
319	в едином	1	1
320	или иное	1	1
321	в свои	1	1
322	сама по	1	1
323	которые не	1	1
324	необходимо и	2	1
325	человеческой личности	1	1
326	с этим	3	1
327	только об	1	1
328	что ее	1	1
329	перед нами	4	1
330	этом же	2	1
331	что по	1	1
332	и наконец	2	1
333	эту проблему	1	1
334	с определенной	1	1
335	тон и	1	1
336	или иную	1	1
337	то в	1	1
338	бы и	6	1
339	а во-вторых	1	1
340	формы в	1	1
341	так или	1	1
342	художник должен	1	1
343	платон в	1	1
344	чуть ли	2	1
345	из этих	7	1
346	рассказ о	1	1
347	и напряжением	1	1
348	необходимо сделать	1	1
349	имеем в	1	1
350	научного творчества	1	1
351	но на	1	1
352	знает их	1	1
353	и если	1	1
354	что она	2	1
355	главным образом	7	1
356	же автор	1	1
357	о начале	1	1
358	т д	14	1
359	после этого	2	1
360	когда все	1	1
361	всех этих	2	1
362	что еще	1	1
363	но некоторые	1	1
364	что ни	2	1
365	пишет о	1	1
366	и по	3	1
367	в образе	2	1
368	так например	2	1
369	уже по	2	1
370	то за	1	1
371	удивительно что	3	1
372	себя и	1	1
373	они должны	2	1
374	поэзии и	1	1
375	их и	4	1
376	а по	1	1
377	говорить не	3	1
378	или наконец	2	1
379	входит в	1	1
380	те или	1	1
381	ума и	2	1
382	и дает	1	1
383	процессе у	1	1
384	например с	1	1
385	только лишь	1	1
386	и творчества	1	1
387	ту или	1	1
388	между собою	2	1
389	здесь можно	1	1
390	или из	1	1
391	этот труд	2	1
392	и некоторые	1	1
393	мере не	1	1
394	их на	1	1
395	с более	2	1
396	первая из	1	1
397	и при	5	1
398	что такое	2	1
399	почти не	1	1
400	его мнению	1	1
401	не столько	2	1
402	говорил о	1	1
403	не как	1	1
404	результате этого	1	1
405	творчества и	1	1
406	является уже	1	1
407	том чтобы	2	1
408	говорит как	1	1
409	все это	10	1
410	их в	6	1
411	в устах	1	1
412	радости и	1	1
413	даже в	5	1
414	мы встречаемся	1	1
415	тому что	6	1
416	и технического	1	1
417	можно ли	2	1
418	перед собою	1	1
419	вплоть до	2	1
420	дня и	1	1
421	что эта	1	1
422	с которой	1	1
423	у платона	1	1
424	с теми	1	1
425	самого начала	1	1
426	мысли в	1	1
427	и отсюда	1	1
428	не имеет	1	1
429	о чем	2	1
430	что их	1	1
431	виду не	1	1
432	и имеет	1	1
433	и автор	1	1
434	многие писатели	1	1
435	из него	1	1
436	это мы	3	1
437	нет места	1	1
438	области художественного	1	1
439	у этого	1	1
440	и весь	2	1
441	же время	5	1
442	к ней	1	1
443	сообщает что	1	1
444	ею и	1	1
445	вот что	9	1
446	со своим	2	1
447	типа мы	1	1
448	следует что	1	1
449	уже о	1	1
450	силу чего	2	1
451	еще определеннее	1	1
452	той или	1	1
453	создает образ	1	1
454	на это	2	1
455	она не	3	1
456	от которой	1	1
457	и это	1	1
458	смысле что	1	1
459	но по	1	1
460	с ее	1	1
461	говоря уже	1	1
462	говорит и	8	1
463	и пытается	1	1
464	на основе	5	1
465	были у	1	1
466	то или	1	1
467	и образа	1	1
468	это для	1	1
469	его самого	1	1
470	и восстанавливает	1	1
471	по аналогии	1	1
472	искусство как	2	1
473	же говорит	4	1
474	в плоскости	1	1
475	том как	3	1
476	остается только	1	1
477	это только	4	1
478	но у	1	1
479	этой жизни	1	1
480	поэтому в	1	1
481	силу того	1	1
482	покончить с	1	1
483	сводится к	3	1
484	но к	1	1
485	в работе	3	1
486	утверждает что	3	1
487	аналогии с	1	1
488	и многих	1	1
489	науке и	1	1
490	под именем	1	1
491	творчества в	7	1
492	говорит он	1	1
493	которых он	1	1
494	в него	1	1
495	в италии	2	1
496	то все	1	1
497	своей работе	1	1
498	наконец и	1	1
499	но с	2	1
500	только у	2	1
501	речи о	1	1
502	одной из	1	1
503	этот вопрос	3	1
504	кстати сказать	1	1
505	образом даже	2	1
506	очень много	1	1
507	и так	1	1
508	простой и	1	1
509	самые разнообразные	1	1
510	во времени	1	1
511	об их	1	1
512	же и	2	1
513	только на	1	1
514	в поэзии	1	1
515	слова не	1	1
516	рассказывает о	4	1
517	записана у	1	1
518	по выражению	1	1
519	и других	1	1
520	на эту	1	1
521	что для	3	1
522	который как	1	1
523	себе в	1	1
524	к более	1	1
525	содержания и	1	1
526	в существе	1	1
527	не для	1	1
528	тому же	1	1
529	к ним	1	1
530	не о	2	1
531	художника и	7	1
532	идет в	1	1
533	заметить что	1	1
534	этом отношении	13	1
535	от того	2	1
536	дошедших до	1	1
537	характерны для	1	1
538	и вместе	1	1
539	в форме	3	1
540	встречаемся с	1	1
541	момент в	3	1
542	были бы	1	1
543	нет и	3	1
544	доходит до	1	1
545	пишет с	1	1
546	видно из	3	1
547	без всякой	1	1
548	или иной	2	1
549	даже не	2	1
550	что пишет	2	1
551	о своей	1	1
552	и из	1	1
553	как у	2	1
554	или иначе	1	1
555	чем он	1	1
556	одному тому	2	1
557	и др	9	1
558	не удивительно	4	1
559	ничего общего	1	1
560	эти идеи	1	1
561	смысла и	1	1
562	не было	7	1
563	их можно	1	1
564	он только	1	1
565	поскольку она	1	1
566	и самый	1	1
567	зависит от	2	1
568	в ту	1	1
569	процесс создания	1	1
570	как видно	1	1
571	для их	1	1
572	чтобы покончить	1	1
573	приходит в	1	1
574	нет никаких	2	1
575	вступает с	1	1
576	и творческий	1	1
577	и потому	2	1
578	как это	12	1
579	из которых	2	1
580	его развитие	1	1
581	предисловии к	1	1
582	этого типа	3	1
583	помимо всего	1	1
584	могут быть	5	1
585	думается что	4	1
586	более точно	1	1
587	доходят до	1	1
588	то уже	1	1
589	и судьбы	1	1
590	том смысле	1	1
591	что из	1	1
592	является для	1	1
593	действительность в	2	1
594	но это	1	1
595	науки хотя	1	1
596	трудно отличить	1	1
597	между прочим	2	1
598	числе и	2	1
599	в более	1	1
600	еще больше	1	1
601	замысел в	1	1
602	творчество и	1	1
603	значение ее	1	1
604	не отрицает	2	1
605	и от	3	1
606	искусства и	1	1
607	что оно	3	1
608	лишь о	1	1
609	сущности в	1	1
610	обе эти	1	1
611	человека это	1	1
612	по одному	2	1
613	от него	1	1
614	собственно говоря	1	1
615	что некоторые	1	1
616	из себя	2	1
617	творчества таким	1	1
618	только что	4	1
619	как показывает	1	1
620	утверждал что	1	1
621	но вот	1	1
622	личности и	1	1
623	с ними	4	1
624	ли на	2	1
625	а о	2	1
626	в романе	4	1
627	героя и	1	1
628	не говоря	1	1
629	состоит из	1	1
630	его таким	1	1
631	природе и	1	1
632	к его	2	1
633	разум и	1	1
634	всех других	3	1
635	это подчеркивает	1	1
636	только о	2	1
637	что об	1	1
638	огромное значение	1	1
639	строк из	1	1
640	того или	2	1
641	в искусстве	6	1
642	в своих	2	1
643	это в	1	1
644	которая не	2	1
645	этой точки	2	1
646	творчество как	3	1
