N	2gram	Vinokur_St_1	Tvorches
428	писал м	1	1
429	но очень	1	1
430	сказать чего	1	1
431	и является	1	1
432	в сознании	2	1
433	считать что	1	1
434	как будто	4	1
435	в области	14	1
436	ему не	1	1
437	пушкина на	3	1
438	в момент	1	1
439	не давая	1	1
440	стороны и	1	1
441	не могут	1	1
442	и вполне	3	1
443	числе и	2	1
444	содержанием и	1	1
445	к печати	1	1
446	к тому	1	1
447	что оно	3	1
448	за что	4	1
449	всего что	1	1
450	той или	1	1
451	ничего общего	3	1
452	в применении	3	1
453	должен быть	3	1
454	для себя	3	1
455	как мы	1	1
456	аполлона григорьева	1	1
457	но при	1	1
458	на основе	1	1
459	то или	3	1
460	мысль о	1	1
461	только то	1	1
462	на той	1	1
463	с самого	1	1
464	то время	2	1
465	в келье	1	1
466	ясно что	10	1
467	каждого из	2	1
468	из писем	1	1
469	к самой	1	1
470	чем у	2	1
471	еще в	1	1
472	она была	1	1
473	когда в	1	1
474	во второй	9	1
475	том как	4	1
476	что от	2	1
477	является в	1	1
478	поэтому в	3	1
479	несколько в	1	1
480	и лишена	1	1
481	к биографии	2	1
482	против этого	1	1
483	образом в	1	1
484	произвольное и	1	1
485	в виду	1	1
486	пор таких	1	1
487	о нем	1	1
488	пушкина этот	1	1
489	другом месте	2	1
490	в другом	3	1
491	на вопрос	4	1
492	столь же	4	1
493	это объясняется	2	1
494	с одной	3	1
495	почему же	1	1
496	утверждает что	1	1
497	лишь в	3	1
498	дело обстояло	1	1
499	может не	2	1
500	на точку	2	1
501	борису годунову	2	1
502	нет это	2	1
503	каждом из	1	1
504	повестях и	1	1
505	за основу	2	1
506	наук в	1	1
507	а потому	2	1
508	но нет	1	1
509	в середине	1	1
510	не знаю	2	1
511	при котором	1	1
512	от всех	1	1
513	в меру	1	1
514	значит что	3	1
515	в современной	1	1
516	критики в	1	1
517	эти детали	1	1
518	что подлинный	1	1
519	нас интересует	1	1
520	сразу же	1	1
521	но тот	1	1
522	мне кажется	5	1
523	понимание этого	1	1
524	в тексте	12	1
525	нуждается в	1	1
526	мог вполне	1	1
527	это тем	1	1
528	не зная	1	1
529	как нечто	1	1
530	до уровня	1	1
531	то в	3	1
532	такое же	1	1
533	который в	1	1
534	или же	2	1
535	том чтобы	1	1
536	и плоть	1	1
537	литературы в	1	1
538	ряде случаев	1	1
539	видеть что	1	1
540	отношений к	1	1
541	не знать	1	1
542	еще одну	1	1
543	является не	4	1
544	же у	1	1
545	в праве	1	1
546	всегда было	1	1
547	был бы	1	1
548	т vi	3	1
549	и их	2	1
550	бориса годунова	15	1
551	нечего сказать	1	1
552	наука о	1	1
553	сами по	1	1
554	не о	1	1
555	и никогда	1	1
556	французской революции	1	1
557	как раз	4	1
558	не просто	1	1
559	на деле	1	1
560	это положение	1	1
561	же это	3	1
562	в какой-то	1	1
563	возможно что	3	1
564	что и	6	1
565	со стороны	6	1
566	или иной	1	1
567	даже не	4	1
568	к борису	2	1
569	говорим о	1	1
570	представляет собою	2	1
571	что для	3	1
572	связано с	1	1
573	нужно сказать	5	1
574	его смерти	1	1
575	а главное	1	1
576	для начала	1	1
577	ясного и	1	1
578	с н	1	1
579	и всякая	1	1
580	и я	3	1
581	ни о	1	1
582	всегда и	1	1
583	оснований для	1	1
584	и имеет	1	1
585	уже давно	1	1
586	нет никаких	2	1
587	известным и	1	1
588	является его	1	1
589	но кто	1	1
590	я уже	3	1
591	как это	4	1
592	эти примеры	1	1
593	который видит	1	1
594	нет ни	2	1
595	с удовольствием	1	1
596	его личной	1	1
597	целом ряде	1	1
598	не дают	1	1
599	в течение	1	1
600	такого рода	2	1
601	применении к	3	1
602	который заявил	1	1
603	его работе	1	1
604	что же	6	1
605	текста как	1	1
606	и такие	2	1
607	том смысле	2	1
608	этого слова	2	1
609	безупречно что	1	1
610	ссылки на	1	1
611	же факт	1	1
612	такова же	1	1
613	заботиться о	1	1
614	отличается от	1	1
615	в графе	1	1
616	похоже на	1	1
617	это явление	2	1
618	писал в	1	1
619	которых я	1	1
620	и для	3	1
621	пор еще	1	1
622	должна была	4	1
623	для ее	1	1
624	в результате	3	1
625	за каждым	1	1
626	при посредстве	1	1
627	себя самого	1	1
628	для нас	7	1
629	или нет	1	1
630	а может	1	1
631	еще более	4	1
632	не должен	1	1
633	вообще в	1	1
634	иногда такие	1	1
635	будто бы	3	1
636	пусть в	1	1
637	это человек	4	1
638	до меня	1	1
639	тот же	1	1
640	отношении к	1	1
641	в целях	1	1
642	по поводу	7	1
643	и начинается	1	1
644	письма и	3	1
645	месте в	1	1
646	с ней	1	1
647	не знает	2	1
648	сказать что	7	1
649	не быть	1	1
650	была бы	5	1
651	совершенно не	5	1
652	в последнем	1	1
653	или иного	4	1
654	литература и	1	1
655	ни был	1	1
656	в голову	1	1
657	и другие	1	1
658	того времени	5	1
659	или во	1	1
660	молодой человек	2	1
661	нас не	1	1
662	как на	1	1
663	том числе	2	1
664	смысле что	1	1
