N	2gram	Propp_Russ_1	Literetu
212	я рад	1	1
213	он был	2	1
214	в различных	2	1
215	в чем	1	1
216	по тем	1	1
217	ответ на	1	1
218	тут же	2	1
219	не просто	2	1
220	что они	7	1
221	исторически и	1	1
222	его на	1	1
223	а третий	1	1
224	в различные	1	1
225	однако не	1	1
226	перед нами	1	1
227	пишет об	1	1
228	мы можем	2	1
229	как уже	4	1
230	и как	2	1
231	из работ	1	1
232	для которой	1	1
233	в которой	1	1
234	в нашем	2	1
235	однако как	2	1
236	общеизвестно что	1	1
237	почти целиком	2	1
238	говорят о	1	1
239	после чего	2	1
240	в жертву	1	1
241	на то	1	1
242	вытекающее из	1	1
243	века к	1	1
244	при рассмотрении	1	1
245	и лучше	2	1
246	он не	1	1
247	потребности в	1	1
248	в начале	1	1
249	и более	2	1
250	и по	8	1
251	так например	6	1
252	не бывает	1	1
253	но все	3	1
254	в каждом	2	1
255	а затем	1	1
256	и с	2	1
257	большинстве случаев	2	1
258	и мы	1	1
259	чаще всего	3	1
260	уже никакого	1	1
261	жизни человека	1	1
262	в них	6	1
263	он же	3	1
264	мы имеем	4	1
265	с тем	8	1
266	не всегда	1	1
267	и некоторые	3	1
268	такой же	2	1
269	в один	2	1
270	одного и	1	1
271	в этих	3	1
272	в г	4	1
273	во второй	1	1
274	представить себе	1	1
275	в советской	1	1
276	что от	2	1
277	по три	1	1
278	он искал	1	1
279	в которых	5	1
280	тот кто	1	1
281	однако он	1	1
282	одном из	1	1
283	если бы	1	1
284	не могли	1	1
285	быть не	1	1
286	на свободу	1	1
287	что чем	1	1
288	что есть	1	1
289	значение слова	1	1
290	она не	2	1
291	иной раз	1	1
292	не имеет	6	1
293	тогда когда	1	1
294	только из	1	1
295	ее с	1	1
296	во время	14	1
297	и сама	1	1
298	к изучению	1	1
299	от жизни	1	1
300	говорить о	1	1
301	когда они	1	1
302	иметь в	1	1
303	в день	6	1
304	общий для	1	1
305	и всегда	1	1
306	советской эпохи	1	1
307	для нас	6	1
308	чем ближе	1	1
309	только с	1	1
310	с другом	1	1
311	в детстве	1	1
312	в среде	1	1
313	и другим	2	1
314	жизни это	1	1
315	прошлого в	1	1
316	поэзии как	1	1
317	день и	2	1
318	имеет место	2	1
319	не единственный	1	1
320	быть назван	1	1
321	ничего общего	2	1
322	из их	1	1
323	как мы	10	1
324	свою очередь	2	1
325	россии в	1	1
326	так в	4	1
327	за счет	2	1
328	в дальнейшем	2	1
329	к жизни	3	1
330	или в	2	1
331	на путь	1	1
332	каждого из	1	1
333	к тем	3	1
334	быть может	1	1
335	с этого	6	1
336	собой и	1	1
337	в третьем	1	1
338	и здесь	2	1
339	не был	1	1
340	второй половине	1	1
341	при котором	1	1
342	никак не	1	1
343	и что	4	1
344	очевидно что	1	1
345	можно сказать	1	1
346	и который	1	1
347	на основе	1	1
348	к нему	1	1
349	во всех	4	1
350	от них	3	1
351	этому поводу	2	1
352	и во	1	1
353	поздний и	1	1
354	существу в	1	1
355	во всей	1	1
356	и других	7	1
357	наконец в	1	1
358	дома в	1	1
359	это приводит	1	1
360	тот же	1	1
361	в какой	2	1
362	смерти как	1	1
363	бы ни	1	1
364	только при	1	1
365	тогда же	1	1
366	это ни	1	1
367	не можем	3	1
368	и у	5	1
369	в большинстве	2	1
370	борьбы с	2	1
371	в значении	1	1
372	оно в	1	1
373	в виде	6	1
374	свидетельствует о	1	1
375	времени на	1	1
376	не так	1	1
377	равной степени	2	1
378	слова в	3	1
379	в одном	3	1
380	так как	15	1
381	не о	1	1
382	может служить	1	1
383	представляют собой	7	1
384	общей теории	1	1
385	что и	7	1
386	каждый человек	1	1
387	сюда же	1	1
388	с той	1	1
389	а с	4	1
390	интерес не	1	1
391	себя и	2	1
392	автора его	1	1
393	в некоторых	4	1
394	на основании	1	1
395	света и	1	1
396	в употреблении	1	1
397	до конца	2	1
398	однако и	1	1
399	сколько в	1	1
400	ниже в	1	1
401	впрочем в	1	1
402	или с	1	1
403	и п	16	1
404	становится ясным	1	1
405	прямо на	1	1
406	мы знаем	1	1
407	если не	1	1
408	необходимо было	1	1
409	нами как	1	1
410	он уже	1	1
411	с общей	1	1
412	многих случаях	2	1
413	в особенности	2	1
414	власть над	1	1
415	целом ряде	1	1
416	в той	1	1
417	и на	10	1
418	в первой	1	1
419	по существу	4	1
420	в это	3	1
421	этот не	1	1
422	как например	3	1
423	к новому	1	1
424	и о	1	1
425	только для	2	1
426	между прочим	2	1
427	но для	1	1
428	можно назвать	1	1
429	из ряда	1	1
430	под названием	1	1
431	из которых	1	1
432	уже на	1	1
433	и состоит	1	1
434	при таком	1	1
435	и другими	2	1
436	а к	1	1
437	в отдельных	1	1
438	говоря о	1	1
439	от него	1	1
440	и все	1	1
441	на берегу	1	1
442	или не	1	1
443	особенно интересны	1	1
444	известен только	1	1
445	в общем	1	1
446	целый ряд	1	1
447	нашей стране	1	1
448	были для	1	1
449	на крайне	1	1
450	в свою	3	1
451	между ними	1	1
452	с ней	2	1
453	не знает	1	1
454	сказать что	1	1
455	только как	1	1
456	в иной	1	1
457	в работах	1	1
458	но эти	3	1
459	в роли	1	1
460	вместе с	10	1
461	к этому	4	1
462	значение в	1	1
463	все что	1	1
464	они не	1	1
