N	2gram	Tiupa_Hudo_1	StatiiOP
333	чем же	1	1
334	вот как	1	1
335	противоречие в	1	1
336	что касается	1	1
337	еще больше	1	1
338	в творчестве	3	1
339	когда он	1	1
340	что этим	1	1
341	и хотя	1	1
342	непосредственно из	1	1
343	о самом	1	1
344	и последний	1	1
345	за собой	1	1
346	отступает от	1	1
347	к другому	4	1
348	в литературном	2	1
349	так или	2	1
350	в ответ	2	1
351	из этих	1	1
352	и тот	1	1
353	только один	1	1
354	не годится	1	1
355	в ряду	1	1
356	именно этим	2	1
357	что она	4	1
358	не следует	2	1
359	в определенном	1	1
360	а то	2	1
361	но именно	1	1
362	где все	1	1
363	одному из	1	1
364	с именем	1	1
365	в первую	2	1
366	к одному	1	1
367	не как	1	1
368	н м	1	1
369	до прихода	1	1
370	например как	1	1
371	свое время	1	1
372	его от	1	1
373	на этом	3	1
374	отрывке из	1	1
375	различие между	1	1
376	же касается	2	1
377	была в	1	1
378	на этой	1	1
379	не умеет	2	1
380	первую очередь	2	1
381	который так	1	1
382	этом смысле	1	1
383	роль в	1	1
384	по истории	1	1
385	и тем	1	1
386	не соответствует	1	1
387	для них	1	1
388	но уже	1	1
389	в высшей	1	1
390	к которым	1	1
391	а за	1	1
392	и уже	1	1
393	например или	1	1
394	говорится о	2	1
395	и чувствовали	1	1
396	с такой	1	1
397	можно считать	1	1
398	такой же	3	1
399	еще раз	2	1
400	истории русской	1	1
401	в еще	1	1
402	во второй	5	1
403	от своего	1	1
404	общества и	1	1
405	что среди	1	1
406	еще предстоит	1	1
407	ли можно	1	1
408	это делает	1	1
409	в город	1	1
410	же действительно	1	1
411	место в	1	1
412	в прозе	1	1
413	нее то	1	1
414	в герои	1	1
415	вплоть до	1	1
416	нельзя было	1	1
417	не будем	1	1
418	обмен репликами	1	1
419	нас к	1	1
420	иной раз	1	1
421	эта картина	1	1
422	она не	4	1
423	хотелось бы	1	1
424	мысли в	1	1
425	одна из	2	1
426	у кого	1	1
427	на него	2	1
428	в основе	1	1
429	читаем что	1	1
430	что ей	1	1
431	о них	1	1
432	нельзя ли	1	1
433	чем не	1	1
434	для всего	2	1
435	однако если	1	1
436	а порой	2	1
437	мотивы в	1	1
438	в москву	1	1
439	и без	1	1
440	вследствие того	1	1
441	же время	8	1
442	этих двух	1	1
443	к концу	1	1
444	как она	2	1
445	вместо того	2	1
446	в текст	1	1
447	как будто	4	1
448	так легко	1	1
449	по нашему	2	1
450	в городе	5	1
451	не могут	1	1
452	он и	1	1
453	в среде	1	1
454	под видом	1	1
455	и вполне	1	1
456	под защиту	1	1
457	в поле	1	1
458	что при	3	1
459	и которая	1	1
460	как мы	3	1
461	в деревне	1	1
462	в свое	1	1
463	что все	1	1
464	свою очередь	1	1
465	здесь не	2	1
466	данном случае	1	1
467	в в	1	1
468	х годов	1	1
469	средних веков	1	1
470	книги и	1	1
471	характер и	2	1
472	реальной действительности	1	1
473	в пределах	3	1
474	так в	2	1
475	на том	2	1
476	можно было	5	1
477	каждого из	2	1
478	здесь нет	1	1
479	о связи	1	1
480	русского классического	1	1
481	имеет право	1	1
482	столь же	4	1
483	и ему	2	1
484	средство общения	1	1
485	второй половине	2	1
486	одного из	1	1
487	с того	2	1
488	можно сказать	4	1
489	не хотелось	1	1
490	или иначе	2	1
491	собственной жизни	1	1
492	во втором	1	1
493	эти два	1	1
494	в форме	2	1
495	в крыму	1	1
496	и об	2	1
497	в лице	3	1
498	конце концов	1	1
499	ни к	2	1
500	казалось что	1	1
501	не случайно	7	1
502	один из	4	1
503	обычно у	1	1
504	героини и	1	1
505	это делалось	1	1
506	в двух	1	1
507	из толпы	2	1
508	романа и	1	1
509	тот же	1	1
510	места в	1	1
511	согласиться с	2	1
512	с ними	2	1
513	его жизнь	2	1
514	будто бы	3	1
515	поэтому и	2	1
516	он уже	4	1
517	по мнению	5	1
518	к числу	1	1
519	том чтобы	1	1
520	в общий	1	1
521	с какой	1	1
522	да еще	1	1
523	уже в	1	1
524	только на	2	1
525	больше не	2	1
526	спит в	1	1
527	речь в	2	1
528	этого процесса	1	1
529	но совершенно	1	1
530	сцену из	1	1
531	этом в	1	1
532	одно из	1	1
533	именно они	1	1
534	могло бы	1	1
535	у нее	2	1
536	а в	7	1
537	не о	2	1
538	в выборе	1	1
539	относясь к	1	1
540	как его	3	1
541	у него	9	1
542	смысле слова	1	1
543	прибегает и	1	1
544	его среды	1	1
545	ф м	3	1
546	представляют собой	2	1
547	на стороне	2	1
548	не укладывается	1	1
549	даже не	1	1
550	мы привыкли	1	1
551	внушить ему	1	1
552	слова на	1	1
553	и быть	4	1
554	романа в	3	1
555	себя и	2	1
556	что для	1	1
557	с очень	1	1
558	жизни то	1	1
559	связано с	1	1
560	них и	1	1
561	церкви и	1	1
562	то и	3	1
563	и стал	1	1
564	из наиболее	1	1
565	ничем не	3	1
566	л а	2	1
567	в руках	1	1
568	и исторической	1	1
569	и слово	1	1
570	жизнь в	1	1
571	его характер	2	1
572	в связи	3	1
573	важнейшими из	1	1
574	именно поэтому	1	1
575	и м	2	1
576	почти ничего	1	1
577	на который	1	1
578	внимания к	1	1
579	ни на	1	1
580	пишет критик	1	1
581	общего с	1	1
582	по своим	1	1
583	характера и	2	1
584	у себя	2	1
585	в изображении	2	1
586	если оно	1	1
587	которые являются	1	1
588	пишет в	1	1
589	одновременно и	5	1
590	что же	2	1
591	и всей	1	1
592	да и	2	1
593	не противоречат	1	1
594	человек с	1	1
595	жизни в	6	1
596	на свете	1	1
597	который он	1	1
598	быть не	1	1
599	xix в	4	1
600	внешнего мира	1	1
601	в контексте	1	1
602	и тому	1	1
603	не испытывал	1	1
604	на пути	1	1
605	как нам	2	1
606	характера в	3	1
607	но для	1	1
608	нисколько не	1	1
609	роман но	1	1
610	описаний в	1	1
611	и для	3	1
612	уже на	1	1
613	и от	4	1
614	что оно	1	1
615	в отдельных	1	1
616	для нас	1	1
617	которым в	2	1
618	от него	3	1
619	и все	4	1
620	так называемых	1	1
621	бы в	1	1
622	у которого	1	1
623	не степенью	2	1
624	укладывается в	1	1
625	же в	3	1
626	в свою	1	1
627	практическую победу	1	1
628	лишь что	1	1
629	неотделим от	1	1
630	и внутренне	1	1
631	имеет ничего	1	1
632	их с	1	1
633	к его	1	1
634	едва ли	3	1
635	в характере	1	1
636	в последнем	1	1
637	отношению к	8	1
638	из этого	1	1
639	в трех	1	1
640	героя в	2	1
641	в голову	1	1
642	жизни и	5	1
643	пути к	1	1
644	заметить что	2	1
645	к этой	3	1
646	о себе	1	1
647	времени работы	1	1
648	видел ли	1	1
649	как слово	1	1
650	в своих	3	1
651	я могу	1	1
652	который не	1	1
653	к роли	1	1
654	можно назвать	1	1
655	в таком	3	1
656	все что	1	1
657	ничего общего	1	1
658	которая не	2	1
