N	2gram	Tiupa_Vved_1	formyVre
151	мира в	8	3
152	с помощью	1	3
153	не является	3	3
154	в этих	3	3
155	а в	6	3
156	себе самому	1	3
157	но эти	1	3
158	к этому	2	3
159	том числе	1	3
160	о каждом	1	2
161	как его	2	2
162	тем же	1	2
163	и так	1	2
164	и до	1	2
165	как история	1	2
166	мы имеем	5	2
167	на кухне	1	2
168	в сущности	1	2
169	говорить о	2	2
170	жизни как	1	2
171	столько же	1	2
172	в час	1	2
173	бы она	1	2
174	и т.п	9	2
175	если в	2	2
176	к ним	2	2
177	друг от	1	2
178	в одной	2	2
179	опирается на	1	2
180	то в	1	2
181	и к	2	2
182	всего романа	1	2
183	в этой	1	2
184	с одной	5	2
185	особое место	1	2
186	как он	2	2
187	перестает быть	1	2
188	в корне	1	2
189	и вот	1	2
190	картины мира	5	2
191	на этом	1	2
192	людей и	1	2
193	по аналогии	1	2
194	в вечности	1	2
195	лишь в	2	2
196	по себе	2	2
197	далеко не	4	2
198	с тем	1	2
199	которой он	1	2
200	одна и	1	2
201	мы видели	2	2
202	автора и	1	2
203	и становится	1	2
204	далее в	1	2
205	строго говоря	2	2
206	но он	1	2
207	и более	3	2
208	в той	4	2
209	в отношении	1	2
210	вплоть до	1	2
211	на котором	1	2
212	мире и	1	2
213	в роман	1	2
214	этом отношении	4	2
215	в духе	1	2
216	принадлежит к	3	2
217	могут быть	4	2
218	числе и	1	2
219	и потому	1	2
220	и о	1	2
221	от друга	1	2
222	здесь не	2	2
223	и от	2	2
224	не мог	1	2
225	особенно в	1	2
226	и та	1	2
227	картина мира	12	2
228	можно сказать	4	2
229	мира по	1	2
230	в сюжете	1	2
231	это не	6	2
232	и только	1	2
233	в литературе	2	2
234	быть и	2	2
235	один из	3	2
236	мы видим	1	2
237	сказано в	1	2
238	представлений о	1	2
239	сами по	1	2
240	в конце	1	2
241	смерти с	1	2
242	каждый из	1	2
243	или иной	3	2
244	с другой	5	2
245	этом ряду	2	2
246	сюда же	1	2
247	было бы	4	2
248	наконец в	1	2
249	и затем	1	2
250	их не	1	2
251	у нас	1	2
252	а на	2	2
253	не знает	1	2
254	жизни но	1	2
255	на друга	1	2
256	до конца	3	2
257	человек в	1	2
258	во франции	1	2
259	что все	1	2
260	за обедом	2	2
261	не может	7	2
262	так же	1	2
263	как это	1	2
264	по своему	2	2
265	в данном	13	2
266	наряду с	2	2
267	этом случае	1	2
268	в аспекте	2	2
269	друг на	1	2
270	ни для	1	2
271	главных героев	1	2
272	картине мира	4	2
273	в двух	1	2
274	у них	1	2
275	но это	3	2
276	между ними	1	2
277	жизни а	1	2
278	во всяком	1	2
279	все что	3	2
280	например в	2	1
281	относится и	1	1
282	характера а	1	1
283	на самом	4	1
284	значении этого	1	1
285	сил и	1	1
286	идет о	1	1
287	времени но	1	1
288	обстоит дело	1	1
289	смерть в	1	1
290	должна быть	2	1
291	в несколько	1	1
292	а как	1	1
293	время здесь	1	1
294	во внутреннем	1	1
295	он как	1	1
296	начинается с	1	1
297	в полной	1	1
298	письма к	2	1
299	и ряд	1	1
300	вместо того	2	1
301	из того	1	1
302	совершенно чужда	1	1
303	подчеркнуть что	5	1
304	в каждой	1	1
305	это время	2	1
306	в ней	4	1
307	между собой	2	1
308	он сам	1	1
309	взгляде на	1	1
310	в нашем	6	1
311	самом деле	3	1
312	могло быть	1	1
313	и хронотопа	2	1
314	не входит	1	1
315	отличие от	2	1
316	связи и	1	1
317	в настоящем	2	1
318	образов но	2	1
319	первый взгляд	1	1
320	не входят	1	1
321	его на	1	1
322	до его	1	1
323	о жизни	2	1
324	в него	1	1
325	однако не	1	1
326	последнее что	1	1
327	обычных жизненных	1	1
328	них как	2	1
329	в самом	2	1
330	бы и	4	1
331	как то	1	1
332	жизни так	2	1
333	бы не	2	1
334	так в	4	1
335	еще один	1	1
336	всего к	1	1
337	и тот	1	1
338	в случае	2	1
339	вследствие этого	3	1
340	вообще не	1	1
341	стороны в	1	1
342	мы можем	2	1
343	в тот	1	1
344	не как	2	1
345	в человеческой	1	1
346	мифы о	1	1
347	на его	1	1
348	в пространственно-временной	1	1
349	чтобы в	1	1
350	двоякий характер	1	1
351	так например	1	1
352	ее по	1	1
353	хода жизни	1	1
354	об этом	4	1
355	или просто	1	1
356	речевой практике	1	1
357	и тем	2	1
358	о которых	1	1
359	в кухне	1	1
360	все равно	2	1
361	как об	1	1
362	пространственных и	1	1
363	жизнь лишенная	1	1
364	он и	2	1
365	становится и	1	1
366	ключ к	1	1
367	мы не	4	1
368	и того	2	1
369	одного и	1	1
370	и еще	1	1
371	в своей	5	1
372	медицинских и	1	1
373	видели в	1	1
374	в рассказ	1	1
375	самый момент	1	1
376	не столько	4	1
377	что до	1	1
378	от его	1	1
379	стало быть	7	1
380	через посредство	1	1
381	мира на	2	1
382	однако в	4	1
383	и долго	2	1
384	случае мы	1	1
385	тому что	1	1
386	что есть	1	1
387	все для	1	1
388	ни казались	1	1
389	возникает в	1	1
390	с которой	1	1
391	не имеет	2	1
392	одна из	4	1
393	и сама	1	1
394	на него	2	1
395	не по	1	1
396	облекается в	1	1
397	того мира	1	1
398	функцию в	1	1
399	но только	1	1
400	это мы	1	1
401	и притом	1	1
402	как она	1	1
403	вперед и	1	1
404	во всем	1	1
405	каждой из	1	1
406	было в	1	1
407	только с	1	1
408	случая и	1	1
409	может показаться	1	1
410	образ живого	1	1
411	со множеством	1	1
412	начиная с	3	1
413	жизни которая	1	1
414	его с	2	1
415	но одновременно	1	1
416	как для	2	1
417	бы он	1	1
418	той или	3	1
419	сказать что	1	1
420	оно не	1	1
421	если же	1	1
422	же еще	1	1
423	себе в	1	1
424	с ее	1	1
425	свою очередь	4	1
426	но при	5	1
427	напротив они	1	1
428	появляется в	2	1
429	в ее	1	1
430	данном случае	6	1
431	утро в	1	1
432	существенное значение	1	1
433	характер и	1	1
434	особенность художественного	1	1
435	в произведении	1	1
436	действия и	1	1
437	происходят в	1	1
438	и сам	1	1
439	времени и	7	1
440	это вовсе	1	1
441	здесь как	1	1
442	этого как	1	1
443	является носителем	1	1
444	с собой	1	1
445	еще в	2	1
446	она была	2	1
447	если бы	7	1
448	из одного	1	1
449	с человеком	2	1
450	в разных	1	1
451	них не	1	1
452	сводится к	4	1
453	действия но	2	1
454	и т.д	5	1
455	то они	1	1
456	внимание на	3	1
457	оно лишено	1	1
458	за пределами	3	1
459	никак не	2	1
460	и что	1	1
461	такова что	1	1
462	в смерти	1	1
463	аналогии с	1	1
464	в значительной	1	1
465	рассуждения о	1	1
466	между тем	1	1
467	существенную роль	1	1
468	совершенно особое	1	1
469	есть с	1	1
470	другого в	1	1
471	исходя из	2	1
472	представления о	1	1
473	ряд других	1	1
474	в формах	1	1
475	что смерть	2	1
476	что будет	1	1
477	по своей	3	1
478	рассуждение о	1	1
479	приведенных выше	1	1
480	это свидетельствует	1	1
481	реальности как	1	1
482	мы увидим	1	1
483	для себя	1	1
484	должен быть	1	1
485	в разные	1	1
486	должен был	1	1
487	поэтому и	1	1
488	всех его	1	1
489	и ее	1	1
490	без него	1	1
491	и жизни	1	1
492	себя в	1	1
493	есть в	2	1
494	оказывается в	1	1
495	не можем	2	1
496	то и	2	1
497	не обходится	1	1
498	вернуться к	1	1
499	в виде	1	1
500	свидетельствует о	4	1
501	в пределе	1	1
502	как более	1	1
503	участие в	1	1
504	глаза и	1	1
505	от горя	1	1
506	в случаях	2	1
507	утрачивает свою	1	1
508	в символический	1	1
509	она происходит	1	1
510	событие в	1	1
511	точек зрения	2	1
512	еще и	1	1
513	бытия в	2	1
514	личной жизни	1	1
515	в отличие	2	1
516	неразрывном единстве	1	1
517	что не	1	1
518	объясняется тем	1	1
519	и развязка	2	1
520	на этот	1	1
521	которых мы	1	1
522	един и	1	1
523	в рассказе	6	1
524	другой стороны	2	1
525	эта природа	1	1
526	ведь для	1	1
527	в неразрывном	1	1
528	и питается	1	1
529	несмотря на	1	1
530	но как	1	1
531	в речи	2	1
532	так называемой	1	1
533	и временных	1	1
534	этих случаях	2	1
535	установкой на	2	1
536	одной стороны	5	1
537	времени с	1	1
538	есть на	1	1
539	быть только	2	1
540	да и	1	1
541	распадается на	1	1
542	почти вся	1	1
543	и прочими	1	1
544	благодаря этому	1	1
545	и действия	2	1
546	видно что	1	1
547	между прочим	1	1
548	из него	1	1
549	говоря это	2	1
550	тех же	1	1
551	это уже	1	1
552	этого рода	1	1
553	границе между	1	1
554	котором он	2	1
555	в результате	3	1
556	и пространстве	1	1
557	которая в	3	1
558	с установкой	2	1
559	интерес к	1	1
560	бы в	3	1
561	обращение к	1	1
562	раскрывается в	1	1
563	зрения в	1	1
564	действительной жизни	1	1
565	в настоящее	1	1
566	хотя в	1	1
567	бы на	1	1
568	речь о	1	1
569	в целях	1	1
570	от ее	1	1
571	требует чтобы	1	1
572	нам не	1	1
573	в свою	4	1
574	мира здесь	1	1
575	дело с	2	1
576	это на	1	1
577	же самой	1	1
578	мир но	1	1
579	частности в	2	1
580	и стало	1	1
581	по поводу	2	1
582	в таком	1	1
583	они не	1	1
