N	2gram	Bakhtin_fo_1	NovoeSre
101	времени в	7	2
102	на протяжении	1	2
103	но не	5	2
104	в новом	1	2
105	в свои	1	2
106	века и	1	2
107	в центре	2	2
108	с этим	6	2
109	нового типа	2	2
110	ни к	3	2
111	хотя и	3	2
112	но в	10	2
113	все эти	9	2
114	с одной	3	2
115	себя в	1	2
116	с их	2	2
117	есть в	2	2
118	в себе	3	2
119	уже не	2	2
120	вернуться к	1	2
121	не могла	1	2
122	не к	2	2
123	эпоху когда	1	2
124	у него	6	2
125	люди не	1	2
126	что все	2	2
127	нет и	2	2
128	и даже	2	2
129	и т.п	4	2
130	связаны с	3	2
131	к более	1	2
132	том что	4	2
133	вместе с	3	2
134	так же	6	2
135	свои права	1	2
136	мы говорим	1	2
137	место в	2	2
138	к содержанию	1	2
139	не знал	1	2
140	одной стороны	2	2
141	мир и	2	2
142	по существу	12	2
143	xviii века	3	2
144	возвращается к	1	2
145	и формы	1	2
146	но для	2	2
147	равно как	2	2
148	в то	9	2
149	одна из	2	2
150	борьба и	1	2
151	в мировой	2	2
152	того чтобы	5	2
153	формы и	3	2
154	и от	1	2
155	самой жизни	1	2
156	в русском	1	2
157	хотя бы	2	2
158	все они	1	2
159	а в	3	2
160	когда мы	1	2
161	могут быть	5	2
162	можно назвать	2	2
163	и через	1	1
164	же так	1	1
165	лишь там	1	1
166	для себя	7	1
167	он может	1	1
168	характер и	7	1
169	чтобы быть	1	1
170	этого мира	4	1
171	по преимуществу	3	1
172	приводит к	1	1
173	и до	5	1
174	природе своей	2	1
175	в образе	5	1
176	с собой	1	1
177	значение они	1	1
178	мы уже	11	1
179	и которые	1	1
180	по природе	2	1
181	во многом	2	1
182	страны в	1	1
183	и совсем	1	1
184	с ним	2	1
185	нас и	1	1
186	смысле и	1	1
187	на себя	2	1
188	как я	1	1
189	не был	1	1
190	в виду	3	1
191	зависимости от	1	1
192	времени человек	1	1
193	жизни это	2	1
194	это время	7	1
195	и явления	1	1
196	эпох и	1	1
197	в xix	1	1
198	вопрос об	1	1
199	на них	2	1
200	себя а	1	1
201	в чем	2	1
202	и во	7	1
203	все в	1	1
204	не могут	3	1
205	своего рода	1	1
206	нем не	3	1
207	и власть	1	1
208	то он	1	1
209	переходит в	1	1
210	черты и	1	1
211	значение и	3	1
212	в его	13	1
213	в эти	1	1
214	есть по	1	1
215	менее всего	1	1
216	но нет	1	1
217	себе и	3	1
218	отличие от	2	1
219	и только	1	1
220	значение для	1	1
221	вся жизнь	1	1
222	в значительной	2	1
223	и целостности	1	1
224	в своем	4	1
225	и нет	2	1
226	жизни его	1	1
227	философии и	1	1
228	человека в	17	1
229	время когда	1	1
230	что он	1	1
231	только в	4	1
232	во всем	2	1
233	по своей	1	1
234	но такого	1	1
235	и объединения	1	1
236	от этого	2	1
237	в этот	2	1
238	в самом	8	1
239	приходят в	1	1
240	он действует	1	1
241	то время	4	1
242	из этих	1	1
243	имеет более	1	1
244	приобретает характер	1	1
245	тоже не	1	1
246	государство не	1	1
247	было так	1	1
248	же и	2	1
249	для всех	2	1
250	человеке и	1	1
251	и у	5	1
252	мира но	1	1
253	уже в	2	1
254	в большинстве	1	1
255	образа человека	11	1
256	человек не	1	1
257	все ее	3	1
258	вообще не	3	1
259	от других	1	1
260	вера в	2	1
261	все другие	2	1
262	из них	1	1
263	она становится	3	1
264	сами эти	1	1
265	им даже	1	1
266	человека на	1	1
267	в событиях	1	1
268	мир в	2	1
269	для того	5	1
270	и их	8	1
271	как часто	1	1
272	всяком случае	1	1
273	и нового	1	1
274	что единство	1	1
275	и жизненной	1	1
276	сами по	1	1
277	по всем	2	1
278	в конце	9	1
279	не для	2	1
280	кризис и	2	1
281	те формы	1	1
282	друг друга	3	1
283	бытия и	1	1
284	жизни совершенно	1	1
285	которые могут	1	1
286	человек как	1	1
287	тем что	2	1
288	ее жизни	1	1
289	в основу	3	1
290	но все	5	1
291	значительной степени	1	1
292	формы к	1	1
293	значение в	5	1
294	не были	2	1
295	из всех	1	1
296	них не	1	1
297	говорим о	1	1
298	на ее	1	1
299	с другими	3	1
300	было бы	2	1
301	в каких	1	1
302	лишь на	1	1
303	было и	4	1
304	себя и	3	1
305	в отличие	2	1
306	что не	3	1
307	но оно	2	1
308	для них	3	1
309	их не	1	1
310	нет в	2	1
311	мир все	1	1
312	процесс в	2	1
313	а на	1	1
314	они не	3	1
315	в этой	1	1
316	с большей	2	1
317	еще достаточно	1	1
318	не на	1	1
319	от мира	1	1
320	жизнь в	2	1
321	не быть	1	1
322	как ни	1	1
323	была уже	2	1
324	человеческой жизни	6	1
325	ее на	1	1
326	огромную роль	1	1
327	но власть	1	1
328	историческое время	2	1
329	что мы	2	1
330	и того	6	1
331	не больше	1	1
332	ближе к	1	1
333	одного и	5	1
334	и еще	2	1
335	себя на	1	1
336	проходит через	3	1
337	в эту	1	1
338	в этих	3	1
339	может иметь	1	1
340	во время	1	1
341	уже давно	1	1
342	человек а	1	1
343	к себе	4	1
344	в котором	4	1
345	всего они	1	1
346	одну из	1	1
347	рода и	1	1
348	нужно отнести	1	1
349	не столько	1	1
350	и мир	1	1
351	не должно	1	1
352	у нас	1	1
353	в зависимости	1	1
354	как другие	1	1
355	силы ее	1	1
356	само государство	1	1
357	оно должно	1	1
358	вступили в	2	1
359	но он	2	1
360	быть только	3	1
361	мы должны	2	1
362	и более	1	1
363	есть еще	1	1
364	их в	3	1
365	в человеческом	1	1
366	что этот	1	1
367	времени а	1	1
368	распадается на	1	1
369	во времени	3	1
370	типа не	1	1
371	по себе	2	1
372	в это	2	1
373	в той	4	1
374	совершенно так	1	1
375	xiv и	1	1
376	и очень	1	1
377	и культур	2	1
378	нет никакого	1	1
379	сих пор	3	1
380	так как	6	1
381	природу и	1	1
382	привела к	1	1
383	не осталось	2	1
384	человека не	1	1
385	должны быть	1	1
386	в сущности	3	1
387	в более	2	1
388	это уже	1	1
389	движение времени	1	1
390	магический характер	1	1
391	ее роли	1	1
392	и имеет	1	1
393	до сих	3	1
394	того и	2	1
395	внутреннего единства	1	1
396	в исторический	2	1
397	судьба и	1	1
398	проявляется уже	1	1
399	или иная	1	1
400	бы он	1	1
401	к этой	1	1
402	к ней	2	1
403	своей природе	1	1
404	событиях и	1	1
405	сферах культуры	1	1
406	и его	16	1
407	а также	2	1
408	и роста	1	1
409	или не	2	1
410	так называемый	2	1
411	но наряду	1	1
412	человека так	2	1
413	все более	1	1
414	речи о	1	1
415	процессы в	1	1
416	вступает в	2	1
417	образ человека	6	1
418	возможно лишь	1	1
419	нет ничего	4	1
420	в каком	2	1
421	та или	1	1
422	в свою	2	1
423	иного мира	1	1
424	своей энергии	1	1
425	бытия как	1	1
426	и оно	1	1
427	воспринимаются как	1	1
428	от всех	1	1
429	того же	8	1
430	выход из	2	1
431	есть только	2	1
432	во все	2	1
433	про себя	1	1
434	типу в	1	1
435	в которой	2	1
436	числе и	2	1
437	всегда есть	1	1
438	жизни без	1	1
439	во всяком	3	1
440	то они	1	1
441	оно не	2	1
442	него как	1	1
443	том числе	4	1
