N	2gram	Vygotskiy__4	EvropaiE
569	связь с	5	1
570	уже о	1	1
571	нет ничего	1	1
572	раз на	1	1
573	что во	1	1
574	то можно	1	1
575	двух противоположных	2	1
576	что за	1	1
577	она есть	2	1
578	есть только	2	1
579	эту мысль	1	1
580	приблизительно в	1	1
581	должно быть	3	1
582	с ее	3	1
583	этого слова	3	1
584	слова и	4	1
585	на пути	2	1
586	к двум	1	1
587	и изучение	1	1
588	ближе к	1	1
589	себя с	1	1
590	может этого	1	1
591	при таком	3	1
592	только внешнюю	1	1
593	это можно	1	1
594	что оно	3	1
595	та и	1	1
596	ее и	2	1
597	сознания что	1	1
598	и однако	1	1
599	как сказал	1	1
600	но это	1	1
601	и другие	1	1
602	в обстановке	1	1
603	помощи этого	1	1
604	существование и	1	1
605	с ней	1	1
606	понимать как	1	1
607	не быть	1	1
608	с такой	2	1
609	что даже	1	1
610	время не	1	1
611	целей и	1	1
612	лежащих в	1	1
613	подтверждение в	1	1
614	к этой	3	1
615	только одна	2	1
616	это в	4	1
617	другой можно	2	1
618	который не	2	1
619	упираются в	1	1
620	гораздо более	1	1
