N	2gram	Tiupa_Narr_1	Literetu
168	не бывает	1	2
169	и иных	1	2
170	коммуникативной стратегии	3	2
171	но уже	1	2
172	в них	1	2
173	все равно	1	2
174	соответствии с	1	2
175	с этой	1	2
176	а за	1	2
177	он и	1	2
178	как бы	4	2
179	мысли и	1	2
180	что было	1	2
181	тем не	3	2
182	по крайней	1	2
183	не по	1	2
184	в основе	5	2
185	для кого	1	2
186	жизни на	1	2
187	с читателем	1	2
188	перед ним	1	2
189	могут быть	3	2
190	восходит к	3	2
191	все еще	1	2
192	для себя	1	2
193	в виду	1	2
194	в ее	3	2
195	коммуникативного события	12	2
196	еще не	7	2
197	о том	6	2
198	картина мира	5	2
199	для нас	1	2
200	а также	7	2
201	русской литературе	1	2
202	и только	2	2
203	крайней мере	1	2
204	впрочем не	1	2
205	в него	1	2
206	было бы	4	2
207	и одновременно	2	2
208	тот же	1	2
209	одной из	4	2
210	в какой	2	2
211	потому что	1	2
212	уже не	5	2
213	уже в	3	2
214	ни было	3	2
215	свидетельствует о	1	2
216	из них	3	2
217	одно из	2	2
218	не так	1	2
219	равной степени	1	2
220	в конце	1	2
221	что и	1	2
222	вовсе не	1	2
223	граница между	1	2
224	при всей	4	2
225	у него	4	2
226	как раз	2	2
227	субъекта жизни	1	2
228	наконец в	2	2
229	в облике	1	2
230	себя и	2	2
231	что не	4	2
232	не было	2	2
233	поскольку речь	1	2
234	в россии	1	2
235	мира в	5	2
236	по характеристике	4	2
237	как это	6	2
238	в дискурсе	1	2
239	жизни а	2	2
240	из которых	4	2
241	и столь	1	2
242	над ним	1	2
243	к жизни	1	2
244	а если	2	2
245	тому как	2	2
246	быть не	1	2
247	под названием	1	2
248	при всем	2	2
249	не является	8	2
250	в результате	2	2
251	в третьем	3	2
252	хотя бы	4	2
253	с ним	1	2
254	же в	4	2
255	здесь даже	1	2
256	смыкается с	1	2
257	первый раз	1	2
258	не знает	1	2
259	присутствия в	3	2
260	в свое	1	2
261	героя в	8	2
262	себе не	2	2
263	в роли	2	2
264	том числе	6	2
265	литературы а	1	1
266	и зримой	1	1
267	отношения к	2	1
268	поэтической речи	1	1
269	это и	3	1
270	ценностном центре	1	1
271	здесь и	2	1
272	доверия к	1	1
273	от самого	1	1
274	в первом	3	1
275	отношения между	1	1
276	культурного феномена	1	1
277	должна быть	2	1
278	не меньшей	1	1
279	текста как	2	1
280	мы имеем	2	1
281	как мы	3	1
282	сведена к	1	1
283	тексте не	1	1
284	ни единого	1	1
285	он как	1	1
286	ему в	2	1
287	в будущем	2	1
288	а далее	1	1
289	пребывания в	1	1
290	меньшей степени	1	1
291	не от	2	1
292	он сам	2	1
293	этот текст	1	1
294	бы то	3	1
295	в чем	1	1
296	истории в	3	1
297	самом деле	2	1
298	перед глазами	1	1
299	свою жизнь	1	1
300	а он	1	1
301	в новом	1	1
302	художественной словесности	1	1
303	отличие от	5	1
304	именовал веком	1	1
305	общий знаменатель	1	1
306	это мир	1	1
307	вследствие чего	2	1
308	соответствующего жанра	2	1
309	как в	7	1
310	данный момент	1	1
311	от содержания	1	1
312	о.м фрейденберг	3	1
313	о жизни	1	1
314	этой точки	2	1
315	есть в	2	1
316	как нам	1	1
317	в полном	2	1
318	когда он	3	1
319	что по	2	1
320	писал что	1	1
321	в действительности	1	1
322	от этого	1	1
323	креативного и	1	1
324	за собой	4	1
325	в самом	1	1
326	героя и	4	1
327	прошлое в	1	1
328	что это	3	1
329	ни один	1	1
330	своей актуализации	1	1
331	все эти	2	1
332	не оставляет	1	1
333	в известном	2	1
334	рассказ о	1	1
335	особое место	1	1
336	но он	1	1
337	в случае	7	1
338	например как	2	1
339	с чем	2	1
340	в классическом	2	1
341	но именно	1	1
342	сегодняшний день	1	1
343	слова а	1	1
344	слова которое	1	1
345	на земле	1	1
346	что ни	1	1
347	и по	1	1
348	образа и	1	1
349	обстоит дело	1	1
350	или иных	1	1
351	без исключения	2	1
352	ни был	1	1
353	таким образом	1	1
354	здесь мы	1	1
355	то ни	3	1
356	это позиция	2	1
357	в вечности	1	1
358	случае следует	1	1
359	различие между	2	1
360	со всеми	1	1
361	а по	2	1
362	входя в	1	1
363	по выражению	2	1
364	сознания к	2	1
365	на протяжении	6	1
366	с другими	1	1
367	его личности	2	1
368	это не	2	1
369	всю свою	1	1
370	практически не	1	1
371	по мысли	3	1
372	должен был	1	1
373	который по	3	1
374	было тут	1	1
375	далеко не	5	1
376	мира где	1	1
377	и определяет	1	1
378	в слове	1	1
379	х гг	1	1
380	мы видели	1	1
381	художественного дискурса	2	1
382	в не	1	1
383	и было	1	1
384	иначе говоря	6	1
385	нуждающегося в	1	1
386	общественных отношений	1	1
387	от первой	1	1
388	явления как	1	1
389	с позиции	1	1
390	место в	1	1
391	себе а	1	1
392	в отличие	5	1
393	само историческое	1	1
394	до последнего	1	1
395	от его	1	1
396	является в	1	1
397	обнаруживается в	1	1
398	при рассмотрении	1	1
399	их в	1	1
400	как от	1	1
401	что этот	1	1
402	в историческом	1	1
403	веком героев	1	1
404	не противоречит	1	1
405	текста является	2	1
406	только здесь	1	1
407	не имеет	2	1
408	что ей	1	1
409	писал бахтин	1	1
410	которых и	2	1
411	не могло	2	1
412	культурное пространство	1	1
413	имеем дело	2	1
414	этих двух	1	1
415	в.т в	1	1
416	по своей	3	1
417	только имя	1	1
418	событие мыслится	1	1
419	есть не	1	1
420	связи с	4	1
421	читатель понимает	1	1
422	и оказывается	1	1
423	мы и	1	1
424	что на	2	1
425	как справедливо	2	1
426	как отмечает	1	1
427	бытия как	1	1
428	роль по	1	1
429	которых он	1	1
430	взаимодействия с	1	1
431	все то	2	1
432	не могут	1	1
433	же самое	1	1
434	приобщения к	1	1
435	числе и	4	1
436	в своего	1	1
437	к тому	7	1
438	как для	1	1
439	у истоков	1	1
440	ценностного центра	2	1
441	говоря словами	2	1
442	гегель именовал	1	1
443	характеристике с.с	1	1
444	приходит к	2	1
445	элементы в	1	1
446	как утверждает	1	1
447	более не	2	1
448	но по	1	1
449	свою очередь	3	1
450	вечности и	1	1
451	здесь не	4	1
452	узком значении	1	1
453	говорит и	2	1
454	события как	2	1
455	в собственном	2	1
456	по сути	2	1
457	мысль о	1	1
458	в особенности	4	1
459	классического реализма	1	1
460	только то	1	1
461	идет не	1	1
462	выбора не	1	1
463	в пределах	2	1
464	приводит к	2	1
465	на свой	2	1
466	это путь	1	1
467	читателя в	2	1
468	на том	3	1
469	и когда	2	1
470	которого нет	1	1
471	можно было	2	1
472	сознаний в	1	1
473	с позиций	1	1
474	в последующих	1	1
475	мог бы	3	1
476	во второй	2	1
477	в глубинах	1	1
478	с этого	1	1
479	в таком	2	1
480	и перед	1	1
481	сводится к	3	1
482	вниманием к	1	1
483	направленной на	1	1
484	одного из	4	1
485	на что	1	1
486	можно сказать	5	1
487	основе своей	4	1
488	смерть как	1	1
489	времени в	2	1
490	нет у	2	1
491	лет а	1	1
492	истории самой	1	1
493	грань между	1	1
494	однако с	1	1
495	во втором	4	1
496	чем и	1	1
497	это принципиально	1	1
498	поскольку как	1	1
499	еще только	1	1
500	ибо жизнь	1	1
501	систему ценностей	1	1
502	в литературе	2	1
503	с.с аверинцева	2	1
504	идет по	2	1
505	но зато	1	1
506	с появлением	1	1
507	дело с	2	1
508	как целого	1	1
509	которое мы	1	1
510	мире и	1	1
511	человека с	1	1
512	этой системе	1	1
513	вровень с	1	1
514	за пределами	1	1
515	не все	5	1
516	еще одной	1	1
517	от других	1	1
518	слова не	1	1
519	а то	1	1
520	где бы	1	1
521	ответ на	1	1
522	ни с	1	1
523	данного текста	1	1
524	мир в	1	1
525	в целый	1	1
526	слова в	1	1
527	в пространстве	4	1
528	начала жизни	2	1
529	бытия и	1	1
530	хх столетия	1	1
531	как было	3	1
532	во всей	2	1
533	не утратив	1	1
534	образом не	1	1
535	лишь для	1	1
536	адресата а	1	1
537	нет и	2	1
538	в финале	1	1
539	или иной	5	1
540	в данный	1	1
541	не поддается	1	1
542	как у	1	1
543	качестве коммуникативной	1	1
544	именно в	6	1
545	к которому	2	1
546	и прежде	1	1
547	как же	1	1
548	а с	3	1
549	героя о	1	1
550	по всей	2	1
551	например о	1	1
552	такого дискурса	1	1
553	говорит о	2	1
554	в соответствии	1	1
555	по версии	1	1
556	кто не	1	1
557	стремится к	1	1
558	воспринимающего сознания	1	1
559	более того	1	1
560	однако и	1	1
561	все время	1	1
562	когда же	1	1
563	первые два	2	1
564	мыслилась как	1	1
565	не всегда	2	1
566	что мы	2	1
567	не об	1	1
568	писатель и	1	1
569	автора с	1	1
570	так же	2	1
571	и потому	2	1
572	уклонение от	1	1
573	пространства и	1	1
574	в столь	1	1
575	сего времени	1	1
576	является своего	1	1
577	наряду с	2	1
578	эстетического дискурса	1	1
579	в развитии	1	1
580	в тексте	16	1
581	дискурса в	2	1
582	в своем	2	1
583	в это	1	1
584	лет назад	1	1
585	могло не	1	1
586	приобретает в	1	1
587	его в	2	1
588	и от	1	1
589	своей жизни	1	1
590	до сего	1	1
591	неотождествима с	1	1
592	возникает в	1	1
593	силу и	1	1
594	процесс не	1	1
595	в смысле	1	1
596	поскольку являются	1	1
597	пока еще	4	1
598	и где	1	1
599	быть представлена	1	1
600	не мог	4	1
601	всего в	1	1
602	тех или	1	1
603	еще одна	3	1
604	необходимым для	1	1
605	на самом	1	1
606	мира и	2	1
607	которая в	2	1
608	но одновременно	1	1
609	похожей на	1	1
610	совершенно иной	2	1
611	от него	1	1
612	воспринимающее сознание	1	1
613	и все	2	1
614	как теперь	1	1
615	той или	4	1
616	здесь ценностно	1	1
617	необходимо обрести	1	1
618	от всего	1	1
619	в ценностном	1	1
620	как того	1	1
621	ключом к	1	1
622	вот этот	1	1
623	отношению ко	1	1
624	в ходе	1	1
625	оказывается всего	2	1
626	в системе	1	1
627	не предполагает	5	1
628	к ее	1	1
629	нами не	2	1
630	дискурса а	1	1
631	нет ничего	1	1
632	свет и	1	1
633	и представляет	2	1
634	своего предмета	1	1
635	а во	3	1
636	от всех	2	1
637	в свою	3	1
638	к его	1	1
639	переход от	4	1
640	культуры в	1	1
641	который в	2	1
642	и адресата	1	1
643	устремлена к	1	1
644	судьба в	1	1
645	также не	1	1
646	дисциплины и	1	1
647	и эта	1	1
648	который не	1	1
649	дискурс не	1	1
650	можно назвать	1	1
651	они не	2	1
