N	2gram	Tiupa_Hudo_2	StatiiOP
142	же это	1	3
143	в каждом	1	3
144	в другом	2	3
145	и с	6	3
146	лишь в	2	3
147	и тем	1	3
148	даже в	1	3
149	чем в	1	3
150	о которой	2	3
151	что не	2	3
152	тому что	4	3
153	в г	2	3
154	во время	1	3
155	в конце	1	3
156	а на	1	3
157	не по	2	3
158	в основе	2	3
159	этих двух	1	3
160	а во	1	3
161	для себя	6	3
162	то или	1	3
163	об этом	7	3
164	внимание на	3	3
165	его жизни	5	3
166	которых в	1	3
167	между тем	8	3
168	и только	2	3
169	но с	1	3
170	в двух	2	3
171	и так	1	3
172	по мнению	1	3
173	в уста	1	3
174	с одной	3	3
175	в виде	2	3
176	в начале	1	3
177	ни с	2	3
178	а именно	1	3
179	а с	3	3
180	говорит о	4	3
181	да и	5	3
182	с этой	1	3
183	видно что	1	3
184	не является	2	3
185	и для	2	3
186	не существует	1	3
187	будто бы	3	3
188	отношению к	7	3
189	в таком	1	3
190	отношения к	1	2
191	в первом	2	2
192	его же	1	2
193	по его	3	2
194	которыми он	1	2
195	а как	2	2
196	мы имеем	1	2
197	мы не	1	2
198	не была	1	2
199	в сущности	1	2
200	время как	1	2
201	в сторону	1	2
202	отношение к	2	2
203	иногда и	1	2
204	за пределы	1	2
205	писателя в	2	2
206	более чем	2	2
207	в своем	5	2
208	что нет	1	2
209	к числу	2	2
210	от этого	1	2
211	ни один	1	2
212	так или	1	2
213	бы не	3	2
214	раз в	3	2
215	в себе	9	2
216	но он	1	2
217	не могла	5	2
218	при этом	11	2
219	но именно	2	2
220	он не	4	2
221	и более	1	2
222	свое время	1	2
223	тут не	1	2
224	что все	3	2
225	его в	2	2
226	не всегда	1	2
227	и уже	4	2
228	в москве	1	2
229	только тем	2	2
230	знает и	2	2
231	всякий раз	3	2
232	их в	1	2
233	наших глазах	1	2
234	тем самым	2	2
235	а иногда	1	2
236	она не	5	2
237	что с	1	2
238	как о	3	2
239	на него	3	2
240	было не	1	2
241	говорить о	2	2
242	ничего не	5	2
243	имеем дело	1	2
244	к концу	1	2
245	тем не	4	2
246	что на	3	2
247	есть только	1	2
248	ли не	1	2
249	числе и	1	2
250	и такие	1	2
251	о них	3	2
252	и это	3	2
253	то время	1	2
254	на свой	2	2
255	и сам	5	2
256	каждого из	1	2
257	которая была	2	2
258	что от	1	2
259	то есть	1	2
260	а также	2	2
261	должно было	1	2
262	и все	7	2
263	все в	1	2
264	говорит в	2	2
265	к нему	3	2
266	быть и	1	2
267	по своей	1	2
268	со всеми	1	2
269	оказывается в	1	2
270	и у	2	2
271	уже в	1	2
272	если в	2	2
273	целого ряда	1	2
274	позволяют себе	1	2
275	который как	1	2
276	одно из	5	2
277	могло бы	1	2
278	не для	1	2
279	у него	5	2
280	в других	4	2
281	бы это	1	2
282	или иначе	1	2
283	еще и	2	2
284	превращается в	4	2
285	одной стороны	3	2
286	это прежде	1	2
287	однако и	2	2
288	который не	1	2
289	не знаю	1	2
290	стороны в	1	2
291	ни на	1	2
292	и потому	1	2
293	а если	1	2
294	такого рода	1	2
295	по существу	1	2
296	я с	2	2
297	лет назад	1	2
298	этом случае	1	2
299	и тогда	2	2
300	но для	1	2
301	ли в	3	2
302	то не	1	2
303	ни одного	2	2
304	в этих	3	2
305	несмотря на	3	2
306	дело с	2	2
307	не знает	1	2
308	в своих	1	2
309	можно назвать	1	2
310	том числе	1	2
311	а между	4	1
312	знать в	1	1
313	чтобы не	3	1
314	свою личность	1	1
315	на деле	1	1
316	здесь и	1	1
317	чего не	2	1
318	на две	1	1
319	едва ли	3	1
320	полагает что	1	1
321	понимают что	1	1
322	вопросы не	1	1
323	который был	2	1
324	и другая	1	1
325	от друга	1	1
326	так а	1	1
327	это время	1	1
328	и самого	1	1
329	двух или	1	1
330	и на	3	1
331	на них	1	1
332	часто случается	1	1
333	между собой	1	1
334	бы то	1	1
335	не хотелось	2	1
336	с его	5	1
337	бы она	1	1
338	видит в	2	1
339	но как	1	1
340	тех же	1	1
341	присутствует в	1	1
342	с собою	1	1
343	в наиболее	1	1
344	друг от	1	1
345	нет и	1	1
346	в свои	1	1
347	смотрел на	1	1
348	в настоящем	1	1
349	и таким	1	1
350	во что	1	1
351	оказывается не	1	1
352	в одной	1	1
353	показать что	1	1
354	это был	2	1
355	перед нами	11	1
356	на человека	1	1
357	хотя и	1	1
358	я должен	1	1
359	и к	2	1
360	самое важное	1	1
361	для ее	1	1
362	котором она	1	1
363	важно для	1	1
364	себе как	1	1
365	бы с	2	1
366	он в	1	1
367	в нашем	2	1
368	не оставляет	1	1
369	было видно	2	1
370	как он	3	1
371	всей его	1	1
372	за рамки	1	1
373	от которого	2	1
374	не как	2	1
375	в корне	1	1
376	у читателя	1	1
377	так часто	1	1
378	какой бы	1	1
379	и исключительно	1	1
380	этот тезис	1	1
381	ни был	1	1
382	значительной степени	1	1
383	том же	1	1
384	могла бы	2	1
385	содержит в	1	1
386	том случае	1	1
387	по первому	1	1
388	а по	2	1
389	слов о	1	1
390	второй половины	1	1
391	это было	2	1
392	в глазах	6	1
393	с неба	1	1
394	то все	1	1
395	слова без	1	1
396	только одно	1	1
397	его места	1	1
398	в них	3	1
399	о которых	2	1
400	соответствии с	3	1
401	ответственности перед	2	1
402	всю жизнь	1	1
403	счел нужным	1	1
404	целый день	2	1
405	которой он	1	1
406	вопрос и	1	1
407	выйти за	1	1
408	и было	2	1
409	этого произведения	3	1
410	иначе говоря	1	1
411	в один	1	1
412	на себя	3	1
413	когда в	3	1
414	со всей	2	1
415	от своего	2	1
416	и при	1	1
417	представить себе	1	1
418	начале xix	1	1
419	на подобные	1	1
420	это только	1	1
421	остается глухим	1	1
422	место в	2	1
423	мы в	1	1
424	не столько	2	1
425	них нет	1	1
426	от себя	1	1
427	что я	2	1
428	одном из	1	1
429	который всегда	1	1
430	том чтобы	1	1
431	что было	3	1
432	это разумеется	1	1
433	такова же	1	1
434	однако в	2	1
435	не должно	1	1
436	единственный способ	1	1
437	объяснения в	1	1
438	по себе	1	1
439	же мы	1	1
440	нас к	1	1
441	трудно было	1	1
442	каждого отдельного	1	1
443	потому не	1	1
444	мы пока	1	1
445	из нас	2	1
446	и другое	1	1
447	одна из	2	1
448	и притом	1	1
449	что ей	2	1
450	во всякой	1	1
451	чем не	1	1
452	не могло	1	1
453	казалось бы	6	1
454	на язык	1	1
455	в разных	1	1
456	того как	2	1
457	это то	1	1
458	и лишь	1	1
459	того в	1	1
460	и чувства	1	1
461	не вправе	1	1
462	ему не	1	1
463	ни о	3	1
464	в момент	1	1
465	которых он	1	1
466	разрыв между	1	1
467	многие исследователи	1	1
468	в духе	2	1
469	когда мы	1	1
470	него по	1	1
471	отличается от	1	1
472	одного слова	2	1
473	к тому	7	1
474	всё что	1	1
475	обращение к	1	1
476	то ни	1	1
477	как мы	2	1
478	и о	4	1
479	но при	3	1
480	находя в	1	1
481	не могу	3	1
482	и проистекает	1	1
483	с каким	1	1
484	ни стало	1	1
485	мысль о	2	1
486	ли с	1	1
487	и говорит	1	1
488	с самого	1	1
489	читателя в	1	1
490	на том	1	1
491	и когда	1	1
492	то как	1	1
493	чуждо и	1	1
494	времени и	1	1
495	произведения не	2	1
496	еще в	1	1
497	жизнь если	1	1
498	но у	1	1
499	личности но	1	1
500	является в	1	1
501	но иногда	1	1
502	он к	1	1
503	и лишена	1	1
504	образом в	1	1
505	лишь то	1	1
506	о ней	1	1
507	никогда и	1	1
508	о нем	2	1
509	настаивать на	1	1
510	люди с	1	1
511	настоящее время	1	1
512	в глаза	1	1
513	после того	1	1
514	и просто	2	1
515	с того	2	1
516	можно сказать	6	1
517	все его	3	1
518	и который	1	1
519	не просто	1	1
520	времени в	1	1
521	читаем и	1	1
522	это была	3	1
523	что самое	1	1
524	его личности	1	1
525	и всякая	1	1
526	нуждается в	2	1
527	для той	1	1
528	это нужно	1	1
529	в другой	1	1
530	трогательно и	1	1
531	что бы	1	1
532	случае и	1	1
533	счастье и	1	1
534	судить по	1	1
535	не зная	2	1
536	для вопроса	1	1
537	сразу же	1	1
538	приведенных выше	1	1
539	и дело	1	1
540	в абзаце	1	1
541	время когда	1	1
542	всю свою	1	1
543	до уровня	1	1
544	они даже	1	1
545	согласно которой	1	1
546	который в	2	1
547	деле не	3	1
548	одних и	1	1
549	бы всё	1	1
550	но то	1	1
551	строя его	1	1
552	именно на	2	1
553	себя в	8	1
554	них нельзя	1	1
555	уже не	10	1
556	дважды в	1	1
557	п по	1	1
558	еще одну	1	1
559	слова не	1	1
560	и других	1	1
561	его и	2	1
562	например к	1	1
563	себе в	2	1
564	ведь это	1	1
565	в одном	3	1
566	не о	1	1
567	и никогда	1	1
568	почему это	1	1
569	от того	1	1
570	где в	1	1
571	были бы	1	1
572	никого не	2	1
573	и неизвестно	1	1
574	без того	1	1
575	представляется в	2	1
576	или иной	2	1
577	особенно же	1	1
578	объяснение в	1	1
579	на ее	3	1
580	где та	1	1
581	и тех	3	1
582	была и	2	1
583	такое же	1	1
584	нуждается не	1	1
585	в соответствии	3	1
586	иначе в	1	1
587	его смерти	1	1
588	которых мы	1	1
589	до конца	1	1
590	более того	1	1
591	не означает	1	1
592	именно так	2	1
593	о чем	8	1
594	отступления от	1	1
595	и ему	3	1
596	не видит	1	1
597	вместе с	2	1
598	с удовольствием	1	1
599	его личной	1	1
600	в течение	1	1
601	где отсутствие	1	1
602	как общей	1	1
603	это за	1	1
604	ему по	1	1
605	кого же	1	1
606	это его	1	1
607	ученого и	1	1
608	это были	1	1
609	согласно которому	1	1
610	сам не	2	1
611	в это	3	1
612	и смерти	1	1
613	него в	1	1
614	как например	1	1
615	сказать не	1	1
616	этом и	3	1
617	подобные вопросы	1	1
618	с изумлением	3	1
619	один человек	2	1
620	и от	2	1
621	котором он	1	1
622	или в	3	1
623	в настоящее	1	1
624	в голову	2	1
625	всего что	1	1
626	но еще	2	1
627	той или	1	1
628	в третьем	1	1
629	бы в	1	1
630	я хотел	1	1
631	но зато	1	1
632	уже давно	1	1
633	я в	1	1
634	потребность в	2	1
635	бы оно	1	1
636	отношении к	1	1
637	одной из	3	1
638	с ней	1	1
639	оно не	2	1
640	ему самому	1	1
641	из этого	1	1
642	его личная	1	1
643	и другие	5	1
644	к этому	1	1
645	как на	2	1
646	точно так	1	1
647	в роли	2	1
648	смысле что	1	1
