N	2gram	Propp_Isto_7	Psycholo
194	все это	8	3
195	она должна	1	3
196	в угол	1	3
197	что под	1	3
198	а я	1	3
199	к этому	2	3
200	как на	1	3
201	в таком	1	3
202	от этой	1	2
203	отношения к	1	2
204	например в	3	2
205	увидим ниже	1	2
206	он может	4	2
207	бы для	1	2
208	которую они	1	2
209	действительно мы	1	2
210	не имеют	2	2
211	и больше	1	2
212	из анализа	2	2
213	оно есть	1	2
214	большей частью	1	2
215	между собой	1	2
216	что его	2	2
217	заключается не	1	2
218	видели что	1	2
219	очевидно что	1	2
220	не просто	2	2
221	в одной	2	2
222	что именно	1	2
223	рассказывается в	1	2
224	и наконец	3	2
225	со своей	2	2
226	этот случай	9	2
227	представляет собой	4	2
228	он в	2	2
229	думать что	2	2
230	нами в	2	2
231	не могла	1	2
232	у древних	1	2
233	всех этих	6	2
234	в силу	2	2
235	и вот	1	2
236	и по	3	2
237	так например	2	2
238	в нее	1	2
239	и может	1	2
240	в совершенно	1	2
241	он все	1	2
242	показывает что	8	2
243	и уже	1	2
244	такой же	1	2
245	автора и	1	2
246	в эту	1	2
247	исторической действительности	1	2
248	от своего	1	2
249	и ее	2	2
250	как все	1	2
251	его мнению	1	2
252	превратилась в	3	2
253	должны были	3	2
254	и той	1	2
255	образом и	1	2
256	но он	2	2
257	друг другу	1	2
258	но они	3	2
259	и более	1	2
260	ее так	2	2
261	что сам	1	2
262	в этих	13	2
263	все более	1	2
264	в русской	5	2
265	дело не	5	2
266	вытекает из	2	2
267	нельзя не	1	2
268	ничего не	5	2
269	под этим	1	2
270	находятся в	1	2
271	в противоречие	1	2
272	к ней	2	2
273	то это	5	2
274	животных и	1	2
275	ли это	1	2
276	очень часто	1	2
277	не могут	2	2
278	утверждать что	1	2
279	и которая	1	2
280	из всего	2	2
281	не могу	1	2
282	данном случае	3	2
283	то время	2	2
284	те случаи	1	2
285	том как	1	2
286	для этого	1	2
287	со стороны	2	2
288	с ним	5	2
289	мы рассмотрим	3	2
290	и та	1	2
291	но мы	1	2
292	случай из	2	2
293	и во	1	2
294	что здесь	7	2
295	дело так	1	2
296	и часто	1	2
297	и действительно	1	2
298	должен был	2	2
299	она требует	1	2
300	все они	1	2
301	в качестве	3	2
302	уже не	2	2
303	или не	1	2
304	в виде	1	2
305	нее в	1	2
306	в конце	3	2
307	это верно	1	2
308	но что	1	2
309	и начал	2	2
310	к самому	1	2
311	представляют собой	5	2
312	это будет	1	2
313	здесь в	1	2
314	а с	1	2
315	говорит о	2	2
316	сослаться на	1	2
317	эти слова	1	2
318	противоречие с	1	2
319	к себе	3	2
320	хотя бы	1	2
321	к своему	1	2
322	в данном	4	2
323	что за	3	2
324	что же	1	2
325	о человеке	1	2
326	по существу	4	2
327	с этой	6	2
328	о мире	1	2
329	только что	1	2
330	же в	1	2
331	лежит в	2	2
332	так же	6	2
333	нам не	1	2
334	он обещает	1	2
335	на гибель	1	2
336	к этой	1	2
337	и другие	9	2
338	они не	2	2
339	можно назвать	1	2
340	они представляют	1	1
341	как известно	1	1
342	о каких	1	1
343	же как	4	1
344	переходит к	1	1
345	и потому	1	1
346	силы и	1	1
347	вот на	1	1
348	и есть	1	1
349	нам кажется	1	1
350	герой был	1	1
351	этой теории	1	1
352	из его	1	1
353	в зависимости	1	1
354	что мы	3	1
355	в несколько	1	1
356	с теорией	1	1
357	очень далеко	1	1
358	мы имеем	12	1
359	это совершенно	1	1
360	бы что	1	1
361	что уже	1	1
362	это означает	2	1
363	тебя тогда	1	1
364	самый акт	1	1
365	не столько	3	1
366	же неверно	1	1
367	на себя	2	1
368	и другая	1	1
369	что герой	12	1
370	случаи когда	2	1
371	и он	3	1
372	не остается	1	1
373	той роли	1	1
374	еще не	8	1
375	здесь нет	3	1
376	не имел	1	1
377	или все	1	1
378	на ловлю	1	1
379	я на	1	1
380	в чем	5	1
381	которое он	1	1
382	это означало	1	1
383	с его	3	1
384	но конечно	2	1
385	но почему-то	1	1
386	чем это	1	1
387	но не	6	1
388	на основе	1	1
389	это видно	2	1
390	не все	3	1
391	отношение к	5	1
392	тут же	1	1
393	в свои	1	1
394	что два	1	1
395	определяется не	1	1
396	один и	1	1
397	доказать что	1	1
398	которые не	2	1
399	можно еще	1	1
400	независимо от	1	1
401	части в	1	1
402	кроме того	3	1
403	тех случаях	4	1
404	еще больше	1	1
405	хотя и	3	1
406	между двумя	1	1
407	имеет в	1	1
408	более или	1	1
409	в действительности	2	1
410	поэтому он	1	1
411	ситуации в	1	1
412	очень много	2	1
413	ни один	1	1
414	или во	1	1
415	ясно то	1	1
416	в известном	1	1
417	рассказ о	2	1
418	переходит на	1	1
419	тобой я	1	1
420	в лоб	3	1
421	и тот	2	1
422	зависимости от	1	1
423	герой есть	1	1
424	имеем в	5	1
425	ее как	2	1
426	дальше и	1	1
427	что заставляет	2	1
428	на его	2	1
429	то этим	2	1
430	формулировать так	1	1
431	этого характера	1	1
432	более сильным	1	1
433	и заставил	1	1
434	прием в	1	1
435	том чтобы	3	1
436	одновременно есть	1	1
437	довольно часто	1	1
438	так часто	1	1
439	здесь кстати	1	1
440	но все	4	1
441	это конечно	2	1
442	сделать из	1	1
443	в одну	2	1
444	однако все	1	1
445	как они	1	1
446	не будет	2	1
447	из-за этого	1	1
448	то чтобы	2	1
449	вывести из	1	1
450	и с	1	1
451	тех задач	1	1
452	есть не	1	1
453	как особый	1	1
454	для нее	2	1
455	это не	10	1
456	вон и	1	1
457	играет в	1	1
458	мы постараемся	1	1
459	здесь это	1	1
460	в жизни	1	1
461	кажется что	3	1
462	к области	1	1
463	не ясно	2	1
464	но уже	1	1
465	чаще всего	3	1
466	она и	1	1
467	мы обычно	1	1
468	нас к	2	1
469	на основании	1	1
470	о чем	1	1
471	уже у	1	1
472	а если	2	1
473	и было	1	1
474	должно быть	1	1
475	обратимся к	1	1
476	и становится	3	1
477	или менее	1	1
478	именно он	1	1
479	этого нет	1	1
480	и при	1	1
481	мы опять	1	1
482	что такое	2	1
483	нас не	2	1
484	это делает	1	1
485	в их	4	1
486	задачей и	1	1
487	оказывается что	2	1
488	не от	2	1
489	стоит в	2	1
490	от себя	1	1
491	которой они	2	1
492	но эта	2	1
493	при рассмотрении	1	1
494	доказывает что	5	1
495	этом ничего	1	1
496	есть еще	2	1
497	таких случаев	3	1
498	здесь достаточно	1	1
499	то с	1	1
500	не представляют	1	1
501	объяснение этому	1	1
502	уже выше	6	1
503	можно ли	1	1
504	одна сторона	1	1
505	человек и	1	1
506	в таких	2	1
507	а иногда	1	1
508	строя и	1	1
509	на глазах	2	1
510	то чего	1	1
511	дело в	1	1
512	ее с	1	1
513	не вытекает	1	1
514	на него	2	1
515	не по	2	1
516	из их	1	1
517	он мог	1	1
518	он с	1	1
519	смысл его	1	1
520	того и	1	1
521	и злая	1	1
522	что ни	1	1
523	склонен думать	1	1
524	как она	1	1
525	достаточно сослаться	1	1
526	вот что	1	1
527	одним из	1	1
528	которого он	1	1
529	он отвечает	1	1
530	и оно	2	1
531	мы встречаем	1	1
532	он склонен	1	1
533	прямо говорит	1	1
534	меня на	2	1
535	и такие	2	1
536	всего в	1	1
537	пользуется и	1	1
538	частный случай	1	1
539	все еще	1	1
540	что при	2	1
541	но по	2	1
542	но при	2	1
543	вывод что	1	1
544	в некоторых	1	1
545	холодом и	1	1
546	а здесь	1	1
547	знаем что	3	1
548	мысль о	1	1
549	она живет	1	1
550	можно сделать	1	1
551	и говорит	4	1
552	на той	1	1
553	он пришел	1	1
554	можно было	1	1
555	так и	5	1
556	те же	1	1
557	не с	1	1
558	мог бы	1	1
559	подойти к	1	1
560	без сомнения	1	1
561	по мере	1	1
562	на море	1	1
563	он спрашивает	1	1
564	все дело	2	1
565	у нее	2	1
566	другое значение	1	1
567	на вопрос	4	1
568	второй половине	1	1
569	ясным что	1	1
570	можно сказать	1	1
571	в пользу	1	1
572	была его	1	1
573	все та	1	1
574	знает что	1	1
575	мы понимаем	1	1
576	доходит до	2	1
577	более сильного	1	1
578	и всю	1	1
579	которых в	1	1
580	может его	3	1
581	раньше чем	3	1
582	задач которые	1	1
583	двойственный характер	1	1
584	однако когда	1	1
585	не видел	1	1
586	в форме	2	1
587	именно такое	2	1
588	в другой	3	1
589	только там	2	1
590	еще более	1	1
591	вслед за	1	1
592	выше в	3	1
593	и она	3	1
594	от анализа	1	1
595	по содержанию	1	1
596	узнать ее	1	1
597	их основе	1	1
598	показывают что	6	1
599	но с	1	1
600	всякого рода	1	1
601	этот вопрос	2	1
602	дело с	1	1
603	не сказано	1	1
604	пришел к	1	1
605	вступить в	1	1
606	и счастливо	1	1
607	ад и	1	1
608	в большом	1	1
609	по этому	2	1
610	виде это	1	1
611	случай этот	1	1
612	до наших	1	1
613	из которого	1	1
614	всего мы	1	1
615	мужик и	1	1
616	и у	2	1
617	только на	2	1
618	в начале	1	1
619	участие в	2	1
620	за ним	1	1
621	вводится в	1	1
622	и их	1	1
623	представлений о	1	1
624	не о	1	1
625	друг друга	2	1
626	тех которые	1	1
627	не говорит	1	1
628	и показывают	1	1
629	к той	1	1
630	образом что	1	1
631	в других	4	1
632	смерти и	1	1
633	лицом и	1	1
634	его потому	1	1
635	только у	1	1
636	а на	1	1
637	пришли к	3	1
638	бы ты	1	1
639	и вступает	2	1
640	которые можно	1	1
641	именно в	1	1
642	по своим	3	1
643	а именно	6	1
644	быть названо	1	1
645	превращается в	3	1
646	от этого	1	1
647	был в	2	1
648	много в	2	1
649	ничем не	2	1
650	и самый	1	1
651	долго и	2	1
652	и милостиво	1	1
653	самый факт	1	1
654	могут служить	1	1
655	него не	1	1
656	которое существует	1	1
657	вероятно не	1	1
658	что из	2	1
659	совершенно очевидно	2	1
660	одна и	1	1
661	мы знаем	2	1
662	если не	4	1
663	для этой	1	1
664	вступает в	3	1
665	в частности	1	1
666	случаев что	1	1
667	исходит от	1	1
668	что момент	1	1
669	выстрелить из	2	1
670	эта причина	1	1
671	в требовании	1	1
672	роли которую	2	1
673	предположить что	3	1
674	он будет	1	1
675	мы условно	1	1
676	ее если	1	1
677	с тобой	1	1
678	для понимания	1	1
679	здесь все	1	1
680	это значит	2	1
681	и там	2	1
682	и смерти	1	1
683	останавливаться на	1	1
684	этого факта	1	1
685	отличается от	2	1
686	между прочим	3	1
687	в достаточной	1	1
688	в мировой	1	1
689	для выражения	1	1
690	ли в	1	1
691	которая из	1	1
692	тем и	1	1
693	ногами и	1	1
694	человека это	1	1
695	тот кто	5	1
696	как не	1	1
697	общее положение	1	1
698	от него	3	1
699	от всех	2	1
700	было на	1	1
701	и смысл	1	1
702	мы должны	4	1
703	же к	1	1
704	следуют другие	2	1
705	бы на	1	1
706	этим он	2	1
707	видим какие	1	1
708	утверждал что	1	1
709	сведения о	1	1
710	с ней	3	1
711	и эта	2	1
712	это требование	1	1
713	только как	1	1
714	и так	2	1
715	могли объяснить	1	1
716	всех других	2	1
717	в отдельности	2	1
718	есть и	4	1
719	что то	1	1
720	самое и	1	1
721	в заключение	1	1
722	сам того	1	1
723	жизни и	1	1
724	это в	1	1
725	тем самым	1	1
726	во сне	2	1
727	все что	1	1
728	этой точки	3	1
