N	2gram	Voloshinov_1	Russkaja
378	быть не	1	1
379	с этой	2	1
380	него прежде	1	1
381	является для	1	1
382	сил которые	1	1
383	неразрывно связаны	1	1
384	к другим	1	1
385	сознании и	1	1
386	тех или	1	1
387	не является	4	1
388	на все	1	1
389	которых он	1	1
390	не знаем	1	1
391	при таком	1	1
392	ее и	1	1
393	у некоторых	1	1
394	но когда	1	1
395	оказались бы	1	1
396	бы в	2	1
397	тем более	1	1
398	случае и	2	1
399	и все	3	1
400	может и	1	1
401	о сущности	1	1
402	отношению к	3	1
403	только они	1	1
404	для создания	1	1
405	этого и	1	1
406	они не	1	1
