N	2gram	Bakhtin_KF_1	DiskursI
155	и по	1	2
156	на этом	1	2
157	в каждом	3	2
158	могла бы	4	2
159	не сможет	1	2
160	об этом	1	2
161	того или	3	2
162	событийности бытия	1	2
163	и тем	3	2
164	соответствии с	2	2
165	с человеком	3	2
166	одного и	1	2
167	не от	1	2
168	мысли и	1	2
169	направлен на	1	2
170	не менее	3	2
171	дело не	2	2
172	к такому	1	2
173	не могло	1	2
174	и его	17	2
175	в момент	3	2
176	к себе	2	2
177	отличается от	1	2
178	же самое	1	2
179	значительной степени	1	2
180	не есть	20	2
181	оно не	2	2
182	и он	1	2
183	в едином	9	2
184	с ее	2	2
185	характер и	1	2
186	что делает	1	2
187	приводит к	1	2
188	и иные	1	2
189	на том	1	2
190	в другом	3	2
191	но отнюдь	1	2
192	а по	2	2
193	о нем	4	2
194	во всяком	1	2
195	основе своей	2	2
196	в значительной	1	2
197	это было	2	2
198	и требует	1	2
199	и во	1	2
200	уходят в	1	2
201	котором он	3	2
202	в литературе	1	2
203	дело с	2	2
204	в какой	1	2
205	в разные	1	2
206	наше время	1	2
207	и ее	2	2
208	слова в	2	2
209	в одном	4	2
210	как его	4	2
211	никогда не	5	2
212	на ее	1	2
213	здесь в	1	2
214	и др	1	2
215	в соответствии	2	2
216	зависит от	1	2
217	его как	5	2
218	более чем	1	2
219	к его	1	2
220	жизни в	5	2
221	и было	1	2
222	смысл в	3	2
223	события а	1	2
224	к другим	1	2
225	за его	1	2
226	или в	1	2
227	и все	7	2
228	не более	1	2
229	эстетического субъекта	1	2
230	одновременно и	1	2
231	это в	1	2
232	они не	1	2
233	к этому	2	2
234	можно говорить	1	1
235	чтобы не	2	1
236	не остается	2	1
237	и то	2	1
238	бытия а	3	1
239	самом деле	3	1
240	на самом	3	1
241	это и	2	1
242	чего не	2	1
243	от своей	5	1
244	и до	1	1
245	из его	3	1
246	видеть в	1	1
247	и должен	2	1
248	и за	2	1
249	той же	1	1
250	к предмету	1	1
251	и само	1	1
252	и лицо	1	1
253	теоретического познания	6	1
254	смысле можно	1	1
255	эти эстетические	1	1
256	входит как	2	1
257	говорить о	2	1
258	я не	6	1
259	и временную	1	1
260	но уже	1	1
261	как свой	1	1
262	себе а	2	1
263	архитектонический момент	1	1
264	не могу	3	1
265	как таковая	1	1
266	этих миров	1	1
267	как целое	1	1
268	они имеют	1	1
269	а только	1	1
270	и всякий	1	1
271	но достаточно	1	1
272	конечном счете	1	1
273	себе и	3	1
274	нет и	3	1
275	отличаются от	1	1
276	в чужой	1	1
277	вследствие чего	1	1
278	контексте и	1	1
279	же с	1	1
280	независимо от	3	1
281	его на	2	1
282	в противном	1	1
283	бы я	1	1
284	содержания не	1	1
285	ценности к	1	1
286	тем же	1	1
287	в непосредственной	1	1
288	есть его	2	1
289	или иную	1	1
290	в которой	1	1
291	бы и	3	1
292	что это	3	1
293	образом и	1	1
294	было он	1	1
295	не был	1	1
296	невозможна в	1	1
297	в нашем	1	1
298	и пространства	1	1
299	действительности а	1	1
300	другом случае	1	1
301	но его	1	1
302	к ценностному	1	1
303	жизнь как	6	1
304	менее основательно	1	1
305	на то	1	1
306	человек не	2	1
307	быть только	8	1
308	этот процесс	1	1
309	нем совершенно	1	1
310	что она	1	1
311	противном случае	1	1
312	этом пути	1	1
313	время и	5	1
314	он не	6	1
315	с ней	1	1
316	всех этих	3	1
317	не к	1	1
318	в понятии	1	1
319	новое и	1	1
320	содержит в	1	1
321	войти в	2	1
322	основе его	1	1
323	но все	5	1
324	подход к	1	1
325	мы его	1	1
326	не будет	2	1
327	не за	1	1
328	и может	3	1
329	в мире	6	1
330	на все	1	1
331	с целью	1	1
332	и других	2	1
333	может стать	1	1
334	действительности в	2	1
335	на почве	1	1
336	то все	1	1
337	этом смысле	3	1
338	обе стороны	1	1
339	в жизни	2	1
340	которому и	1	1
341	который по	1	1
342	с тем	2	1
343	которой он	2	1
344	более не	1	1
345	мы не	3	1
346	слова и	1	1
347	как таковой	1	1
348	не мог	1	1
349	в этих	1	1
350	она сама	1	1
351	художественного творчества	1	1
352	заключать в	1	1
353	лежат в	1	1
354	а как	2	1
355	не становится	1	1
356	с точки	9	1
357	системное единство	1	1
358	цели и	1	1
359	от его	5	1
360	поэтому в	1	1
361	мир и	1	1
362	в философии	1	1
363	его к	2	1
364	тем не	2	1
365	даже к	1	1
366	и эти	2	1
367	не должно	3	1
368	событие но	1	1
369	раз и	2	1
370	если и	1	1
371	до конца	3	1
372	тем самым	4	1
373	она могла	2	1
374	для каждого	1	1
375	не имеет	5	1
376	дело в	2	1
377	сознания это	1	1
378	не по	4	1
379	которого и	2	1
380	образом в	1	1
381	но только	1	1
382	для всего	1	1
383	и приводит	1	1
384	впрочем в	1	1
385	действительно в	1	1
386	языка это	1	1
387	во всем	7	1
388	и передачи	1	1
389	это слово	1	1
390	и теперь	1	1
391	здесь же	1	1
392	есть некая	1	1
393	обретает свою	1	1
394	целом и	3	1
395	и делает	2	1
396	поскольку я	12	1
397	в каком	4	1
398	как общий	1	1
399	точке зрения	1	1
400	существенно для	1	1
401	ни о	1	1
402	в небытие	1	1
403	в специальном	1	1
404	выход из	2	1
405	на границе	1	1
406	и должно	1	1
407	когда мы	1	1
408	во все	1	1
409	в категориях	4	1
410	с исчерпывающей	1	1
411	всего в	1	1
412	этой книги	1	1
413	его с	2	1
414	этом последнем	1	1
415	ценностного центра	4	1
416	активности в	2	1
417	отказаться от	2	1
418	но сама	1	1
419	т.е в	1	1
420	однако по	1	1
421	акта его	1	1
422	и это	12	1
423	своего развития	1	1
424	не делает	1	1
425	чем не	4	1
426	на нем	2	1
427	здесь не	3	1
428	средних веков	1	1
429	и от	1	1
430	мысль о	1	1
431	чтобы быть	2	1
432	своей мысли	1	1
433	только через	1	1
434	мне как	3	1
435	здесь как	1	1
436	особенно в	1	1
437	живет в	1	1
438	мог бы	1	1
439	во второй	1	1
440	его действительно	3	1
441	и социальные	1	1
442	основана на	1	1
443	особенность ее	1	1
444	если бы	8	1
445	собой и	1	1
446	в определенной	2	1
447	но здесь	3	1
448	оно лежит	1	1
449	быть в	4	1
450	возможна только	1	1
451	себя не	3	1
452	и исторический	1	1
453	другими и	1	1
454	в конечном	1	1
455	и вследствие	1	1
456	места и	4	1
457	к нему	12	1
458	определение и	1	1
459	тем или	1	1
460	человека как	1	1
461	его исторически	1	1
462	и мы	2	1
463	это приводит	1	1
464	познания в	2	1
465	известном смысле	1	1
466	согласиться с	1	1
467	с ними	3	1
468	и действительно	6	1
469	всех его	2	1
470	только при	1	1
471	со всеми	2	1
472	события и	1	1
473	не имеют	1	1
474	поскольку мы	4	1
475	я в	1	1
476	человека эта	1	1
477	в большинстве	1	1
478	только на	1	1
479	ее а	1	1
480	в виде	2	1
481	различия в	1	1
482	большинстве случаев	1	1
483	в известном	1	1
484	его и	2	1
485	но для	2	1
486	в теоретическом	2	1
487	возможности для	1	1
488	ту или	1	1
489	он имеет	2	1
490	иногда не	1	1
491	и их	6	1
492	всяком случае	1	1
493	нет она	1	1
494	выводит из	1	1
495	содержания а	1	1
496	не о	2	1
497	может служить	1	1
498	друг друга	1	1
499	мы можем	1	1
500	как раз	1	1
501	автора как	2	1
502	момент в	7	1
503	чему не	2	1
504	но эти	1	1
505	в области	2	1
506	с другим	1	1
507	этим путем	2	1
508	а именно	1	1
509	в каких	1	1
510	было бы	8	1
511	было и	2	1
512	котором и	3	1
513	себя и	2	1
514	своих границ	1	1
515	нового времени	1	1
516	только по	2	1
517	от этого	2	1
518	всему что	1	1
519	ничем не	1	1
520	принципиально не	2	1
521	несмотря на	1	1
522	действия в	1	1
523	это лишь	1	1
524	но оно	1	1
525	не способна	1	1
526	исходить из	1	1
527	вместе с	1	1
528	до этого	1	1
529	в некое	2	1
530	как это	1	1
531	всем что	1	1
532	остается и	1	1
533	если оно	1	1
534	к ценности	2	1
535	и другой	1	1
536	в современной	3	1
537	должно происходить	1	1
538	моего я	1	1
539	к чему	3	1
540	этого слова	2	1
541	в контексте	5	1
542	однако он	1	1
543	как поступок	3	1
544	быть и	3	1
545	как предмет	2	1
546	о его	1	1
547	в чем	4	1
548	в смысле	6	1
549	это отнюдь	1	1
550	ближе к	3	1
551	это уже	2	1
552	сведено к	1	1
553	и времени	1	1
554	каким бы	1	1
555	при таком	1	1
556	не существует	1	1
557	я всегда	1	1
558	мысли что	1	1
559	в результате	1	1
560	вопрос о	2	1
561	другое дело	2	1
562	а к	1	1
563	или иным	2	1
564	не обязывающий	1	1
565	или нет	1	1
566	от того	3	1
567	к признанию	1	1
568	мы должны	1	1
569	истории а	1	1
570	но это	6	1
571	том случае	1	1
572	или не	1	1
573	лежит в	1	1
574	могли быть	1	1
575	отношении к	2	1
576	не являются	1	1
577	не знает	5	1
578	и также	1	1
579	или иного	3	1
580	его событийности	2	1
581	культуры в	1	1
582	имеют дело	1	1
583	на своем	3	1
584	пространственную и	1	1
585	переживание переживания	2	1
586	этот термин	1	1
587	разрушило бы	1	1
588	всем своим	1	1
589	лица он	1	1
590	событие не	1	1
591	есть последнее	1	1
592	который не	1	1
593	им и	1	1
594	причастности к	1	1
595	ибо это	1	1
