N	2gram	Berdyaev_M_1	Psycholo
207	должен был	4	2
208	в них	4	2
209	всю жизнь	4	2
210	смысл и	1	2
211	не значит	2	2
212	не так	3	2
213	всяком случае	1	2
214	возможны только	1	2
215	место в	2	2
216	он дает	1	2
217	и эти	1	2
218	и наоборот	1	2
219	в этих	4	2
220	все более	1	2
221	вплоть до	1	2
222	начинает с	2	2
223	в самых	1	2
224	его от	1	2
225	до самой	4	2
226	казалось бы	1	2
227	в самой	7	2
228	не вполне	1	2
229	которая не	1	2
230	не до	1	2
231	не потому	1	2
232	когда мы	2	2
233	отличается от	2	2
234	его с	2	2
235	оно не	1	2
236	она не	4	2
237	идет не	1	2
238	так в	1	2
239	роль в	1	2
240	на том	3	2
241	который он	1	2
242	по сравнению	2	2
243	именно потому	1	2
244	ничего кроме	1	2
245	во всяком	1	2
246	в глаза	1	2
247	с того	2	2
248	в его	9	2
249	и только	1	2
250	даже для	1	2
251	в свете	3	2
252	у всех	2	2
253	в него	3	2
254	людей с	1	2
255	к нему	7	2
256	в новой	1	2
257	пришел к	1	2
258	это очень	3	2
259	к какому	1	2
260	которому он	1	2
261	и у	2	2
262	творчества в	1	2
263	говорит о	1	2
264	в одном	1	2
265	вовсе не	1	2
266	в состоянии	1	2
267	отношение к	4	2
268	к ним	1	2
269	и никогда	1	2
270	к которому	1	2
271	не было	18	2
272	не на	1	2
273	и проще	1	2
274	душевной жизни	2	2
275	вместе с	6	2
276	мы опять	1	2
277	сравнению с	1	2
278	более и	1	2
279	но это	1	2
280	порядка и	1	2
281	сознании и	1	2
282	и часто	1	2
283	когда я	1	2
284	не существует	2	2
285	а к	1	2
286	для нас	3	2
287	из себя	1	2
288	интерес к	3	2
289	тем более	1	2
290	всякий раз	1	2
291	но когда	1	2
292	на этот	2	2
293	ли он	1	2
294	и от	2	2
295	все что	2	2
296	с новыми	2	1
297	смысле слова	4	1
298	только он	1	1
299	если вы	1	1
300	одним из	2	1
301	чтобы не	2	1
302	человека и	14	1
303	совершенно новый	1	1
304	или к	4	1
305	к другому	1	1
306	и самое	1	1
307	высшей степени	2	1
308	с темой	1	1
309	в зависимости	1	1
310	отношения к	4	1
311	а как	2	1
312	всего того	1	1
313	характер его	1	1
314	и ничего	1	1
315	преступления и	3	1
316	имеет свою	1	1
317	от созерцания	2	1
318	почти все	1	1
319	смысле психологического	1	1
320	что иное	1	1
321	оно есть	1	1
322	зависимости от	1	1
323	бессилие и	1	1
324	о судьбе	1	1
325	есть вместе	1	1
326	учение об	1	1
327	литературы и	2	1
328	и много	2	1
329	он сам	6	1
330	чтобы по	1	1
331	тем как	1	1
332	одним словом	1	1
333	россии и	1	1
334	своей души	2	1
335	для других	1	1
336	его во	1	1
337	должны были	1	1
338	иногда и	1	1
339	быть так	1	1
340	и достоевский	12	1
341	за пределы	4	1
342	в истории	2	1
343	толстого и	1	1
344	более чем	1	1
345	его на	1	1
346	что как	1	1
347	совершенно другой	1	1
348	к новому	2	1
349	кто не	1	1
350	сознания в	1	1
351	сострадания к	1	1
352	его к	1	1
353	в противоположность	1	1
354	искусство и	1	1
355	не очень	1	1
356	уже не	4	1
357	этот случай	2	1
358	говорят о	1	1
359	не хочет	2	1
360	и идет	1	1
361	это есть	3	1
362	творчество достоевского	13	1
363	что ничего	1	1
364	может найти	1	1
365	человеке и	8	1
366	и кто	1	1
367	только один	2	1
368	чувств и	1	1
369	но ведь	1	1
370	если он	5	1
371	это его	1	1
372	этот процесс	3	1
373	вообще не	2	1
374	весь свой	1	1
375	вверх от	1	1
376	приходят к	2	1
377	видел в	1	1
378	ключ к	1	1
379	он должен	3	1
380	этот ответ	1	1
381	в силу	1	1
382	в россии	2	1
383	в плане	1	1
384	проблемы и	2	1
385	людей и	2	1
386	в пустыне	1	1
387	сам не	2	1
388	же не	1	1
389	указывали на	1	1
390	и характер	1	1
391	этом он	2	1
392	различие между	2	1
393	его не	3	1
394	говорил что	1	1
395	его в	3	1
396	и позор	2	1
397	быть отнесена	1	1
398	всю свою	1	1
399	только одно	3	1
400	является для	1	1
401	он же	1	1
402	в высшей	2	1
403	он окончательно	1	1
404	его собственной	2	1
405	ли может	2	1
406	все было	1	1
407	романы достоевского	2	1
408	которой он	1	1
409	одна и	1	1
410	всегда и	1	1
411	он и	2	1
412	с такой	1	1
413	чем в	2	1
414	духовной жизни	3	1
415	должно быть	3	1
416	потому и	1	1
417	страдания и	2	1
418	и почему	1	1
419	и различие	1	1
420	с еще	1	1
421	достоевского но	3	1
422	лучше всего	1	1
423	которую он	2	1
424	земли и	1	1
425	но если	3	1
426	и тут	1	1
427	у художника	1	1
428	в котором	8	1
429	что вся	1	1
430	не столько	1	1
431	выходит за	1	1
432	что до	1	1
433	себе а	1	1
434	ближе чем	2	1
435	в отличие	1	1
436	стоит в	1	1
437	нему и	1	1
438	от его	2	1
439	как глубоко	1	1
440	стало быть	1	1
441	и этой	1	1
442	сам же	1	1
443	есть один	1	1
444	мир и	1	1
445	очень глубоко	1	1
446	происходит от	1	1
447	зрения и	1	1
448	что есть	5	1
449	как будет	1	1
450	что ему	1	1
451	хотелось бы	1	1
452	в русской	1	1
453	что их	1	1
454	к этим	2	1
455	является на	1	1
456	сторон этого	1	1
457	когда они	1	1
458	достигает своего	1	1
459	мы все	1	1
460	все свои	1	1
461	человека от	2	1
462	в разных	1	1
463	жизни не	1	1
464	вне литературы	1	1
465	к системе	1	1
466	показывает как	2	1
467	к ней	4	1
468	можно изучить	1	1
469	на природу	2	1
470	же он	1	1
471	ничто не	1	1
472	так называемый	2	1
473	других он	1	1
474	в области	1	1
475	и оно	1	1
476	только от	1	1
477	дает свободу	1	1
478	все то	1	1
479	принадлежит к	1	1
480	всего что	2	1
481	не есть	9	1
482	он никогда	2	1
483	него как	2	1
484	должен быть	2	1
485	совершается в	1	1
486	из всего	1	1
487	и о	1	1
488	смысле что	1	1
489	все противоречия	3	1
490	на нем	1	1
491	людей в	1	1
492	мир к	1	1
493	коренным образом	1	1
494	нет никаких	2	1
495	культуры и	1	1
496	приводит к	2	1
497	слова а	1	1
498	природе своей	1	1
499	было в	1	1
500	живет в	2	1
501	и каждый	1	1
502	процесса как	1	1
503	с собой	3	1
504	еще в	2	1
505	вещей с	1	1
506	разного рода	2	1
507	является в	1	1
508	быть может	7	1
509	как у	1	1
510	элемент в	1	1
511	новых и	1	1
512	означает что	1	1
513	средством для	1	1
514	иное как	1	1
515	о нем	2	1
516	каждый раз	1	1
517	узнать в	1	1
518	у художников	1	1
519	все его	3	1
520	и во	2	1
521	восходит к	1	1
522	смотрят на	1	1
523	что люди	1	1
524	он рассказывает	1	1
525	идет к	1	1
526	переходит в	15	1
527	таинственная связь	1	1
528	противоречия и	1	1
529	своему значению	2	1
530	его сознание	1	1
531	все в	6	1
532	вообще и	1	1
533	движения в	2	1
534	которая и	1	1
535	влияния и	1	1
536	и она	2	1
537	же можно	2	1
538	на которой	1	1
539	что только	1	1
540	мы увидим	3	1
541	бы из	1	1
542	для одних	1	1
543	всю его	1	1
544	не имеющих	1	1
545	особенность его	1	1
546	образа в	1	1
547	с одного	1	1
548	чем его	4	1
549	же и	1	1
550	конечно не	3	1
551	ему казалось	1	1
552	очень существенное	2	1
553	рассказывает о	1	1
554	человека когда	1	1
555	его и	1	1
556	был бы	10	1
557	для него	11	1
558	ведь это	2	1
559	и та	1	1
560	прежде всего	10	1
561	отнесена к	1	1
562	искусство никогда	1	1
563	произведения и	1	1
564	у нее	1	1
565	ее не	1	1
566	только с	1	1
567	людей не	1	1
568	в любви	4	1
569	удалось сделать	1	1
570	встречаемся с	1	1
571	в другой	1	1
572	нужно было	1	1
573	для художника	1	1
574	все человеческие	1	1
575	русской поэзии	1	1
576	о влиянии	1	1
577	каждый человек	1	1
578	а кончает	1	1
579	человека а	3	1
580	что бог	2	1
581	системы и	1	1
582	себя и	3	1
583	обратиться к	1	1
584	связано с	2	1
585	стоит именно	1	1
586	нужно сказать	1	1
587	есть лишь	9	1
588	жизнь в	1	1
589	вместо людей	1	1
590	писатель в	1	1
591	человеческой жизни	2	1
592	для человека	3	1
593	этом основании	1	1
594	что мы	1	1
595	под влиянием	1	1
596	я хочу	3	1
597	к разгадке	1	1
598	ко всем	3	1
599	бы это	1	1
600	мы говорим	1	1
601	учению о	2	1
602	бесконечного содержания	1	1
603	трех измерений	2	1
604	судьбе человека	3	1
605	он будет	1	1
606	она есть	1	1
607	в той	2	1
608	и там	4	1
609	дело все	1	1
610	вокруг себя	1	1
611	для понимания	1	1
612	достоевского чем	2	1
613	том смысле	2	1
614	быть не	2	1
615	по ним	1	1
616	бросается в	1	1
617	его творчество	2	1
618	писателя в	1	1
619	и нет	2	1
620	уже от	1	1
621	под собой	1	1
622	болезнь и	1	1
623	о его	1	1
624	нет ничего	7	1
625	от нас	1	1
626	в более	2	1
627	любовь к	2	1
628	не имея	1	1
629	потому не	3	1
630	она может	2	1
631	его творчества	2	1
632	не подходит	1	1
633	бы так	1	1
634	мира и	5	1
635	есть особый	1	1
636	человека является	1	1
637	от него	4	1
638	от одного	1	1
639	о достоевском	7	1
640	бы в	2	1
641	своих героев	2	1
642	ни к	1	1
643	против того	1	1
644	будто бы	3	1
645	и наконец	1	1
646	хотя в	1	1
647	лежит в	1	1
648	трагедии и	1	1
649	за этим	1	1
650	от всякого	1	1
651	страсть к	1	1
652	и эта	1	1
653	от своего	1	1
654	и судьба	1	1
655	которым он	1	1
656	не иметь	2	1
657	не что	1	1
658	это и	4	1
659	кажется и	2	1
660	в достоевском	8	1
661	достоевского говорит	1	1
662	к этому	2	1
663	они не	1	1
