N	2gram	Vinokur_Ku_2	PoTuStor
170	за счет	2	2
171	для меня	1	2
172	к ним	1	2
173	у него	3	2
174	оно не	2	2
175	что не	6	2
176	а на	2	2
177	не на	2	2
178	что мы	6	2
179	в одно	1	2
180	с помощью	7	2
181	в частности	2	2
182	так же	4	2
183	в область	1	2
184	с этой	2	2
185	в свое	2	2
186	но это	3	2
187	и для	2	2
188	сознания и	2	2
189	переводе на	1	2
190	в голову	1	2
191	но зато	2	2
192	ни было	1	2
193	нет никаких	1	2
194	не есть	1	2
195	не знает	3	2
196	к этому	4	2
197	они не	1	2
198	и то	5	1
199	он может	1	1
200	совершенно уже	1	1
201	дело обстоит	1	1
202	это и	3	1
203	каком отношении	1	1
204	в году	2	1
205	хорошо и	1	1
206	к нашей	1	1
207	мы имеем	5	1
208	что между	2	1
209	что если	2	1
210	и принужден	1	1
211	вопрос о	9	1
212	одних и	1	1
213	нам в	1	1
214	оно есть	1	1
215	почти исключительно	1	1
216	я не	5	1
217	но даже	2	1
218	конечно и	2	1
219	же что	1	1
220	зависимости от	5	1
221	первого и	1	1
222	о роли	2	1
223	в ней	3	1
224	он был	1	1
225	иное как	1	1
226	не был	1	1
227	столь же	1	1
228	бы то	1	1
229	но не	6	1
230	отказ от	2	1
231	достаточно для	2	1
232	же на	1	1
233	теряет свой	2	1
234	методов и	1	1
235	что они	2	1
236	к сожалению	1	1
237	новые отношения	1	1
238	с подобным	1	1
239	то содержание	1	1
240	в рамках	1	1
241	общего с	1	1
242	дает нам	2	1
243	все же	7	1
244	однако не	4	1
245	хотя и	4	1
246	когда он	1	1
247	что по	1	1
248	его к	2	1
249	это просто	2	1
250	сомнений в	1	1
251	этой цели	2	1
252	от этого	2	1
253	чего же	1	1
254	к чему	1	1
255	уже не	8	1
256	точку зрения	1	1
257	привести к	1	1
258	сказать о	1	1
259	в нашем	7	1
260	не оставляет	1	1
261	значение так	1	1
262	сказал я	1	1
263	во многих	1	1
264	по мнению	1	1
265	что она	3	1
266	не следует	5	1
267	главным образом	3	1
268	счет этого	1	1
269	этом своем	1	1
270	именно то	1	1
271	в корне	2	1
272	борьбу с	1	1
273	только те	1	1
274	свое время	2	1
275	приходим к	1	1
276	эта аналогия	1	1
277	и специфическими	1	1
278	по его	1	1
279	то ни	1	1
280	различие между	3	1
281	той же	2	1
282	на все	2	1
283	лишь в	5	1
284	на почве	1	1
285	себе все	1	1
286	еще одно	3	1
287	которая была	1	1
288	и имеют	1	1
289	с тем	2	1
290	как тонко	1	1
291	несмотря на	5	1
292	представляет себе	1	1
293	знаем его	1	1
294	значение как	1	1
295	смысл и	3	1
296	и еще	2	1
297	что есть	1	1
298	в следующем	1	1
299	его мнению	1	1
300	вторая часть	1	1
301	свой смысл	1	1
302	что я	4	1
303	значение для	1	1
304	исключительно на	1	1
305	которые в	1	1
306	и термины	1	1
307	творчества и	1	1
308	вещей и	1	1
309	однако в	1	1
310	отношений здесь	1	1
311	так называемого	1	1
312	в атмосфере	2	1
313	можно ли	4	1
314	представляются чем-то	1	1
315	в эпоху	1	1
316	тогда когда	1	1
317	дело в	1	1
318	одна из	1	1
319	только из	1	1
320	в сущности	9	1
321	может сыграть	1	1
322	сталкиваемся с	1	1
323	сводится в	2	1
324	что иное	1	1
325	того чтобы	11	1
326	для всего	1	1
327	здесь интересует	1	1
328	не имеет	4	1
329	это мы	1	1
330	вообще нет	1	1
331	ничего не	4	1
332	эта сторона	1	1
333	и вместо	1	1
334	они являются	1	1
335	возвращение в	1	1
336	в ком	1	1
337	в русском	10	1
338	во всем	1	1
339	связи с	3	1
340	языка который	1	1
341	в виду	3	1
342	следует что	3	1
343	мы и	1	1
344	от того	4	1
345	среди них	1	1
346	и такие	1	1
347	отличается от	3	1
348	должны быть	2	1
349	к тому	4	1
350	наконец что	1	1
351	день и	1	1
352	на это	3	1
353	она не	2	1
354	ничего общего	1	1
355	же совершенно	1	1
356	году в	1	1
357	пределах своего	1	1
358	говорит и	1	1
359	без всякого	1	1
360	данном случае	2	1
361	характер и	2	1
362	в себя	1	1
363	приводит к	5	1
364	роль в	2	1
365	и что	8	1
366	будет как	1	1
367	например о	1	1
368	в другом	2	1
369	можно было	9	1
370	как источник	1	1
371	отсюда и	2	1
372	мог бы	1	1
373	именно этот	2	1
374	к тем	1	1
375	его мысли	1	1
376	это только	2	1
377	если бы	12	1
378	часто и	1	1
379	и здесь	5	1
380	на вопрос	1	1
381	рассчитана на	1	1
382	внимание на	1	1
383	говорит об	1	1
384	и экономические	1	1
385	значение имеют	1	1
386	нас в	1	1
387	говорить об	1	1
388	конечно нужно	1	1
389	но нет	1	1
390	процессы о	1	1
391	отметить что	1	1
392	не более	2	1
393	в свете	1	1
394	каких бы	1	1
395	для самого	2	1
396	к нему	2	1
397	что здесь	1	1
398	он что	1	1
399	но так	2	1
400	мы сталкиваемся	1	1
401	что только	1	1
402	тот же	5	1
403	к делу	1	1
404	дело с	1	1
405	нас здесь	1	1
406	с одной	2	1
407	в качестве	8	1
408	же и	2	1
409	уже в	3	1
410	то и	3	1
411	в нашей	4	1
412	а это	2	1
413	его и	1	1
414	ведь это	1	1
415	наука о	1	1
416	в конце	4	1
417	вовсе не	9	1
418	ее не	1	1
419	не случайно	1	1
420	заметить что	1	1
421	не говорит	2	1
422	как раз	3	1
423	этом отношении	3	1
424	даже и	2	1
425	для того	9	1
426	уже совершенно	1	1
427	со стороны	4	1
428	или иной	1	1
429	этого словосочетания	1	1
430	с другой	8	1
431	этом пути	1	1
432	которые можно	1	1
433	ведь на	1	1
434	в каких	1	1
435	и прежде	1	1
436	в свою	2	1
437	представляет собою	1	1
438	что для	2	1
439	у нас	12	1
440	одной стороны	1	1
441	на этот	2	1
442	а не	10	1
443	мало понятной	1	1
444	с которым	1	1
445	жизнь в	1	1
446	не всегда	2	1
447	становится ясным	1	1
448	в связи	4	1
449	связь с	1	1
450	этой же	1	1
451	утверждение что	1	1
452	легче всего	1	1
453	предположить что	1	1
454	в данном	4	1
455	что же	5	1
456	вне этой	1	1
457	быть только	2	1
458	в уже	1	1
459	том смысле	1	1
460	быть не	2	1
461	несколько слов	1	1
462	и действия	1	1
463	так ли	1	1
464	которые были	1	1
465	мы скажем	2	1
466	это отличие	1	1
467	и часто	1	1
468	пор еще	1	1
469	она может	1	1
470	ли они	1	1
471	довести до	1	1
472	теряет свою	2	1
473	мы должны	2	1
474	словесное выражение	1	1
475	позволяет нам	1	1
476	только что	1	1
477	я в	1	1
478	же в	3	1
479	теоретически но	1	1
480	по поводу	2	1
481	в период	1	1
482	в точности	1	1
483	для нашего	1	1
484	не что	1	1
485	и слов	1	1
486	же приходится	1	1
487	в своих	2	1
488	этой точки	2	1
489	именно здесь	1	1
490	это в	2	1
491	как на	1	1
