N	2gram	Bakhtin_Pr_5	Stilisti
249	этот процесс	2	2
250	слово это	1	2
251	к миру	1	2
252	в реальной	1	2
253	слово или	1	2
254	и сам	7	2
255	по своему	4	2
256	человека в	1	2
257	значительной степени	1	2
258	и внутренняя	1	2
259	зрения на	1	2
260	есть не	1	2
261	с этим	3	2
262	в жизни	2	2
263	но мы	1	2
264	в этих	2	2
265	и при	1	2
266	в своей	4	2
267	в отношении	9	2
268	мы говорили	2	2
269	в которых	2	2
270	но эта	2	2
271	в мире	4	2
272	которые в	1	2
273	однако в	2	2
274	слова мы	2	2
275	в идеологическом	1	2
276	для каждого	1	2
277	каждом слове	2	2
278	своего героя	2	2
279	в основе	1	2
280	о них	2	2
281	каждый из	2	2
282	смысл то	1	2
283	ведь может	1	2
284	это слово	4	2
285	был и	1	2
286	эти три	1	2
287	этом отношении	1	2
288	перед ним	1	2
289	от их	1	2
290	приведенных нами	2	2
291	же такое	1	2
292	здесь не	1	2
293	в пределах	11	2
294	в дальнейшем	2	2
295	речи то	1	2
296	с собой	2	2
297	времени и	2	2
298	и вообще	2	2
299	с ним	7	2
300	по своей	2	2
301	почему же	2	2
302	в значительной	1	2
303	в приведенных	1	2
304	к нему	13	2
305	лишь путем	1	2
306	в середине	1	2
307	не должен	1	2
308	в него	3	2
309	монологической речи	1	2
310	как например	1	2
311	в том	5	2
312	тот же	4	2
313	одной из	2	2
314	что он	24	2
315	человека с	3	2
316	для всех	1	2
317	да еще	2	2
318	слова не	2	2
319	или даже	1	2
320	в душе	2	2
321	иной смысл	1	2
322	глаза и	2	2
323	далее но	1	2
324	для него	14	2
325	себе в	1	2
326	ничего что	2	2
327	тем что	4	2
328	и речь	2	2
329	даже и	3	2
330	к которому	1	2
331	еще и	1	2
332	больше и	1	2
333	до конца	4	2
334	суде и	1	2
335	слове в	1	2
336	должна была	2	2
337	нет ничего	1	2
338	сделать его	2	2
339	этот другой	1	2
340	и потому	1	2
341	у человека	2	2
342	из которых	1	2
343	внешнюю речь	1	2
344	смысле этого	2	2
345	которое не	1	2
346	в первой	1	2
347	другого человека	3	2
348	должно быть	3	2
349	материал для	2	2
350	или хотя	1	2
351	про себя	2	2
352	эти вопросы	1	2
353	несколько дальше	1	2
354	сих пор	1	2
355	но это	6	2
356	обращения к	1	2
357	при всем	1	2
358	случаях когда	1	2
359	войти в	2	2
360	или в	2	2
361	и ни	2	2
362	мы как	1	2
363	действительной жизни	1	2
364	или несколько	1	2
365	теперь же	2	2
366	этот вопрос	1	2
367	с ней	1	2
368	к этому	1	2
369	в своих	1	2
370	но вернемся	1	1
371	ту же	1	1
372	одним из	1	1
373	в движение	2	1
374	чтобы не	2	1
375	своей основной	1	1
376	не иначе	1	1
377	сущности являются	1	1
378	и до	1	1
379	и самое	2	1
380	ведь и	4	1
381	входящих в	1	1
382	в их	1	1
383	обойтись без	3	1
384	о выборе	2	1
385	например в	2	1
386	без изменения	1	1
387	если я	2	1
388	своего внутреннего	1	1
389	до крайности	2	1
390	которую мы	1	1
391	мы сразу	1	1
392	ни единого	1	1
393	еще до	2	1
394	в сущности	14	1
395	совпадает с	2	1
396	говорить о	3	1
397	я не	8	1
398	держать себя	1	1
399	не происходит	1	1
400	они были	1	1
401	ему в	1	1
402	хотя конечно	1	1
403	себе что	1	1
404	того же	1	1
405	в каждой	2	1
406	этот голос	1	1
407	быть в	2	1
408	хочет сказать	1	1
409	в чем	4	1
410	служит для	1	1
411	одно мгновение	1	1
412	но как	4	1
413	и другие	1	1
414	не то	1	1
415	к которой	1	1
416	в сторону	2	1
417	этот тон	3	1
418	в общем	3	1
419	уже как	2	1
420	стал для	1	1
421	на речь	1	1
422	мы сейчас	1	1
423	теперь не	2	1
424	голосом и	1	1
425	там где	7	1
426	вопросов которые	1	1
427	эти новые	1	1
428	в одной	3	1
429	в своем	2	1
430	может обойтись	1	1
431	внутренняя жизнь	1	1
432	как нам	1	1
433	кроме того	1	1
434	свою внутреннюю	1	1
435	и слова	2	1
436	когда он	3	1
437	героев достоевского	3	1
438	и внутреннюю	1	1
439	и каждое	1	1
440	важно учитывать	1	1
441	себе не	1	1
442	увидим что	2	1
443	и высокого	2	1
444	именно эта	1	1
445	художественный замысел	1	1
446	то в	2	1
447	за собой	3	1
448	сливается с	4	1
449	тон но	1	1
450	свой голос	2	1
451	случай если	1	1
452	он в	4	1
453	что так	1	1
454	форме диалога	1	1
455	еще один	2	1
456	слушателя и	1	1
457	чужое слово	6	1
458	бы только	1	1
459	и резко	1	1
460	внутренним и	1	1
461	не могла	1	1
462	его но	1	1
463	в общении	1	1
464	и если	1	1
465	вообще не	2	1
466	в первых	1	1
467	тем не	1	1
468	только себя	1	1
469	он ни	1	1
470	он не	13	1
471	одному из	1	1
472	еще раньше	1	1
473	говорили в	1	1
474	всех этих	2	1
475	он должен	1	1
476	пределах одного	5	1
477	к одному	3	1
478	не как	3	1
479	он так	2	1
480	были даны	1	1
481	что может	1	1
482	на этом	2	1
483	из мертвых	1	1
484	так например	1	1
485	в другом	12	1
486	характер в	1	1
487	конечно в	2	1
488	на все	1	1
489	как тот	1	1
490	на протяжении	5	1
491	звучат в	4	1
492	понять его	1	1
493	то все	2	1
494	одна и	2	1
495	вначале он	1	1
496	слово я	1	1
497	позволяет ему	1	1
498	за ним	2	1
499	но уже	2	1
500	нет в	3	1
501	с этой	2	1
502	сам с	1	1
503	характер и	2	1
504	есть какое-то	1	1
505	же самый	1	1
506	и реальное	1	1
507	движется в	1	1
508	всякого сомнения	1	1
509	и того	2	1
510	но почему	1	1
511	одного и	1	1
512	в г	1	1
513	бы на	1	1
514	в любом	1	1
515	таким же	1	1
516	затем и	1	1
517	этого необходимо	2	1
518	мы замечаем	1	1
519	по сравнению	1	1
520	мысли и	1	1
521	особое место	1	1
522	и жизнь	1	1
523	поэтому в	1	1
524	не поймет	1	1
525	по крайней	1	1
526	и эти	1	1
527	по ту	1	1
528	речи в	2	1
529	как личное	1	1
530	собой и	3	1
531	том же	1	1
532	что этот	1	1
533	в устах	1	1
534	и идеологически	1	1
535	слов о	1	1
536	бы два	1	1
537	стоит только	1	1
538	по себе	4	1
539	даже в	5	1
540	заставляет его	1	1
541	из слов	1	1
542	раз и	3	1
543	этих трех	1	1
544	если и	2	1
545	всех их	1	1
546	с миром	3	1
547	не менее	2	1
548	первой фразы	1	1
549	но они	1	1
550	без его	1	1
551	в таких	1	1
552	как можно	2	1
553	она не	1	1
554	с теми	1	1
555	этими двумя	2	1
556	одна из	1	1
557	на два	1	1
558	начале как	1	1
559	благодаря тому	1	1
560	так чтобы	4	1
561	было лишь	2	1
562	к такому	1	1
563	только не	1	1
564	и некоторое	1	1
565	и всегда	1	1
566	в самой	1	1
567	именно с	1	1
568	находятся в	1	1
569	и весь	1	1
570	заложенные в	1	1
571	того в	1	1
572	же слова	2	1
573	тон и	4	1
574	входят в	1	1
575	доказать что	1	1
576	и делает	4	1
577	в канцелярии	2	1
578	стоит перед	1	1
579	в стиле	4	1
580	подойти и	1	1
581	но там	1	1
582	не могут	1	1
583	тех явлений	1	1
584	и другой	1	1
585	глаза в	1	1
586	это конечно	1	1
587	указание в	1	1
588	для его	2	1
589	главное предложение	1	1
590	второй голос	9	1
591	этих голосов	1	1
592	ведь человек	1	1
593	почти на	3	1
594	речь не	1	1
595	оно может	1	1
596	гордость и	1	1
597	приходит к	1	1
598	не совсем	1	1
599	а затем	2	1
600	каждому из	1	1
601	без всякого	2	1
602	это еще	1	1
603	мысль о	1	1
604	уже с	2	1
605	в произведении	2	1
606	говорили что	4	1
607	всей своей	2	1
608	и характер	1	1
609	своей речи	1	1
610	мы наблюдаем	1	1
611	людей он	1	1
612	его самого	1	1
613	в ушах	2	1
614	котором мы	1	1
615	но зато	4	1
616	которыми мы	1	1
617	здесь как	1	1
618	с самим	15	1
619	в себя	1	1
620	или на	1	1
621	речь как	1	1
622	к самой	1	1
623	с внутренним	3	1
624	еще в	4	1
625	мысли мы	1	1
626	понятно что	2	1
627	является в	1	1
628	но иногда	1	1
629	слова ни	1	1
630	для этого	2	1
631	разбираемый нами	1	1
632	с человеком	3	1
633	образом в	1	1
634	общественной идеологии	1	1
635	не найдем	1	1
636	каждый раз	1	1
637	именно потому	2	1
638	на вопрос	2	1
639	каждое движение	1	1
640	столь же	2	1
641	и та	2	1
642	можно более	1	1
643	никак не	1	1
644	и что	6	1
645	наконец на	1	1
646	мог бы	2	1
647	у достоевского	12	1
648	что его	2	1
649	все его	4	1
650	знает что	3	1
651	и во	3	1
652	даже несколько	1	1
653	и лишь	2	1
654	путь к	1	1
655	других людей	1	1
656	эту фразу	1	1
657	между тем	4	1
658	этот момент	1	1
659	это сделать	1	1
660	отметить что	1	1
661	крайней мере	1	1
662	речи героя	2	1
663	слова по	1	1
664	нем и	1	1
665	в высказываниях	1	1
666	конечно еще	1	1
667	с ними	5	1
668	может до	2	1
669	словом словом	1	1
670	весь стиль	2	1
671	принимает форму	3	1
672	и действительно	1	1
673	обращаться к	5	1
674	ему и	1	1
675	правда и	1	1
676	и после	1	1
677	внутренней речью	1	1
678	он уже	3	1
679	между этими	1	1
680	репликой на	1	1
681	в эти	2	1
682	же он	1	1
683	где они	1	1
684	так что	5	1
685	же и	4	1
686	есть в	1	1
687	содержание речи	1	1
688	в большинстве	2	1
689	был очень	1	1
690	делает с	1	1
691	чтобы он	1	1
692	в виде	7	1
693	его с	5	1
694	здесь же	1	1
695	большинстве случаев	2	1
696	этого процесса	1	1
697	особый тип	1	1
698	по отношению	6	1
699	простое выражение	1	1
700	совсем другое	2	1
701	руки и	1	1
702	ни в	2	1
703	вопрос кто	1	1
704	события которое	1	1
705	иначе как	1	1
706	в диалоге	3	1
707	вовсе не	7	1
708	остановимся только	2	1
709	не о	4	1
710	ту сторону	1	1
711	друг друга	2	1
712	у него	4	1
713	к той	1	1
714	превращается в	1	1
715	нет его	1	1
716	построения фразы	1	1
717	тысяч лет	1	1
718	из приведенных	1	1
719	в особенности	1	1
720	в другой	1	1
721	нельзя ни	1	1
722	связан с	2	1
723	уже говорили	5	1
724	мы это	1	1
725	и сознание	1	1
726	до сих	1	1
727	с другой	4	1
728	каждый человек	1	1
729	за пределы	3	1
730	что человек	1	1
731	здесь в	2	1
732	и нельзя	1	1
733	все равно	2	1
734	действующих лиц	1	1
735	такое же	2	1
736	приведенный нами	1	1
737	на этот	2	1
738	таких двух	1	1
739	новых слов	1	1
740	долго и	1	1
741	же точно	1	1
742	о чем	1	1
743	слова которое	3	1
744	здесь только	1	1
745	в речи	2	1
746	именно поэтому	1	1
747	но оно	1	1
748	в самый	2	1
749	слова то	1	1
750	я тебе	1	1
751	для оправдания	1	1
752	взаимоотношения говорящих	1	1
753	с каким-то	2	1
754	он говорит	1	1
755	ненависть к	2	1
756	и соответствующие	1	1
757	них всех	1	1
758	тому как	2	1
759	как к	5	1
760	все сильнее	1	1
761	еще раз	1	1
762	благодаря этому	2	1
763	в основном	1	1
764	за неимением	1	1
765	как раз	4	1
766	другой и	1	1
767	это уже	2	1
768	и часто	1	1
769	совершается в	1	1
770	каким бы	1	1
771	удалось в	1	1
772	что я	13	1
773	ее но	1	1
774	всем этим	2	1
775	на одном	1	1
776	и выражений	1	1
777	сознания и	4	1
778	в результате	1	1
779	это как	3	1
780	бы даже	1	1
781	в те	1	1
782	что в	6	1
783	который является	1	1
784	еще более	1	1
785	тем более	1	1
786	ну и	2	1
787	снова к	1	1
788	будто бы	2	1
789	с другими	2	1
790	укладывается в	1	1
791	или не	1	1
792	к лицу	1	1
793	может и	1	1
794	слово в	2	1
795	наконец не	1	1
796	в романе	1	1
797	из тех	1	1
798	возможно лишь	1	1
799	другой стороны	3	1
800	в глаза	5	1
801	является и	1	1
802	в последнем	2	1
803	отношению к	7	1
804	это и	3	1
805	ними так	1	1
806	было быть	1	1
807	вполне понятно	2	1
808	же на	1	1
809	сознания без	1	1
810	те которые	1	1
811	и вновь	1	1
