N	4gram	Tiupa_Disk_1	Hudozhes
92	приятия не удовлетворяясь репродуктивной	1	1
93	предстают перед нами не	1	1
94	своей природе суть то	1	1
95	стороны адресата притчи может	1	1
96	и слушающих общим знанием	1	1
97	субъекта объекта и адресата	1	1
98	в том что он	1	1
99	даже будучи порой фактически	1	1
100	сказания не от своея	1	1
101	а по своей природе	1	1
102	от жанра высказывания жанр	1	1
103	сознаний встречающихся в дискурсе	1	1
104	и строго отграниченная система	1	1
105	коммуникативную стратегию эстетического по	1	1
106	как субъекты этического выбора	1	1
107	зависит от жанра высказывания	1	1
108	своего рода механизмом активизации	1	1
109	нем звучит один голос	1	1
110	персонажи не выбирают а	1	1
111	говорящий здесь только исполнитель	1	1
112	однозначности и прежде всего	1	1
113	то она здесь присутствует	1	1
114	в притче универсального опыта	1	1
115	но не верифицируемым знанием	1	1
116	убавить ни изменить ничего	1	1
117	к индивидуальной жизненной практике	1	1
118	осуществляется или преступается не	1	1
119	приобщения к общенародной хвале	1	1
120	быть проделано и рассказывающим	1	1
121	быть осуществлено только самим	1	1
122	хоровое слово общенародной хвалы	1	1
123	с ее иносказательностью требует	1	1
124	индивидуальной жизненной практике может	1	1
125	причастности к общему миропорядку	1	1
126	внутренняя активность адресата при	1	1
127	всегда предносится целое нашего	1	1
128	первое может быть проделано	1	1
129	ничего нельзя не сделав	1	1
130	оно стремится к однозначности	1	1
131	ментальной и речевой деятельности	1	1
132	что касается ментальной и	1	1
133	закон собственно и составляющий	1	1
134	присутствует как правило лишь	1	1
135	стилевых формах косвенной речи	1	1
136	бахтин может ощущаться завершенная	1	1
137	виде целенаправленно устремленный от	1	1
138	фактически точными они бытуют	1	1
139	случае его вступление в	1	1
140	выбирают а по своей	1	1
141	сродни любому иному роду	1	1
142	притчи может быть определена	1	1
143	готовом стабильно дифференцированном и	1	1
144	притча разъединяет участников коммуникативного	1	1
145	не предполагает внутренне свободного	1	1
146	на поучающего и поучаемого	1	1
147	типа есть монолог в	1	1
148	опыта к индивидуальной жизненной	1	1
149	может быть осуществлено только	1	1
150	оно не предполагает хоровой	1	1
151	одним и тем же	1	1
152	что они хотят и	1	1
153	самой ситуации рассказывания а	1	1
154	столь пассивным как к	1	1
155	это разделение иерархично оно	1	1
156	поведение двух сыновей в	1	1
157	нашего высказывания и в	1	1
158	представляет собой исторически продуктивный	1	1
159	но как субъекты этического	1	1
160	активность адресата при этом	1	1
161	столь свободным как к	1	1
162	можно даже сказать что	1	1
163	фатально непреложный и неоспоримый	1	1
164	чужой речи и т.п	1	1
165	их отношении к предмету	1	1
166	литературного произведения по своим	1	1
167	целенаправленно устремленный от одного	1	1
168	нравственный закон собственно и	1	1
169	форме индивидуального речевого замысла	1	1
170	произведения по своим коммуникативным	1	1
171	обладает достоверным но не	1	1
172	сочинение литературного произведения по	1	1
173	разъединяет участников коммуникативного события	1	1
174	отношение слушателя к содержанию	1	1
175	может быть проделано и	1	1
176	персонажи сказания не от	1	1
177	монолог в чистом виде	1	1
178	высказывания жанр в свою	1	1
179	в готовом стабильно дифференцированном	1	1
180	смыслов оно стремится к	1	1
181	жанра высказывания жанр в	1	1
182	перед ним определенные задания	1	1
183	известном смысле домонологично оно	1	1
184	извлечения адресатом некоего ценностного	1	1
185	когда мы строим свою	1	1
186	приложение запечатленного в притче	1	1
187	может ощущаться завершенная и	1	1
188	внеличную сторону индивида и	1	1
189	и персонажи сказания не	1	1
190	моделью причастности к общему	1	1
191	деятельности персонажа то она	1	1
192	связаны с языком ставят	1	1
193	смешное но обязательно курьезное	1	1
194	кто говорит и кому	1	1
195	адресата притчи может быть	1	1
196	предносится целое нашего высказывания	1	1
197	но обязательно курьезное любопытное	1	1
198	форме определенной жанровой схемы	1	1
199	в свою очередь определяется	2	1
200	точными они бытуют как	1	1
201	сознания к другому что	1	1
202	своим коммуникативным параметрам сродни	1	1
203	ощущаться завершенная и строго	1	1
204	и поучаемого это разделение	1	1
205	формах косвенной речи хотя	1	1
206	целое нашего высказывания и	1	1
207	лишь в стилевых формах	1	1
208	было и не могло	1	1
209	не удовлетворяясь репродуктивной рецепцией	1	1
210	или сплетни то есть	1	1
211	природе суть то что	1	1
212	ни столь свободным как	1	1
213	в евгении онегине но	1	1
214	всего к ценностной однозначности	1	1
215	ним определенные задания реализуют	1	1
216	позиция активного приятия не	1	1
217	мира которая своей карнавальной	1	1
218	слова говорящий здесь только	1	1
219	как регулятивная отношение слушателя	1	1
220	картина мира которая своей	1	1
221	высказывания и в форме	1	1
222	свободным как к содержанию	1	1
223	очередь определяется предметом целью	2	1
224	есть монолог в чистом	1	1
225	как слухи или сплетни	1	1
226	текста да и персонажи	1	1
227	далеко не сводится к	1	1
228	это позиция активного приятия	1	1
229	определяется предметом целью и	3	1
230	но в таком случае	1	1
231	ни столь пассивным как	1	1
232	чистом виде целенаправленно устремленный	1	1
233	регулятивная отношение слушателя к	1	1
234	говорит и кому говорят	1	1
235	как к содержанию сказания	1	1
236	только раскрывают содержание судьбы	1	1
237	внеязыковое и потому нейтральное	1	1
238	а не ценностно дистанцированной	1	1
239	есть принадлежат самой ситуации	1	1
240	культуры в самом общем	1	1
241	персонажем в акте выбора	1	1
242	от божья повеленья сказание	1	1
243	и речевой деятельности персонажа	1	1
244	отграниченная система смыслов оно	1	1
245	пассивным как к содержанию	1	1
246	гегель именовал веком героев	1	1
247	в дискурсе речевой акт	1	1
248	продуктивный тип высказывания реализующий	1	1
249	в нем определенные возможности	1	1
250	будучи порой фактически точными	1	1
251	потому нейтральное к языку	1	1
252	едины судьба выражает внеличную	1	1
253	живет в готовом стабильно	1	1
254	содержанию сказания это позиция	1	1
255	со стороны адресата притчи	1	1
256	это известного рода взаимная	1	1
257	судьба выражает внеличную сторону	1	1
258	жанровой схемы и в	1	1
259	да и персонажи сказания	1	1
260	к содержанию сказания это	1	1
261	взаимная условленность конвенциональность общения	1	1
262	притчи иносказательность является своего	1	1
263	предметом целью и ситуацией	3	1
264	события на поучающего и	1	1
265	принадлежат самой ситуации рассказывания	1	1
266	существенно связаны с языком	1	1
267	непреложный и неоспоримый круговорот	1	1
268	нельзя не сделав хуже	1	1
269	схемы и в форме	1	1
270	ситуации рассказывания а не	1	1
271	слухи или сплетни то	1	1
272	притче универсального опыта к	1	1
273	в стилевых формах косвенной	1	1
274	произведение искусства не сводится	1	1
275	нами не как объекты	1	1
276	адресатом некоего ценностного урока	1	1
277	по своей природе суть	1	1
278	предначертанность судьбы а некий	1	1
279	судьбы а некий нравственный	1	1
280	но от божья повеленья	1	1
281	другому что касается ментальной	1	1
282	они едины судьба выражает	1	1
283	анекдота ни столь пассивным	1	1
284	в нем звучит один	1	1
285	анекдота уже не таково	1	1
286	определенной жанровой схемы и	1	1
287	не предначертанность судьбы а	1	1
288	не несет в себе	1	1
289	сказания это позиция активного	1	1
290	собой исторически продуктивный тип	1	1
291	в таком случае его	1	1
292	рассказывания а не ценностно	1	1
293	по своей коммуникативной природе	1	1
294	от своей судьбы они	1	1
295	разделение иерархично оно не	1	1
296	правило лишь в стилевых	1	1
297	мы строим свою речь	1	1
298	к однозначности и прежде	1	1
299	стремится к однозначности и	1	1
300	определенные задания реализуют в	1	1
301	быть определена как регулятивная	1	1
302	достоверным но не верифицируемым	1	1
303	слово анекдота уже не	1	1
304	его поступки только раскрывают	1	1
305	рекоша но от божья	1	1
306	от одного сознания к	1	1
307	в самом общем виде	2	1
308	поучаемого это разделение иерархично	1	1
309	является своего рода механизмом	1	1
310	не было и не	1	1
311	то есть принадлежат самой	1	1
312	слова в слове писал	1	1
313	далеко не сводятся к	1	1
314	стабильно дифференцированном и оцененном	1	1
315	участников коммуникативного события на	1	1
316	дискурсе речевой акт притчевого	1	1
317	то же время они	1	1
318	морализаторскую премудрость притчевого назидания	1	1
319	сказание в известном смысле	1	1
320	речевой акт притчевого типа	1	1
321	жанр в свою очередь	1	1
322	занять уготованной ему позиции	1	1
323	при этом остается регламентированной	1	1
324	параметрам сродни любому иному	1	1
325	мы имеем дело не	1	1
326	притчевого типа есть монолог	1	1
327	строго отграниченная система смыслов	1	1
328	и составляющий морализаторскую премудрость	1	1
329	сторону индивида и его	1	1
330	в известном смысле домонологично	1	1
331	в форме определенной жанровой	1	1
332	по своим коммуникативным параметрам	1	1
333	своей судьбы они едины	1	1
334	задания реализуют в нем	1	1
335	касается ментальной и речевой	1	1
336	в слове писал бахтин	1	1
337	из уст в уста	1	1
338	здесь присутствует как правило	1	1
339	речевой деятельности персонажа то	1	1
340	прибавить ни убавить ни	1	1
341	божья повеленья сказание в	1	1
342	как к содержанию анекдота	1	1
343	ни прибавить ни убавить	2	1
344	отделен от своей судьбы	1	1
345	активного приятия не удовлетворяясь	1	1
346	жизненной практике может быть	1	1
347	персонажа то она здесь	1	1
348	слове писал бахтин может	1	1
349	исторически продуктивный тип высказывания	1	1
350	дифференцированном и оцененном мире	1	1
351	ни к чему не	1	1
352	универсального опыта к индивидуальной	1	1
353	перед нами не как	1	1
354	целью и ситуацией высказывания	3	1
355	изменить ничего нельзя не	1	1
356	выбора осуществляется или преступается	1	1
357	отношении к предмету речи	1	1
358	порой фактически точными они	1	1
359	языком ставят перед ним	1	1
360	повеленья сказание в известном	1	1
361	в акте выбора осуществляется	1	1
362	том что он не	1	1
363	таком случае его вступление	1	1
364	они бытуют как слухи	1	1
365	выражает внеличную сторону индивида	1	1
366	суть то что они	1	1
367	механизмом активизации воспринимающего сознания	1	1
368	завершенная и строго отграниченная	1	1
369	ни изменить ничего нельзя	1	1
370	она здесь присутствует как	1	1
371	к содержанию анекдота ни	1	1
372	содержанию анекдота ни столь	1	1
