N	2gram	Propp_Morf_1	Problemy
330	в главе	1	1
331	и выдает	1	1
332	очень ярких	1	1
333	чем же	1	1
334	они ни	1	1
335	сих пор	1	1
336	независимо от	3	1
337	совершенно другой	1	1
338	и пр	37	1
339	может найти	1	1
340	перед нами	10	1
341	в полном	1	1
342	могли бы	1	1
343	говорит что	1	1
344	его намерения	1	1
345	это определение	1	1
346	другого нет	1	1
347	сказать о	2	1
348	за это	1	1
349	или во	1	1
350	приводится к	1	1
351	в этой	2	1
352	хотя мы	1	1
353	им в	1	1
354	и тот	1	1
355	бы только	1	1
356	и до	1	1
357	во многих	1	1
358	но ведь	1	1
359	уже иное	1	1
360	очень велико	1	1
361	главным образом	4	1
362	но хотя	1	1
363	к героям	1	1
364	одному из	3	1
365	он вдруг	1	1
366	зрения его	1	1
367	в живых	3	1
368	отца а	1	1
369	чтобы в	1	1
370	его можно	1	1
371	лишь с	2	1
372	так например	3	1
373	на то	2	1
374	в нее	1	1
375	одно и	1	1
376	форма у	1	1
377	больше всего	1	1
378	здесь мы	3	1
379	а затем	4	1
380	и может	1	1
381	что такой	1	1
382	об этом	4	1
383	к другу	2	1
384	них не	1	1
385	ко второму	1	1
386	и сердце	1	1
387	сразу с	1	1
388	не простое	1	1
389	в итоге	2	1
390	тех которые	1	1
391	то один	1	1
392	друга что	1	1
393	ни одной	1	1
394	зная о	1	1
395	этим и	1	1
396	здесь можно	3	1
397	несколько таких	1	1
398	как таковой	2	1
399	в один	3	1
400	их на	1	1
401	в других	3	1
402	и становится	1	1
403	которую он	1	1
404	в этих	13	1
405	в г	1	1
406	бы на	1	1
407	можно сказать	2	1
408	и при	1	1
409	как все	1	1
410	в чужие	1	1
411	о герое	3	1
412	всякому человеку	1	1
413	самого в	1	1
414	мы говорили	1	1
415	не столько	1	1
416	оказывается что	1	1
417	но путь	1	1
418	вопрос на	1	1
419	него герой	1	1
420	но эта	1	1
421	теми же	1	1
422	была не	1	1
423	и более	1	1
424	гл vi	1	1
425	что этот	1	1
426	бы быть	1	1
427	для нее	1	1
428	ни были	1	1
429	заставляет его	2	1
430	каждый тип	1	1
431	она не	2	1
432	есть нечто	3	1
433	героем в	1	1
434	на котором	3	1
435	одна из	4	1
436	реагирует на	3	1
437	у кого	1	1
438	уже очень	1	1
439	в основе	1	1
440	нельзя ли	1	1
441	это мы	1	1
442	а во	1	1
443	и по	2	1
444	это сделать	1	1
445	за исключением	1	1
446	связи с	10	1
447	здесь же	3	1
448	он бросает	1	1
449	деле он	1	1
450	этом отношении	1	1
451	и несколько	1	1
452	материала но	2	1
453	другой ее	1	1
454	но там	1	1
455	не могут	4	1
456	когда мы	1	1
457	где начинается	1	1
458	случаях когда	2	1
459	можно сравнить	2	1
460	и другим	3	1
461	они и	3	1
462	все еще	3	1
463	для того	2	1
464	оно не	2	1
465	мы привели	1	1
466	оно может	3	1
467	приходит к	1	1
468	в деревне	1	1
469	того чтобы	3	1
470	момент в	1	1
471	как не	1	1
472	е все	1	1
473	здесь не	2	1
474	без всякого	2	1
475	данном случае	1	1
476	из приведенных	2	1
477	в особенности	1	1
478	хочет его	1	1
479	него самого	1	1
480	вопрос что	2	1
481	приводит к	2	1
482	на свой	1	1
483	как с	1	1
484	и совершенно	1	1
485	его самого	4	1
486	же касается	1	1
487	с собой	3	1
488	можно было	2	1
489	вопрос но	1	1
490	когда герой	1	1
491	заставляет ее	1	1
492	даны в	1	1
493	между собой	4	1
494	другой не	2	1
495	слушателя и	1	1
496	ними и	1	1
497	можно бы	2	1
498	еще резче	1	1
499	на все	1	1
500	он пришел	1	1
501	что каждый	1	1
502	или на	3	1
503	подобные же	1	1
504	после того	1	1
505	самому себе	1	1
506	в приведенных	1	1
507	же очень	1	1
508	путь к	2	1
509	функций в	1	1
510	его герой	1	1
511	вопрос кто	1	1
512	да в	1	1
513	во всей	1	1
514	д он	2	1
515	найти критерий	1	1
516	средство а	2	1
517	борьба в	1	1
518	на других	1	1
519	и она	1	1
520	у которого	1	1
521	которых каждый	1	1
522	не зная	1	1
523	друг к	2	1
524	что здесь	1	1
525	как например	2	1
526	в формах	1	1
527	на которой	1	1
528	д и	1	1
529	сразу же	2	1
530	наше рассмотрение	1	1
531	и действительно	1	1
532	у тебя	1	1
533	к братьям	1	1
534	никаких новых	2	1
535	с одной	1	1
536	себя в	1	1
537	для всех	1	1
538	итак в	1	1
539	отношении друг	1	1
540	точно и	1	1
541	же из	1	1
542	или не	3	1
543	где вы	1	1
544	этот момент	3	1
545	на свое	1	1
546	приводит в	1	1
547	а то	3	1
548	или просто	2	1
549	превращаются в	1	1
550	не знаешь	2	1
551	ответ на	1	1
552	характерно что	1	1
553	не так	1	1
554	и их	2	1
555	никто не	3	1
556	здесь действительно	1	1
557	для меня	1	1
558	мы можем	2	1
559	в некоторых	3	1
560	случае не	3	1
561	выдает себя	2	1
562	другой и	1	1
563	лишь один	1	1
564	поступков в	1	1
565	в очень	1	1
566	эти явления	1	1
567	и материал	1	1
568	без всякой	2	1
569	другого и	1	1
570	одном месте	1	1
571	его при	1	1
572	до сих	1	1
573	и самая	1	1
574	действующих лиц	11	1
575	еще и	1	1
576	мы еще	1	1
577	другим он	1	1
578	может ли	1	1
579	первоначально это	1	1
580	мы скажем	1	1
581	на этот	1	1
582	а сам	1	1
583	в рассказе	1	1
584	уже давно	1	1
585	которой есть	2	1
586	одну из	1	1
587	из моментов	1	1
588	чрезвычайно много	1	1
589	или с	3	1
590	и вне	3	1
591	все более	1	1
592	но оно	2	1
593	я тебе	1	1
594	всех людей	1	1
595	или нет?	1	1
596	какого бы	1	1
597	определяет его	1	1
598	он приводит	2	1
599	в данном	1	1
600	есть они	1	1
601	она есть	1	1
602	нашу задачу	1	1
603	и там	1	1
604	в тот	1	1
605	у ивана	2	1
606	на первом	1	1
607	быть не	1	1
608	нам еще	2	1
609	неожиданно и	1	1
610	все как	1	1
611	более и	1	1
612	сам с	1	1
613	только для	1	1
614	в который	1	1
615	что касается	1	1
616	герой по	1	1
617	отвечает на	1	1
618	он выдает	1	1
619	ли в	1	1
620	иван а	1	1
621	он узнает	1	1
622	или в	4	1
623	между ними	1	1
624	еще раз	1	1
625	в отдельных	3	1
626	мысль о	1	1
627	лишь как	1	1
628	с известными	1	1
629	и ни	1	1
630	еще придется	1	1
631	следующий момент	1	1
632	все они	1	1
633	несмотря на	4	1
634	здесь только	1	1
635	одной из	1	1
636	требует чтобы	3	1
637	может и	1	1
638	они все	1	1
639	как за	1	1
640	для героя	1	1
641	всех других	1	1
642	из этого	1	1
643	лиц в	2	1
