N	2gram	Tiupa_Vved_1	Psycholo
153	в которых	1	3
154	бы мы	1	3
155	их в	2	3
156	тому чтобы	1	3
157	этих событий	2	3
158	тем самым	5	3
159	в то	4	3
160	в основе	3	3
161	не сумел	2	3
162	пути и	1	3
163	ли это	2	3
164	и для	3	3
165	он видит	1	3
166	с ее	1	3
167	в пределах	2	3
168	в мире	8	3
169	так и	8	3
170	к анализу	1	3
171	это то	1	3
172	совершенно другим	1	3
173	что и	2	3
174	во всей	1	3
175	вслед за	2	3
176	том как	3	3
177	дело с	2	3
178	с одной	5	3
179	узнает о	1	3
180	в виде	1	3
181	тому же	4	3
182	всяком случае	1	3
183	могло бы	3	3
184	в одном	1	3
185	сами по	1	3
186	тем что	2	3
187	но и	19	3
188	на этот	1	3
189	и затем	1	3
190	обратиться к	2	3
191	не было	2	3
192	одной стороны	5	3
193	и опять	2	3
194	означало бы	1	3
195	из которых	1	3
196	в той	4	3
197	рассказа в	1	3
198	да и	1	3
199	при таком	1	3
200	указывает на	1	3
201	тот же	1	3
202	к этой	1	3
203	в своих	2	3
204	во всяком	1	3
205	событий в	1	3
206	также и	4	2
207	он может	1	2
208	между двумя	3	2
209	жизни для	1	2
210	а как	1	2
211	мы имеем	5	2
212	нам в	1	2
213	принадлежит к	3	2
214	и ее	1	2
215	это время	2	2
216	мы читаем	1	2
217	столь же	1	2
218	во всех	2	2
219	же самые	1	2
220	точка зрения	3	2
221	со стороны	5	2
222	в одной	2	2
223	в художественном	1	2
224	что касается	5	2
225	однако не	1	2
226	и наконец	2	2
227	и сюжета	1	2
228	не в	6	2
229	и к	2	2
230	но в	6	2
231	тому как	2	2
232	бы и	4	2
233	всего романа	1	2
234	представляет собой	15	2
235	бы не	2	2
236	из этих	3	2
237	при этом	26	2
238	читателя в	1	2
239	едва ли	3	2
240	и холодного	1	2
241	в нее	1	2
242	только одно	1	2
243	в них	2	2
244	о которых	1	2
245	иначе говоря	6	2
246	это делает	1	2
247	в котором	8	2
248	в их	1	2
249	место в	2	2
250	быть не	4	2
251	можем обозначить	1	2
252	даже в	1	2
253	сущности говоря	1	2
254	не имеет	2	2
255	не по	1	2
256	же время	3	2
257	во всем	1	2
258	вместо того	2	2
259	только с	1	2
260	только одна	1	2
261	есть только	1	2
262	и другим	1	2
263	о них	3	2
264	могли бы	1	2
265	в ее	1	2
266	действия и	1	2
267	до самого	1	2
268	те же	2	2
269	времени и	7	2
270	и с	2	2
271	можно сказать	4	2
272	в виду	1	2
273	о ней	4	2
274	сводится к	4	2
275	и неожиданно	1	2
276	внимание на	3	2
277	и та	1	2
278	уже до	1	2
279	и она	1	2
280	один из	3	2
281	отца и	1	2
282	мы увидим	1	2
283	связи с	1	2
284	уже в	1	2
285	ни одного	1	2
286	в нашей	1	2
287	не все	2	2
288	кажется что	1	2
289	его и	1	2
290	не хотел	1	2
291	событие в	1	2
292	с другой	5	2
293	с той	1	2
294	а с	2	2
295	прежде всего	7	2
296	а на	2	2
297	не на	1	2
298	одна и	1	2
299	повествования и	3	2
300	этот рассказ	1	2
301	и потому	1	2
302	слов в	1	2
303	события а	1	2
304	не является	3	2
305	и от	2	2
306	в результате	3	2
307	хотя бы	1	2
308	все они	2	2
309	по ходу	1	2
310	героя и	3	2
311	другой стороны	2	2
312	этого события	1	2
313	мать и	1	2
314	в искусстве	1	2
315	который не	1	2
316	рассказ об	1	1
317	таком случае	1	1
318	начинается с	1	1
319	отделен от	1	1
320	и писатель	1	1
321	о самом	1	1
322	того же	1	1
323	с кем	1	1
324	характера а	1	1
325	рассказе бунина	1	1
326	в пятом	2	1
327	очень много	1	1
328	тем же	1	1
329	в первом	2	1
330	к рассказу	1	1
331	одного эпизода	1	1
332	в рассказ	1	1
333	в несколько	1	1
334	идти о	1	1
335	которого не	1	1
336	вдруг совершенно	1	1
337	таком взгляде	1	1
338	оформлена в	1	1
339	случае это	1	1
340	к новой	1	1
341	он как	1	1
342	исследования в	1	1
343	это всегда	1	1
344	благодаря тому	1	1
345	что иное	1	1
346	к началу	1	1
347	как условное	1	1
348	мы и	2	1
349	времени сколько	1	1
350	еще не	7	1
351	иное как	1	1
352	в восприятии	1	1
353	в сюжете	1	1
354	понятие введенное	2	1
355	природы и	1	1
356	чем это	1	1
357	но как	1	1
358	если в	2	1
359	конечном счете	1	1
360	по отношению	7	1
361	несмотря на	1	1
362	событий а	1	1
363	евгений онегин	1	1
364	связи и	1	1
365	в настоящем	2	1
366	ее судьба	1	1
367	относится к	1	1
368	которые не	1	1
369	в истории	1	1
370	что могло	1	1
371	первый взгляд	1	1
372	стороны и	1	1
373	как к	1	1
374	о жизни	2	1
375	такого рода	16	1
376	мы тем	1	1
377	мысленным взором	1	1
378	имеет в	1	1
379	в этот	2	1
380	бы возникнуть	1	1
381	бесконечное число	1	1
382	со своей	1	1
383	из жизни	2	1
384	в нашем	6	1
385	и сцепление	1	1
386	ни одна	1	1
387	рассказ о	1	1
388	рассмотрим в	1	1
389	нам как	1	1
390	слово это	1	1
391	так сказать	2	1
392	на его	1	1
393	перед мысленным	1	1
394	образом для	1	1
395	к фабуле	1	1
396	именно то	1	1
397	в корне	1	1
398	вообще не	1	1
399	новое и	1	1
400	и сам	1	1
401	наших глазах	1	1
402	самые слова	1	1
403	из него	1	1
404	подобно тому	2	1
405	евгении онегине	1	1
406	в совершенно	1	1
407	них не	1	1
408	или просто	1	1
409	этом смысле	1	1
410	событие это	3	1
411	например с	1	1
412	смерть и	1	1
413	исходили из	1	1
414	рассказ в	2	1
415	обозначить как	1	1
416	и было	1	1
417	и еще	1	1
418	на первый	1	1
419	в этих	3	1
420	для него	3	1
421	что такое	18	1
422	рассказа о	2	1
423	интриги в	1	1
424	этих единиц	1	1
425	которого является	1	1
426	самая сущность	1	1
427	не столько	4	1
428	что до	1	1
429	от его	1	1
430	и более	3	1
431	как день	1	1
432	бы быть	1	1
433	без него	1	1
434	что есть	1	1
435	в отношении	1	1
436	этой второй	1	1
437	но они	2	1
438	рассказа следует	1	1
439	отдельных эпизодов	1	1
440	на глазах	1	1
441	того как	1	1
442	и вместо	1	1
443	действительности они	1	1
444	как его	2	1
445	на самый	1	1
446	но только	1	1
447	вытекает из	1	1
448	это мы	1	1
449	отца ее	1	1
450	из четырех	1	1
451	находятся в	1	1
452	всего на	1	1
453	слова во	1	1
454	своей природе	2	1
455	к такого	1	1
456	и направляет	1	1
457	в сознании	4	1
458	так называемый	1	1
459	сюжет в	1	1
460	из того	1	1
461	составляющих ее	1	1
462	это уже	1	1
463	что на	2	1
464	однако это	1	1
465	может показаться	1	1
466	художественной литературы	1	1
467	к структуре	2	1
468	начиная с	3	1
469	бы он	1	1
470	жизненный материал	1	1
471	если же	1	1
472	эпизода к	1	1
473	должен быть	1	1
474	следует отнести	1	1
475	оно может	1	1
476	от хронологической	1	1
477	степени в	1	1
478	границе между	1	1
479	свою очередь	4	1
480	своем составе	1	1
481	не могу	1	1
482	два события	1	1
483	характер и	1	1
484	мысль о	1	1
485	него можно	1	1
486	она только	1	1
487	как с	1	1
488	с собой	1	1
489	только тот	1	1
490	этого как	1	1
491	начала и	2	1
492	классической и	1	1
493	она была	2	1
494	это только	2	1
495	он сам	1	1
496	где каждый	1	1
497	на их	1	1
498	то они	1	1
499	как вечный	1	1
500	на наших	1	1
501	в игре	1	1
502	и который	1	1
503	а также	8	1
504	время не	1	1
505	в евгении	1	1
506	в конечном	1	1
507	к нему	1	1
508	на протяжении	1	1
509	его смысла	2	1
510	толстой в	1	1
511	его с	2	1
512	автор как	1	1
513	в другой	1	1
514	ряд других	1	1
515	без малейшего	1	1
516	но так	1	1
517	ни слова	1	1
518	но с	1	1
519	действие в	1	1
520	и представляет	2	1
521	могло быть	1	1
522	обращаться к	1	1
523	которое мы	1	1
524	фразы как	1	1
525	поэтому и	1	1
526	между тем	1	1
527	во времени	2	1
528	непрерывно и	1	1
529	и матери	1	1
530	жизни однако	1	1
531	с какой	1	1
532	есть в	2	1
533	же самым	1	1
534	и у	1	1
535	только на	1	1
536	слова в	2	1
537	действующего лица	1	1
538	а то	2	1
539	эти свойства	1	1
540	жизнь этого	1	1
541	роль и	1	1
542	именно они	1	1
543	не так	1	1
544	себе в	1	1
545	и их	1	1
546	иначе как	1	1
547	ее не	2	1
548	что толстой	1	1
549	или ином	1	1
550	представляют собой	3	1
551	рассказа не	1	1
552	это будет	1	1
553	воплощенной в	1	1
554	в особенности	1	1
555	к его	3	1
556	до начала	1	1
557	и даже	1	1
558	нам не	1	1
559	мы воспринимаем	1	1
560	не следует	3	1
561	за которого	1	1
562	или иначе	2	1
563	не один	2	1
564	по своим	3	1
565	к которому	2	1
566	действующих лиц	2	1
567	эпизод рассказа	1	1
568	и др	1	1
569	подошла к	1	1
570	превращается в	1	1
571	не рассказал	1	1
572	которых мы	1	1
573	автором в	1	1
574	однако и	2	1
575	его собственной	1	1
576	ни о	1	1
577	только от	1	1
578	в живой	1	1
579	не об	1	1
580	ближе к	1	1
581	материалом для	1	1
582	их соотношение	1	1
583	смысл который	2	1
584	так в	4	1
585	жизни который	1	1
586	забывать что	1	1
587	в жизнь	1	1
588	же времени	1	1
589	в течение	1	1
590	на эту	1	1
591	отношению к	7	1
592	он этим	1	1
593	читателя при	1	1
594	и едва	1	1
595	персонажей и	2	1
596	нарисована в	1	1
597	одно событие	1	1
598	но это	3	1
599	и действия	2	1
600	и всю	1	1
601	к другим	1	1
602	но разумеется	1	1
603	и конца	1	1
604	себя с	1	1
605	с автором	1	1
606	и времени	2	1
607	не имея	1	1
608	в связи	1	1
609	и состоит	1	1
610	взятый в	1	1
611	или в	1	1
612	которая в	3	1
613	человек и	1	1
614	рассказе может	1	1
615	бы в	3	1
616	не должен	1	1
617	будто бы	3	1
618	или не	2	1
619	же в	1	1
620	сходятся в	1	1
621	человека не	1	1
622	к ее	3	1
623	жизни в	4	1
624	нет ничего	1	1
625	а о	1	1
626	в свою	4	1
627	это все	1	1
628	том или	1	1
629	это на	1	1
630	него нет	1	1
631	самой своей	1	1
632	автора в	5	1
633	не что	1	1
634	на практике	1	1
635	от которой	1	1
636	гораздо более	1	1
