N	2gram	Ircho_Kome_2	Analitik
442	то и	1	1
443	действующего лица	1	1
444	от других	1	1
445	а то	1	1
446	с единством	1	1
447	что речь	1	1
448	за ним	1	1
449	к своим	1	1
450	не так	1	1
451	восходящего к	1	1
452	всяком случае	2	1
453	могло бы	1	1
454	как их	1	1
455	мы находим	2	1
456	в одном	2	1
457	у него	4	1
458	при отсутствии	1	1
459	как раз	1	1
460	тут же	2	1
461	само собой	1	1
462	были бы	1	1
463	в последние	4	1
464	только на	1	1
465	в н	5	1
466	и даже	1	1
467	даже не	3	1
468	нам не	1	1
469	в любой	1	1
470	до сих	2	1
471	одну из	1	1
472	или иначе	3	1
473	не обязательно	1	1
474	здесь в	3	1
475	вслед за	2	1
476	с той	2	1
477	действующих лиц	5	1
478	нового времени	2	1
479	что для	4	1
480	касается самого	1	1
481	к человеку	1	1
482	в соответствии	1	1
483	что последний	1	1
484	не было	3	1
485	сюжета в	2	1
486	не означает	1	1
487	однако и	1	1
488	признать вполне	1	1
489	его по	1	1
490	о чем	3	1
491	таковой и	1	1
492	речи и	1	1
493	если не	2	1
494	в связи	3	1
495	связь с	1	1
496	о себе	1	1
497	всех трех	1	1
498	своему содержанию	1	1
499	и особенно	3	1
500	друзьями и	1	1
501	как это	4	1
502	во множестве	1	1
503	в лице	2	1
504	к своему	1	1
505	в деятельности	1	1
506	по своему	2	1
507	видя в	1	1
508	в течение	2	1
509	к индивидуальному	1	1
510	в тот	1	1
511	в обратном	1	1
512	да и	3	1
513	ли эта	1	1
514	друг с	2	1
515	с этой	3	1
516	еще раз	1	1
517	бы достаточно	1	1
518	сих пор	2	1
519	о его	4	1
520	следует думать	1	1
521	о мире	1	1
522	в достаточной	1	1
523	этом смысле	2	1
524	при всем	3	1
525	и для	4	1
526	случае если	1	1
527	о сыне	1	1
528	при таком	1	1
529	и от	4	1
530	к внешней	1	1
531	все что	1	1
532	или в	3	1
533	в результате	1	1
534	между ними	1	1
535	о котором	1	1
536	хотя и	4	1
537	или другой	1	1
538	на первый	1	1
539	ее и	1	1
540	для нас	3	1
541	из себя	1	1
542	составляющих его	1	1
543	же в	4	1
544	хотя в	1	1
545	утверждал что	1	1
546	а н	1	1
547	до тех	3	1
548	среди других	1	1
549	к самому	1	1
550	с людьми	1	1
551	жизни в	1	1
552	все еще	1	1
553	в свою	1	1
554	не знает	1	1
555	к его	2	1
556	из этого	2	1
557	к физическому	2	1
558	таким же	1	1
559	любой другой	1	1
560	в действительности	2	1
561	время он	1	1
562	жизни и	3	1
563	а может	1	1
564	котором по	1	1
565	по поводу	3	1
566	и эта	1	1
567	вот этот	1	1
568	бы столь	1	1
569	не дал	1	1
570	во всяком	2	1
571	событий в	1	1
