N	2gram	Tiupa_Lite_1	Dialekti
402	потому и	1	1
403	имеет место	1	1
404	и культуры	2	1
405	наконец даже	1	1
406	основе всех	1	1
407	именно такую	1	1
408	на свою	1	1
409	и находит	1	1
410	мифа с	1	1
411	мир и	2	1
412	субъективности я	1	1
413	тем не	2	1
414	абсолютная истина	1	1
415	не могли	1	1
416	этом не	1	1
417	нас самих	2	1
418	случае в	1	1
419	чистом виде	1	1
420	тем самым	5	1
421	xviii века	2	1
422	и начинает	1	1
423	самого начала	1	1
424	дело в	3	1
425	но принципиально	1	1
426	когда они	1	1
427	было у	2	1
428	о них	1	1
429	что вы	1	1
430	в день	1	1
431	жизни не	2	1
432	имеем дело	1	1
433	формуле в	1	1
434	по своей	3	1
435	меня и	1	1
436	и его	4	1
437	связи с	6	1
438	как будто	2	1
439	может показаться	1	1
440	с другом	1	1
441	он переходит	1	1
442	не бывает	1	1
443	вл соловьев	1	1
444	уже было	1	1
445	всегда больше	1	1
446	на это	2	1
447	на предмет	1	1
448	должен быть	2	1
449	для иного	1	1
450	но по	1	1
451	но при	2	1
452	с каким	1	1
453	с самого	1	1
454	культуры и	1	1
455	на том	2	1
456	и сам	6	1
457	на нее	1	1
458	жизнь а	1	1
459	здесь как	2	1
460	есть произведение	1	1
461	еще в	4	1
462	и весьма	2	1
463	имеется в	2	1
464	другой не	1	1
465	трактуется как	1	1
466	ничто в	1	1
467	поэзии тютчева	1	1
468	того он	1	1
469	при котором	1	1
470	все в	1	1
471	другим миром	1	1
472	между тем	2	1
473	и всякая	1	1
474	а потому	2	1
475	ним и	1	1
476	и только	2	1
477	нельзя сказать	1	1
478	но собственно	1	1
479	у которого	1	1
480	существует как	1	1
481	сознания его	1	1
482	не так	1	1
483	на почве	2	1
484	и неожиданное	1	1
485	в какой	1	1
486	в природу	1	1
487	это становится	1	1
488	бы ни	1	1
489	один на	1	1
490	но ее	1	1
491	все они	2	1
492	она лишь	1	1
493	со всеми	1	1
494	реальность не	1	1
495	себя в	6	1
496	это ни	1	1
497	не можем	1	1
498	уже в	5	1
499	борьбы с	1	1
500	в поэзии	1	1
501	а то	1	1
502	то чему	1	1
503	в душе	3	1
504	и других	1	1
505	мир в	4	1
506	который как	1	1
507	не слыхал	1	1
508	себе в	2	1
509	жизнь для	1	1
510	пока не	1	1
511	в очерке	1	1
512	не для	1	1
513	от тех	2	1
514	для них	2	1
515	у него	3	1
516	человек как	1	1
517	как такового	1	1
518	или ином	1	1
519	во главе	1	1
520	указание на	1	1
521	от меня	1	1
522	бы это	1	1
523	во власти	1	1
524	никогда и	1	1
525	как духовная	1	1
526	есть подлинный	1	1
527	или иначе	9	1
528	сознания все	1	1
529	сюда же	1	1
530	я был	1	1
531	по большей	1	1
532	и др	3	1
533	нового времени	2	1
534	превращается в	2	1
535	а на	1	1
536	а за	1	1
537	есть лишь	1	1
538	именно так	2	1
539	сам себе	1	1
540	а вы	2	1
541	с одинаковым	1	1
542	одну из	2	1
543	и я	6	1
544	и уже	1	1
545	становится ясным	1	1
546	и ему	1	1
547	если не	1	1
548	собственными средствами	1	1
549	вместе с	1	1
550	представить себе	1	1
551	к своему	1	1
552	перед нами	1	1
553	в чистом	1	1
554	его жизни	1	1
555	впрочем это	1	1
556	по существу	1	1
557	для понимания	2	1
558	ней не	1	1
559	на свете	1	1
560	явления когда	1	1
561	и тому	1	1
562	казалось что	1	1
563	природу и	1	1
564	между прочим	1	1
565	этом и	1	1
566	но для	1	1
567	бы духовно	1	1
568	видят в	1	1
569	всего в	3	1
570	во мне	2	1
571	это уже	2	1
572	уже на	1	1
573	для автора	1	1
574	при таком	1	1
575	быть названа	1	1
576	поэтому для	1	1
577	это как	2	1
578	своей собственной	2	1
579	на первый	1	1
580	для нас	1	1
581	было на	1	1
582	полное отсутствие	1	1
583	к этой	1	1
584	не должен	3	1
585	как явление	1	1
586	субъектом и	1	1
587	а также	5	1
588	пришла к	1	1
589	жизни в	1	1
590	между ними	1	1
591	от своего	2	1
592	самое и	1	1
593	а я	1	1
594	о себе	4	1
595	в искусстве	2	1
596	однако мы	1	1
597	они не	1	1
598	сущности не	1	1
599	все что	1	1
