N	2gram	Propp_Russ_1	Komedia
124	ничего не	3	3
125	судя по	2	3
126	он так	2	3
127	возможно что	1	3
128	в глаза	1	3
129	комедии и	1	3
130	должно было	2	3
131	и мы	1	3
132	в двух	1	3
133	не о	1	3
134	в начале	1	3
135	что не	1	3
136	не так	1	3
137	всяком случае	1	3
138	мы можем	2	3
139	отношению к	1	3
140	в других	11	3
141	ему не	1	3
142	на этот	3	3
143	один из	8	3
144	если не	1	3
145	в частности	2	3
146	не может	4	3
147	сходство в	1	3
148	по своему	1	3
149	в течение	5	3
150	как бы	5	3
151	в целом	2	3
152	из своего	1	3
153	не знает	1	3
154	все что	1	3
155	в какой	2	3
156	во всяком	1	3
157	даже если	1	2
158	такое же	2	2
159	г в	4	2
160	в и	17	2
161	мы не	6	2
162	представление о	3	2
163	не совсем	4	2
164	и он	1	2
165	и на	10	2
166	во всех	4	2
167	отличие от	1	2
168	что они	7	2
169	этой группы	1	2
170	как в	5	2
171	что касается	1	2
172	целый ряд	1	2
173	не приходится	1	2
174	после чего	2	2
175	после этого	4	2
176	состоит в	8	2
177	в силу	2	2
178	исходя из	1	2
179	а затем	1	2
180	из всех	1	2
181	не с	3	2
182	это не	10	2
183	и ненависть	1	2
184	который по	1	2
185	на основании	1	2
186	как видно	1	2
187	в развитии	1	2
188	в г	4	2
189	и без	1	2
190	в их	4	2
191	в одном	3	2
192	сам он	1	2
193	тому что	4	2
194	она не	2	2
195	вплоть до	4	2
196	что ему	2	2
197	дело не	1	2
198	что их	1	2
199	в основе	1	2
200	в области	3	2
201	ли не	1	2
202	ii в	2	2
203	если же	1	2
204	и это	1	2
205	как мы	10	2
206	и о	1	2
207	в виду	1	2
208	вывод что	3	2
209	то время	1	2
210	в образе	2	2
211	можно было	1	2
212	наряду с	1	2
213	а также	3	2
214	как этот	1	2
215	и во	1	2
216	между тем	7	2
217	нуждается в	1	2
218	происхождение и	1	2
219	как из	1	2
220	не как	1	2
221	тот же	1	2
222	и ее	1	2
223	в качестве	3	2
224	уже в	1	2
225	мы знаем	1	2
226	до того	2	2
227	этом отношении	1	2
228	от того	1	2
229	представляют собой	7	2
230	себя и	2	2
231	что для	1	2
232	не было	2	2
233	что мы	1	2
234	под влиянием	1	2
235	ближе к	1	2
236	он и	1	2
237	его на	1	2
238	из которых	1	2
239	не отличаются	1	2
240	в пределах	1	2
241	не могут	1	2
242	для обозначения	2	2
243	по существу	4	2
244	в уже	3	2
245	его от	2	2
246	этом случае	5	2
247	только для	2	2
248	видно что	6	2
249	и все	1	2
250	нет никаких	1	2
251	е в	8	2
252	между ними	1	2
253	только как	1	2
254	в своих	2	2
255	в таком	1	2
256	не думает	1	1
257	например в	2	1
258	чтобы не	1	1
259	в объяснении	1	1
260	а из	1	1
261	представлял собой	1	1
262	в первом	1	1
263	можем судить	1	1
264	к другому	2	1
265	и до	2	1
266	видеть в	1	1
267	мы имеем	4	1
268	а совершенно	1	1
269	этому же	2	1
270	вопрос о	1	1
271	этом не	1	1
272	свою любовь	1	1
273	на глазах	1	1
274	еще до	2	1
275	вся семья	1	1
276	они были	2	1
277	ему в	1	1
278	зависимости от	1	1
279	в числе	2	1
280	жизни это	1	1
281	это время	2	1
282	в большинстве	2	1
283	при сравнении	1	1
284	все эти	2	1
285	не был	1	1
286	в чем	1	1
287	не без	1	1
288	но не	2	1
289	другой пример	1	1
290	в до	1	1
291	если в	3	1
292	ответ на	1	1
293	должны были	2	1
294	очевидно что	1	1
295	себе и	1	1
296	в е	2	1
297	ожидать чтобы	1	1
298	относится к	1	1
299	которые не	3	1
300	в истории	1	1
301	обнаружим что	1	1
302	независимо от	2	1
303	общего с	1	1
304	одном из	1	1
305	от до	1	1
306	по содержанию	3	1
307	это был	1	1
308	перед нами	1	1
309	сходство между	2	1
310	как уже	4	1
311	и как	2	1
312	что по	4	1
313	и наконец	1	1
314	никаких следов	1	1
315	себе дело	1	1
316	к числу	1	1
317	не поддаваться	1	1
318	к дому	1	1
319	от этого	1	1
320	в этот	10	1
321	говорят о	1	1
322	из жизни	1	1
323	iii на	1	1
324	за это	1	1
325	в нашем	2	1
326	из этих	4	1
327	начнем с	1	1
328	значение так	1	1
329	почти целиком	2	1
330	и те	3	1
331	в случае	1	1
332	т д	9	1
333	чтобы они	2	1
334	образом из	1	1
335	не к	1	1
336	том чтобы	1	1
337	на этом	3	1
338	эта же	1	1
339	с такими	1	1
340	в каждом	2	1
341	по происхождению	3	1
342	что все	1	1
343	же не	2	1
344	ссылаясь на	1	1
345	определенное сходство	1	1
346	значение в	1	1
347	немецкий исследователь	1	1
348	после обеда	1	1
349	со слезами	1	1
350	обстоятельства могут	1	1
351	известно что	1	1
352	мы однако	1	1
353	и тем	1	1
354	чаще всего	3	1
355	в это	3	1
356	его и	2	1
357	для них	3	1
358	нет в	1	1
359	и нравов	1	1
360	дела и	1	1
361	со своими	1	1
362	не всегда	1	1
363	можно считать	1	1
364	такой же	2	1
365	одно из	5	1
366	ст в	1	1
367	себя внимание	1	1
368	имеет ничего	1	1
369	что хор	1	1
370	при изучении	5	1
371	таким же	3	1
372	доме и	1	1
373	место в	1	1
374	он искал	1	1
375	не столько	1	1
376	в отличие	1	1
377	что я	1	1
378	и раньше	1	1
379	точку зрения	1	1
380	которые в	1	1
381	такую же	1	1
382	теми же	1	1
383	обращение к	1	1
384	что после	1	1
385	том же	2	1
386	ее своей	1	1
387	и под	1	1
388	этой работы	2	1
389	этого мало	2	1
390	хорошо знали	1	1
391	как можно	2	1
392	виду что	1	1
393	о причине	1	1
394	того как	5	1
395	к этим	1	1
396	в самых	1	1
397	а сами	2	1
398	не могло	1	1
399	и по	8	1
400	детей и	2	1
401	вот что	1	1
402	и теперь	1	1
403	что на	4	1
404	с другом	1	1
405	похожи на	1	1
406	вспоминать о	1	1
407	могут быть	2	1
408	чтобы сделать	1	1
409	как только	1	1
410	что наш	1	1
411	они становятся	1	1
412	слова с	1	1
413	здесь мы	1	1
414	из чего	1	1
415	подобно тому	1	1
416	сцены из	2	1
417	советского союза	1	1
418	приходит к	1	1
419	и сами	1	1
420	ни одно	2	1
421	были у	1	1
422	вина и	1	1
423	можно сделать	3	1
424	что у	2	1
425	даже самых	1	1
426	не объясняет	2	1
427	с собой	4	1
428	те же	1	1
429	ты не	1	1
430	этим в	1	1
431	сохранился и	1	1
432	вошел в	1	1
433	своему происхождению	1	1
434	жизнь и	1	1
435	без основания	1	1
436	для этого	2	1
437	в настоящее	3	1
438	не имеющей	1	1
439	стремление к	1	1
440	ней как	1	1
441	и начало	2	1
442	что видел	1	1
443	нечто совсем	1	1
444	в раннем	1	1
445	и та	1	1
446	настоящее время	3	1
447	никак не	1	1
448	в риме	1	1
449	не позже	1	1
450	на что	2	1
451	после того	2	1
452	звучит так	1	1
453	там же	5	1
454	нас в	1	1
455	все на	1	1
456	большое количество	1	1
457	от них	3	1
458	этому поводу	2	1
459	во втором	1	1
460	примыкает к	1	1
461	ее на	1	1
462	того в	1	1
463	сомнения в	1	1
464	в середине	3	1
465	о рождении	2	1
466	развития но	1	1
467	что здесь	1	1
468	на которой	1	1
469	рассуждение о	1	1
470	мы видим	2	1
471	только в	4	1
472	по этому	3	1
473	в эти	4	1
474	ii на	1	1
475	и у	5	1
476	только на	3	1
477	в нашей	1	1
478	этому вопросу	2	1
479	каким образом	1	1
480	и других	7	1
481	к своим	1	1
482	там на	1	1
483	заключить что	1	1
484	и их	4	1
485	в прошлом	2	1
486	чтобы она	1	1
487	обращает на	1	1
488	с этими	1	1
489	может служить	1	1
490	с лишним	1	1
491	не случайно	2	1
492	в некоторых	4	1
493	следует признать	1	1
494	из своей	1	1
495	некоторые исследователи	2	1
496	вид что	1	1
497	но вместе	1	1
498	не были	2	1
499	своим появлением	1	1
500	тем у	1	1
501	них в	2	1
502	после смерти	1	1
503	с той	1	1
504	этому времени	1	1
505	из других	1	1
506	а с	4	1
507	показывает что	5	1
508	мы еще	1	1
509	в детстве	1	1
510	говорит о	1	1
511	их вместе	1	1
512	на которых	1	1
513	не на	2	1
514	с которым	1	1
515	однако и	1	1
516	в руках	1	1
517	г где	1	1
518	сближает его	2	1
519	мы остановимся	1	1
520	нет даже	1	1
521	в изучении	2	1
522	которые как	1	1
523	место на	1	1
524	так называемых	1	1
525	было в	1	1
526	этой же	1	1
527	в городе	1	1
528	или на	3	1
529	других случаях	3	1
530	он уже	1	1
531	и потому	2	1
532	я тебе	1	1
533	относятся к	2	1
534	надо было	1	1
535	ii этот	1	1
536	обратил внимание	1	1
537	к жизни	3	1
538	связывали с	1	1
539	заимствован из	1	1
540	тому как	1	1
541	в тех	4	1
542	некоторое время	1	1
543	хорошо видно	1	1
544	целый год	1	1
545	в первой	1	1
546	друг с	1	1
547	быть не	1	1
548	что между	1	1
549	нам из	1	1
550	какие же	2	1
551	можно сказать	1	1
552	в основном	3	1
553	в так	1	1
554	который почти	1	1
555	он должен	1	1
556	своих предшественников	1	1
557	к вопросу	2	1
558	под названием	1	1
559	деньги не	1	1
560	или в	2	1
561	в ноги	1	1
562	которого они	1	1
563	о котором	1	1
564	это как	1	1
565	а к	1	1
566	отличаются от	1	1
567	для нас	6	1
568	же что	1	1
569	в дверь	1	1
570	всякого рода	3	1
571	в этих	3	1
572	по традиции	1	1
573	сделать вывод	1	1
574	иное чем	1	1
575	на поле	1	1
576	с ней	2	1
577	на смену	1	1
578	сказать что	1	1
579	сообщает о	4	1
580	обычно не	2	1
581	это на	1	1
582	ко времени	3	1
583	и самих	1	1
584	и две	1	1
585	быть назван	1	1
586	жизнь в	1	1
587	жизни и	1	1
588	слезами на	1	1
589	указывают на	1	1
590	дает основание	1	1
591	по поводу	1	1
592	а нечто	1	1
593	можно назвать	1	1
594	как на	1	1
595	они не	1	1
596	ничего общего	2	1
