N	2gram	Berdyaev_O_1	Formalny
130	чтобы не	1	2
131	человека и	10	2
132	а иногда	1	2
133	к другому	1	2
134	в котором	1	2
135	в сущности	1	2
136	с его	4	2
137	в своем	2	2
138	с душой	1	2
139	от этого	1	2
140	то в	1	2
141	учение о	2	2
142	в этой	5	2
143	только один	1	2
144	говорят о	1	2
145	что она	1	2
146	в россии	5	2
147	на земле	4	2
148	лишь с	1	2
149	человека в	11	2
150	кажется что	1	2
151	ни с	7	2
152	и тогда	1	2
153	нисколько не	1	2
154	том как	1	2
155	этом нужно	1	2
156	художественного творчества	1	2
157	к одной	1	2
158	вложена в	1	2
159	и очень	2	2
160	в отношении	1	2
161	дело в	1	2
162	одна из	1	2
163	в нас	1	2
164	и лишь	1	2
165	отличается от	1	2
166	и это	1	2
167	в пределе	1	2
168	был бы	1	2
169	ничего не	2	2
170	в самой	9	2
171	ее и	1	2
172	что и	2	2
173	человека как	1	2
174	и мир	1	2
175	говорит в	1	2
176	и действительно	1	2
177	из них	1	2
178	от того	1	2
179	лишь к	1	2
180	и даже	1	2
181	и из	2	2
182	действующих лиц	1	2
183	и самый	1	2
184	была бы	1	2
185	но оно	1	2
186	смысле этого	1	2
187	распадается на	1	2
188	этого слова	1	2
189	завершается в	1	2
190	но это	1	2
191	она должна	1	2
192	от него	7	2
193	к этому	2	2
194	нем нет	3	1
195	и через	1	1
196	сам по	1	1
197	и то	2	1
198	между двумя	1	1
199	и до	1	1
200	уже указывали	1	1
201	своих художественных	1	1
202	не имеют	1	1
203	видеть в	1	1
204	есть не	1	1
205	в первый	1	1
206	которой может	1	1
207	это подтверждается	1	1
208	бы еще	1	1
209	не уничтожает	1	1
210	как у	1	1
211	произвол и	1	1
212	из сторон	1	1
213	иногда и	1	1
214	себе и	1	1
215	и чем	1	1
216	выводит за	1	1
217	что как	1	1
218	и нет	2	1
219	хотя и	2	1
220	сознания в	1	1
221	та же	1	1
222	из жизни	1	1
223	существует лишь	1	1
224	с их	1	1
225	на то	1	1
226	одной этой	1	1
227	чтобы овладеть	1	1
228	он не	7	1
229	единство в	1	1
230	ключ к	1	1
231	него также	1	1
232	к одному	1	1
233	еще одну	1	1
234	а ведь	1	1
235	бы от	1	1
236	ни был	1	1
237	на этих	1	1
238	же не	1	1
239	указывали на	1	1
240	в мире	1	1
241	его не	2	1
242	сказать в	1	1
243	не совпадает	1	1
244	быть не	1	1
245	приходит в	1	1
246	всегда и	1	1
247	чем в	2	1
248	в чистом	1	1
249	должно быть	2	1
250	для своих	1	1
251	но почему	1	1
252	л толстого	1	1
253	что говорит	1	1
254	для всякого	2	1
255	но он	7	1
256	нет никакого	1	1
257	с ним	3	1
258	тем острее	1	1
259	того как	1	1
260	тема о	1	1
261	и бесконечно	2	1
262	он указывает	1	1
263	в разных	1	1
264	возможностей и	2	1
265	е от	1	1
266	в сознании	1	1
267	не потому	1	1
268	с другом	1	1
269	но там	1	1
270	всегда есть	4	1
271	и был	1	1
272	одинаково как	1	1
273	и самое	1	1
274	можно и	1	1
275	людей в	1	1
276	и этим	2	1
277	не те	1	1
278	и противоречия	1	1
279	можно было	1	1
280	не с	1	1
281	нельзя найти	1	1
282	для него	5	1
283	бы признать	1	1
284	и человека	1	1
285	и здесь	1	1
286	на человека	1	1
287	все в	4	1
288	возможности и	1	1
289	лишь путем	1	1
290	и остаются	1	1
291	а потому	1	1
292	темой о	1	1
293	в форме	1	1
294	пределы формы	1	1
295	он создал	1	1
296	не так	1	1
297	как например	1	1
298	он что	1	1
299	что только	1	1
300	трагедии и	1	1
301	может привести	1	1
302	который в	1	1
303	в эти	1	1
304	первый период	1	1
305	человека с	1	1
306	его менее	1	1
307	так что	2	1
308	вот что	1	1
309	и других	1	1
310	чего бы	1	1
311	к каким	1	1
312	одно из	2	1
313	говорит о	1	1
314	ведь это	2	1
315	в одном	1	1
316	быт не	1	1
317	должен был	2	1
318	и никогда	2	1
319	почему не	1	1
320	художник не	1	1
321	в других	2	1
322	даже и	2	1
323	момент в	2	1
324	что человек	3	1
325	человека а	2	1
326	с той	1	1
327	что для	2	1
328	не было	9	1
329	не делает	1	1
330	остается и	1	1
331	о чем	1	1
332	в пределы	1	1
333	мира в	1	1
334	врезывается в	1	1
335	нет ничего	7	1
336	в творчестве	5	1
337	в частности	1	1
338	с каким-то	1	1
339	строгом смысле	1	1
340	он говорит	1	1
341	образ и	1	1
342	друг с	1	1
343	в это	1	1
344	и о	2	1
345	один из	1	1
346	под влиянием	1	1
347	его творчества	1	1
348	есть одно	1	1
349	его с	1	1
350	это так	1	1
351	у достоевского	19	1
352	интерес к	1	1
353	еще более	1	1
354	ни к	1	1
355	есть уже	1	1
356	а в	5	1
357	отношении к	1	1
358	его лишь	1	1
359	всех тех	1	1
360	двойственность в	1	1
361	и начинается	1	1
362	состоит из	1	1
363	гениальных и	1	1
364	доступ к	1	1
