N	2gram	Propp_Isto_4	VerxiiNi
374	таким же	6	1
375	и леший	2	1
376	то для	1	1
377	человеком и	2	1
378	знает и	2	1
379	и животным	3	1
380	должны были	1	1
381	образы эти	1	1
382	но эта	4	1
383	русской сказки	1	1
384	их в	7	1
385	однако в	2	1
386	не должно	1	1
387	по себе	2	1
388	даже в	4	1
389	случае мы	2	1
390	сам он	1	1
391	эти новые	2	1
392	с развитием	1	1
393	что происходит	1	1
394	эти дни	1	1
395	особенно ярко	1	1
396	дело не	2	1
397	того как	4	1
398	не по	2	1
399	чтобы стать	1	1
400	в общих	1	1
401	данного народа	1	1
402	ничего не	5	1
403	имеются и	1	1
404	под этим	1	1
405	и весь	1	1
406	которые и	1	1
407	они являются	1	1
408	идет и	1	1
409	видим что	2	1
410	другой стороны	4	1
411	это слово	1	1
412	к этим	2	1
413	только с	2	1
414	никуда не	2	1
415	и делает	1	1
416	но даже	1	1
417	однако это	1	1
418	и несколько	1	1
419	у нас	2	1
420	когда мы	1	1
421	могут быть	6	1
422	он посылает	1	1
423	должны быть	1	1
424	смерти и	1	1
425	не есть	2	1
426	своего отца	3	1
427	заставляет их	1	1
428	на это	2	1
429	с образом	1	1
430	обычно объясняется	1	1
431	с ее	1	1
432	как не	1	1
433	здесь не	4	1
434	некоторые другие	1	1
435	у народов	1	1
436	данном случае	3	1
437	совершенно ясно	2	1
438	во главе	1	1
439	это для	3	1
440	роль в	1	1
441	как с	1	1
442	с собой	5	1
443	на путь	1	1
444	живет в	2	1
445	морского бога	2	1
446	найти в	1	1
447	это мы	2	1
448	том как	2	1
449	между собой	1	1
450	с этого	1	1
451	он сам	1	1
452	собой и	1	1
453	смерти человека	1	1
454	по мере	1	1
455	с ним	1	1
456	путь приобретения	1	1
457	и смерть	1	1
458	и других	3	1
459	то они	1	1
460	еще при	1	1
461	характер этого	1	1
462	другими словами	2	1
463	в глаза	1	1
464	одного из	1	1
465	весьма вероятным	1	1
466	к обряду	1	1
467	его тело	1	1
468	после того	2	1
469	и во	2	1
470	связь между	2	1
471	а у	2	1
472	идет к	1	1
473	видели выше	2	1
474	всем богам	1	1
475	ними в	1	1
476	не надо	1	1
477	виде эта	1	1
478	и следовательно	1	1
479	ряд других	1	1
480	и об	1	1
481	происходит в	2	1
482	что здесь	7	1
483	известно что	2	1
484	у многих	3	1
485	мы видим	6	1
486	с ними	5	1
487	этот вопрос	2	1
488	что даже	1	1
489	друг друга	1	1
490	огонь в	1	1
491	как нечто	3	1
492	между этим	1	1
493	и так	1	1
494	до нас	1	1
495	по очереди	1	1
496	и раньше	1	1
497	сказки в	1	1
498	или его	1	1
499	их не	2	1
500	и его	10	1
501	этому источнику	1	1
502	рассматриваться как	1	1
503	не можем	1	1
504	только на	1	1
505	попадают в	1	1
506	вернуться к	1	1
507	или через	1	1
508	чтобы он	2	1
509	только тогда	3	1
510	предков на	1	1
511	с разными	1	1
512	при помощи	10	1
513	дает ему	4	1
514	первобытного человека	1	1
515	мы знаем	8	1
516	несомненно в	1	1
517	и их	2	1
518	представить себе	1	1
519	могло бы	2	1
520	уже почти	1	1
521	не для	1	1
522	с этими	2	1
523	власти над	3	1
524	у него	5	1
525	что душе	2	1
526	жизни на	1	1
527	заметить что	1	1
528	как раз	1	1
529	как этот	1	1
530	тем что	5	1
531	тогда как	4	1
532	случае с	1	1
533	перейти к	1	1
534	в очень	1	1
535	представляют собой	4	1
536	умерших предков	1	1
537	которые как	1	1
538	возможно что	2	1
539	откуда эта	1	1
540	при рассмотрении	1	1
541	с агни	1	1
542	к рассмотрению	2	1
543	нельзя сказать	1	1
544	а именно	3	1
545	что тот	1	1
546	такое же	4	1
547	из таких	2	1
548	в самую	2	1
549	социальной жизни	1	1
550	и пр	11	1
551	притом не	1	1
552	с культом	1	1
553	зависит от	1	1
554	человеческой жизни	1	1
555	всей своей	1	1
556	о чем	3	1
557	он становится	2	1
558	на эту	1	1
559	когда она	1	1
560	нашей точки	1	1
561	действия в	1	1
562	с помощью	2	1
563	с нашей	1	1
564	в момент	1	1
565	их с	1	1
566	и германцев	1	1
567	в европе	1	1
568	при которых	1	1
569	солнца или	2	1
570	с этим	2	1
571	в данном	3	1
572	и за	2	1
573	смысле этого	2	1
574	здесь имеется	2	1
575	человек всегда	1	1
576	религии мы	1	1
577	иногда даже	3	1
578	там где	3	1
579	многих других	3	1
580	этого слова	2	1
581	представляется как	1	1
582	основана на	2	1
583	обращаются с	1	1
584	удается но	1	1
585	такой же	1	1
586	происходит с	1	1
587	на которой	2	1
588	но это	3	1
589	всякого кто	1	1
590	только еще	1	1
591	но для	2	1
592	нечто подобное	2	1
593	же представление	2	1
594	которых он	1	1
595	являются не	1	1
596	обрядовых и	1	1
597	которых каждый	1	1
598	много но	1	1
599	на задний	2	1
600	старших в	1	1
601	что жизнь	1	1
602	его с	2	1
603	в христианство	1	1
604	она уже	1	1
605	это уже	2	1
606	не представляет	1	1
607	бы в	1	1
608	тем более	1	1
609	ни к	1	1
610	причем эта	1	1
611	превратился в	2	1
612	указывает на	4	1
613	же в	3	1
614	в связь	3	1
615	имеет никакого	1	1
616	к ее	1	1
617	боги к	1	1
618	только как	1	1
619	о превращении	1	1
620	к этой	3	1
621	мироздания и	1	1
622	в своих	1	1
623	и заменить	1	1
624	и вновь	1	1
625	они не	1	1
