N	2gram	Berdyaev_N_1	KulturaY
342	то он	1	1
343	и такое	1	1
344	к идее	1	1
345	в большинстве	1	1
346	есть проблема	1	1
347	свидетельствует о	1	1
348	так называемый	1	1
349	социальной жизни	1	1
350	и их	1	1
351	сами по	1	1
352	не для	1	1
353	к ним	3	1
354	не случайно	1	1
355	они будут	1	1
356	этой теме	1	1
357	на их	1	1
358	не хотел	1	1
359	для решения	1	1
360	и только	1	1
361	возможно что	1	1
362	коммунизм и	1	1
363	в каких	1	1
364	начало новой	1	1
365	процесс в	1	1
366	одной стороны	2	1
367	свое и	1	1
368	жизнь в	1	1
369	все более	1	1
370	ни за	1	1
371	политика должна	1	1
372	партии в	1	1
373	я уже	2	1
374	по своему	4	1
375	не был	1	1
376	наряду с	3	1
377	эти слова	1	1
378	такого рода	2	1
379	к деревне	1	1
380	том смысле	1	1
381	к чему	1	1
382	войны и	2	1
383	в это	1	1
384	сих пор	1	1
385	что нет	1	1
386	хочет и	1	1
387	новой эпохи	1	1
388	совершается в	1	1
389	и скоро	1	1
390	давно уже	1	1
391	политике и	1	1
392	тут мы	1	1
393	в этих	1	1
394	или не	1	1
395	что вообще	1	1
396	в период	1	1
397	лишь по	1	1
398	творчества не	1	1
399	который не	1	1
400	протекает и	1	1
401	как на	1	1
402	они не	1	1
